Month,Year,Label,Sample_Number,GreenAlgae_2ug_L,Bluegreen_3ug_L,Diatoms_4ug_L,Cryptophyta_5ug_L,GreenAlgae_14cells_mL,Bluegreen_15cells_mL,Diatoms_16cells_mL,Cryptophyta_17cells_mL,Temp_degC,Time,Date,DOSAT_%SAT,DO_mg_L,FLUORRFU_RFU,FLUOR_ug_L,FNU_FNU,pH,SPC_uS_cm,WT_C,PAR1_umol_m-2_s-1,PAR2_umol_m-2_s-1,Latitude,Longitude,Region
April,2021,San Pablo Bay,49,2.39,0.81,2.47,0.31,1266.81,811.38,1112.95,9.19,14.09,11:41,4/9/2021,92.43333333,7.943333333,0.403333333,1.7125,5.341666667,7.92,42055.75,14.71583333,,,-122.3608179,38.03590778,San Pablo Bay
April,2021,San Pablo Bay,50,2.37,0.83,2.56,0.3,1256.25,832.05,1151.65,9,14.09,11:42,4/9/2021,92.7,7.965833333,0.385,1.635,5.3,7.92,41962.08333,14.72916667,,,-122.359731,38.03637708,San Pablo Bay
April,2021,San Pablo Bay,51,2.39,0.81,2.62,0.34,1269.38,809.9,1178.14,10.24,14.11,11:43,4/9/2021,92.96666667,7.988333333,0.406666667,1.725833333,5.158333333,7.926666667,41901.83333,14.75166667,,,-122.3586176,38.03693472,San Pablo Bay
April,2021,San Pablo Bay,52,2.44,0.79,2.59,0.4,1293.9,791.05,1164.52,11.95,14.15,11:44,4/9/2021,93.275,8.01,0.4,1.701666667,5.016666667,7.93,41843.08333,14.78916667,,,-122.35782,38.03746819,San Pablo Bay
April,2021,San Pablo Bay,53,2.42,0.75,2.72,0.51,1281.81,754.05,1224.1,15.24,14.16,11:45,4/9/2021,93.66071429,8.062857143,0.455357143,1.855714286,5.4,7.93,42035.35714,14.62142857,,,-122.3574037,38.03784409,San Pablo Bay
April,2021,San Pablo Bay,54,2.7,0.7,3.02,0.55,1430.19,698.48,1360.43,16.48,14.14,11:46,4/9/2021,91.65,7.928888889,0.635277778,2.551666667,8.052777778,7.921666667,42621.04167,14.25833333,,,-122.357161,38.03797975,San Pablo Bay
April,2021,San Pablo Bay,55,2.66,0.73,3.02,0.51,1410.24,732.48,1357.86,15.33,14.13,11:47,4/9/2021,92.8,7.987142857,0.545,2.268571429,6.114285714,7.927142857,41959.92857,14.66571429,,,-122.3568564,38.03813786,San Pablo Bay
April,2021,San Pablo Bay,56,2.7,0.71,2.87,0.53,1429.33,712.43,1290.57,16.1,14.16,11:48,4/9/2021,93.35833333,8.02,0.5,2.095,5.183333333,7.93,41767.33333,14.78833333,,,-122.3562539,38.03846458,San Pablo Bay
April,2021,San Pablo Bay,57,2.66,0.71,2.86,0.53,1407.57,711.67,1286.9,16.14,14.17,11:49,4/9/2021,93.46666667,8.025,0.4975,2.09,5.191666667,7.93,41753.25,14.82,,,-122.3557403,38.03867653,San Pablo Bay
April,2021,San Pablo Bay,58,2.63,0.71,2.82,0.52,1392.62,710.95,1270.57,15.67,14.22,11:50,4/9/2021,93.58333333,8.03,0.484166667,2.038333333,5.025,7.93,41744,14.845,,,-122.3551538,38.03887945,San Pablo Bay
April,2021,San Pablo Bay,59,2.63,0.71,2.84,0.55,1394.1,707.14,1276.48,16.62,14.22,11:51,4/9/2021,93.66666667,8.036666667,0.488333333,2.056666667,4.95,7.93,41730.66667,14.86,,,-122.3546068,38.03904597,San Pablo Bay
April,2021,San Pablo Bay,60,2.48,0.74,2.75,0.49,1316,744.48,1238.57,14.76,14.22,11:52,4/9/2021,93.65833333,8.035833333,0.471666667,1.985,5,7.93,41715.16667,14.86083333,,,-122.354366,38.03930625,San Pablo Bay
April,2021,San Pablo Bay,61,2.66,0.72,2.82,0.49,1411.71,723.33,1267.52,14.86,14.23,11:53,4/9/2021,93.65833333,8.038333333,0.4575,1.938333333,4.958333333,7.93,41691.41667,14.865,,,-122.3541608,38.03952695,San Pablo Bay
April,2021,San Pablo Bay,62,2.72,0.72,2.98,0.52,1442.33,716.29,1339.86,15.52,14.22,11:54,4/9/2021,93.625,8.031666667,0.516666667,2.1675,5,7.93,41685.08333,14.87333333,,,-122.3537796,38.0397525,San Pablo Bay
April,2021,San Pablo Bay,63,2.72,0.71,2.93,0.53,1443.9,706.05,1316.33,16.05,14.23,11:55,4/9/2021,93.61818182,8.031818182,0.527272727,2.213636364,5.081818182,7.93,41662.27273,14.86636364,,,-122.3533292,38.03996879,San Pablo Bay
April,2021,San Pablo Bay,64,2.77,0.7,2.85,0.58,1466.43,697.76,1283.1,17.57,14.26,11:56,4/9/2021,93.79166667,8.04,0.510833333,2.140833333,4.958333333,7.931666667,41644.25,14.9,,,-122.3529125,38.04014125,San Pablo Bay
April,2021,San Pablo Bay,65,2.73,0.71,2.94,0.56,1448.33,711.9,1323.43,16.76,14.23,11:57,4/9/2021,93.775,8.046666667,0.5225,2.19,5.05,7.94,41607,14.89,,,-122.3524469,38.0402925,San Pablo Bay
April,2021,San Pablo Bay,66,2.82,0.7,2.91,0.58,1496.9,698.9,1309,17.29,14.23,11:58,4/9/2021,93.79166667,8.049166667,0.5325,2.2325,5.175,7.94,41563.25,14.88166667,,,-122.3519025,38.04043056,San Pablo Bay
April,2021,San Pablo Bay,67,2.82,0.68,2.87,0.64,1494.33,675.86,1290.38,19.05,14.29,11:59,4/9/2021,93.98333333,8.060833333,0.525833333,2.205,5.083333333,7.94,41540.66667,14.91083333,,,-122.3513951,38.04057583,San Pablo Bay
April,2021,San Pablo Bay,68,2.77,0.7,2.86,0.6,1466.33,696.95,1286.1,18.19,14.33,12:00,4/9/2021,94.175,8.073333333,0.501666667,2.11,4.95,7.94,41497.83333,14.94166667,,,-122.3508682,38.04071792,San Pablo Bay
April,2021,San Pablo Bay,69,2.74,0.72,2.75,0.58,1452.33,716.81,1237.57,17.52,14.31,12:01,4/9/2021,94.16666667,8.075,0.501666667,2.105833333,5.083333333,7.94,41466.58333,14.94166667,,,-122.3503853,38.04103292,San Pablo Bay
April,2021,San Pablo Bay,70,2.67,0.76,2.56,0.48,1416.43,763.57,1153.52,14.29,14.4,12:02,4/9/2021,95.8,8.213333333,0.4575,1.929166667,5.241666667,7.940833333,41260,14.99416667,,,-122.3473147,38.04248819,San Pablo Bay
April,2021,San Pablo Bay,71,3.02,0.65,2.57,0.58,1598.76,651.76,1155.71,17.52,14.67,12:03,4/9/2021,95.875,8.206666667,0.504166667,2.1175,4.883333333,7.9525,40777,15.17333333,,,-122.3414415,38.04502819,San Pablo Bay
April,2021,San Pablo Bay,72,2.98,0.67,2.57,0.53,1576.48,671.38,1156.71,15.71,14.91,12:04,4/9/2021,97.65833333,8.326666667,0.538333333,2.255,4.516666667,7.9675,39913.5,15.55,,,-122.3348847,38.04740264,San Pablo Bay
April,2021,San Pablo Bay,73,2.79,0.7,2.34,0.47,1476.67,702,1052.29,14.19,14.88,12:05,4/9/2021,96.66666667,8.265833333,0.451666667,1.904166667,4.766666667,7.965,39739.83333,15.45333333,,,-122.3282474,38.04957264,San Pablo Bay
April,2021,San Pablo Bay,74,2.7,0.72,2.4,0.47,1429.1,719.19,1078.52,14.05,14.98,12:06,4/9/2021,97.55833333,8.3375,0.449166667,1.891666667,4.741666667,7.97,39240.33333,15.58833333,,,-122.3214096,38.05127028,San Pablo Bay
April,2021,San Pablo Bay,75,2.3,0.81,2.25,0.39,1218.67,807.76,1011.67,11.81,15.16,12:07,4/9/2021,98.225,8.4575,0.418333333,1.7725,4.575,7.993333333,37021.5,15.67666667,,,-122.3149372,38.05313194,San Pablo Bay
April,2021,San Pablo Bay,76,2.36,0.83,2.23,0.38,1248.38,825.62,1004.43,11.48,15.22,12:08,4/9/2021,99.26666667,8.618333333,0.431666667,1.8275,4.616666667,8.016666667,34528.16667,15.79583333,,,-122.3084444,38.05481125,San Pablo Bay
April,2021,San Pablo Bay,77,2.43,0.85,2.32,0.35,1285.81,848.71,1042.19,10.38,15.34,12:09,4/9/2021,99.28333333,8.631666667,0.438333333,1.859166667,5.191666667,8.02,33651.66667,15.915,,,-122.3017115,38.05624958,San Pablo Bay
April,2021,San Pablo Bay,78,2.67,0.9,2.63,0.35,1415.19,898,1184.9,10.57,15.11,12:10,4/9/2021,99.35,8.665833333,0.496666667,2.085833333,6.491666667,8.0225,33521.5,15.7625,,,-122.2954796,38.05719736,San Pablo Bay
April,2021,San Pablo Bay,79,2.76,0.95,2.86,0.29,1464.14,948.62,1284.76,8.86,14.94,12:11,4/9/2021,99.36666667,8.7275,0.565833333,2.361666667,7.766666667,8.03,33079.25,15.5325,,,-122.2928483,38.05735611,San Pablo Bay
April,2021,San Pablo Bay,80,2.48,0.97,2.65,0.25,1315.57,969.19,1192.76,7.71,14.96,12:12,4/9/2021,98.57941176,8.704411765,0.566764706,2.295588235,8.035294118,8.025,33318.47059,15.22411765,,,-122.292073,38.05765179,San Pablo Bay
April,2021,San Pablo Bay,81,2.84,0.92,2.78,0.35,1506.15,918.75,1252.15,10.45,14.92,12:13,4/9/2021,98.78888889,8.730833333,0.690138889,2.774027778,7.363888889,8.021805556,33375.11111,15.16875,,,-122.2918359,38.05774306,San Pablo Bay
April,2021,San Pablo Bay,82,3.01,0.88,3.06,0.42,1594.14,883.62,1374.62,12.71,14.92,12:14,4/9/2021,98.75972222,8.724583333,0.779444444,3.131944444,7.433333333,8.013333333,33451.25,15.16847222,,,-122.2915746,38.05775384,San Pablo Bay
April,2021,San Pablo Bay,83,3.04,0.9,2.99,0.41,1613,897.1,1345.52,12.38,14.95,12:15,4/9/2021,96.85813953,8.473953488,0.683953488,2.760930233,8.034883721,7.987906977,37169.23256,14.88813953,,,-122.2912662,38.0577848,San Pablo Bay
April,2021,San Pablo Bay,84,3.06,0.89,2.94,0.4,1621.52,893.86,1320.67,12.05,14.98,12:16,4/9/2021,100.1,8.79,0.5825,2.431666667,7.458333333,8.03,33024.91667,15.54666667,,,-122.290779,38.05783083,San Pablo Bay
April,2021,San Pablo Bay,85,2.96,0.9,2.99,0.4,1567.19,895,1346.67,12,14.98,12:17,4/9/2021,99.85833333,8.766666667,0.5825,2.428333333,7.525,8.03,33067.08333,15.55166667,,,-122.2903783,38.05782347,San Pablo Bay
April,2021,San Pablo Bay,86,3.03,0.91,2.97,0.36,1605.38,909.43,1337.71,10.76,14.99,12:18,4/9/2021,99.73333333,8.7525,0.584166667,2.433333333,7.358333333,8.03,33073.08333,15.57,,,-122.2899669,38.05783667,San Pablo Bay
April,2021,San Pablo Bay,87,2.97,0.9,2.9,0.37,1576.52,898.57,1306.81,11.19,15.01,12:19,4/9/2021,99.71666667,8.75,0.564166667,2.355833333,7.416666667,8.03,33082.41667,15.5775,,,-122.2895478,38.05791028,San Pablo Bay
April,2021,San Pablo Bay,88,2.98,0.9,2.89,0.39,1578,900.71,1298.76,11.9,15.02,12:20,4/9/2021,99.65833333,8.740833333,0.556666667,2.320833333,7.475,8.028333333,33120.91667,15.5825,,,-122.2891347,38.05794097,San Pablo Bay
April,2021,San Pablo Bay,89,2.83,0.9,2.83,0.39,1498.43,897.33,1273.9,11.62,15.05,12:21,4/9/2021,99.56363636,8.728181818,0.532727273,2.230909091,7.336363636,8.02,33138.27273,15.60272727,,,-122.2887198,38.05797348,San Pablo Bay
April,2021,San Pablo Bay,90,2.93,1,3.02,0.28,1551.14,995.33,1358.62,8.38,15,12:22,4/9/2021,100.0666667,8.774166667,0.544166667,2.275,7.925,8.02,33268.08333,15.59416667,,,-122.2878332,38.0584775,San Pablo Bay
April,2021,San Pablo Bay,91,3.45,0.9,3.08,0.38,1831.1,903.24,1385.29,11.48,14.94,12:23,4/9/2021,100.0416667,8.768333333,0.6425,2.6675,8.591666667,8.025833333,33686.66667,15.5075,,,-122.2838386,38.05934542,San Pablo Bay
April,2021,San Pablo Bay,92,4.13,0.85,3.19,0.52,2186.1,848.76,1434.48,15.76,14.95,12:24,4/9/2021,98.95,8.6575,0.78,3.219166667,8.808333333,8.051666667,33963.58333,15.53083333,,,-122.2772736,38.06034208,San Pablo Bay
April,2021,San Pablo Bay,93,3.8,0.84,2.99,0.53,2013.43,841.05,1346.33,15.76,14.95,12:25,4/9/2021,98.91666667,8.659166667,0.681666667,2.831666667,8.491666667,8.0625,33897.58333,15.5275,,,-122.2704581,38.06125236,San Pablo Bay
April,2021,San Pablo Bay,94,3.25,0.81,2.85,0.5,1721.33,808.52,1281.95,15,15.23,12:26,4/9/2021,99.69166667,8.725833333,0.73,3.019166667,7.475,8.053333333,33047.41667,15.7125,,,-122.2634892,38.06169292,San Pablo Bay
April,2021,San Pablo Bay,95,2.69,0.82,2.49,0.52,1425.62,817.33,1119.33,15.52,15.45,12:27,4/9/2021,101.2083333,8.848333333,0.581666667,2.433333333,5.866666667,8.034166667,31886.58333,16.00166667,,,-122.2563878,38.06199195,San Pablo Bay
April,2021,San Pablo Bay,96,2.61,0.81,2.68,0.59,1382.33,805.57,1205.9,17.9,15.42,12:28,4/9/2021,101.175,8.8425,0.585,2.445,5.425,8.03,31949.66667,16.0075,,,-122.2492868,38.06250514,San Pablo Bay
April,2021,San Pablo Bay,97,2.4,0.88,2.74,0.55,1272,875.52,1232.81,16.52,15.28,12:29,4/9/2021,100.2583333,8.795,0.5775,2.4075,6.091666667,8.03,31925.66667,15.83666667,,,-122.2419303,38.0626475,San Pablo Bay
April,2021,San Pablo Bay,98,2.35,0.86,2.73,0.57,1247.57,863.38,1226.86,17.1,15.26,12:30,4/9/2021,99.91666667,8.771666667,0.5275,2.213333333,6.225,8.03,31856.75,15.8075,,,-122.2347258,38.06236181,San Pablo Bay
April,2021,San Pablo Bay,99,2.37,0.86,2.65,0.59,1255.81,862,1191.48,17.76,15.3,12:31,4/9/2021,100.3166667,8.798333333,0.513333333,2.15,6.025,8.03,31705.33333,15.87416667,,,-122.2274503,38.0622432,San Pablo Bay
April,2021,San Pablo Bay,100,2.71,0.9,2.92,0.52,1437.24,897,1313,15.67,15.14,12:32,4/9/2021,99.5,8.746666667,0.641666667,2.669166667,7.091666667,8.035833333,31884.25,15.725,,,-122.2209632,38.06345833,San Pablo Bay
April,2021,San Pablo Bay,101,2.87,0.92,2.87,0.51,1518.57,918.33,1293.48,15.33,15.12,12:33,4/9/2021,99.33333333,8.740833333,0.696666667,2.880833333,7.808333333,8.04,31811.5,15.70166667,,,-122.2172725,38.06437792,San Pablo Bay
April,2021,San Pablo Bay,102,2.67,0.95,2.84,0.49,1415.05,950.81,1278.57,14.67,15.04,12:34,4/9/2021,98.825,8.71,0.6575,2.73,8.833333333,8.039166667,32015,15.58666667,,,-122.2156775,38.06451715,San Pablo Bay
April,2021,San Pablo Bay,103,2.6,0.99,2.99,0.44,1376,988.14,1344.18,13.32,14.96,12:35,4/9/2021,98.34772727,8.699090909,0.751590909,3.028181818,8.377272727,8.030681818,32370.04545,15.33113636,,,-122.2152218,38.06431706,San Pablo Bay
April,2021,San Pablo Bay,104,2.62,0.98,3.05,0.43,1386,983.55,1371.9,12.95,14.96,12:36,4/9/2021,96.73611111,8.564861111,0.752083333,3.022361111,8.85,8.014305556,33262.59722,15.09805556,,,-122.2148531,38.06412742,San Pablo Bay
April,2021,San Pablo Bay,105,2.69,0.98,3.02,0.45,1424.62,976.48,1361.24,13.62,14.98,12:37,4/9/2021,96.55217391,8.533913043,0.719565217,2.92826087,8.660869565,8.010869565,33211.78261,15.19695652,,,-122.2144806,38.06400549,San Pablo Bay
April,2021,San Pablo Bay,106,2.99,0.83,3.14,0.75,1586.38,826.38,1414,22.29,15.16,12:38,4/9/2021,98.95833333,8.7125,0.699166667,2.89,7.708333333,8.0375,31807.16667,15.6775,,,-122.2136285,38.06387486,San Pablo Bay
April,2021,San Pablo Bay,107,2.96,0.83,3.08,0.72,1566,827.67,1387.24,21.52,15.17,12:39,4/9/2021,99.35833333,8.738333333,0.685833333,2.835,7.675,8.04,31787.58333,15.725,,,-122.2129761,38.06376688,San Pablo Bay
April,2021,San Pablo Bay,108,2.88,0.91,3.03,0.57,1526.29,906.19,1363.43,17,15.16,12:40,4/9/2021,99.55,8.754166667,0.683333333,2.83,7.791666667,8.04,31813.5,15.735,,,-122.2104058,38.06311111,San Pablo Bay
April,2021,San Pablo Bay,109,2.79,0.89,3.04,0.61,1476.24,887.86,1368.62,18.38,15.11,12:41,4/9/2021,99.23333333,8.7375,0.681666667,2.826666667,8.216666667,8.035,31859.5,15.66,,,-122.2042792,38.06073514,San Pablo Bay
April,2021,San Pablo Bay,110,3.01,0.79,3.21,0.87,1596,786.1,1444.71,25.86,15.28,12:42,4/9/2021,99.61666667,8.775833333,0.73,3.0225,7.575,8.04,30979.16667,15.81666667,,,-122.1979651,38.05781972,San Pablo Bay
April,2021,San Pablo Bay,111,3.06,0.8,3.28,0.82,1620.05,804.05,1475.05,24.81,15.23,12:43,4/9/2021,99.96666667,8.803333333,0.771666667,3.18,7.3,8.04,31233.58333,15.79166667,,,-122.1916354,38.05477319,San Pablo Bay
April,2021,San Pablo Bay,112,2.3,0.96,2.95,0.51,1220.81,956.43,1328.95,15.43,15.19,12:44,4/9/2021,99.71666667,8.805,0.68,2.824166667,7.216666667,8.0375,30768,15.73416667,,,-122.1857597,38.05147833,San Pablo Bay
April,2021,San Pablo Bay,113,1.68,1.15,2.69,0.17,889.29,1148.86,1212.24,5.14,15.11,12:45,4/9/2021,97.96666667,8.773333333,0.455,1.924166667,9.241666667,8.02,27909.83333,15.6275,,,-122.1803064,38.04840667,San Pablo Bay
April,2021,San Pablo Bay,114,1.71,1.13,2.68,0.19,905,1132.24,1204.24,5.57,15.05,12:46,4/9/2021,98.21818182,8.778181818,0.512727273,2.150909091,8.427272727,8.02,28371.72727,15.64,,,-122.1757441,38.04483773,San Pablo Bay
April,2021,San Pablo Bay,115,1.66,1.12,2.88,0.22,878,1120.71,1297.52,6.57,15.16,12:47,4/9/2021,97.79166667,8.760833333,0.49,2.054166667,8.45,8.02,27801.41667,15.6325,,,-122.1720401,38.04061917,San Pablo Bay
April,2021,San Pablo Bay,116,1.71,1.12,2.92,0.2,906.05,1124.43,1314.43,5.95,15.53,12:48,4/9/2021,99.7,8.9475,0.504166667,2.115,7.933333333,8.035833333,25405.91667,16.01833333,,,-122.1677182,38.03650445,San Pablo Bay
April,2021,San Pablo Bay,117,1.79,1.11,2.96,0.26,950.29,1110,1332.95,7.9,15.42,12:49,4/9/2021,99.56666667,8.929166667,0.55,2.3,7.833333333,8.0325,25836.5,15.98583333,,,-122.1629906,38.03319722,San Pablo Bay
April,2021,San Pablo Bay,118,1.82,1.12,2.98,0.26,965.29,1117.81,1339.81,7.71,15.3,12:50,4/9/2021,99.24166667,8.903333333,0.564166667,2.359166667,8,8.03,26270.5,15.87333333,,,-122.1600572,38.03207681,San Pablo Bay
April,2021,San Pablo Bay,119,1.75,1.12,2.94,0.26,928.29,1114,1321.05,8.05,15.27,12:51,4/9/2021,98.0925,8.80975,0.64525,2.61125,7.1725,8.013,28207.575,15.441,,,-122.1593608,38.03222611,San Pablo Bay
April,2021,San Pablo Bay,120,1.83,1.09,3.19,0.33,968.67,1088.24,1433.9,9.71,15.22,12:52,4/9/2021,96.19583333,8.619166667,0.629166667,2.53,7.816666667,7.996388889,30241.875,15.13930556,,,-122.1591989,38.03231408,San Pablo Bay
April,2021,San Pablo Bay,121,1.91,1.09,3.13,0.28,1012.67,1090.48,1408.38,8.29,15.13,12:53,4/9/2021,98.15714286,8.790714286,0.621428571,2.570714286,7.6,8.015714286,28152.78571,15.57928571,,,-122.1590775,38.03239571,San Pablo Bay
April,2021,San Pablo Bay,122,2,1.08,3.24,0.34,1062.43,1074.76,1458.14,10.1,15.17,12:54,4/9/2021,98.70833333,8.840833333,0.598333333,2.491666667,7.475,8.02,27512.83333,15.69666667,,,-122.1588025,38.03248111,San Pablo Bay
April,2021,San Pablo Bay,123,1.93,1.11,3.23,0.23,1022.81,1112.1,1453.86,7.14,15.16,12:55,4/9/2021,98.63333333,8.833333333,0.628333333,2.61,7.5,8.019166667,27554.5,15.70916667,,,-122.1584903,38.03246569,San Pablo Bay
April,2021,San Pablo Bay,124,1.91,1.1,3.18,0.23,1011.9,1100.48,1430.76,6.95,15.09,12:56,4/9/2021,98.39166667,8.7975,0.625,2.600833333,7.583333333,8.01,28148.83333,15.6525,,,-122.1581757,38.03244667,San Pablo Bay
April,2021,San Pablo Bay,125,1.85,1.11,3.2,0.22,981.05,1114.14,1438.62,6.62,15.07,12:57,4/9/2021,98.26666667,8.785,0.623333333,2.59,7.433333333,8.01,28485.83333,15.60083333,,,-122.157959,38.03245431,San Pablo Bay
April,2021,San Pablo Bay,126,1.84,1.11,2.88,0.18,976.24,1110.71,1293.71,5.48,15.1,12:58,4/9/2021,98.36666667,8.795833333,0.546666667,2.284166667,7.466666667,8.013333333,28249.58333,15.63666667,,,-122.1580967,38.03294542,San Pablo Bay
April,2021,San Pablo Bay,127,1.94,1.04,2.78,0.3,1026.76,1037.95,1249.43,9.14,15.09,12:59,4/9/2021,98.45,8.79,0.5125,2.145833333,7.341666667,8.013333333,28618.16667,15.64166667,,,-122.1557788,38.03316056,San Pablo Bay
April,2021,San Pablo Bay,128,2.15,1.02,2.98,0.44,1136.52,1020.86,1341.52,13.19,15.33,13:00,4/9/2021,99.10833333,8.844166667,0.5975,2.483333333,7.958333333,8.0225,27992.58333,15.79416667,,,-122.1506851,38.03355472,San Pablo Bay
April,2021,San Pablo Bay,129,2.41,1.16,3.38,0.3,1274.95,1157.1,1520.76,8.81,15.74,13:01,4/9/2021,100.9583333,9.055,0.6525,2.711666667,11.33333333,8.043333333,24490.25,16.2425,,,-122.1440089,38.03390695,San Pablo Bay
April,2021,San Pablo Bay,130,2.54,1.15,3.65,0.33,1344.95,1150.33,1642.81,9.95,15.77,13:02,4/9/2021,101.2916667,9.113333333,0.746666667,3.088333333,12.28333333,8.048333333,23445,16.285,,,-122.1374107,38.03486514,Suisun Bay
April,2021,San Pablo Bay,131,2.26,1.05,3.33,0.43,1199.57,1047.57,1497.81,13.05,15.56,13:03,4/9/2021,100.7833333,9.049166667,0.698333333,2.8925,10.05833333,8.036666667,24678.16667,16.14583333,,,-122.1328835,38.03594486,Suisun Bay
April,2021,San Pablo Bay,132,2,1.03,3.62,0.54,1063.52,1030.19,1629.24,16.1,15.59,13:04,4/9/2021,100.6666667,9.0575,0.761666667,3.15,9.275,8.0375,24437.25,16.095,,,-122.129311,38.03701486,Suisun Bay
April,2021,San Pablo Bay,133,1.93,1.19,3.38,0.2,1021.14,1191.86,1520.29,6.05,15.31,13:05,4/9/2021,99.525,8.976666667,0.651666667,2.705833333,9.566666667,8.0325,24855.25,15.8975,,,-122.1232456,38.03934306,Suisun Bay
April,2021,San Pablo Bay,134,1.7,1.28,3.27,0.02,899.9,1281.95,1470.9,0.7,15.29,13:06,4/9/2021,98.625,8.898333333,0.615833333,2.564166667,12.56666667,8.0175,25130.33333,15.83166667,,,-122.117251,38.04216875,Suisun Bay
April,2021,San Pablo Bay,135,1.9,1.15,3.27,0.23,1006.76,1153.81,1471.33,6.76,15.25,13:07,4/9/2021,98.45,8.885,0.6125,2.548333333,10.64166667,8.015,25368.66667,15.765,,,-122.1110678,38.04498903,Suisun Bay
April,2021,San Pablo Bay,136,1.83,1.13,3.33,0.28,968.81,1132.29,1497.19,8.48,15.31,13:08,4/9/2021,98.90833333,8.924166667,0.585,2.435833333,9.666666667,8.02,25039.16667,15.84833333,,,-122.1054214,38.04688986,Suisun Bay
April,2021,San Pablo Bay,137,1.93,1.09,3.55,0.35,1020.67,1088.62,1597,10.62,15.34,13:09,4/9/2021,99.025,8.939166667,0.668333333,2.771666667,9.25,8.02,24793.33333,15.87416667,,,-122.1025119,38.04792125,Suisun Bay
April,2021,San Pablo Bay,138,1.88,1.07,3.55,0.45,995,1068,1597.62,13.71,15.44,13:10,4/9/2021,99.4,8.9675,0.658333333,2.728333333,9.125,8.024166667,24491.08333,15.95333333,,,-122.0982276,38.04938903,Suisun Bay
April,2021,San Pablo Bay,139,2.27,1.13,3.95,0.34,1200.43,1130.81,1779.33,10.33,15.65,13:11,4/9/2021,100.6818182,9.095454545,0.710909091,2.941818182,10.44545455,8.035454545,23318.90909,16.12363636,,,-122.09205,38.05121864,Suisun Bay
April,2021,San Pablo Bay,140,2.18,1.25,4.15,0.24,1155.76,1250.14,1868.33,7.05,15.57,13:12,4/9/2021,100.7,9.131666667,0.850833333,3.4975,13.66666667,8.038333333,22265.5,16.13416667,,,-122.0855842,38.05267986,Suisun Bay
April,2021,San Pablo Bay,141,2,1.29,4.12,0.14,1060.81,1291.24,1855.33,4.38,15.5,13:13,4/9/2021,99.71666667,9.0675,0.798333333,3.290833333,14.05833333,8.024166667,22019.25,16.05166667,,,-122.0788022,38.05402778,Suisun Bay
April,2021,San Pablo Bay,142,1.81,1.34,3.96,0.06,958.19,1339.95,1779.81,1.76,15.38,13:14,4/9/2021,99.025,9.0325,0.735,3.040833333,13.71666667,8.02,21942.66667,15.91666667,,,-122.0720467,38.05581264,Suisun Bay
April,2021,San Pablo Bay,143,2.18,1.37,4.72,0.05,1154.48,1368.33,2124.86,1.38,15.53,13:15,4/9/2021,99.475,9.105,0.8025,3.31,15.58333333,8.0325,20987.33333,15.945,,,-122.0651347,38.05720236,Suisun Bay
April,2021,San Pablo Bay,144,2.45,1.4,5.07,0.04,1298.62,1402.62,2281.1,1.38,15.74,13:16,4/9/2021,102.24,9.382,0.956,3.934,18.54,8.078,18375.8,16.298,,,-122.0603297,38.05835533,Suisun Bay
April,2021,Suisun Bay/Sacramento River,1,0.72,1.99,1.6,0.02,382.17,1984.89,720.83,0.56,14.78,9:50,4/7/2021,93.55,9.2525,0.579166667,2.418333333,14.075,7.865,484.4166667,15.83916667,,,-121.7537339,38.02168833,Confluence
April,2021,Suisun Bay/Sacramento River,2,0.82,1.98,1.72,0.02,435.24,1983.62,774.62,0.48,14.75,9:51,4/7/2021,96.23333333,9.595,0.540833333,2.263333333,12.125,7.928333333,657.8333333,15.4375,,,-121.7544101,38.02239507,Confluence
April,2021,Suisun Bay/Sacramento River,3,0.94,1.98,1.82,0.06,495.76,1983,817.76,1.86,14.78,9:52,4/7/2021,98.32790698,9.900465116,2.695116279,10.86348837,16.48837209,7.858139535,487.5813953,15.02837209,,,-121.7539026,38.02248295,Confluence
April,2021,Suisun Bay/Sacramento River,4,0.97,1.98,1.8,0.05,513.9,1983.76,809.71,1.57,14.76,9:53,4/7/2021,96.50714286,9.658392857,0.677142857,2.724821429,11.90892857,8.040892857,672.6071429,15.25785714,,,-121.7535762,38.02239192,Confluence
April,2021,Suisun Bay/Sacramento River,5,0.92,1.99,1.76,0.05,488.76,1994.67,793.48,1.43,14.76,9:54,4/7/2021,96.20833333,9.590833333,0.639166667,2.655,11.91666667,7.923333333,669.5,15.43916667,,,-121.7531669,38.02227236,Confluence
April,2021,Suisun Bay/Sacramento River,6,0.8,2.01,1.75,0.03,424.71,2007.81,788.33,0.71,14.78,9:55,4/7/2021,96.20833333,9.591666667,0.574166667,2.400833333,12.16666667,7.91,668.25,15.43833333,,,-121.7535044,38.02288708,Confluence
April,2021,Suisun Bay/Sacramento River,7,0.77,1.99,1.71,0.07,409.52,1995.43,769.14,2.1,14.85,9:56,4/7/2021,96.73333333,9.631666667,0.5325,2.225833333,12.20833333,7.915833333,684.5,15.48583333,,,-121.7555815,38.02470903,Confluence
April,2021,Suisun Bay/Sacramento River,8,0.84,2.02,1.84,0.11,444.81,2024.1,826.86,3.1,14.9,9:57,4/7/2021,97.475,9.685833333,0.525833333,2.205833333,12.39166667,7.92,716.4166667,15.57166667,,,-121.7585224,38.02709833,Confluence
