SampleDate,StationCode,Factor,Taxon,Algal Type,Genus,Unit Abundance,Total Cells Counted,GALD 1,Biovolume 1,Sample Type
8/9/2018,D41A,459.97,Achnanthidium sp.,Pennate Diatom,Achnanthidium,1,1,7.4,60.21,Surface
8/9/2018,D41A,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,240.85,Surface
8/9/2018,D41A,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,401,809,0.8,0.18,Surface
8/9/2018,NZ325,287.48,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Surface
8/9/2018,NZ325,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,414,840,0.8,0.18,Surface
8/2/2018,D22,574.96,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,240.85,Surface
8/2/2018,D22,574.96,Cyclotella sp.,Centric Diatom,Cyclotella,1,1,18.5,2499.86,Surface
8/2/2018,D22,574.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,449,914,0.8,0.18,Surface
9/20/2018,NZ325,375.61,Chlorella sp.,Green Alga,Chlorella,4,4,2.8,7.24,Surface
9/20/2018,NZ325,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,836,0.8,0.18,Surface
9/19/2018,NZS42,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,577,1196,0.8,0.18,Surface
9/13/2018,NZ068,265.14,Encyonema sp.,Pennate Diatom,Encyonema,1,1,28.7,444.71,Surface
9/13/2018,NZ068,265.14,Chlorella sp.,Green Alga,Chlorella,6,6,2.4,4.19,Surface
9/13/2018,NZ068,265.14,Ochromonas sp.,Chrysophyte,Ochromonas,1,1,8.3,250.69,Surface
9/13/2018,NZ068,265.14,Chroococcus minimus,Cyanobacterium,Chroococcus,2,4,1.9,3.59,Surface
9/13/2018,NZ068,265.14,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,818,0.8,0.18,Surface
9/14/2018,D19,204.88,Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,137.93,Surface
9/14/2018,D19,204.88,Chlorella sp.,Green Alga,Chlorella,6,6,2.4,4.19,Surface
9/14/2018,D19,204.88,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,13,902.58,Surface
9/14/2018,D19,204.88,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.3,232.66,Surface
9/14/2018,D19,204.88,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,810,0.8,0.18,Surface
9/17/2018,D16,250.41,Cyclotella sp.,Centric Diatom,Cyclotella,1,1,8.3,216.42,Surface
9/17/2018,D16,250.41,Chlorella sp.,Green Alga,Chlorella,11,11,1.9,3.59,Surface
9/17/2018,D16,250.41,Chroococcus minimus,Cyanobacterium,Chroococcus,1,2,1.9,3.59,Surface
9/17/2018,D16,250.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,441,886,0.8,0.18,Surface
9/18/2018,D10,450.73,Thalassiosira sp.,Centric Diatom,Thalassiosira,1,1,20.4,3333.88,Surface
9/18/2018,D10,450.73,cf. Chlorella sp.,Green Alga,Chlorella,1,1,2.4,7.24,Surface
9/18/2018,D10,450.73,Chlorella sp.,Green Alga,Chlorella,4,4,1.9,3.59,Surface
9/18/2018,D10,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,408,820,0.8,0.18,Surface
9/14/2018,D12,500.81,Chlorella sp.,Green Alga,Chlorella,4,4,1.9,3.59,Surface
9/14/2018,D12,500.81,Eucapsis microscopica,Cyanobacterium,Eucapsis,417,836,0.8,0.18,Surface
9/13/2018,D22,563.41,Chlorella sp.,Green Alga,Chlorella,5,5,2.4,4.85,Surface
9/13/2018,D22,563.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,422,856,0.8,0.18,Surface
9/17/2018,D26,214.63,cf. Cyclotella sp.,Centric Diatom,Cyclotella,12,12,6.2,93.59,Surface
9/17/2018,D26,214.63,Chlorella sp.,Green Alga,Chlorella,12,12,2.4,5.58,Surface
9/17/2018,D26,214.63,Gloeoactinium limnetica,Green Alga,Gloeoactinium,1,2,2.8,7.94,Surface
9/17/2018,D26,214.63,cf. Ochromonas sp.,Chrysophyte,Ochromonas,3,3,6.1,75.58,Surface
9/17/2018,D26,214.63,Pseudokephyrion sp.,Chrysophyte,Pseudokephyrion,1,1,7.4,53.04,Surface
9/17/2018,D26,214.63,Eucapsis microscopica,Cyanobacterium,Eucapsis,394,812,0.8,0.18,Surface
9/18/2018,D8,450.73,cf. Chlorella sp.,Green Alga,Chlorella,3,3,1.9,3.59,Surface
9/18/2018,D8,450.73,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,13,902.58,Surface
9/18/2018,D8,450.73,Chroococcus minutus,Cyanobacterium,Chroococcus,1,2,4.6,50.96,Surface
9/18/2018,D8,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,504,1014,0.8,0.18,Surface
9/18/2018,D8,450.73,cf. Microcystis sp.,Cyanobacterium,Microcystis,3,3,3.7,26.52,Surface
9/19/2018,D7,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,464,938,0.8,0.18,Surface
9/7/2018,C3A,176.91,Achnanthidium sp.,Pennate Diatom,Achnanthidium,1,1,18.5,247.30,Surface
9/7/2018,C3A,176.91,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,3.7,30.11,Surface
9/7/2018,C3A,176.91,Chlorella sp.,Green Alga,Chlorella,3,3,2.8,8.18,Surface
9/7/2018,C3A,176.91,Eucapsis microscopica,Cyanobacterium,Eucapsis,398,822,0.8,0.18,Surface
9/21/2018,C10A,459.97,cf. Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,11.1,135.83,Surface
9/21/2018,C10A,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,20,20,11.1,348.38,Surface
9/21/2018,C10A,459.97,Skeletonema sp.,Centric Diatom,Skeletonema,4,4,11.1,105.37,Surface
9/21/2018,C10A,459.97,Chlorella sp.,Green Alga,Chlorella,7,7,3.7,9.20,Surface
9/21/2018,C10A,459.97,Desmodesmus sp.,Green Alga,Desmodesmus,1,4,5.6,22.99,Surface
9/21/2018,C10A,459.97,Monoraphidium griffithii,Green Alga,Monoraphidium,1,1,66.7,126.08,Surface
9/21/2018,C10A,459.97,Schroederia setigera,Green Alga,Schroederia,1,1,64.8,464.49,Surface
9/21/2018,C10A,459.97,cf. Chrysochromulina sp.,Haptophyte,Chrysochromulina,3,3,4.6,20.58,Surface
9/21/2018,C10A,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,402,813,0.8,0.18,Surface
9/21/2018,C10A,459.97,Snowella sp.,Cyanobacterium,Snowella,1,6,0.9,0.38,Surface
9/13/2018,D4,353.82,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,7.4,122.78,Surface
9/13/2018,D4,353.82,Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Surface
9/13/2018,D4,353.82,Eucapsis microscopica,Cyanobacterium,Eucapsis,424,863,0.8,0.18,Surface
9/19/2018,D6,191.65,cf. Cyclotella sp.,Centric Diatom,Cyclotella,5,5,3.7,39.78,Surface
9/19/2018,D6,191.65,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Surface
9/19/2018,D6,191.65,cf. Oocystis sp.,Green Alga,Oocystis,1,4,2.8,5.29,Surface
9/19/2018,D6,191.65,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,670.23,Surface
9/19/2018,D6,191.65,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,326.06,Surface
9/19/2018,D6,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,400,813,0.8,0.18,Surface
9/14/2018,D28A,88.46,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,14.8,361.27,Surface
9/14/2018,D28A,88.46,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,6.1,122.74,Surface
9/14/2018,D28A,88.46,Chlorella sp.,Green Alga,Chlorella,36,36,2.8,9.20,Surface
9/14/2018,D28A,88.46,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,7.4,13.99,Surface
9/14/2018,D28A,88.46,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,326.06,Surface
9/14/2018,D28A,88.46,Chroococcus minimus,Cyanobacterium,Chroococcus,2,4,2.8,11.49,Surface
9/14/2018,D28A,88.46,Chroococcus minutus,Cyanobacterium,Chroococcus,25,28,5.6,50.96,Surface
9/14/2018,D28A,88.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,348,707,0.8,0.18,Surface
9/20/2018,NZ002,287.48,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Surface
9/20/2018,NZ002,287.48,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,68.96,Surface
9/20/2018,NZ002,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,848,0.8,0.18,Surface
9/20/2018,NZ004,255.54,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,4.7,64.19,Surface
9/20/2018,NZ004,255.54,Chlorella sp.,Green Alga,Chlorella,2,2,2.8,11.49,Surface
9/20/2018,NZ004,255.54,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.2,225.32,Surface
9/20/2018,NZ004,255.54,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,68.96,Surface
9/20/2018,NZ004,255.54,Eucapsis microscopica,Cyanobacterium,Eucapsis,398,808,0.8,0.18,Surface
9/20/2018,D41,191.65,Pinnularia sp.,Pennate Diatom,Pinnularia,1,1,44.4,2399.87,Surface
9/20/2018,D41,191.65,Chlorella sp.,Green Alga,Chlorella,11,11,3.7,14.14,Surface
9/20/2018,D41,191.65,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,13,372.74,Surface
9/20/2018,D41,191.65,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,5,5,11.1,372.12,Surface
9/20/2018,D41,191.65,Plagioselmis prolonga,Cryptophyte,Plagioselmis,11,11,6.5,70.61,Surface
9/20/2018,D41,191.65,Cylindrospermopsis sp.,Cyanobacterium,Cylindrospermopsis,1,10,2.8,7.94,Surface
9/20/2018,D41,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,395,803,0.8,0.18,Surface
9/20/2018,D41A,328.55,Chlorella sp.,Green Alga,Chlorella,3,3,3.7,11.49,Surface
9/20/2018,D41A,328.55,Plagioselmis prolonga,Cryptophyte,Plagioselmis,2,2,7.4,153.40,Surface
9/20/2018,D41A,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,798,0.8,0.18,Surface
9/19/2018,NZ032,574.96,Chlorella sp.,Green Alga,Chlorella,2,2,2.8,11.49,Surface
9/19/2018,NZ032,574.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,443,926,0.8,0.18,Surface
9/17/2018,MD10A,191.65,Aulacoseira sp. ,Centric Diatom,Aulacoseira,4,4,33.5,2573.95,Surface
9/17/2018,MD10A,191.65,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,5.6,64.19,Surface
9/17/2018,MD10A,191.65,Chlorella sp.,Green Alga,Chlorella,26,26,2.8,11.49,Surface
9/17/2018,MD10A,191.65,Gloeoactinium limneticum,Green Alga,Gloeoactinium,1,4,4.6,13.04,Surface
9/17/2018,MD10A,191.65,Monoraphidium minutum,Green Alga,Monoraphidium,1,1,3.7,6.99,Surface
9/17/2018,MD10A,191.65,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,8.2,15.50,Surface
9/17/2018,MD10A,191.65,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Surface
9/17/2018,MD10A,191.65,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Surface
9/17/2018,MD10A,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,385,788,0.8,0.18,Surface
9/17/2018,P8,328.55,Chlorella sp.,Green Alga,Chlorella,3,3,2.8,8.18,Surface
9/17/2018,P8,328.55,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,11.1,45.57,Surface
9/17/2018,P8,328.55,Chroococcus minimus,Cyanobacterium,Chroococcus,4,12,2.8,11.49,Surface
9/17/2018,P8,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,410,834,0.8,0.18,Surface
10/17/2018,EZ2,643.90,Chlorella sp.,Green Alga,Chlorella,3,3,1.9,3.59,Surface
10/17/2018,EZ2,643.90,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,846,0.8,0.18,Surface
10/19/2018,NZ325,409.75,cf. Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Surface
10/19/2018,NZ325,409.75,cf. Ochromonas sp.,Chrysophyte,Ochromonas,1,1,5.6,76.35,Surface
10/19/2018,NZ325,409.75,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,670.23,Surface
10/19/2018,NZ325,409.75,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.3,216.42,Surface
10/19/2018,NZ325,409.75,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,830,0.8,0.18,Surface
10/16/2018,P8,250.41,Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,159.13,Surface
10/16/2018,P8,250.41,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,18.5,126.63,Surface
10/16/2018,P8,250.41,cf. Skeletonema sp.,Centric Diatom,Skeletonema,2,2,4.6,34.72,Surface
10/16/2018,P8,250.41,Chlamydomonas globosa,Green Alga,Chlamydomonas,1,1,7.4,212.17,Surface
10/16/2018,P8,250.41,Chlorella sp.,Green Alga,Chlorella,21,21,2.8,4.85,Surface
10/16/2018,P8,250.41,Kephyrion sp.,Chrysophyte,Kephyrion,1,1,6.1,59.06,Surface
10/16/2018,P8,250.41,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,424.35,Surface
10/16/2018,P8,250.41,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,10.2,454.87,Surface
10/16/2018,P8,250.41,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,9.3,232.66,Surface
10/16/2018,P8,250.41,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,6.1,95.47,Surface
10/16/2018,P8,250.41,Chroococcus minimus,Cyanobacterium,Chroococcus,9,23,1.9,3.59,Surface
10/16/2018,P8,250.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,374,766,0.8,0.18,Surface
10/16/2018,P8,250.41,cf. Euglena sp.,Euglenoid,Euglena,1,1,29.6,6483.57,Surface
10/17/2018,D10,450.73,Chlorella sp.,Green Alga,Chlorella,4,4,1.9,3.59,Surface
10/17/2018,D10,450.73,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Surface
10/17/2018,D10,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,463,972,0.8,0.18,Surface
10/18/2018,NZS42,643.90,cf. Synedra sp.,Pennate Diatom,Synedra,1,1,35.2,378.47,Surface
10/18/2018,NZS42,643.90,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,16.7,602.38,Surface
10/18/2018,NZS42,643.90,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,10.2,330.59,Surface
10/18/2018,NZS42,643.90,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,852,0.8,0.18,Surface
10/17/2018,D8,450.73,cf. Chlorella sp.,Green Alga,Chlorella,2,2,1.9,3.59,Surface
10/17/2018,D8,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,438,882,0.8,0.18,Surface
10/12/2018,NZ068,346.72,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,14.8,101.31,Surface
10/12/2018,NZ068,346.72,Chlorella sp.,Green Alga,Chlorella,2,2,1.9,3.59,Surface
10/12/2018,NZ068,346.72,Ochromonas sp.,Chrysophyte,Ochromonas,1,1,5.6,83.74,Surface
10/12/2018,NZ068,346.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,401,812,0.8,0.18,Surface
10/18/2018,D7,450.73,Chlorella sp.,Green Alga,Chlorella,2,2,1.9,3.59,Surface
10/18/2018,D7,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,406,816,0.8,0.18,Surface
10/18/2018,NZ032,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,463,940,0.8,0.18,Surface
10/19/2018,NZ004,346.72,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,7.4,179.20,Surface
10/19/2018,NZ004,346.72,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5,56.94,Surface
10/19/2018,NZ004,346.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,400,812,0.8,0.18,Surface
10/18/2018,D6,450.73,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Surface
10/18/2018,D6,450.73,cf. Teleaulax sp.,Cryptophyte,Teleaulax,2,2,13,571.59,Surface
10/18/2018,D6,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,414,844,0.8,0.18,Surface
10/16/2018,MD10A,204.88,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,5.6,67.41,Surface
10/16/2018,MD10A,204.88,Chlorella sp.,Green Alga,Chlorella,33,33,2.8,5.58,Surface
10/16/2018,MD10A,204.88,Gloeoactinium limneticum,Green Alga,Gloeoactinium,1,4,4.6,2.93,Surface
10/16/2018,MD10A,204.88,Monoraphidium minutum,Green Alga,Monoraphidium,1,1,7.4,6.55,Surface
10/16/2018,MD10A,204.88,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,9.3,8.23,Surface
10/16/2018,MD10A,204.88,Scenedesmus sp.,Green Alga,Scenedesmus,1,2,9.3,38.18,Surface
10/16/2018,MD10A,204.88,Ochromonas sp.,Chrysophyte,Ochromonas,1,1,6.8,138.00,Surface
10/16/2018,MD10A,204.88,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,13,862.76,Surface
10/16/2018,MD10A,204.88,Aphanizomenon cf. yezoense,Cyanobacterium,Aphanizomenon,1,46,7.4,79.57,Surface
10/16/2018,MD10A,204.88,Chroococcus minimus,Cyanobacterium,Chroococcus,20,56,1.9,3.59,Surface
10/16/2018,MD10A,204.88,Chroococcus minutus,Cyanobacterium,Chroococcus,6,7,5.6,57.91,Surface
10/16/2018,MD10A,204.88,Eucapsis microscopica,Cyanobacterium,Eucapsis,338,700,0.8,0.18,Surface
10/16/2018,MD10A,204.88,Pseudanabaena arcuata,Cyanobacterium,Pseudanabaena,1,6,5.6,5.44,Surface
10/19/2018,D41A,563.41,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,7.4,159.13,Surface
10/19/2018,D41A,563.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,848,0.8,0.18,Surface
10/12/2018,D22,353.82,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,197.84,Surface
10/12/2018,D22,353.82,Cylindrotheca closterium,Pennate Diatom,Cylindrotheca,1,1,38.9,133.24,Surface
10/12/2018,D22,353.82,Chlorella sp.,Green Alga,Chlorella,4,4,2.8,7.24,Surface
10/12/2018,D22,353.82,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,11.1,522.55,Surface
10/12/2018,D22,353.82,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,834,0.8,0.18,Surface
10/15/2018,D12,511.08,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,22.2,188.92,Surface
10/15/2018,D12,511.08,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Surface
10/15/2018,D12,511.08,Chroococcus minutus,Cyanobacterium,Chroococcus,7,9,5.6,41.63,Surface
10/15/2018,D12,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,808,0.8,0.18,Surface
10/19/2018,D41,153.32,Chlorella sp.,Green Alga,Chlorella,15,15,2.8,9.20,Surface
10/19/2018,D41,153.32,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,11.1,596.74,Surface
10/19/2018,D41,153.32,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Surface
10/19/2018,D41,153.32,Plagioselmis prolonga,Cryptophyte,Plagioselmis,7,7,6.7,122.22,Surface
10/19/2018,D41,153.32,Teleaulax sp.,Cryptophyte,Teleaulax,3,3,10.2,282.04,Surface
10/19/2018,D41,153.32,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,796,0.8,0.18,Surface
10/16/2018,D16,139.38,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,118.75,Surface
10/16/2018,D16,139.38,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,14.8,76.66,Surface
10/16/2018,D16,139.38,Chlorella sp.,Green Alga,Chlorella,13,13,2.8,9.20,Surface
10/16/2018,D16,139.38,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,326.06,Surface
10/16/2018,D16,139.38,Eucapsis microscopica,Cyanobacterium,Eucapsis,419,856,0.8,0.18,Surface
10/17/2018,EZ6,418.15,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,93.31,Surface
10/17/2018,EZ6,418.15,cf. Ochromonas sp.,Chrysophyte,Ochromonas,1,1,9.3,337.38,Surface
10/17/2018,EZ6,418.15,Eucapsis microscopica,Cyanobacterium,Eucapsis,406,836,0.8,0.18,Surface
10/15/2018,D19,143.74,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,16.7,538.68,Surface
10/15/2018,D19,143.74,Chlorella sp.,Green Alga,Chlorella,6,6,3.7,7.24,Surface
10/15/2018,D19,143.74,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,11.1,422.18,Surface
10/15/2018,D19,143.74,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,6.5,102.87,Surface
10/15/2018,D19,143.74,Eucapsis microscopica,Cyanobacterium,Eucapsis,401,817,0.8,0.18,Surface
10/15/2018,EZ2SJR,191.65,Chlorella sp.,Green Alga,Chlorella,5,5,2.8,7.24,Surface
10/15/2018,EZ2SJR,191.65,Chroococcus minutus,Cyanobacterium,Chroococcus,1,1,4.6,50.96,Surface
10/15/2018,EZ2SJR,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,399,815,0.8,0.18,Surface
10/15/2018,EZ6 SJR,383.31,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,22.2,954.79,Surface
10/15/2018,EZ6 SJR,383.31,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,9.3,180.88,Surface
10/15/2018,EZ6 SJR,383.31,Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Surface
10/15/2018,EZ6 SJR,383.31,Eucapsis microscopica,Cyanobacterium,Eucapsis,418,867,0.8,0.18,Surface
10/12/2018,C3A,88.46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,1,1,10.2,62.81,Surface
10/12/2018,C3A,88.46,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,169.23,Surface
10/12/2018,C3A,88.46,Encyonema silesiacum,Pennate Diatom,Encyonema,1,1,22.2,607.91,Surface
10/12/2018,C3A,88.46,Gomphonema sp.,Pennate Diatom,Gomphonema,1,1,25.9,1317.40,Surface
10/12/2018,C3A,88.46,Chlamydomonas sp.,Green Alga,Chlamydomonas,1,1,7.4,141.04,Surface
10/12/2018,C3A,88.46,Chlorella sp.,Green Alga,Chlorella,18,18,3.7,9.20,Surface
10/12/2018,C3A,88.46,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,314.74,Surface
10/12/2018,C3A,88.46,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,7.4,172.03,Surface
10/12/2018,C3A,88.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,384,779,0.8,0.18,Surface
10/16/2018,D26,80.70,cf. Cyclotella sp.,Centric Diatom,Cyclotella,5,5,6.5,72.65,Surface
10/16/2018,D26,80.70,Chlorella sp.,Green Alga,Chlorella,16,16,3.7,11.49,Surface
10/16/2018,D26,80.70,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,10.2,366.74,Surface
10/16/2018,D26,80.70,Plagioselmis prolonga,Cryptophyte,Plagioselmis,3,3,5.6,68.96,Surface
10/16/2018,D26,80.70,Eucapsis microscopica,Cyanobacterium,Eucapsis,386,782,0.8,0.18,Surface
10/19/2018,NZ002,306.65,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,5.6,69.77,Surface
10/19/2018,NZ002,306.65,Chlorella sp.,Green Alga,Chlorella,6,6,3.7,9.20,Surface
10/19/2018,NZ002,306.65,cf. Chrysochromulina spp.,Haptophyte,Chrysochromulina,1,1,4.6,32.97,Surface
10/19/2018,NZ002,306.65,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,15.7,450.15,Surface
10/19/2018,NZ002,306.65,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,337.38,Surface
10/19/2018,NZ002,306.65,Plagioselmis prolonga,Cryptophyte,Plagioselmis,2,2,8.2,183.17,Surface
10/19/2018,NZ002,306.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,808,0.8,0.18,Surface
10/11/2018,C9,153.32,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,20.4,623.58,Surface
10/11/2018,C9,153.32,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,60.21,Surface
10/11/2018,C9,153.32,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,18.5,72.52,Surface
10/11/2018,C9,153.32,Chlorella sp.,Green Alga,Chlorella,17,17,2.8,7.24,Surface
10/11/2018,C9,153.32,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,9.3,3.94,Surface
10/11/2018,C9,153.32,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,6,2.8,11.49,Surface
10/11/2018,C9,153.32,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Surface
10/11/2018,C9,153.32,Plagioselmis prolonga,Cryptophyte,Plagioselmis,5,5,7.4,112.82,Surface
10/11/2018,C9,153.32,Chroococcus minimus,Cyanobacterium,Chroococcus,2,6,2.8,11.49,Surface
10/11/2018,C9,153.32,Chroococcus minutus,Cyanobacterium,Chroococcus,47,54,4.6,36.09,Surface
10/11/2018,C9,153.32,Eucapsis microscopica,Cyanobacterium,Eucapsis,337,687,0.8,0.18,Surface
10/11/2018,C9,153.32,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3,13,2.8,7.94,Surface
10/15/2018,D28A,76.66,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,16.7,451.33,Surface
10/15/2018,D28A,76.66,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,240.85,Surface
10/15/2018,D28A,76.66,Planothidium sp.,Pennate Diatom,Planothidium,1,1,20.4,663.96,Surface
10/15/2018,D28A,76.66,Chlorella sp.,Green Alga,Chlorella,17,17,1.9,3.59,Surface
10/15/2018,D28A,76.66,Monoraphidium sp.,Green Alga,Monoraphidium,1,1,11.1,45.57,Surface
10/15/2018,D28A,76.66,Plagioselmis lacustris,Cryptophyte,Plagioselmis,3,3,11.1,587.06,Surface
10/15/2018,D28A,76.66,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,7,7,11.1,371.95,Surface
10/15/2018,D28A,76.66,Plagioselmis prolonga,Cryptophyte,Plagioselmis,2,2,7.4,108.40,Surface
10/15/2018,D28A,76.66,Eucapsis microscopica,Cyanobacterium,Eucapsis,378,769,0.8,0.18,Surface
