SampleDate,StationCode,Factor,Taxon,Algal Type,Genus,Unit Abundance,Total Cells Counted,GALD 1,Biovolume 1,Sample Type
9/21/2018,C9,250.24,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,18.5,499.97,Regular
9/21/2018,C9,250.24,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,159.13,Regular
9/21/2018,C9,250.24,Fragilaria brevistriata,Pennate Diatom,Fragilaria,1,1,7.4,79.57,Regular
9/21/2018,C9,250.24,Skeletonema sp.,Centric Diatom,Skeletonema,1,1,13,139.78,Regular
9/21/2018,C9,250.24,Chlorella sp.,Green Alga,Chlorella,3,3,2.2,5.58,Regular
9/21/2018,C9,250.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,404,816,0.8,0.18,Regular
9/21/2018,C9,250.24,Microcystis sp.,Cyanobacterium,Microcystis,27,30,3.7,26.52,Regular
9/21/2018,C9,250.24,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3,9,3.7,11.62,Regular
9/21/2018,C9,250.24,Ceratium sp.,Dinoflagellate,Ceratium,1,1,92.6,36359.50,Regular
9/7/2018,C3A-Hood,281.52,Fragilaria brevistriata,Pennate Diatom,Fragilaria,5,5,14.8,159.13,Regular
9/7/2018,C3A-Hood,281.52,Ulnaria sp.,Pennate Diatom,Ulnaria,3,3,79,1116.84,Regular
9/7/2018,C3A-Hood,281.52,Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,4,5.6,75.53,Regular
9/7/2018,C3A-Hood,281.52,Plagioselmis sp.,Cryptophyte,Plagioselmis,1,1,9.3,314.74,Regular
9/7/2018,C3A-Hood,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,444,879,0.8,0.18,Regular
9/14/2018,D19,281.52,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,240.85,Regular
9/14/2018,D19,281.52,cf. Sphaerocystis sp.,Green Alga,Sphaerocystis,1,1,4.6,50.96,Regular
9/14/2018,D19,281.52,Plagioselmis lacustris,Cryptophyte,Plagioselmis,2,2,11,554.36,Regular
9/14/2018,D19,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,439,870,0.8,0.18,Regular
9/14/2018,D19,281.52,Microcystis sp.,Cyanobacterium,Microcystis,2,2,4.6,50.96,Regular
9/13/2018,D4,643.47,Eucapsis microscopica,Cyanobacterium,Eucapsis,424,838,0.8,0.18,Regular
9/17/2018,D16-Twitchell,281.52,Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,7.4,120.42,Regular
9/17/2018,D16-Twitchell,281.52,cf. Chlorella sp.,Green Alga,Chlorella,5,5,2.4,7.24,Regular
9/17/2018,D16-Twitchell,281.52,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,4,4,9.3,335.12,Regular
9/17/2018,D16-Twitchell,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,823,0.8,0.18,Regular
9/17/2018,D16-Twitchell,281.52,Microcystis sp.,Cyanobacterium,Microcystis,2,4,3.7,26.52,Regular
9/13/2018,NZ068,346.48,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,159.13,Regular
9/13/2018,NZ068,346.48,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,9.3,79.14,Regular
9/13/2018,NZ068,346.48,cf. Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,14.8,159.13,Regular
9/13/2018,NZ068,346.48,cf. Chlorella sp.,Green Alga,Chlorella,3,3,2,4.19,Regular
9/13/2018,NZ068,346.48,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8,226.19,Regular
9/13/2018,NZ068,346.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,410,856,0.8,0.18,Regular
9/14/2018,D12,450.43,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,61.58,Regular
9/14/2018,D12,450.43,Nitzschia spp.,Pennate Diatom,Nitzschia,2,2,14.8,91.91,Regular
9/14/2018,D12,450.43,Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,13,211.55,Regular
9/14/2018,D12,450.43,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.3,232.66,Regular
9/14/2018,D12,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,578,1156,0.8,0.18,Regular
9/20/2018,NZ325,60.87,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,159.13,Regular
9/20/2018,NZ325,60.87,cf. Chlorella sp.,Green Alga,Chlorella,1,1,2.2,5.58,Regular
9/20/2018,NZ325,60.87,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,927,0.8,0.18,Regular
9/19/2018,NZS42,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,405,794,0.8,0.18,Regular
9/18/2018,D10,450.43,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,3.7,39.78,Regular
9/18/2018,D10,450.43,Ulnaria sp.,Pennate Diatom,Ulnaria,4,4,7.4,120.42,Regular
9/18/2018,D10,450.43,cf. Chlorella sp.,Green Alga,Chlorella,2,2,2.4,7.24,Regular
9/18/2018,D10,450.43,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,337.38,Regular
9/18/2018,D10,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,816,0.8,0.18,Regular
9/19/2018,D6,418.15,cf. Navicula sp.,Pennate Diatom,Navicula,1,1,42.6,2022.53,Regular
9/19/2018,D6,418.15,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Regular
9/19/2018,D6,418.15,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,521.06,Regular
9/19/2018,D6,418.15,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,9.3,330.59,Regular
9/19/2018,D6,418.15,Eucapsis microscopica,Cyanobacterium,Eucapsis,408,832,0.8,0.18,Regular
9/18/2018,D8,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
9/18/2018,D8,459.97,Chlorella sp.,Green Alga,Chlorella,2,2,2.8,7.24,Regular
9/18/2018,D8,459.97,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,424.35,Regular
9/18/2018,D8,459.97,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.3,232.66,Regular
9/18/2018,D8,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,2,2,7.4,112.82,Regular
9/18/2018,D8,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,835,0.8,0.18,Regular
9/18/2018,D8,459.97,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,1,3.7,26.52,Regular
9/18/2018,D8,459.97,Euglena sp.,Euglenoid,Euglena,1,1,29.6,1210.74,Regular
9/19/2018,D7,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,9.6,694.87,Regular
9/19/2018,D7,459.97,Chlorella sp.,Green Alga,Chlorella,3,3,3.7,15.60,Regular
9/19/2018,D7,459.97,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,22.2,1432.18,Regular
9/19/2018,D7,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,845,0.8,0.18,Regular
9/14/2018,D28A,328.55,Chlamydomonas sp.,Green Alga,Chlamydomonas,1,1,5.6,62.04,Regular
9/14/2018,D28A,328.55,Chlorella sp.,Green Alga,Chlorella,37,37,2.8,4.85,Regular
9/14/2018,D28A,328.55,Drepanochloris nannoselene,Green Alga,Drepanochloris,1,1,5.6,3.85,Regular
9/14/2018,D28A,328.55,Lagerheimia genevensis,Green Alga,Lagerheimia,1,1,4.6,18.88,Regular
9/14/2018,D28A,328.55,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Regular
9/14/2018,D28A,328.55,Chroococcus minutus,Cyanobacterium,Chroococcus,1,1,5.6,91.95,Regular
9/14/2018,D28A,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,359,723,0.8,0.18,Regular
9/14/2018,D28A,328.55,cf. Synechococcus sp.,Cyanobacterium,Synechococcus,2,4,2.8,7.24,Regular
9/13/2018,D22,574.96,cf. Chlorella sp.,Green Alga,Chlorella,9,9,2.8,6.37,Regular
9/13/2018,D22,574.96,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,7.4,159.13,Regular
9/13/2018,D22,574.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,438,884,0.8,0.18,Regular
9/17/2018,MD10A,191.65,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,7.4,87.91,Regular
9/17/2018,MD10A,191.65,Chlorella sp.,Green Alga,Chlorella,49,49,2.8,9.20,Regular
9/17/2018,MD10A,191.65,Desmodesmus bicaudatus,Green Alga,Desmodesmus,1,4,7.4,89.27,Regular
9/17/2018,MD10A,191.65,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,4,2.8,11.49,Regular
9/17/2018,MD10A,191.65,Monoraphidium convolutum,Green Alga,Monoraphidium,4,4,10.2,17.96,Regular
9/17/2018,MD10A,191.65,Scenedesmus sp.,Green Alga,Scenedesmus,1,2,5.6,10.59,Regular
9/17/2018,MD10A,191.65,Chroococcus minutus,Cyanobacterium,Chroococcus,2,2,5.6,69.46,Regular
9/17/2018,MD10A,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,344,698,0.8,0.18,Regular
9/17/2018,D26,287.48,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
9/17/2018,D26,287.48,Nitzschia sp.,Pennate Diatom,Nitzschia,2,2,14.8,54.49,Regular
9/17/2018,D26,287.48,Chlamydomonas sp.,Green Alga,Chlamydomonas,1,1,3.7,26.52,Regular
9/17/2018,D26,287.48,cf. Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Regular
9/17/2018,D26,287.48,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Regular
9/17/2018,D26,287.48,Chroococcus minutus,Cyanobacterium,Chroococcus,1,1,4.6,50.96,Regular
9/17/2018,D26,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,417,842,0.8,0.18,Regular
9/17/2018,P8,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,4,4,5.6,60.72,Regular
9/17/2018,P8,459.97,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,14.8,58.02,Regular
9/17/2018,P8,459.97,Chlorella sp.,Green Alga,Chlorella,12,12,3.7,11.49,Regular
9/17/2018,P8,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,835,0.8,0.18,Regular
9/20/2018,D41,328.55,Chlamydomonas sp.,Green Alga,Chlamydomonas,5,5,5.6,45.08,Regular
9/20/2018,D41,328.55,cf. Chlorella sp.,Green Alga,Chlorella,16,16,2.8,9.20,Regular
9/20/2018,D41,328.55,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,670.23,Regular
9/20/2018,D41,328.55,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,12,578.40,Regular
9/20/2018,D41,328.55,Plagioselmis prolonga,Cryptophyte,Plagioselmis,5,5,7.4,117.25,Regular
9/20/2018,D41,328.55,Chroococcus minutus,Cyanobacterium,Chroococcus,2,2,4.6,50.96,Regular
9/20/2018,D41,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,371,750,0.8,0.18,Regular
9/13/2018,EZ6,766.62,Chlorella sp.,Green Alga,Chlorella,3,3,2.8,8.18,Regular
9/13/2018,EZ6,766.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,452,921,0.8,0.18,Regular
9/13/2018,EZ2,459.97,Entomoneis sp.,Pennate Diatom,Entomoneis,1,1,37,3756.55,Regular
9/13/2018,EZ2,459.97,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,13.9,95.15,Regular
9/13/2018,EZ2,459.97,Chlorella sp.,Green Alga,Chlorella,6,6,2.8,7.24,Regular
9/13/2018,EZ2,459.97,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Regular
9/13/2018,EZ2,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Regular
9/13/2018,EZ2,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,409,826,0.8,0.18,Regular
9/20/2018,D41A,109.52,cf. Chlorella sp.,Green Alga,Chlorella,2,2,2.8,7.24,Regular
9/20/2018,D41A,109.52,cf. Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Regular
9/20/2018,D41A,109.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,404,826,0.8,0.18,Regular
9/14/2018,EZ2-SJR,383.31,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,16.7,30.14,Regular
9/14/2018,EZ2-SJR,383.31,cf. Chlorella sp.,Green Alga,Chlorella,3,3,2.8,8.18,Regular
9/14/2018,EZ2-SJR,383.31,Eucapsis microscopica,Cyanobacterium,Eucapsis,429,869,0.8,0.18,Regular
9/20/2018,NZ002,383.31,Chlorella sp.,Green Alga,Chlorella,9,9,3.7,9.20,Regular
9/20/2018,NZ002,383.31,cf. Ochromonas sp.,Chrysophyte,Ochromonas,1,1,6.5,122.78,Regular
9/20/2018,NZ002,383.31,Eucapsis microscopica,Cyanobacterium,Eucapsis,438,895,0.8,0.18,Regular
9/19/2018,NZ032,328.55,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Regular
9/19/2018,NZ032,328.55,Monoraphidium minutum,Green Alga,Monoraphidium,1,1,6.5,2.76,Regular
9/19/2018,NZ032,328.55,Cryptomonas sp.,Cryptophyte,Cryptomonas,2,2,22.2,1742.60,Regular
9/19/2018,NZ032,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,418,844,0.8,0.18,Regular
9/20/2018,NZ004,287.48,Chlamydomonas sp.,Green Alga,Chlamydomonas,1,1,7.4,160.56,Regular
9/20/2018,NZ004,287.48,Chlorella sp.,Green Alga,Chlorella,7,7,3.7,11.49,Regular
9/20/2018,NZ004,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,442,891,0.8,0.18,Regular
10/12/2018,NZ068,118.61,Cyclotella sp.,Centric Diatom,Cyclotella,3,3,8.3,181.61,Regular
10/12/2018,NZ068,118.61,Nitzschia sp.,Pennate Diatom,Nitzschia,2,2,16.7,37.92,Regular
10/12/2018,NZ068,118.61,Thalassiosira sp.,Centric Diatom,Thalassiosira,2,2,27.8,7890.83,Regular
10/12/2018,NZ068,118.61,cf. Chlorella sp.,Green Alga,Chlorella,5,5,1.9,2.57,Regular
10/12/2018,NZ068,118.61,cf. Hemiselmis sp.,Cryptophyte,Hemiselmis,1,1,4.6,21.68,Regular
10/12/2018,NZ068,118.61,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,314.74,Regular
10/12/2018,NZ068,118.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,390,824,0.8,0.18,Regular
10/12/2018,D4,160.98,cf. Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Regular
10/12/2018,D4,160.98,Chlorella sp.,Green Alga,Chlorella,1,1,2,4.19,Regular
10/12/2018,D4,160.98,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.7,271.47,Regular
10/12/2018,D4,160.98,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,8,206.09,Regular
10/12/2018,D4,160.98,Eucapsis microscopica,Cyanobacterium,Eucapsis,407,816,0.8,0.18,Regular
10/11/2018,C10A,173.36,cf. Achnanthidium sp.,Pennate Diatom,Achnanthidium,1,1,18.5,374.29,Regular
10/11/2018,C10A,173.36,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,10.2,141.56,Regular
10/11/2018,C10A,173.36,Cyclotella sp.,Centric Diatom,Cyclotella,13,13,9.3,133.97,Regular
10/11/2018,C10A,173.36,Navicula sp.,Pennate Diatom,Navicula,3,3,37,743.32,Regular
10/11/2018,C10A,173.36,Nitzschia incerta,Pennate Diatom,Nitzschia,3,3,84.2,657.71,Regular
10/11/2018,C10A,173.36,Nitzschia inconspicua,Pennate Diatom,Nitzschia,2,2,9.3,20.98,Regular
10/11/2018,C10A,173.36,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,31.5,136.71,Regular
10/11/2018,C10A,173.36,Odontidium mesodon,Pennate Diatom,Odontidium,1,1,13,796.39,Regular
10/11/2018,C10A,173.36,Plagiotropis lepidoptera,Pennate Diatom,Plagiotropis,1,1,78.6,10515.47,Regular
10/11/2018,C10A,173.36,Planothidium sp.,Pennate Diatom,Planothidium,2,2,18.7,176.83,Regular
10/11/2018,C10A,173.36,Seminavis sp.,Pennate Diatom,Seminavis,1,1,26.8,188.43,Regular
10/11/2018,C10A,173.36,Skeletonema sp.,Centric Diatom,Skeletonema,5,7,13.9,228.00,Regular
10/11/2018,C10A,173.36,cf. Chlorella sp.,Green Alga,Chlorella,13,13,2.8,4.85,Regular
10/11/2018,C10A,173.36,Monoraphidium convolutum,Green Alga,Monoraphidium,1,1,27.8,24.60,Regular
10/11/2018,C10A,173.36,Monoraphidium minutum,Green Alga,Monoraphidium,1,1,9.3,28.05,Regular
10/11/2018,C10A,173.36,cf. Rusalka fusiformis,Green Alga,Rusalka,1,1,14.8,150.80,Regular
10/11/2018,C10A,173.36,cf. Hemiselmis sp.,Cryptophyte,Hemiselmis,1,1,4.6,23.15,Regular
10/11/2018,C10A,173.36,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,9.3,271.67,Regular
10/11/2018,C10A,173.36,cf. Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,1,11,4.6,49.46,Regular
10/11/2018,C10A,173.36,Chroococcus sp.,Cyanobacterium,Chroococcus,4,8,3.7,12.77,Regular
10/11/2018,C10A,173.36,Eucapsis microscopica,Cyanobacterium,Eucapsis,342,694,0.8,0.18,Regular
10/15/2018,D28A,75.12,Cocconeis placentula,Pennate Diatom,Cocconeis,3,3,19.7,438.49,Regular
10/15/2018,D28A,75.12,Cyclotella sp.,Centric Diatom,Cyclotella,1,1,6.8,134.37,Regular
10/15/2018,D28A,75.12,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,2,2,9.3,24.47,Regular
10/15/2018,D28A,75.12,Skeletonema cf. costatum,Centric Diatom,Skeletonema,4,4,4.6,28.32,Regular
10/15/2018,D28A,75.12,cf. Chlorella sp.,Green Alga,Chlorella,16,16,1.9,2.14,Regular
10/15/2018,D28A,75.12,Cryptomonas erosa,Cryptophyte,Cryptomonas,2,2,14.8,506.98,Regular
10/15/2018,D28A,75.12,cf. Hemiselmis sp.,Cryptophyte,Hemiselmis,2,2,5.6,19.29,Regular
10/15/2018,D28A,75.12,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,11.1,596.74,Regular
10/15/2018,D28A,75.12,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,8,8,10.5,323.52,Regular
10/15/2018,D28A,75.12,Plagioselmis prolonga,Cryptophyte,Plagioselmis,3,3,7.4,112.82,Regular
10/15/2018,D28A,75.12,Eucapsis microscopica,Cyanobacterium,Eucapsis,369,746,0.8,0.18,Regular
10/15/2018,D28A,75.12,cf. Microcystis sp.,Cyanobacterium,Microcystis,8,8,3.7,17.16,Regular
10/15/2018,EZ2 SJR,160.98,Skeletonema cf. costatum,Centric Diatom,Skeletonema,2,2,5.6,25.33,Regular
10/15/2018,EZ2 SJR,160.98,cf. Chlorella sp.,Green Alga,Chlorella,8,8,1.9,2.57,Regular
10/15/2018,EZ2 SJR,160.98,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,8,211.11,Regular
10/15/2018,EZ2 SJR,160.98,Chroococcus sp.,Cyanobacterium,Chroococcus,1,2,2.8,11.49,Regular
10/15/2018,EZ2 SJR,160.98,Eucapsis microscopica,Cyanobacterium,Eucapsis,400,810,0.8,0.18,Regular
10/15/2018,EZ2 SJR,160.98,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,4,5.6,50.96,Regular
10/15/2018,EZ6-SJR,321.95,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,32.7,114.45,Regular
10/15/2018,EZ6-SJR,321.95,cf. Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Regular
10/15/2018,EZ6-SJR,321.95,cf. Hemiselmis sp.,Cryptophyte,Hemiselmis,2,2,4.3,30.82,Regular
10/15/2018,EZ6-SJR,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,411,830,0.8,0.18,Regular
10/15/2018,D19,132.57,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,22.2,838.66,Regular
10/15/2018,D19,132.57,Navicula cf. rhynchotella,Pennate Diatom,Navicula,1,1,44.4,1491.81,Regular
10/15/2018,D19,132.57,Nitzschia inconspicua,Pennate Diatom,Nitzschia,1,1,11.1,29.53,Regular
10/15/2018,D19,132.57,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,17.6,27.46,Regular
10/15/2018,D19,132.57,cf. Chlorella sp.,Green Alga,Chlorella,5,5,2.1,2.57,Regular
10/15/2018,D19,132.57,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,3,3,9.3,294.76,Regular
10/15/2018,D19,132.57,Plagioselmis prolonga,Cryptophyte,Plagioselmis,2,2,7.4,170.60,Regular
10/15/2018,D19,132.57,Chroococcus sp.,Cyanobacterium,Chroococcus,1,2,3.7,26.52,Regular
10/15/2018,D19,132.57,Eucapsis microscopica,Cyanobacterium,Eucapsis,385,780,0.8,0.18,Regular
10/15/2018,D19,132.57,cf. Microcystis sp.,Cyanobacterium,Microcystis,3,3,4.6,33.51,Regular
10/15/2018,D19,132.57,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,1,6,3.7,2.35,Regular
10/15/2018,D19,132.57,Snowella sp.,Cyanobacterium,Snowella,2,12,0.8,0.27,Regular
10/17/2018,D10,346.72,Skeletonema cf. costatum,Centric Diatom,Skeletonema,3,3,4.3,32.45,Regular
10/17/2018,D10,346.72,cf. Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Regular
10/17/2018,D10,346.72,Coccomyxa sp.,Green Alga,Coccomyxa,21,21,6.1,20.88,Regular
10/17/2018,D10,346.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,378,760,0.8,0.18,Regular
10/17/2018,D10,346.72,Snowella sp.,Cyanobacterium,Snowella,1,5,0.8,0.27,Regular
10/17/2018,D10,346.72,cf. Synechococcus sp.,Cyanobacterium,Synechococcus,1,1,5.6,91.95,Regular
10/17/2018,EZ6,187.80,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,18.5,310.79,Regular
10/17/2018,EZ6,187.80,Entomoneis sp.,Pennate Diatom,Entomoneis,1,1,35.2,5114.51,Regular
10/17/2018,EZ6,187.80,Nitzschia sp.,Pennate Diatom,Nitzschia,2,2,16.7,38.38,Regular
10/17/2018,EZ6,187.80,Coccomyxa sp.,Green Alga,Coccomyxa,10,10,8.3,22.30,Regular
10/17/2018,EZ6,187.80,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,2,2,7.4,186.37,Regular
10/17/2018,EZ6,187.80,Eucapsis microscopica,Cyanobacterium,Eucapsis,398,806,0.8,0.18,Regular
10/17/2018,EZ6,187.80,Snowella sp.,Cyanobacterium,Snowella,3,16,0.9,0.27,Regular
10/15/2018,D12,160.98,Entomoneis sp.,Pennate Diatom,Entomoneis,1,1,43.5,3741.73,Regular
10/15/2018,D12,160.98,Gyrosigma cf. macrum alt.,Pennate Diatom,Gyrosigma,1,1,137,1419.32,Regular
10/15/2018,D12,160.98,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,11.1,10.55,Regular
10/15/2018,D12,160.98,cf. Chlorella sp.,Green Alga,Chlorella,2,2,1.9,2.14,Regular
10/15/2018,D12,160.98,Coccomyxa sp.,Green Alga,Coccomyxa,7,7,5.8,10.96,Regular
10/15/2018,D12,160.98,cf. Chroococcus sp.,Cyanobacterium,Chroococcus,1,2,3.7,26.52,Regular
10/15/2018,D12,160.98,Eucapsis microscopica,Cyanobacterium,Eucapsis,411,828,0.8,0.18,Regular
10/15/2018,D12,160.98,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,1,3.7,26.52,Regular
10/18/2018,D6,173.36,Coccomyxa sp.,Green Alga,Coccomyxa,46,46,5.6,11.55,Regular
10/18/2018,D6,173.36,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1,1,13,876.03,Regular
10/18/2018,D6,173.36,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,10.2,430.35,Regular
10/18/2018,D6,173.36,Eucapsis microscopica,Cyanobacterium,Eucapsis,352,710,0.8,0.18,Regular
10/18/2018,D6,173.36,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,1,3.7,26.52,Regular
10/12/2018,EZ2,173.36,Seminavis sp.,Pennate Diatom,Seminavis,1,1,29.6,237.33,Regular
10/12/2018,EZ2,173.36,cf. Chlorella sp.,Green Alga,Chlorella,7,7,1.9,2.57,Regular
10/12/2018,EZ2,173.36,Coccomyxa sp.,Green Alga,Coccomyxa,3,3,5,5.89,Regular
10/12/2018,EZ2,173.36,Ochromonas sp.,Chrysophyte,Ochromonas,1,1,4.6,50.96,Regular
10/12/2018,EZ2,173.36,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,11.1,538.68,Regular
10/12/2018,EZ2,173.36,Eucapsis microscopica,Cyanobacterium,Eucapsis,384,774,0.8,0.18,Regular
10/12/2018,EZ2,173.36,Snowella sp.,Cyanobacterium,Snowella,2,11,0.8,0.27,Regular
10/12/2018,D22,204.88,Achnanthidium minutissimum,Pennate Diatom,Achnanthidium,1,1,18.5,107.52,Regular
10/12/2018,D22,204.88,Planothidium frequentissimum,Pennate Diatom,Planothidium,1,1,8,57.81,Regular
10/12/2018,D22,204.88,cf. Chlorella sp.,Green Alga,Chlorella,2,2,1.9,3.59,Regular
10/12/2018,D22,204.88,Coccomyxa sp.,Green Alga,Coccomyxa,2,2,5.6,22.99,Regular
10/12/2018,D22,204.88,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,7.4,159.13,Regular
10/12/2018,D22,204.88,Eucapsis microscopica,Cyanobacterium,Eucapsis,423,848,0.8,0.18,Regular
10/19/2018,NZ325,187.80,cf. Chlorella sp.,Green Alga,Chlorella,7,7,1.9,1.44,Regular
10/19/2018,NZ325,187.80,Coccomyxa sp.,Green Alga,Coccomyxa,7,7,8.3,10.14,Regular
10/19/2018,NZ325,187.80,Hemiselmis sp.,Cryptophyte,Hemiselmis,1,1,3.7,6.99,Regular
10/19/2018,NZ325,187.80,Plagioselmis lacustris,Cryptophyte,Plagioselmis,2,2,11.7,619.99,Regular
10/19/2018,NZ325,187.80,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,8.3,227.25,Regular
10/19/2018,NZ325,187.80,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Regular
10/19/2018,NZ325,187.80,Eucapsis microscopica,Cyanobacterium,Eucapsis,388,784,0.8,0.18,Regular
10/19/2018,NZ325,187.80,cf. Microcystis sp.,Cyanobacterium,Microcystis,2,2,3.7,26.52,Regular
10/19/2018,NZ004,250.41,cf. Chlorella sp.,Green Alga,Chlorella,2,2,1.3,1.15,Regular
10/19/2018,NZ004,250.41,Coccomyxa sp.,Green Alga,Coccomyxa,14,14,7.4,11.53,Regular
10/19/2018,NZ004,250.41,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,7.4,159.13,Regular
