Observation ID,Location ID,Observed Property ID,Observed DateTime,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Source of Rounded Value,Rounded Value,Rounding Specification,Result Status,Result Grade,Medium,Activity ID,Activity Name,Collection Method,Field: Device ID,Field: Device Type,Field: Comment,Lab: Specimen Name,Lab: Analysis Method,Lab: Detection Condition,Lab: Limit Type,Lab: MDL,Lab: MRL,Lab: Quality Flag,Lab: Received DateTime,Lab: Prepared DateTime,Lab: Sample Fraction,Lab: From Laboratory,Lab: Sample ID,Lab: Dilution Factor,Lab: Comment,QC: Type,QC: Source Sample ID,Standards Violations,Specimen: Taxonomy Element,CAS Number,Latitude,Longitude,Elevation,Elevation Unit,Country,State,County,Location Type,Field Visit Start Date,Validation Warnings,Location Group,EA_Current Name,EA_Field Quality Flag,EA_Filter Container ID,EA_Modified Method,EA_Parent Sample ID,EA_Profile Type,EA_Project Type,EA_Reports To,EA_Sampling Depth
074e1b84-2af4-4702-a960-cbacdee52532,Equipment Blank,Total Suspended Solids,2025-04-21 12:55:00.000[PST],2025-04-25 15:00:00.000[PST],,,LAB,,mg/L,,,,Reviewed,Good,Water,6fa68216-92ee-4500-a454-543c8a9b47b8,E0425B1483,,,,,Lab Data,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NOT_DETECTED,,,2.5,,2025-04-22 10:20:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,4/21/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
075030a7-8583-43b9-8e4a-36fb5aee98d1,D28A,(Bottom) Chlorophyll Fluorescence ug/L,2025-12-10 12:20:00.000[PST],1950-01-01 12:00:00.000[PST],21.4,ft,FIELD,0.88,ug/L,,,,Preliminary,Unknown,Water,d83c30a5-bd08-4a3f-9cbc-6f1ae2865c25,E1225B3749,,EMP-5,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,37.969697,-121.573145,,,,,,River,12/10/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,18.4
07627e01-21f7-4bb8-93c8-c4dbee2e9e1e,MD10A,Specific Conductance,2025-08-14 09:50:00.000[PST],1950-01-01 12:00:00.000[PST],20.4,ft,FIELD,162,uS/cm,,,,Preliminary,Unknown,Water,03feeddc-2821-4568-af96-4d807c02df09,E0825B2835,,EMP-4,YSI EXO2 Sonde,,Field Data,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,,,,,,,,,,,,,,,,,,38.04208,-121.422196,,,,,,Slough,8/14/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
076428f3-6929-4592-8b21-d4e858824983,D19,Chlorophyll Fluorescence RFU,2025-12-10 11:20:00.000[PST],1950-01-01 12:00:00.000[PST],24.3,ft,FIELD,0.13,RFU,,,,Preliminary,Unknown,Water,ae79fd88-b10d-4522-b04b-aaf2c0a368d9,E1225B3748,,EMP-5,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.047662,-121.622335,,,,,,Bay,12/10/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
07668571-1c5a-4b8a-8989-069b0209477f,C3A,Rain,2025-04-02 08:15:00.000[PST],1950-01-01 12:00:00.000[PST],19,ft,FIELD,None,,,,,Preliminary,Unknown,Water,de3a1f40-c1a3-4398-b96e-941b3ac19d47,E0425B1431,,EMP-5,,,Field Data,,,,,,,,,,,,,,,,,,,38.367655,-121.520475,,,,,,River,4/2/2025,,North Delta,,,,FALSE,,,Routine Monitoring,MRL,
076b038b-02d7-4cea-85f7-d7685fabb5a7,Equipment Blank,Dissolved Nitrate + Nitrite,2025-09-18 12:55:00.000[PST],2025-09-26 12:25:00.000[PST],,,LAB,,mg/L,,,,Reviewed,Good,Water,31ef1441-8396-43e4-8972-e0140f844193,E0925B3329,,,,,Lab Data,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NOT_DETECTED,,,0.05,,2025-09-19 11:30:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,9/18/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
076bea86-189f-43b5-aaf5-d6f0a33cbe77,MD10A,Dissolved Oxygen % Saturation,2025-10-13 12:25:00.000[PST],1950-01-01 12:00:00.000[PST],20.1,ft,FIELD,89.3,% Saturation,,,,Preliminary,Unknown,Water,25d4871e-584c-43da-a382-9875df3beb16,E1025B3364,,EMP-6,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,38.04208,-121.422196,,,,,,Slough,10/13/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
076ebccf-9e1e-45fc-a407-d60a1e88270d,D26,Churn Bucket ID,2025-08-14 08:10:00.000[PST],1950-01-01 12:00:00.000[PST],42,ft,LAB,11,,,,,Preliminary,Unknown,Water,7eaec13c-44bc-48d3-844f-7e28fab5b06f,E0825B2834,,,,,Lab Data,,,,,,,,,,,,,,,,,,,38.083861,-121.573184,,,,,,River,8/14/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,
07749fb2-3138-4cd1-a503-53518e2258cc,Equipment Blank,Chlorophyll a,2025-04-21 12:55:00.000[PST],2025-05-05 14:50:00.000[PST],,,LAB,,ug/L,,,,Reviewed,Good,Water,6fa68216-92ee-4500-a454-543c8a9b47b8,E0425B1483,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-04-22 10:20:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,4/21/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
077adabc-46b4-424f-a148-6ecb1d9d219f,D7,Total Organic Carbon,2025-07-21 12:25:00.000[PST],2025-07-30 08:45:00.000[PST],9.2,ft,LAB,1.9,mg/L,,,,Preliminary,Unknown,Water,267d71ac-8410-42b2-a3bb-1139252f6ad2,E0725B2720,,,,,Lab Data,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,,,,0.5,,2025-07-22 13:15:00.000[PST],,,Bryte,,1,,,,,,,38.116854,-122.039512,,,,,,Bay,7/21/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
0784a637-b0c4-43d5-8fc6-15d7a91f40ee,C9,Dissolved Oxygen % Saturation,2025-10-09 09:30:00.000[PST],1950-01-01 12:00:00.000[PST],15,ft,FIELD,94.5,% Saturation,,,,Preliminary,Unknown,Water,7ef9e2c2-f63d-44be-965d-1abbfe8fd3a9,E1025B3335,,EMP-6,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,37.830917,-121.554004,,,,,,River,10/9/2025,,South Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
078bd417-9731-471f-9c9c-33c65ec4c61b,D6,Wind Velocity,2025-11-17 12:35:00.000[PST],1950-01-01 12:00:00.000[PST],54.8,ft,FIELD,14.7,mph,,,,Preliminary,Unknown,Water,3a57863b-741a-40bd-a973-475948d399ab,E1125B3648,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.046308,-122.121838,,,,,,Bay,11/17/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
078c51ec-264c-4b9c-9c04-72c8e0833037,D7,Total Phosphorus,2025-09-17 11:45:00.000[PST],2025-09-29 10:25:00.000[PST],9.2,ft,LAB,0.096,mg/L,,,,Reviewed,Good,Water,e6a0189b-22b0-4be4-89fe-d28d7088d0dc,E0925B3288,,,,,Lab Data,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,,,,0.01,,2025-09-18 13:50:00.000[PST],,,Bryte,,1,,REPLICATE,3d219a25-37fc-463d-855f-d9f4bccd2385,,,,38.116854,-122.039512,,,,,,Bay,9/17/2025,,Suisun & Grizzly Bay,,,,FALSE,E0925B3285,,Routine Monitoring,MRL,3
078e1a5f-f259-4682-8219-70fc3c630e2d,Equipment Blank,Total Dissolved Solids,2025-02-10 15:00:00.000[PST],2025-02-12 14:35:00.000[PST],,,LAB,,mg/L,,,,Reviewed,Good,Water,7b800a94-7608-4481-aaba-a8391430355c,E0225B0380,,,,,Lab Data,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NOT_DETECTED,,,2.5,,2025-02-11 10:00:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,2/10/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
07987a39-a265-42e8-916a-aed05aab993f,D26,Pheophytin a,2025-10-13 10:55:00.000[PST],2025-10-23 11:00:00.000[PST],41.7,ft,LAB,,ug/L,,,,Reviewed,Good,Water,c277c9e4-9b8e-4caf-a48f-a791ebb1187f,E1025B3366,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-10-14 13:30:00.000[PST],,,Bryte,,1,,REPLICATE,703283fa-d1b1-4bb3-a7c3-f09711a1c688,,,,38.083861,-121.573184,,,,,,River,10/13/2025,,Central Delta,,,,FALSE,E1025B3363,,Routine Monitoring,MRL,3
079ab945-ccf7-463a-83a0-4384b72568d5,Equipment Blank,Pheophytin a,2025-12-18 16:45:00.000[PST],2025-12-31 09:10:00.000[PST],,,LAB,,ug/L,,,,Reviewed,Good,Water,3b44c185-c927-4e90-aa5f-92f15c6e3da1,E1225B3936,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-12-19 11:55:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,12/18/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
07a7b1f2-aa3d-4a61-8b6a-9a25b1015c8b,C10A,MVI,2025-12-09 13:10:00.000[PST],1950-01-01 12:00:00.000[PST],3.6,ft,FIELD,1,,,,,Preliminary,Unknown,Water,06bd607f-d491-4a1d-93ce-660d33b27a0f,E1225B3738,,,,too shallow for bottom readings,Field Data,,,,,,,,,,,,,,,,,,,37.679343,-121.264857,,,,,,River,12/9/2025,,South Delta,,,,FALSE,,,Routine Monitoring,MRL,
07a8e424-35fc-4c01-9597-915ebbd505e5,LSZ6,Dissolved Oxygen % Saturation,2025-06-18 09:00:00.000[PST],1950-01-01 12:00:00.000[PST],44.7,ft,FIELD,97.3,% Saturation,,,,Preliminary,Unknown,Water,3cec9d5c-eff0-4ee4-8059-c1efa569e61a,E0625B2349,,EMP-5,YSI EXO2 Sonde,LSZ6 located 400 yards upstream of green channel marker 31.,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,,,,,,,,,6/18/2025,,Low Salinity Zone,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
07b38d0c-c8e6-4920-a6ef-5bb4e3830a4b,D19,Chlorophyll a,2025-12-10 11:20:00.000[PST],2025-12-18 13:35:00.000[PST],24.3,ft,LAB,,ug/L,,,,Preliminary,Unknown,Water,ae79fd88-b10d-4522-b04b-aaf2c0a368d9,E1225B3748,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-12-11 14:05:00.000[PST],,,Bryte,,1,,,,,,,38.047662,-121.622335,,,,,,Bay,12/10/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
07b695f2-21c1-452d-b40c-8217068065cb,NZS42,Total Suspended Solids,2025-11-18 13:55:00.000[PST],2025-11-20 14:05:00.000[PST],21.4,ft,LAB,47.4,mg/L,,,,Preliminary,Unknown,Water,010708c3-69a3-4f5f-b98f-307924947dc3,E1125B3688,,,,,Lab Data,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,,,,2.5,,2025-11-19 12:20:00.000[PST],,,Bryte,,1,,,,,,,38.1808,-122.049008,,,,,,Slough,11/18/2025,,Suisun Marsh,,,,FALSE,,,Routine Monitoring,MRL,3
07b9a29d-1fcd-4a9a-9a07-2256344a41be,D26,(Bottom) pH,2025-04-04 08:30:00.000[PST],1950-01-01 12:00:00.000[PST],29.2,ft,FIELD,7.77,unitless,,,,Preliminary,Unknown,Water,e7f6afa5-4b4b-430f-904c-01d9042d7b6b,E0425B1460,,EMP-5,YSI EXO2 Sonde,,Field Data,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,,,,,,,,,,,,,,,,,,38.083861,-121.573184,,,,,,River,4/4/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,23.2
07ba8168-4414-4891-9111-f33197a3ed0a,D6,Dissolved Chloride,2025-11-17 12:35:00.000[PST],2025-11-22 01:00:00.000[PST],54.8,ft,LAB,10600,mg/L,,,,Reviewed,Flagged,Water,3a57863b-741a-40bd-a973-475948d399ab,E1125B3648,,,,,Lab Data,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,,,,500,R4,2025-11-18 12:25:00.000[PST],,,Bryte,,500,,,,,,,38.046308,-122.121838,,,,,,Bay,11/17/2025,A quality flag was present for this result,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
07bd9f0d-bbfd-46b5-a862-9e674bc8379a,D28A,Total Phosphorus,2025-08-28 10:00:00.000[PST],2025-09-02 10:30:00.000[PST],22.7,ft,LAB,0.045,mg/L,,,,Preliminary,Unknown,Water,38c506c9-1163-4abe-a3e3-91a2ba0e7b3b,E0825B2824,,,,,Lab Data,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,,,,0.01,,2025-08-29 11:00:00.000[PST],,,Bryte,,1,,,,,,,37.969697,-121.573145,,,,,,River,8/28/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
07bf5c86-42fa-4619-b7ba-a55686240895,D12,(Bottom) Specific Conductance,2025-01-07 10:30:00.000[PST],1950-01-01 12:00:00.000[PST],41.4,ft,FIELD,219,uS/cm,,,,Preliminary,Unknown,Water,f86549a3-7fd1-40cc-a7b5-67ea6113943e,E0125B0035,,EMP-2,YSI EXO2 Sonde,,Field Data,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,,,,,,,,,,,,,,,,,,38.021427,-121.806965,,,,,,River,1/7/2025,,Confluence,,,,FALSE,,Discrete,Routine Monitoring,MRL,35.4
07c13d77-4e81-4981-89c0-b880d0a9edd9,D7,Secchi Depth,2025-02-11 12:45:00.000[PST],1950-01-01 12:00:00.000[PST],10.9,ft,FIELD,16,cm,,,,Preliminary,Unknown,Water,879ee483-1317-409f-a8a5-b97a5c083ee6,E0225B0420,,,Secchi Disk,,Field Data,,,,,,,,,,,,,,,,,,,38.116854,-122.039512,,,,,,Bay,2/11/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
07c145c8-1951-45b1-b223-bafca89f1e2c,D7,Wind Velocity,2025-09-17 11:45:00.000[PST],1950-01-01 12:00:00.000[PST],9.2,ft,FIELD,6.4,mph,,,,Preliminary,Unknown,Water,3d219a25-37fc-463d-855f-d9f4bccd2385,E0925B3285,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.116854,-122.039512,,,,,,Bay,9/17/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
07c4f98b-0bea-4c36-8430-c119ad94f0cd,D8,Filter Container ID,2025-01-10 12:50:00.000[PST],1950-01-01 12:00:00.000[PST],48.9,ft,LAB,C,,,,,Preliminary,Unknown,Water,2fa966df-1c1f-4742-8d02-9a4aa787b217,E0125B0167,,,,,Lab Data,,,,,,,,,,,,,,,,,,,38.059971,-121.992062,,,,,,Bay,1/10/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
07ca3146-cc2a-4d04-b17f-514e42324795,D7,(Bottom) Turbidity,2025-03-11 12:05:00.000[PST],1950-01-01 12:00:00.000[PST],10.2,ft,FIELD,35,FNU,,,,Preliminary,Unknown,Water,d5a9e764-bba2-4ee0-b238-a143457781b8,E0325B0621,,EMP-1,YSI EXO2 Sonde,,Field Data,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,,,,,,,,,,,,,,,,,,38.116854,-122.039512,,,,,,Bay,3/11/2025,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,4.2
07da3d75-a4b6-40f2-ab69-c11b74139692,C9,Dissolved Nitrate + Nitrite,2025-04-02 10:00:00.000[PST],2025-04-09 12:45:00.000[PST],11.8,ft,LAB,0.453,mg/L,,,,Reviewed,Good,Water,b08e4bc1-8d15-4315-b03a-e4aae19a35d5,E0425B1434,,,,,Lab Data,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",,,,0.05,,2025-04-03 10:30:00.000[PST],,,Bryte,,1,,REPLICATE,57b3fcd9-7ad7-44bd-a5ce-0e3de37a5a35,,,,37.830917,-121.554004,,,,,,River,4/2/2025,,South Delta,,,,FALSE,E0425B1432,,Routine Monitoring,MRL,3
07daaa85-e3e5-4dbf-845a-177c97b024f5,D41,Dissolved Oxygen mg/L,2025-01-14 13:00:00.000[PST],1950-01-01 12:00:00.000[PST],41.7,ft,FIELD,8.79,mg/L,,,,Preliminary,Unknown,Water,202e01e7-2344-4d44-ae2e-cb36dec8eec8,E0125B0263,,EMP-5,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,38.030135,-122.372771,,,,,,Bay,1/14/2025,,San Pablo Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
07e38828-78ac-4166-8932-51441f8b1777,LSZ2,Specific Conductance,2025-10-14 12:10:00.000[PST],1950-01-01 12:00:00.000[PST],33.8,ft,FIELD,1964,uS/cm,,,,Preliminary,Unknown,Water,cb33c256-1b10-43c2-b22d-f13ea2d625e8,E1025B3417,,EMP-6,YSI EXO2 Sonde,LSZ2 found 300 yards upstream of channel markers 13/14.,Field Data,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2025,,Low Salinity Zone,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
07e4e795-94d4-46c5-b9e9-2e3a72f78ba7,D26,Filter Container ID,2025-11-13 12:35:00.000[PST],1950-01-01 12:00:00.000[PST],42.4,ft,LAB,C,,,,,Reviewed,Good,Water,3ef1e423-ef44-4e62-83d2-d7f6ff2a8d5f,E1125B3567,,,,,Lab Data,,,,,,,,,,,,,,REPLICATE,61cb62cf-faab-4f00-a11f-016e747ba3da,,,,38.083861,-121.573184,,,,,,River,11/13/2025,,Central Delta,,,,FALSE,E1125B3564,,Routine Monitoring,MRL,
07e65ae2-2897-450d-b814-e56dcdbf7c7f,D41A,Sky Conditions,2025-10-20 11:00:00.000[PST],1950-01-01 12:00:00.000[PST],11.9,ft,FIELD,Sunny,,,,,Preliminary,Unknown,Water,cc7ec436-f4cd-4a06-973f-d43949387027,E1025B3531,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.083333,-122.396333,,,,,,Bay,10/20/2025,,San Pablo Bay,,,,FALSE,,,Routine Monitoring,MRL,
07ec2f7d-6e96-4f16-844e-8c09107efa34,D4,(Bottom) Chlorophyll Fluorescence RFU,2025-03-07 09:55:00.000[PST],1950-01-01 12:00:00.000[PST],31.2,ft,FIELD,1.2,RFU,,,,Preliminary,Unknown,Water,03a49b3e-8eed-4c45-b094-ecb3b4e939d8,E0325B0522,,EMP-1,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.065164,-121.83486,,,,,,River,3/7/2025,,Confluence,,,,FALSE,,Discrete,Routine Monitoring,MRL,25.2
07ee56f9-640a-4861-a77e-2eea992be0e1,D41,Chlorophyll Fluorescence RFU,2025-12-17 11:05:00.000[PST],1950-01-01 12:00:00.000[PST],43.7,ft,FIELD,0.5,RFU,,,,Preliminary,Unknown,Water,ae2a0d84-b391-40e4-8414-0d3e549bfdd7,E1225B3934,,EMP-1,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.030135,-122.372771,,,,,,Bay,12/17/2025,,San Pablo Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
07eebd7e-2e00-4462-bf75-9d99fedb9428,D10,(Bottom) Chlorophyll Fluorescence RFU,2025-10-15 13:15:00.000[PST],1950-01-01 12:00:00.000[PST],41.4,ft,FIELD,0.55,RFU,,,,Preliminary,Unknown,Water,0af32dba-fa65-4f4a-80cb-3a58e69eb7ce,E1025B3449,,EMP-6,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.048364,-121.918587,,,,,,River,10/15/2025,,Confluence,,,,FALSE,,Discrete,Routine Monitoring,MRL,35.4
07fe60d2-3ee7-4e4b-b0d1-3b118c182589,C3A,MVI,2025-07-14 07:30:00.000[PST],1950-01-01 12:00:00.000[PST],16.4,ft,FIELD,1,,,,,Preliminary,Unknown,Water,9a244107-9e45-4922-a29c-c953dc952aeb,E0725B2568,,EMP-1,,chla: 500 ml,Field Data,,,,,,,,,,,,,,,,,,,38.367655,-121.520475,,,,,,River,7/14/2025,,North Delta,,,,FALSE,,,Routine Monitoring,MRL,0
08011f05-ddc1-40f6-9ec9-dac82101a7da,D41,Total Dissolved Solids,2025-07-22 13:00:00.000[PST],2025-07-24 15:05:00.000[PST],42.7,ft,LAB,26500,mg/L,,,,Preliminary,Unknown,Water,75fb7389-3576-4df7-902b-4a8182404212,E0725B2766,,,,,Lab Data,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,,,,2.5,,2025-07-22 15:05:00.000[PST],,,Bryte,,1,,,,,,,38.030135,-122.372771,,,,,,Bay,7/22/2025,,San Pablo Bay,,,,FALSE,,,Routine Monitoring,MRL,3
08012779-fc46-4f7c-98c1-40dca906d6c6,D4,Total Dissolved Solids,2025-01-09 11:55:00.000[PST],2025-01-13 14:40:00.000[PST],35.5,ft,LAB,137,mg/L,,,,Preliminary,Unknown,Water,fa303991-d88b-4729-9bfc-e46594982ac8,E0125B0089,,,,,Lab Data,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,,,,2.5,,2025-01-10 11:55:00.000[PST],,,Bryte,,1,,,,,,,38.065164,-121.83486,,,,,,River,1/9/2025,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
0802b97f-881b-4eeb-9677-c13d5f4a1fcc,D19,Dissolved Ammonia,2025-05-20 11:00:00.000[PST],2025-06-04 12:50:00.000[PST],40.4,ft,LAB,,mg/L,,,,Preliminary,Unknown,Water,b8e2cff4-6761-4453-bcfd-332c4c8e2ac0,E0525B2084,,,,,Lab Data,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NOT_DETECTED,,,0.05,,2025-05-21 14:20:00.000[PST],,,Bryte,,1,,,,,,,38.047662,-121.622335,,,,,,Bay,5/20/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
0805d587-f99f-4f50-8018-05b56acbd13d,D8,Dissolved Silica,2025-01-10 12:50:00.000[PST],2025-01-29 11:10:00.000[PST],48.9,ft,LAB,20.8,mg/L,,,,Preliminary,Unknown,Water,2fa966df-1c1f-4742-8d02-9a4aa787b217,E0125B0167,,,,,Lab Data,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,,,,0.1,,2025-01-13 11:30:00.000[PST],,,Bryte,,1,,,,,,,38.059971,-121.992062,,,,,,Bay,1/10/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
0818b768-33fd-423a-a389-ee9cc24d5c44,Equipment Blank,Dissolved Organic Carbon,2025-04-22 13:05:00.000[PST],2025-05-13 00:15:00.000[PST],,,LAB,,mg/L,,,,Reviewed,Good,Water,20fde1ef-ecec-4498-9ffc-150ee4afda06,E0425B1684,,,,,Lab Data,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NOT_DETECTED,,,0.5,,2025-04-23 10:40:00.000[PST],,,Bryte,,1,"QC25051411, 0.13 mg/L",BLANK,,,,,,,,,,,,,4/22/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
0825fc1f-6ffc-4a14-b95a-ca4d4d62abd9,D4,Dissolved Orthophosphate,2025-09-15 11:30:00.000[PST],2025-09-24 11:10:00.000[PST],36.8,ft,LAB,0.067,mg/L,,,,Preliminary,Unknown,Water,7d69947c-b01a-4cd9-a202-8d8b31388c2c,E0925B3186,,,,,Lab Data,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,,,,0.05,,2025-09-16 12:30:00.000[PST],,,Bryte,,1,,,,,,,38.065164,-121.83486,,,,,,River,9/15/2025,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
082688a3-8e62-4573-a7dc-7d5189039c51,D7,(Bottom) Specific Conductance,2025-03-11 12:05:00.000[PST],1950-01-01 12:00:00.000[PST],10.2,ft,FIELD,2775,uS/cm,,,,Preliminary,Unknown,Water,d5a9e764-bba2-4ee0-b238-a143457781b8,E0325B0621,,EMP-1,YSI EXO2 Sonde,,Field Data,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,,,,,,,,,,,,,,,,,,38.116854,-122.039512,,,,,,Bay,3/11/2025,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,4.2
082920a2-df02-4f48-9634-b3a7524d7cfb,D6,Dissolved Oxygen % Saturation,2025-01-10 11:40:00.000[PST],1950-01-01 12:00:00.000[PST],54.2,ft,FIELD,89,% Saturation,,,,Preliminary,Unknown,Water,ba28f31a-7dd2-4f84-9fa1-9bc0628a1db2,E0125B0166,,EMP-5,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,38.046308,-122.121838,,,,,,Bay,1/10/2025,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
082d9226-e110-4359-a4a4-fb29585b1df4,Equipment Blank,Total Kjeldahl Nitrogen,2025-09-12 12:20:00.000[PST],2025-09-17 10:45:00.000[PST],,,LAB,,mg/L,,,,Reviewed,Good,Water,4e0823d9-2787-4327-82a6-88d490a109a6,E0925B3160,,,,,Lab Data,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NOT_DETECTED,,,0.1,,2025-09-15 11:05:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,9/12/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
08383ded-26ff-4495-8186-d3d88022935e,P8,Pheophytin a,2025-09-12 12:00:00.000[PST],2025-09-25 09:25:00.000[PST],38.8,ft,LAB,,ug/L,,,,Preliminary,Unknown,Water,17dcc5f2-a433-499c-b8d5-6ff81eacab1d,E0925B3164,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-09-15 11:05:00.000[PST],,,Bryte,,1,,,,,,,37.978248,-121.38232,,,,,,River,9/12/2025,,South Delta,,,,FALSE,,,Routine Monitoring,MRL,3
