Station,Date,Time,Sampling_Depth,Analyte,Result_Value,Result_Unit,Detection_Status,MRL,Analysis_Method,QC_Flag,Field_Comment
D41,2025-02-12,13:05:00.000[PST],3,Water Temperature,10.41,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D41,2025-02-12,13:05:00.000[PST],NA,Wave Scale,3,NA,Detected,NA,NA,NA,NA
D41,2025-02-12,13:05:00.000[PST],NA,Wind Velocity,25.3,mph,Detected,NA,NA,NA,NA
D41,2025-02-12,13:05:00.000[PST],3,pH,7.68,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Chlorophyll Fluorescence RFU,0.74,RFU,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Chlorophyll Fluorescence ug/L,2.98,ug/L,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Dissolved Oxygen % Saturation,88.5,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Dissolved Oxygen mg/L,9.79,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Specific Conductance,5931,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Turbidity,79.2,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) Water Temperature,9.97,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],7.2,(Bottom) pH,7.6,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Air Temperature,47,degF,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Chlorophyll Fluorescence RFU,0.74,RFU,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Chlorophyll Fluorescence ug/L,2.97,ug/L,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Chlorophyll a,1.02,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Ammonia,0.067,mg/L,Detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Calcium,45.4,mg/L,Detected,3,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Chloride,1800,mg/L,Detected,50,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Nitrate + Nitrite,0.327,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Organic Carbon,1.9,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Organic Nitrogen,0.17,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Orthophosphate,0.071,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Oxygen % Saturation,89.9,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Oxygen mg/L,9.95,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Dissolved Silica,14.7,mg/L,Detected,0.3,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Pheophytin a,1.27,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Secchi Depth,24,cm,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Sky Conditions,Cloudy,NA,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Specific Conductance,5911,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Alkalinity,63.9,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Dissolved Solids,3210,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Kjeldahl Nitrogen,0.406,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Organic Carbon,1.9,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Phosphorus,0.133,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Total Suspended Solids,89.4,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Turbidity,72.8,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Volatile Suspended Solids,11.9,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,Water Temperature,9.97,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Wave Scale,3,NA,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],NA,Wind Velocity,17,mph,Detected,NA,NA,NA,NA
D41A,2025-02-12,11:25:00.000[PST],3,pH,7.61,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Chlorophyll Fluorescence RFU,0.72,RFU,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Chlorophyll Fluorescence ug/L,2.87,ug/L,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Dissolved Oxygen % Saturation,87.2,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Dissolved Oxygen mg/L,9.71,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Specific Conductance,5343,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Turbidity,65.4,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) Water Temperature,9.8,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],42.9,(Bottom) pH,7.51,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Air Temperature,53,degF,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Chlorophyll Fluorescence RFU,0.85,RFU,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Chlorophyll Fluorescence ug/L,3.41,ug/L,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Chlorophyll a,1.54,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Ammonia,0.051,mg/L,Detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Calcium,10.2,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Chloride,31.1,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Nitrate + Nitrite,0.297,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Organic Carbon,3.1,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Organic Nitrogen,0.23,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Orthophosphate,0.069,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Oxygen % Saturation,87.8,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Oxygen mg/L,10.02,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Dissolved Silica,16,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],NA,Latitude,38.02773167,decimal degrees,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Longitude,-122.15798,decimal degrees,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Pheophytin a,0.83,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Secchi Depth,24,cm,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Sky Conditions,Cloudy,NA,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Specific Conductance,228,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Alkalinity,55.5,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Dissolved Solids,146,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Kjeldahl Nitrogen,0.494,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Organic Carbon,3.1,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Phosphorus,0.14,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Total Suspended Solids,84.2,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Turbidity,91.1,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,Volatile Suspended Solids,9.1,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
LSZ6,2025-02-12,14:50:00.000[PST],3,Water Temperature,9.5,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Wave Scale,3,NA,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],NA,Wind Velocity,16.3,mph,Detected,NA,NA,NA,LSZ6 found 750 yards upstream of channel marker 25.
LSZ6,2025-02-12,14:50:00.000[PST],3,pH,7.84,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,LSZ6 found 750 yards upstream of channel marker 25.
C10A,2025-03-04,12:20:00.000[PST],NA,Air Temperature,59,degF,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Chlorophyll Fluorescence RFU,1.47,RFU,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Chlorophyll Fluorescence ug/L,6.01,ug/L,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Chlorophyll a,5.9,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Calcium,25.2,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Chloride,72.9,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Nitrate + Nitrite,0.939,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Organic Carbon,3.2,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Organic Nitrogen,0.29,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Orthophosphate,0.059,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Oxygen % Saturation,96.9,% Saturation,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Oxygen mg/L,9.71,mg/L,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Dissolved Silica,11.7,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Pheophytin a,2.78,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],NA,Sky Conditions,Partly Cloudy,NA,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Specific Conductance,578,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Total Alkalinity,95.6,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Total Dissolved Solids,330,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Total Kjeldahl Nitrogen,0.523,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Total Organic Carbon,3.2,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Total Phosphorus,0.124,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Total Suspended Solids,41.6,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Turbidity,15.46,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,Volatile Suspended Solids,4.7,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
C10A,2025-03-04,12:20:00.000[PST],3,Water Temperature,15.24,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],NA,Wave Scale,1,NA,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],NA,Wind Velocity,4,mph,Detected,NA,NA,NA,Too shallow for bottom readings; chla 500 mL
C10A,2025-03-04,12:20:00.000[PST],3,pH,7.75,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Too shallow for bottom readings; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Chlorophyll Fluorescence RFU,1.13,RFU,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Chlorophyll Fluorescence ug/L,4.63,ug/L,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Dissolved Oxygen % Saturation,94.9,% Saturation,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Dissolved Oxygen mg/L,10.27,mg/L,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Specific Conductance,151,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Turbidity,22.26,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) Water Temperature,11.81,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],14,(Bottom) pH,7.31,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],NA,Air Temperature,51,degF,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Chlorophyll Fluorescence RFU,1.06,RFU,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Chlorophyll Fluorescence ug/L,4.36,ug/L,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Chlorophyll a,4.31,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Calcium,12.6,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Chloride,4.37,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Nitrate + Nitrite,0.237,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Organic Carbon,1.9,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Organic Nitrogen,0.16,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Orthophosphate,NA,mg/L,Not detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Oxygen % Saturation,95.3,% Saturation,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Oxygen mg/L,10.31,mg/L,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Dissolved Silica,18.5,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Pheophytin a,1.05,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],NA,Sky Conditions,Cloudy,NA,Detected,NA,NA,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Specific Conductance,150,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Field crew sampled 20 mins off tide window; chla 500 mL
C3A,2025-03-04,09:15:00.000[PST],3,Total Alkalinity,61.6,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
C3A,2025-03-04,09:15:00.000[PST],3,Total Dissolved Solids,95,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
