DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Organic Carbon,7440-44-0,3.4,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Total Organic Carbon,7440-44-0,3,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Organic Nitrogen,ON,0.48,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved ortho-Phosphate,14265-44-2,0.154,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Pheophytin a,0,2.35,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0074,5/25/2021 12:52,Pheophytin a,0,3.02,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0521B0069,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Total Phosphorus,7723-14-0,0.223,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Silica (SiO2),14808-60-7,15.2,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Total Dissolved Solids,0,163,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Total Suspended Solids,0,24.5,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Volatile Suspended Solids,0,3,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Total Kjeldahl Nitrogen,TKN,0.543,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Field Specific Conductance,0,292,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Field Water Temperature,0,23.8,0.1,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Calcium,7440-70-2,16.4,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Chloride,16887-00-6,17.3,1,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Chlorophyll a,479-61-8,3.38,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0090,6/9/2021 12:26,Chlorophyll a,479-61-8,2.21,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0621B0085,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Nitrate + Nitrite,NO3+NO2,0.128,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Organic Carbon,7440-44-0,3.1,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Organic Nitrogen,ON,0.37,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved ortho-Phosphate,14265-44-2,0.218,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Pheophytin a,0,1.57,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0090,6/9/2021 12:26,Pheophytin a,0,0.98,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0621B0085,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Phosphorus,7723-14-0,0.244,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Dissolved Silica (SiO2),14808-60-7,16,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Dissolved Solids,0,169,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Suspended Solids,0,30.8,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Suspended Solids,0,30.8,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Volatile Suspended Solids,0,3.8,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Duplicate,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Volatile Suspended Solids,0,3.8,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Total Kjeldahl Nitrogen,TKN,0.41,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Field Specific Conductance,0,295,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0085,6/9/2021 12:26,Field Water Temperature,0,22.3,0.1,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Calcium,7440-70-2,15.2,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Chloride,16887-00-6,15.6,1,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Chlorophyll a,479-61-8,6.19,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0098,6/22/2021 12:55,Chlorophyll a,479-61-8,5.48,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0621B0093,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Nitrate + Nitrite,NO3+NO2,0.11,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Organic Carbon,7440-44-0,3.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Total Organic Carbon,7440-44-0,3.1,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Organic Nitrogen,ON,0.32,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved ortho-Phosphate,14265-44-2,0.219,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0098,6/22/2021 12:55,Pheophytin a,0,1.89,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0621B0093,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Pheophytin a,0,1.46,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Total Phosphorus,7723-14-0,0.25,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Dissolved Silica (SiO2),14808-60-7,16.1,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Total Dissolved Solids,0,175,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Total Suspended Solids,0,31.2,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Volatile Suspended Solids,0,4.1,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0621B0093,6/22/2021 12:55,Total Kjeldahl Nitrogen,TKN,0.47,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Calcium,7440-70-2,13.8,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Chloride,16887-00-6,21.8,2.5,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Chlorophyll a,479-61-8,2.57,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0106,7/6/2021 11:00,Chlorophyll a,479-61-8,2.98,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0721B0101,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Nitrate + Nitrite,NO3+NO2,0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Total Organic Carbon,7440-44-0,3,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Organic Nitrogen,ON,0.26,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved ortho-Phosphate,14265-44-2,0.16,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0106,7/6/2021 11:00,Pheophytin a,0,0.74,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0721B0101,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Pheophytin a,0,1.41,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Total Phosphorus,7723-14-0,0.17,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Dissolved Silica (SiO2),14808-60-7,13.3,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Total Dissolved Solids,0,164,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Total Suspended Solids,0,20,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Volatile Suspended Solids,0,3,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Total Kjeldahl Nitrogen,TKN,0.354,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Field Specific Conductance,0,262,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0101,7/6/2021 11:00,Field Water Temperature,0,23.7,0.1,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Calcium,7440-70-2,13.8,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Chloride,16887-00-6,25.3,3.33,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0114,7/19/2021 11:42,Chlorophyll a,479-61-8,4.89,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0721B0109,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Chlorophyll a,479-61-8,5.06,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Organic Carbon,7440-44-0,3.6,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Total Organic Carbon,7440-44-0,3.3,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved Organic Nitrogen,ON,0.32,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Dissolved ortho-Phosphate,14265-44-2,0.189,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0109,7/19/2021 11:42,Pheophytin a,0,0.72,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0721B0114,7/19/2021 11:42,Pheophytin a,0,0.73,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0721B0109,,,N
