SampleID,AlgalType,BV.per.mL,,Year,Month,Season,StationCode,Region,RegionAbbreviation
D8.Nov.2018,Cryptophyte,18462.07,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Nov.2018,Cyanobacterium,15144.54,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Nov.2018,Green Alga,8761.56,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Nov.2018,Cyanobacterium,88885.05,,2018,Nov,Fall,D10,Confluence,CON
D10.Nov.2018,Green Alga,64039.44,,2018,Nov,Fall,D10,Confluence,CON
NZS42.Nov.2018,Cyanobacterium,67014.58,,2018,Nov,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Nov.2018,Green Alga,91419.95,,2018,Nov,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Cyanobacterium,32993.46,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Green Alga,9748.33,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Pennate Diatom,502826.74,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
D6.Nov.2018,Cryptophyte,247991.09,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Cyanobacterium,21439.97,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Green Alga,17046.07,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D22.Nov.2018,Centric Diatom,239339.97,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Cryptophyte,88786.24,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Cyanobacterium,18635.65,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Green Alga,16981.74,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Pennate Diatom,38182.92,,2018,Nov,Fall,D22,Confluence,CON
NZ068.Nov.2018,Cyanobacterium,26840.99,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
NZ068.Nov.2018,Green Alga,7219.58,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
NZ068.Nov.2018,Pennate Diatom,1347782.53,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
D41A.Nov.2018,Cyanobacterium,16382.28,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Euglenoid,67363.48,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Green Alga,26038.37,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41.Nov.2018,Ciliate,400109.57,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Cryptophyte,133299.74,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Cyanobacterium,13142.49,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Green Alga,7503.98,,2018,Nov,Fall,D41,San Pablo Bay,SPB
EZ6.Nov.2018,Centric Diatom,913012.98,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Cyanobacterium,32497.99,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Green Alga,29666.78,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Pennate Diatom,522270.52,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ2.Nov.2018,Cyanobacterium,23095.42,,2018,Nov,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Nov.2018,Green Alga,17676.29,,2018,Nov,Fall,EZ2,Low Salinity Zone,LSZ
D7.Nov.2018,Cyanobacterium,16850.38,,2018,Nov,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Nov.2018,Green Alga,10620.07,,2018,Nov,Fall,D7,Grizzly.Suisun Bay,GSB
C9.Oct.2018,Centric Diatom,18446.48,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Cryptophyte,65733.77,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Cyanobacterium,142750.32,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Green Alga,7285.37,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C10A.Oct.2018,Centric Diatom,578616.15,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Cryptophyte,98204.08,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Cyanobacterium,133682.47,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Green Alga,46196.68,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Pennate Diatom,2904014.43,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
D4.Oct.2018,Cryptophyte,76875.54,,2018,Oct,Fall,D4,Confluence,CON
D4.Oct.2018,Cyanobacterium,23644.02,,2018,Oct,Fall,D4,Confluence,CON
D4.Oct.2018,Green Alga,1252.41,,2018,Oct,Fall,D4,Confluence,CON
D22.Oct.2018,Cryptophyte,32602.34,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Cyanobacterium,31272.49,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Green Alga,10891.05,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Pennate Diatom,33871.6,,2018,Oct,Fall,D22,Confluence,CON
EZ2.Oct.2018,Chrysophyte,8835.17,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Cryptophyte,93384.34,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Cyanobacterium,24663.43,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Green Alga,6185.15,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Pennate Diatom,41143.1,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
NZ068.Oct.2018,Centric Diatom,1936536.1,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Cryptophyte,39903.25,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Cyanobacterium,17592.71,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Green Alga,1525.63,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Pennate Diatom,8995.63,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
C3A.Oct.2018,Cryptophyte,62958.49,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Cyanobacterium,9707.03,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Green Alga,5676.4,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Pennate Diatom,7430500.13,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
D12.Oct.2018,Cyanobacterium,36799.79,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Green Alga,13043.97,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Pennate Diatom,832497.68,,2018,Oct,Fall,D12,Confluence,CON
EZ6 SJR.Oct.2018,Cryptophyte,19846.72,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Cyanobacterium,48099.36,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Green Alga,1156.24,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Pennate Diatom,36847.2,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Centric Diatom,8156.22,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Cryptophyte,33984.23,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Cyanobacterium,59987.04,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Green Alga,3312.79,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
D19.Oct.2018,Cryptophyte,162458.93,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Cyanobacterium,41270.27,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Green Alga,1705.11,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Pennate Diatom,316499.39,,2018,Oct,Fall,D19,Central Delta,CED
D28A.Oct.2018,Centric Diatom,18605.42,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Cryptophyte,343748.21,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Cyanobacterium,20398.41,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Green Alga,2577.77,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Pennate Diatom,102496.18,,2018,Oct,Fall,D28A,Central Delta,CED
D16.Oct.2018,Cryptophyte,65804.42,,2018,Oct,Fall,D16,Central Delta,CED
D16.Oct.2018,Cyanobacterium,32779.08,,2018,Oct,Fall,D16,Central Delta,CED
D16.Oct.2018,Green Alga,32434.47,,2018,Oct,Fall,D16,Central Delta,CED
D26.Oct.2018,Centric Diatom,41917.57,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Cryptophyte,54438.68,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Cyanobacterium,34939.26,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Green Alga,43489.77,,2018,Oct,Fall,D26,Central Delta,CED
MD10A.Oct.2018,Cryptophyte,42976.45,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Cyanobacterium,129652.62,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Green Alga,39785.39,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Pennate Diatom,10652.13,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
P8.Oct.2018,Centric Diatom,26760.92,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Cryptophyte,555346.79,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Cyanobacterium,26814.42,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Green Alga,63418.78,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Pennate Diatom,15909.7,,2018,Oct,Fall,P8,Southern Interior Delta,SID
EZ6.Oct.2018,Cryptophyte,70002.01,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Cyanobacterium,28052.19,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Green Alga,41878.49,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Pennate Diatom,1033309.3,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
D8.Oct.2018,Cryptophyte,152984.87,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Oct.2018,Cyanobacterium,71700.01,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Oct.2018,Green Alga,42641.29,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Oct.2018,Centric Diatom,33757.94,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Cyanobacterium,79776.71,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Green Alga,153296.3,,2018,Oct,Fall,D10,Confluence,CON
D6.Oct.2018,Cryptophyte,226472.24,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D6.Oct.2018,Cyanobacterium,26752.9,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D6.Oct.2018,Green Alga,92067.86,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D7.Oct.2018,Cyanobacterium,52515.35,,2018,Oct,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Oct.2018,Green Alga,81807.55,,2018,Oct,Fall,D7,Grizzly.Suisun Bay,GSB
NZS42.Oct.2018,Cyanobacterium,64372.7,,2018,Oct,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Oct.2018,Green Alga,43663.73,,2018,Oct,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Oct.2018,Cyanobacterium,43260.11,,2018,Oct,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Oct.2018,Green Alga,18763.78,,2018,Oct,Fall,NZ032,Grizzly.Suisun Bay,GSB
D41A.Oct.2018,Cryptophyte,197815.89,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41A.Oct.2018,Cyanobacterium,51155.15,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41A.Oct.2018,Green Alga,69417.58,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41.Oct.2018,Centric Diatom,78325.57,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Cryptophyte,421417.76,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Cyanobacterium,34800.36,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Green Alga,19662.31,,2018,Oct,Fall,D41,San Pablo Bay,SPB
NZ325.Oct.2018,Cryptophyte,291204.86,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Cyanobacterium,36464.77,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Green Alga,15217.09,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ002.Oct.2018,Cryptophyte,668307.45,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Cyanobacterium,45074.15,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Green Alga,17017.01,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ004.Oct.2018,Cryptophyte,39847.3,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Cyanobacterium,65889.05,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Green Alga,40997.16,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
C3A.Sep.2018,Cryptophyte,88604.56,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Cyanobacterium,44541.87,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Green Alga,85054.88,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Pennate Diatom,1167221.35,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
D4.Sep.2018,Cyanobacterium,97061.18,,2018,Sep,Fall,D4,Confluence,CON
EZ6.Sep.2018,Cyanobacterium,127089.5,,2018,Sep,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Sep.2018,Green Alga,18815.56,,2018,Sep,Fall,EZ6,Low Salinity Zone,LSZ
D22.Sep.2018,Cryptophyte,91494.19,,2018,Sep,Fall,D22,Confluence,CON
D22.Sep.2018,Cyanobacterium,91487.88,,2018,Sep,Fall,D22,Confluence,CON
D22.Sep.2018,Green Alga,32965.76,,2018,Sep,Fall,D22,Confluence,CON
EZ2.Sep.2018,Cryptophyte,190304.95,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Cyanobacterium,68388.23,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Green Alga,19976.16,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Pennate Diatom,1771660.76,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
NZ068.Sep.2018,Centric Diatom,55136.4,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Cryptophyte,78372.87,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Cyanobacterium,53386.32,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Green Alga,4354.05,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Pennate Diatom,82558.22,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
D12.Sep.2018,Centric Diatom,27735.29,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Cryptophyte,104795.17,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Cyanobacterium,93725.43,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Pennate Diatom,178086.72,,2018,Sep,Fall,D12,Confluence,CON
EZ2 SJR.Sep.2018,Cyanobacterium,59956.99,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Sep.2018,Green Alga,9407.78,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Sep.2018,Pennate Diatom,11554.24,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
D19.Sep.2018,Centric Diatom,67802.87,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Cryptophyte,312125.17,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Cyanobacterium,72780.98,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Green Alga,14347.59,,2018,Sep,Fall,D19,Central Delta,CED
D28A.Sep.2018,Cryptophyte,25085.8,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Cyanobacterium,82480.75,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Green Alga,86799.75,,2018,Sep,Fall,D28A,Central Delta,CED
D16.Sep.2018,Cryptophyte,377366.18,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Cyanobacterium,71569.72,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Green Alga,10188.47,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Pennate Diatom,33901.44,,2018,Sep,Fall,D16,Central Delta,CED
D26.Sep.2018,Centric Diatom,26198.48,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Cryptophyte,96990.51,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Cyanobacterium,58222.04,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Green Alga,8656.97,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Pennate Diatom,31328.51,,2018,Sep,Fall,D26,Central Delta,CED
MD10A.Sep.2018,Centric Diatom,50542.35,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Cyanobacterium,50702.35,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Green Alga,181495.17,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
P8.Sep.2018,Centric Diatom,111722.87,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Cyanobacterium,69133.38,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Green Alga,63442.81,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Pennate Diatom,26685.58,,2018,Sep,Fall,P8,Southern Interior Delta,SID
D8.Sep.2018,Centric Diatom,41917.57,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Cryptophyte,405991.79,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Cyanobacterium,81332.6,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Euglenoid,556904.85,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Green Alga,6658.72,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Sep.2018,Centric Diatom,17919.33,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Cryptophyte,303932.76,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Cyanobacterium,66159.13,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Green Alga,6520.62,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Pennate Diatom,216969.19,,2018,Sep,Fall,D10,Confluence,CON
D6.Sep.2018,Cryptophyte,632593.1,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Cyanobacterium,62622.72,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Green Alga,4806.27,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Pennate Diatom,845729.61,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D7.Sep.2018,Centric Diatom,319618.58,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Cryptophyte,658758.13,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Cyanobacterium,69961.32,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Green Alga,21524.52,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
NZS42.Sep.2018,Cyanobacterium,80469.28,,2018,Sep,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Cryptophyte,1145061.06,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Cyanobacterium,49913.23,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Green Alga,4682.09,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
D41A.Sep.2018,Cryptophyte,36948.77,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41A.Sep.2018,Cyanobacterium,16282.91,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41A.Sep.2018,Green Alga,1585.41,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41.Sep.2018,Cryptophyte,982908.73,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Cyanobacterium,77843.21,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Green Alga,122435.04,,2018,Sep,Fall,D41,San Pablo Bay,SPB
NZ325.Sep.2018,Centric Diatom,19372.25,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ325.Sep.2018,Cyanobacterium,10156.58,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ325.Sep.2018,Green Alga,339.36,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ002.Sep.2018,Chrysophyte,47061.47,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ002.Sep.2018,Cyanobacterium,61750.87,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ002.Sep.2018,Green Alga,31747.41,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ004.Sep.2018,Cyanobacterium,46106.17,,2018,Sep,Fall,NZ004,San Pablo Bay,SPB
NZ004.Sep.2018,Green Alga,69289.42,,2018,Sep,Fall,NZ004,San Pablo Bay,SPB
C9.Sep.2018,Centric Diatom,114619.14,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Cyanobacterium,262037.46,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Dinoflagellate,9098557.49,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Green Alga,4185.45,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Pennate Diatom,145022.81,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C10A.Sep.2018,Centric Diatom,11635160.61,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Chrysophyte,19910.37,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Cryptophyte,506554.6,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Cyanobacterium,151458.33,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Green Alga,144773.8,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Pennate Diatom,6978304.77,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C3A.Apr.2019,Centric Diatom,11869228.73,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Cyanobacterium,27692.11,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Green Alga,13035.83,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Pennate Diatom,1257649.12,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C9.Apr.2019,Centric Diatom,62748.11,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Cyanobacterium,24760.12,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Green Alga,5395.78,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Pennate Diatom,1297017.44,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C10A.Apr.2019,Centric Diatom,17269.03,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Cyanobacterium,42339.06,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Green Alga,8992.97,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Pennate Diatom,772054.77,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
D4.Apr.2019,Cyanobacterium,64441.55,,2019,Apr,Spring,D4,Confluence,CON
D4.Apr.2019,Green Alga,12333.22,,2019,Apr,Spring,D4,Confluence,CON
NZ068.Apr.2019,Cyanobacterium,82145.59,,2019,Apr,Spring,NZ068,Northern Interior Delta,NID
NZ068.Apr.2019,Green Alga,14163.93,,2019,Apr,Spring,NZ068,Northern Interior Delta,NID
D12.Apr.2019,Cyanobacterium,63977.94,,2019,Apr,Spring,D12,Confluence,CON
D12.Apr.2019,Pennate Diatom,423160.34,,2019,Apr,Spring,D12,Confluence,CON
D19.Apr.2019,Cryptophyte,315815.6,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Cyanobacterium,35697.84,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Green Alga,3597.19,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Pennate Diatom,45639.57,,2019,Apr,Spring,D19,Central Delta,CED
D28A.Apr.2019,Cryptophyte,176911.18,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Cyanobacterium,22608.63,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Green Alga,2158.31,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Pennate Diatom,330106.26,,2019,Apr,Spring,D28A,Central Delta,CED
D16.Apr.2019,Cyanobacterium,58246.65,,2019,Apr,Spring,D16,Central Delta,CED
D16.Apr.2019,Green Alga,2210.3,,2019,Apr,Spring,D16,Central Delta,CED
D26.Apr.2019,Cyanobacterium,33507.29,,2019,Apr,Spring,D26,Central Delta,CED
D26.Apr.2019,Green Alga,4856.21,,2019,Apr,Spring,D26,Central Delta,CED
MD10A.Apr.2019,Cyanobacterium,27043.82,,2019,Apr,Spring,MD10A,Southern Interior Delta,SID
MD10A.Apr.2019,Green Alga,18155.21,,2019,Apr,Spring,MD10A,Southern Interior Delta,SID
P8.Apr.2019,Centric Diatom,422165.99,,2019,Apr,Spring,P8,Southern Interior Delta,SID
