SampleID,Genus,BV.per.mL,,Year,Month,Season,StationCode,Region,RegionAbbreviation
C9.45125.2018,Pseudanabaena,751736.01,,2018,18-Jul,Summer,C9,Southern Interior Delta,SID
C9.45125.2018,Chlorella,36282.76,,2018,18-Jul,Summer,C9,Southern Interior Delta,SID
C9.45125.2018,Monoraphidium,1031.14,,2018,18-Jul,Summer,C9,Southern Interior Delta,SID
C9.45125.2018,Nitzschia,29235.97,,2018,18-Jul,Summer,C9,Southern Interior Delta,SID
C10A.45125.2018,Cyclotella,11383631.98,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Skeletonema,645404.93,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Chroococcus,186444.17,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Eucapsis,58121.71,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Chlamydomonas,131082,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Chlorella,60585.25,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Oocystis,48796.9,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Navicula,1517814.35,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45125.2018,Nitzschia,269714.93,,2018,18-Jul,Summer,C10A,Southern Interior Delta,SID
C3A.45125.2018,Cyclotella,66429.56,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Dolichospermum,16420.86,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Eucapsis,29956.54,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Chlorella,4806.27,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Encyonema,58921.43,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Gomphonema,214374.44,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45125.2018,Staurosira,41588.27,,2018,18-Jul,Summer,C3A,Northern Interior Delta,NID
D4.45125.2018,Cyclotella,188245.89,,2018,18-Jul,Summer,D4,Confluence,CON
D4.45125.2018,Dolichospermum,110127.71,,2018,18-Jul,Summer,D4,Confluence,CON
D4.45125.2018,Eucapsis,119224.03,,2018,18-Jul,Summer,D4,Confluence,CON
D22.45125.2018,Cyclotella,82096.45,,2018,18-Jul,Summer,D22,Confluence,CON
D22.45125.2018,Eucapsis,85455.54,,2018,18-Jul,Summer,D22,Confluence,CON
D22.45125.2018,Nitzschia,35133.52,,2018,18-Jul,Summer,D22,Confluence,CON
NZ068.45125.2018,Plagioselmis,47784.88,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45125.2018,Eucapsis,48592.36,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45125.2018,Chlorella,3773.51,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45125.2018,Cocconeis,110369.46,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45125.2018,Nitzschia,20059.14,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45125.2018,Ulnaria,60053.97,,2018,18-Jul,Summer,NZ068,Northern Interior Delta,NID
D12.45125.2018,Cyclotella,55302.54,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Eucapsis,64618.66,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Chlorella,20754.3,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Drepanochloris,11886.55,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Ulnaria,23246.7,,2018,18-Jul,Summer,D12,Confluence,CON
EZ2 SJR.45125.2018,Skeletonema,182988.37,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Chroococcus,84590.41,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Eucapsis,145718.26,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Chlorella,10573.8,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Nitzschia,40028.36,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
D19.45125.2018,Aphanizomenon,77489,,2018,18-Jul,Summer,D19,Central Delta,CED
D19.45125.2018,Eucapsis,49399.28,,2018,18-Jul,Summer,D19,Central Delta,CED
D19.45125.2018,Merismopedia,1286.94,,2018,18-Jul,Summer,D19,Central Delta,CED
D19.45125.2018,Microcystis,677510.71,,2018,18-Jul,Summer,D19,Central Delta,CED
D19.45125.2018,Chlorella,20215.22,,2018,18-Jul,Summer,D19,Central Delta,CED
D28A.45125.2018,Aphanizomenon,380785.77,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Eucapsis,39474.54,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Microcystis,227985.95,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Chlorella,6278.17,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Cocconeis,77521.28,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Nitzschia,28519.52,,2018,18-Jul,Summer,D28A,Central Delta,CED
C3A.Nov.2018,Aulacoseira,39709.27,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Eucapsis,12481.76,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Chlorella,4623.41,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Coccomyxa,5163.81,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Cocconeis,72694.4,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Nitzschia,4703.54,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C9.Nov.2018,Cyclotella,200172.62,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Plagioselmis,49069.87,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Eucapsis,10114.39,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Microcystis,1992.37,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Snowella,286.74,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Chlamydomonas,10801.99,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Chlorella,5664.04,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Coccomyxa,186.13,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Cocconeis,35731.59,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Navicula,51693.79,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C10A.Nov.2018,Cyclotella,227575.44,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Chroococcus,15105.43,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Eucapsis,23271.16,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Coccomyxa,23781.14,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Monoraphidium,5529.67,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Achnanthidium,16426.56,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Cocconeis,50339.46,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Navicula,78423.59,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Nitzschia,202553.54,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Planothidium,78423.59,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
D4.Nov.2018,Plagioselmis,88663.67,,2018,Nov,Fall,D4,Confluence,CON
D4.Nov.2018,Eucapsis,42898.25,,2018,Nov,Fall,D4,Confluence,CON
D4.Nov.2018,Coccomyxa,23082.73,,2018,Nov,Fall,D4,Confluence,CON
D12.Nov.2018,Plagioselmis,65540.67,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Eucapsis,39653,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Chlorella,1011.71,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Coccomyxa,18213.42,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Entomoneis,622568.58,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Navicula,17264.92,,2018,Nov,Fall,D12,Confluence,CON
D19.Nov.2018,Eucapsis,54358.07,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Coccomyxa,23576.56,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Cocconeis,5146308.55,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Eunotia,2253526.36,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Nitzschia,3276534.14,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Rhoicosphenia,217587.18,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Ulnaria,1485478.27,,2018,Nov,Fall,D19,Central Delta,CED
D28A.Nov.2018,Plagioselmis,87132.54,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Chroococcus,674.47,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Eucapsis,12947.23,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Chlorella,3140.25,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Coccomyxa,4380.19,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Cocconeis,179312.85,,2018,Nov,Fall,D28A,Central Delta,CED
D16.Nov.2018,Eucapsis,20282.86,,2018,Nov,Fall,D16,Central Delta,CED
D16.Nov.2018,Chlorella,11957.42,,2018,Nov,Fall,D16,Central Delta,CED
D16.Nov.2018,Coccomyxa,14767.41,,2018,Nov,Fall,D16,Central Delta,CED
D26.Nov.2018,Cyclotella,26790.46,,2018,Nov,Fall,D26,Central Delta,CED
D26.Nov.2018,Eucapsis,10204.82,,2018,Nov,Fall,D26,Central Delta,CED
D26.Nov.2018,Chlorella,1011.71,,2018,Nov,Fall,D26,Central Delta,CED
D26.Nov.2018,Coccomyxa,1970.17,,2018,Nov,Fall,D26,Central Delta,CED
MD10A.Nov.2018,Eucapsis,11532.26,,2018,Nov,Fall,MD10A,Southern Interior Delta,SID
MD10A.Nov.2018,Chlorella,2601.54,,2018,Nov,Fall,MD10A,Southern Interior Delta,SID
P8.Nov.2018,Cyclotella,17419.45,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Plagioselmis,56134.67,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Chroococcus,185.18,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Eucapsis,11416.35,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Chlorella,1734.36,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Coccomyxa,851.97,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Nitzschia,14639.72,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Ulnaria,28125.81,,2018,Nov,Fall,P8,Southern Interior Delta,SID
D8.Nov.2018,Plagioselmis,18462.07,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Nov.2018,Eucapsis,15144.54,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Nov.2018,Coccomyxa,8761.56,,2018,Nov,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Nov.2018,Eucapsis,53546.76,,2018,Nov,Fall,D10,Confluence,CON
D10.Nov.2018,Microcystis,35338.29,,2018,Nov,Fall,D10,Confluence,CON
D10.Nov.2018,Chlorella,4046.84,,2018,Nov,Fall,D10,Confluence,CON
D10.Nov.2018,Coccomyxa,59992.6,,2018,Nov,Fall,D10,Confluence,CON
NZS42.Nov.2018,Eucapsis,67014.58,,2018,Nov,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Nov.2018,Chlorella,5797.38,,2018,Nov,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Nov.2018,Coccomyxa,85622.57,,2018,Nov,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Eucapsis,32993.46,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Chlorella,6937.44,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Coccomyxa,2810.89,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Nov.2018,Entomoneis,502826.74,,2018,Nov,Fall,NZ032,Grizzly.Suisun Bay,GSB
D6.Nov.2018,Plagioselmis,247991.09,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Eucapsis,18119.36,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Microcystis,3320.61,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Chlorella,449.65,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D6.Nov.2018,Coccomyxa,16596.42,,2018,Nov,Fall,D6,San Pablo Bay,SPB
D22.Nov.2018,Thalassiosira,239339.97,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Hemiselmis,2579.14,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Plagioselmis,86207.1,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Eucapsis,18635.65,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Chlorella,2343.42,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Coccomyxa,14638.32,,2018,Nov,Fall,D22,Confluence,CON
D22.Nov.2018,Cocconeis,38182.92,,2018,Nov,Fall,D22,Confluence,CON
NZ068.Nov.2018,Eucapsis,26840.99,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
NZ068.Nov.2018,Chlorella,674.47,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
NZ068.Nov.2018,Coccomyxa,6545.11,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
NZ068.Nov.2018,Entomoneis,1347782.53,,2018,Nov,Fall,NZ068,Northern Interior Delta,NID
D41A.Nov.2018,Chroococcus,2174.99,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Eucapsis,10222.56,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Microcystis,3984.73,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Trachelomonas,67363.48,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Chlorella,539.58,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41A.Nov.2018,Coccomyxa,25498.79,,2018,Nov,Fall,D41A,San Pablo Bay,SPB
D41.Nov.2018,Strombidium,400109.57,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Plagioselmis,133299.74,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Eucapsis,11045.26,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Microcystis,2097.23,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Chlorella,610.25,,2018,Nov,Fall,D41,San Pablo Bay,SPB
D41.Nov.2018,Coccomyxa,6893.73,,2018,Nov,Fall,D41,San Pablo Bay,SPB
EZ6.Nov.2018,Thalassiosira,913012.98,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Eucapsis,27517.08,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Microcystis,4980.91,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Chlorella,1348.95,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Coccomyxa,28317.83,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Entomoneis,472109.73,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Nitzschia,27239.13,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Nov.2018,Planothidium,22921.66,,2018,Nov,Fall,EZ6,Low Salinity Zone,LSZ
EZ2.Nov.2018,Eucapsis,23095.42,,2018,Nov,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Nov.2018,Chlorella,1618.74,,2018,Nov,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Nov.2018,Coccomyxa,16057.55,,2018,Nov,Fall,EZ2,Low Salinity Zone,LSZ
D7.Nov.2018,Eucapsis,16850.38,,2018,Nov,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Nov.2018,Coccomyxa,10620.07,,2018,Nov,Fall,D7,Grizzly.Suisun Bay,GSB
C9.Oct.2018,Cyclotella,18446.48,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Plagioselmis,65733.77,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Chroococcus,28270.63,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Eucapsis,19201.11,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Microcystis,77337.97,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Pseudanabaena,1675.14,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Synechococcus,16265.47,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C9.Oct.2018,Chlorella,7285.37,,2018,Oct,Fall,C9,Southern Interior Delta,SID
C10A.Oct.2018,Cyclotella,301932.21,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Skeletonema,276683.94,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Hemiselmis,4012.57,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Plagioselmis,94191.51,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Aphanizomenon,94316.32,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Chroococcus,17710.29,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Eucapsis,21655.86,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Chlorella,10928.05,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Monoraphidium,9126.91,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Rusalka,26141.72,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Achnanthidium,64885.92,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Cocconeis,24539.72,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Navicula,386582.91,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Nitzschia,373030.96,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Odontidium,138060.95,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Plagiotropis,1822938.78,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Planothidium,61309.95,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
C10A.Oct.2018,Seminavis,32665.24,,2018,Oct,Fall,C10A,Southern Interior Delta,SID
D4.Oct.2018,Plagioselmis,76875.54,,2018,Oct,Fall,D4,Confluence,CON
D4.Oct.2018,Eucapsis,23644.02,,2018,Oct,Fall,D4,Confluence,CON
D4.Oct.2018,Chlorella,1252.41,,2018,Oct,Fall,D4,Confluence,CON
D22.Oct.2018,Plagioselmis,32602.34,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Eucapsis,31272.49,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Chlorella,1471.58,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Coccomyxa,9419.47,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Achnanthidium,22028.61,,2018,Oct,Fall,D22,Confluence,CON
D22.Oct.2018,Planothidium,11842.99,,2018,Oct,Fall,D22,Confluence,CON
EZ2.Oct.2018,Ochromonas,8835.17,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Plagioselmis,93384.34,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Eucapsis,24152.21,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Snowella,511.22,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Chlorella,3121.67,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Coccomyxa,3063.48,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Oct.2018,Seminavis,41143.1,,2018,Oct,Fall,EZ2,Low Salinity Zone,LSZ
NZ068.Oct.2018,Cyclotella,64623.42,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Thalassiosira,1871912.68,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Hemiselmis,2571.18,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Plagioselmis,37332.07,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Eucapsis,17592.71,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Chlorella,1525.63,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
NZ068.Oct.2018,Nitzschia,8995.63,,2018,Oct,Fall,NZ068,Northern Interior Delta,NID
C3A.Oct.2018,Plagioselmis,62958.49,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Eucapsis,8113.14,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Microcystis,1593.89,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Chlorella,1700.56,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Coccomyxa,3975.84,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Cocconeis,20289.81,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Gomphonema,94211.8,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Navicula,168201.84,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Nitzschia,6539.94,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
C3A.Oct.2018,Ulnaria,7141256.74,,2018,Oct,Fall,C3A,Northern Interior Delta,NID
D12.Oct.2018,Chroococcus,8538.71,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Eucapsis,23991.73,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Microcystis,4269.35,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Chlorella,690.47,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Coccomyxa,12353.5,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Entomoneis,602325.02,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Gyrosigma,228475.18,,2018,Oct,Fall,D12,Confluence,CON
D12.Oct.2018,Nitzschia,1697.48,,2018,Oct,Fall,D12,Confluence,CON
EZ6 SJR.Oct.2018,Hemiselmis,19846.72,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Eucapsis,48099.36,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Chlorella,1156.24,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ6 SJR.Oct.2018,Nitzschia,36847.2,,2018,Oct,Fall,EZ6 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Skeletonema,8156.22,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Plagioselmis,33984.23,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Chroococcus,3700.51,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Eucapsis,23470.17,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Microcystis,32816.36,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Oct.2018,Chlorella,3312.79,,2018,Oct,Fall,EZ2 SJR,Low Salinity Zone,LSZ
D19.Oct.2018,Plagioselmis,162458.93,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Chroococcus,7031.88,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Eucapsis,18612.51,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Microcystis,13327.15,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Pseudanabaena,1872.26,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Snowella,426.47,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Chlorella,1705.11,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Cocconeis,111179.67,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Navicula,197765.75,,2018,Oct,Fall,D19,Central Delta,CED
D19.Oct.2018,Nitzschia,7553.97,,2018,Oct,Fall,D19,Central Delta,CED
D28A.Oct.2018,Cyclotella,10094.26,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Skeletonema,8511.16,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Cryptomonas,76169.99,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Hemiselmis,2898.73,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Plagioselmis,264679.49,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Eucapsis,10087.34,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Microcystis,10311.07,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Chlorella,2577.77,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Cocconeis,98819.42,,2018,Oct,Fall,D28A,Central Delta,CED
D28A.Oct.2018,Nitzschia,3676.76,,2018,Oct,Fall,D28A,Central Delta,CED
D16.Oct.2018,Plagioselmis,65804.42,,2018,Oct,Fall,D16,Central Delta,CED
D16.Oct.2018,Eucapsis,32779.08,,2018,Oct,Fall,D16,Central Delta,CED
D16.Oct.2018,Chlorella,14778.77,,2018,Oct,Fall,D16,Central Delta,CED
D16.Oct.2018,Coccomyxa,17655.7,,2018,Oct,Fall,D16,Central Delta,CED
