Year,Month,Season,DateTime,StationCode,Region,RegionAbbreviation,AlgalType,Genus,BV.per.mL
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cryptophyte,Cryptomonas,599909.09
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,51894.81
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,126885.62
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,69216.17
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Pseudanabaena,382791.89
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Green Alga,Chlorella,33456.17
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Centric Diatom,Cyclotella,83835.14
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,Cryptomonas,379895.8
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,138101.17
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Centric Diatom,Cyclotella,52396.96
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Cryptophyte,Plagioselmis,326411.69
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Cyanobacterium,Eucapsis,94282.2
2018,Jul 18,Summer,2018-07-10T21:11:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Chroococcus,39070.53
2018,Jul 18,Summer,2018-07-10T21:11:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,114808.33
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Centric Diatom,Cyclotella,112947.53
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,218080.62
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Chlorella,22578.67
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,Navicula,1566294.9
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Centric Diatom,Cyclotella,19960.75
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,32013.86
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Green Alga,Chlorella,5035.14
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Pennate Diatom,Cocconeis,26847.71
2018,Jul 18,Summer,2018-07-11T21:15:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,49735.82
2018,Jul 18,Summer,2018-07-11T21:15:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,8063.81
2018,Jul 18,Summer,2018-07-11T22:05:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,144966.32
2018,Jul 18,Summer,2018-07-11T22:05:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,15094.03
2018,Jul 18,Summer,2018-07-11T23:00:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,95331.91
2018,Jul 18,Summer,2018-07-11T23:00:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,10990.52
2018,Jul 18,Summer,2018-07-12T19:15:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Chroococcus,1521.98
2018,Jul 18,Summer,2018-07-12T19:15:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,22578.82
2018,Jul 18,Summer,2018-07-12T19:15:00Z,D41A,San Pablo Bay,SPB,Green Alga,Chlorella,760.99
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Centric Diatom,Cyclotella,12060.29
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,37565.84
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Green Alga,Chlorella,2096.39
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Green Alga,Mucidosphaerium,4185.45
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Pennate Diatom,Nitzschia,5555.3
2018,Jul 18,Summer,2018-07-12T20:55:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,114025.99
2018,Jul 18,Summer,2018-07-12T20:55:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,40347.91
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Centric Diatom,Thalassiosira,196430.49
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,28474.1
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Green Alga,Chlorella,9697.44
2018,Jul 18,Summer,2018-07-12T21:25:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,40179.67
2018,Jul 18,Summer,2018-07-12T21:25:00Z,NZ004,San Pablo Bay,SPB,Green Alga,Chlorella,9959.97
2018,Jul 18,Summer,2018-07-12T21:25:00Z,NZ004,San Pablo Bay,SPB,Green Alga,Oocystis,26764.59
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Centric Diatom,Cyclotella,322707.24
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,570747.46
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,48612.18
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Pseudanabaena,751736.01
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Green Alga,Chlorella,36282.76
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Green Alga,Monoraphidium,1031.14
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,29235.97
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,Cyclotella,11383631.98
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,Skeletonema,645404.93
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,186444.17
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,58121.71
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Green Alga,Chlamydomonas,131082
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Green Alga,Chlorella,60585.25
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Green Alga,Oocystis,48796.9
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Navicula,1517814.35
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,269714.93
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Centric Diatom,Cyclotella,66429.56
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Dolichospermum,16420.86
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,29956.54
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,Chlorella,4806.27
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Encyonema,58921.43
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Gomphonema,214374.44
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Staurosira,41588.27
2018,Jul 18,Summer,2018-07-18T14:40:00Z,D4,Confluence,CON,Centric Diatom,Cyclotella,188245.89
2018,Jul 18,Summer,2018-07-18T14:40:00Z,D4,Confluence,CON,Cyanobacterium,Dolichospermum,110127.71
2018,Jul 18,Summer,2018-07-18T14:40:00Z,D4,Confluence,CON,Cyanobacterium,Eucapsis,119224.03
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Centric Diatom,Cyclotella,82096.45
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Cyanobacterium,Eucapsis,85455.54
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Pennate Diatom,Nitzschia,35133.52
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,Plagioselmis,47784.88
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,48592.36
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Green Alga,Chlorella,3773.51
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Cocconeis,110369.46
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Nitzschia,20059.14
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Ulnaria,60053.97
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Centric Diatom,Cyclotella,55302.54
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Cyanobacterium,Eucapsis,64618.66
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Green Alga,Chlorella,20754.3
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Green Alga,Drepanochloris,11886.55
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Pennate Diatom,Ulnaria,23246.7
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Centric Diatom,Skeletonema,182988.37
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Chroococcus,84590.41
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,145718.26
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,Chlorella,10573.8
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,40028.36
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Cyanobacterium,Aphanizomenon,77489
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Cyanobacterium,Eucapsis,49399.28
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Cyanobacterium,Merismopedia,1286.94
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Cyanobacterium,Microcystis,677510.71
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Green Alga,Chlorella,20215.22
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Cyanobacterium,Aphanizomenon,380785.77
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Cyanobacterium,Eucapsis,39474.54
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Cyanobacterium,Microcystis,227985.95
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Green Alga,Chlorella,6278.17
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Pennate Diatom,Cocconeis,77521.28
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Pennate Diatom,Nitzschia,28519.52
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Centric Diatom,Aulacoseira,39709.27
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,12481.76
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,Chlorella,4623.41
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,Coccomyxa,5163.81
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Cocconeis,72694.4
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Nitzschia,4703.54
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Centric Diatom,Cyclotella,200172.62
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,49069.87
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,10114.39
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Microcystis,1992.37
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Snowella,286.74
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Green Alga,Chlamydomonas,10801.99
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Green Alga,Chlorella,5664.04
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Green Alga,Coccomyxa,186.13
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,Cocconeis,35731.59
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,Navicula,51693.79
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,Cyclotella,227575.44
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,15105.43
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,23271.16
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Green Alga,Coccomyxa,23781.14
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Green Alga,Monoraphidium,5529.67
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Achnanthidium,16426.56
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Cocconeis,50339.46
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Navicula,78423.59
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,202553.53999999998
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Planothidium,78423.59
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Cryptophyte,Plagioselmis,88663.67
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Cyanobacterium,Eucapsis,42898.25
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Green Alga,Coccomyxa,23082.73
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Cryptophyte,Plagioselmis,65540.67
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Cyanobacterium,Eucapsis,39653
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Green Alga,Chlorella,1011.71
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Green Alga,Coccomyxa,18213.42
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Pennate Diatom,Entomoneis,622568.58
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Pennate Diatom,Navicula,17264.92
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Cyanobacterium,Eucapsis,54358.07
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Green Alga,Coccomyxa,23576.56
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,Cocconeis,5146308.55
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,Eunotia,2253526.36
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,Nitzschia,3276534.14
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,Rhoicosphenia,217587.18
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,Ulnaria,1485478.27
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Cryptophyte,Plagioselmis,87132.54000000001
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Cyanobacterium,Chroococcus,674.47
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Cyanobacterium,Eucapsis,12947.23
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Green Alga,Chlorella,3140.25
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Green Alga,Coccomyxa,4380.19
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Pennate Diatom,Cocconeis,179312.85
2018,Nov,Fall,2018-11-15T16:00:00Z,D16,Central Delta,CED,Cyanobacterium,Eucapsis,20282.86
2018,Nov,Fall,2018-11-15T16:00:00Z,D16,Central Delta,CED,Green Alga,Chlorella,11957.42
2018,Nov,Fall,2018-11-15T16:00:00Z,D16,Central Delta,CED,Green Alga,Coccomyxa,14767.41
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Centric Diatom,Cyclotella,26790.46
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Cyanobacterium,Eucapsis,10204.82
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Green Alga,Chlorella,1011.71
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Green Alga,Coccomyxa,1970.17
2018,Nov,Fall,2018-11-15T17:35:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,11532.26
2018,Nov,Fall,2018-11-15T17:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,Chlorella,2601.54
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Centric Diatom,Cyclotella,17419.45
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,56134.67
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,185.18
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,11416.35
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Green Alga,Chlorella,1734.36
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Green Alga,Coccomyxa,851.97
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,14639.72
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,Ulnaria,28125.81
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,Plagioselmis,18462.07
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,15144.54
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,8761.56
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Cyanobacterium,Eucapsis,53546.76
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Cyanobacterium,Microcystis,35338.29
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Green Alga,Chlorella,4046.84
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Green Alga,Coccomyxa,59992.6
2018,Nov,Fall,2018-11-19T16:45:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,67014.58
2018,Nov,Fall,2018-11-19T16:45:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,5797.38
2018,Nov,Fall,2018-11-19T16:45:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,85622.57
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,32993.46
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,6937.44
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,2810.89
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Pennate Diatom,Entomoneis,502826.74
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,247991.09
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,18119.36
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,Microcystis,3320.61
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Green Alga,Chlorella,449.65
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Green Alga,Coccomyxa,16596.42
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Centric Diatom,Thalassiosira,239339.97
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Cryptophyte,Hemiselmis,2579.14
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Cryptophyte,Plagioselmis,86207.09999999999
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Cyanobacterium,Eucapsis,18635.65
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Green Alga,Chlorella,2343.42
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Green Alga,Coccomyxa,14638.32
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Pennate Diatom,Cocconeis,38182.92
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,26840.99
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Green Alga,Chlorella,674.47
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Green Alga,Coccomyxa,6545.11
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Entomoneis,1347782.53
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Chroococcus,2174.99
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,10222.56
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Microcystis,3984.73
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Euglenoid,Trachelomonas,67363.48
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Green Alga,Chlorella,539.58
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Green Alga,Coccomyxa,25498.79
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Ciliate,Strombidium,400109.57
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,133299.74
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,11045.26
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,Microcystis,2097.23
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Green Alga,Chlorella,610.25
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Green Alga,Coccomyxa,6893.73
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Centric Diatom,Thalassiosira,913012.98
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,27517.08
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Microcystis,4980.91
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,Chlorella,1348.95
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,Coccomyxa,28317.83
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Entomoneis,472109.73
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,27239.13
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Planothidium,22921.66
2018,Nov,Fall,2018-11-21T00:15:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,23095.42
2018,Nov,Fall,2018-11-21T00:15:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Chlorella,1618.74
2018,Nov,Fall,2018-11-21T00:15:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Coccomyxa,16057.55
2018,Nov,Fall,2018-11-28T15:30:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,16850.38
2018,Nov,Fall,2018-11-28T15:30:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,10620.07
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Centric Diatom,Cyclotella,18446.48
