Year,Month,Season,DateTime,StationCode,Region,RegionAbbreviation,AlgalType,BV.per.mL
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Green Alga,23576.56
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Pennate Diatom,12379434.5
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Cryptophyte,87132.54000000001
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Cyanobacterium,13621.699999999999
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Green Alga,7520.44
2018,Nov,Fall,2018-11-14T19:30:00Z,D28A,Central Delta,CED,Pennate Diatom,179312.85
2018,Nov,Fall,2018-11-15T16:00:00Z,D16,Central Delta,CED,Cyanobacterium,20282.86
2018,Nov,Fall,2018-11-15T16:00:00Z,D16,Central Delta,CED,Green Alga,26724.83
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Centric Diatom,26790.46
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Cyanobacterium,10204.82
2018,Nov,Fall,2018-11-15T16:45:00Z,D26,Central Delta,CED,Green Alga,2981.88
2018,Nov,Fall,2018-11-15T17:35:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,11532.26
2018,Nov,Fall,2018-11-15T17:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,2601.54
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Centric Diatom,17419.45
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Cryptophyte,56134.67
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,11601.53
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Green Alga,2586.33
2018,Nov,Fall,2018-11-15T18:30:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,42765.53
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,18462.07
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,15144.54
2018,Nov,Fall,2018-11-16T20:40:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,8761.56
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Cyanobacterium,88885.05
2018,Nov,Fall,2018-11-16T21:20:00Z,D10,Confluence,CON,Green Alga,64039.44
2018,Nov,Fall,2018-11-19T16:45:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,67014.58
2018,Nov,Fall,2018-11-19T16:45:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,91419.95000000001
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,32993.46
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,9748.33
2018,Nov,Fall,2018-11-19T17:30:00Z,NZ032,Grizzly.Suisun Bay,GSB,Pennate Diatom,502826.74
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Cryptophyte,247991.09
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,21439.97
2018,Nov,Fall,2018-11-19T19:50:00Z,D6,San Pablo Bay,SPB,Green Alga,17046.07
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Centric Diatom,239339.97
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Cryptophyte,88786.23999999999
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Cyanobacterium,18635.65
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Green Alga,16981.739999999998
2018,Nov,Fall,2018-11-19T22:15:00Z,D22,Confluence,CON,Pennate Diatom,38182.92
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,26840.99
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Green Alga,7219.58
2018,Nov,Fall,2018-11-19T23:35:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,1347782.53
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,16382.279999999999
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Euglenoid,67363.48
2018,Nov,Fall,2018-11-20T20:20:00Z,D41A,San Pablo Bay,SPB,Green Alga,26038.370000000003
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Ciliate,400109.57
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Cryptophyte,133299.74
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,13142.49
2018,Nov,Fall,2018-11-20T21:25:00Z,D41,San Pablo Bay,SPB,Green Alga,7503.98
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Centric Diatom,913012.98
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,32497.99
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,29666.780000000002
2018,Nov,Fall,2018-11-20T23:00:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,522270.51999999996
2018,Nov,Fall,2018-11-21T00:15:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,23095.42
2018,Nov,Fall,2018-11-21T00:15:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,17676.29
2018,Nov,Fall,2018-11-28T15:30:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,16850.38
2018,Nov,Fall,2018-11-28T15:30:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,10620.07
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Centric Diatom,18446.48
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cryptophyte,65733.77
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,142750.32
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Green Alga,7285.37
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,578616.15
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cryptophyte,98204.08
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,133682.47
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Green Alga,46196.68
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,2904014.43
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Cryptophyte,76875.54000000001
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Cyanobacterium,23644.02
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Green Alga,1252.4099999999999
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Cryptophyte,32602.34
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Cyanobacterium,31272.49
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Green Alga,10891.05
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Pennate Diatom,33871.6
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Chrysophyte,8835.17
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Cryptophyte,93384.34
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,24663.43
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,6185.15
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,41143.1
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,1936536.0999999999
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,39903.25
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,17592.71
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Green Alga,1525.63
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,8995.63
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Cryptophyte,62958.49
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,9707.03
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Green Alga,5676.4
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,7430500.13
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Cyanobacterium,36799.79
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Green Alga,13043.97
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Pennate Diatom,832497.68
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Cryptophyte,19846.72
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Cyanobacterium,48099.36
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Green Alga,1156.24
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Pennate Diatom,36847.2
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Centric Diatom,8156.22
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cryptophyte,33984.23
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,59987.04
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,3312.79
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cryptophyte,162458.93
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,41270.27
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Green Alga,1705.11
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Pennate Diatom,316499.39
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Centric Diatom,18605.42
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cryptophyte,343748.21
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cyanobacterium,20398.41
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Green Alga,2577.77
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Pennate Diatom,102496.18
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Cryptophyte,65804.42
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Cyanobacterium,32779.08
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Green Alga,32434.47
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Centric Diatom,41917.57
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Cryptophyte,54438.68
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Cyanobacterium,34939.26
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Green Alga,43489.770000000004
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Cryptophyte,42976.45
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,129652.62000000001
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,39785.39
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Pennate Diatom,10652.13
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Centric Diatom,26760.92
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cryptophyte,555346.7899999999
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,26814.42
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,63418.78
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,15909.699999999999
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Cryptophyte,70002.01
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,28052.19
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,41878.49
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,1033309.2999999999
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,152984.87
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,71700.01
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,42641.29
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Centric Diatom,33757.94
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Cyanobacterium,79776.71
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Green Alga,153296.3
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Cryptophyte,226472.24
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,26752.9
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Green Alga,92067.86
2018,Oct,Fall,2018-10-18T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,52515.35
2018,Oct,Fall,2018-10-18T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,81807.55
2018,Oct,Fall,2018-10-18T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,64372.7
2018,Oct,Fall,2018-10-18T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,43663.73
2018,Oct,Fall,2018-10-18T22:45:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,43260.11
2018,Oct,Fall,2018-10-18T22:45:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,18763.78
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Cryptophyte,197815.89
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,51155.15
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Green Alga,69417.58
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Centric Diatom,78325.57
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Cryptophyte,421417.76
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,34800.36
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Green Alga,19662.31
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,291204.86
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,36464.77
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Green Alga,15217.09
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cryptophyte,668307.45
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,45074.149999999994
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Green Alga,17017.01
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Cryptophyte,39847.3
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,65889.05
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Green Alga,40997.16
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Cryptophyte,88604.56
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,44541.87
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Green Alga,85054.88
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,1167221.35
2018,Sep,Fall,2018-09-13T13:25:00Z,D4,Confluence,CON,Cyanobacterium,97061.18
2018,Sep,Fall,2018-09-13T13:25:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,127089.5
2018,Sep,Fall,2018-09-13T13:25:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,18815.56
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Cryptophyte,91494.19
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Cyanobacterium,91487.88
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Green Alga,32965.76
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Cryptophyte,190304.95
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,68388.23
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,19976.16
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,1771660.76
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,55136.4
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,78372.87
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,53386.32
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Green Alga,4354.05
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,82558.22
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Centric Diatom,27735.29
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Cryptophyte,104795.17
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Cyanobacterium,93725.43
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Pennate Diatom,178086.72
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,59956.99
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,9407.78
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Pennate Diatom,11554.24
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Centric Diatom,67802.87
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Cryptophyte,312125.17
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Cyanobacterium,72780.98
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Green Alga,14347.59
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cryptophyte,25085.8
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cyanobacterium,82480.75
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Green Alga,86799.75
2018,Sep,Fall,2018-09-17T16:35:00Z,D16,Central Delta,CED,Cryptophyte,377366.18
2018,Sep,Fall,2018-09-17T16:35:00Z,D16,Central Delta,CED,Cyanobacterium,71569.72
2018,Sep,Fall,2018-09-17T16:35:00Z,D16,Central Delta,CED,Green Alga,10188.47
2018,Sep,Fall,2018-09-17T16:35:00Z,D16,Central Delta,CED,Pennate Diatom,33901.44
2018,Sep,Fall,2018-09-17T17:30:00Z,D26,Central Delta,CED,Centric Diatom,26198.48
2018,Sep,Fall,2018-09-17T17:30:00Z,D26,Central Delta,CED,Cryptophyte,96990.51
2018,Sep,Fall,2018-09-17T17:30:00Z,D26,Central Delta,CED,Cyanobacterium,58222.03999999999
2018,Sep,Fall,2018-09-17T17:30:00Z,D26,Central Delta,CED,Green Alga,8656.970000000001
2018,Sep,Fall,2018-09-17T17:30:00Z,D26,Central Delta,CED,Pennate Diatom,31328.51
2018,Sep,Fall,2018-09-17T18:40:00Z,MD10A,Southern Interior Delta,SID,Centric Diatom,50542.35
2018,Sep,Fall,2018-09-17T18:40:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,50702.35
2018,Sep,Fall,2018-09-17T18:40:00Z,MD10A,Southern Interior Delta,SID,Green Alga,181495.17
2018,Sep,Fall,2018-09-17T19:50:00Z,P8,Southern Interior Delta,SID,Centric Diatom,111722.87
2018,Sep,Fall,2018-09-17T19:50:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,69133.38
2018,Sep,Fall,2018-09-17T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,63442.81
2018,Sep,Fall,2018-09-17T19:50:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,26685.58
2018,Sep,Fall,2018-09-18T16:20:00Z,D8,Grizzly.Suisun Bay,GSB,Centric Diatom,41917.57
2018,Sep,Fall,2018-09-18T16:20:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,405991.79
2018,Sep,Fall,2018-09-18T16:20:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,81332.6
2018,Sep,Fall,2018-09-18T16:20:00Z,D8,Grizzly.Suisun Bay,GSB,Euglenoid,556904.85
2018,Sep,Fall,2018-09-18T16:20:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,6658.72
2018,Sep,Fall,2018-09-18T17:05:00Z,D10,Confluence,CON,Centric Diatom,17919.33
2018,Sep,Fall,2018-09-18T17:05:00Z,D10,Confluence,CON,Cryptophyte,303932.76
2018,Sep,Fall,2018-09-18T17:05:00Z,D10,Confluence,CON,Cyanobacterium,66159.13
2018,Sep,Fall,2018-09-18T17:05:00Z,D10,Confluence,CON,Green Alga,6520.62
2018,Sep,Fall,2018-09-18T17:05:00Z,D10,Confluence,CON,Pennate Diatom,216969.19
2018,Sep,Fall,2018-09-19T20:10:00Z,D6,San Pablo Bay,SPB,Cryptophyte,632593.1
2018,Sep,Fall,2018-09-19T20:10:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,62622.72
2018,Sep,Fall,2018-09-19T20:10:00Z,D6,San Pablo Bay,SPB,Green Alga,4806.27
2018,Sep,Fall,2018-09-19T20:10:00Z,D6,San Pablo Bay,SPB,Pennate Diatom,845729.61
2018,Sep,Fall,2018-09-19T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Centric Diatom,319618.58
2018,Sep,Fall,2018-09-19T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Cryptophyte,658758.13
2018,Sep,Fall,2018-09-19T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,69961.32
2018,Sep,Fall,2018-09-19T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,21524.52
2018,Sep,Fall,2018-09-19T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,80469.28
2018,Sep,Fall,2018-09-19T22:40:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cryptophyte,1145061.06
2018,Sep,Fall,2018-09-19T22:40:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,49913.23
2018,Sep,Fall,2018-09-19T22:40:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,4682.09
2018,Sep,Fall,2018-09-20T16:50:00Z,D41A,San Pablo Bay,SPB,Cryptophyte,36948.77
2018,Sep,Fall,2018-09-20T16:50:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,16282.91
2018,Sep,Fall,2018-09-20T16:50:00Z,D41A,San Pablo Bay,SPB,Green Alga,1585.41
2018,Sep,Fall,2018-09-20T17:35:00Z,D41,San Pablo Bay,SPB,Cryptophyte,982908.73
2018,Sep,Fall,2018-09-20T17:35:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,77843.20999999999
2018,Sep,Fall,2018-09-20T17:35:00Z,D41,San Pablo Bay,SPB,Green Alga,122435.04000000001
2018,Sep,Fall,2018-09-20T18:20:00Z,NZ325,San Pablo Bay,SPB,Centric Diatom,19372.25
2018,Sep,Fall,2018-09-20T18:20:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,10156.58
2018,Sep,Fall,2018-09-20T18:20:00Z,NZ325,San Pablo Bay,SPB,Green Alga,339.36
2018,Sep,Fall,2018-09-20T18:40:00Z,NZ002,San Pablo Bay,SPB,Chrysophyte,47061.47
2018,Sep,Fall,2018-09-20T18:40:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,61750.87
2018,Sep,Fall,2018-09-20T18:40:00Z,NZ002,San Pablo Bay,SPB,Green Alga,31747.41
2018,Sep,Fall,2018-09-20T18:55:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,46106.17
2018,Sep,Fall,2018-09-20T18:55:00Z,NZ004,San Pablo Bay,SPB,Green Alga,69289.42
2018,Sep,Fall,2018-09-21T17:20:00Z,C9,Southern Interior Delta,SID,Centric Diatom,114619.14
2018,Sep,Fall,2018-09-21T17:20:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,262037.46000000002
2018,Sep,Fall,2018-09-21T17:20:00Z,C9,Southern Interior Delta,SID,Dinoflagellate,9098557.49
2018,Sep,Fall,2018-09-21T17:20:00Z,C9,Southern Interior Delta,SID,Green Alga,4185.45
2018,Sep,Fall,2018-09-21T17:20:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,145022.81
2018,Sep,Fall,2018-09-21T19:00:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,11635160.610000001
2018,Sep,Fall,2018-09-21T19:00:00Z,C10A,Southern Interior Delta,SID,Chrysophyte,19910.37
2018,Sep,Fall,2018-09-21T19:00:00Z,C10A,Southern Interior Delta,SID,Cryptophyte,506554.6
2018,Sep,Fall,2018-09-21T19:00:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,151458.33000000002
2018,Sep,Fall,2018-09-21T19:00:00Z,C10A,Southern Interior Delta,SID,Green Alga,144773.8
