SampleID,Genus,BV.um3.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv
D16.Apr.2022,Entomoneis,2427501.298,,4/21/2022,D16,Apr,2022,Central Delta,CED
D16.Apr.2022,Eucapsis,23743.9296,,4/21/2022,D16,Apr,2022,Central Delta,CED
D19.Apr.2022,Cryptomonas,246338.9192,,4/21/2022,D19,Apr,2022,Central Delta,CED
D19.Apr.2022,Cyclotella,341170.935,,4/21/2022,D19,Apr,2022,Central Delta,CED
D19.Apr.2022,Eucapsis,4840.2576,,4/21/2022,D19,Apr,2022,Central Delta,CED
D19.Apr.2022,Monoraphidium,2650.1118,,4/21/2022,D19,Apr,2022,Central Delta,CED
D19.Apr.2022,Plagioselmis,271969.64,,4/21/2022,D19,Apr,2022,Central Delta,CED
D19.Apr.2022,Skeletonema,11792.8206,,4/21/2022,D19,Apr,2022,Central Delta,CED
D28A.Apr.2022,Chlamydomonas,1693.26,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Cryptomonas,21642.31,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Cyclotella,66655.84,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Diatoma,3843.99,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Eucapsis,2426.04,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Monoraphidium,1401.39,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Navicula,15236.35,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Nitzschia,5065.06,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Plagioselmis,95189.64,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Rhodomonas,138330.28,,4/21/2022,D28A,Apr,2022,Central Delta,CED
D28A.Apr.2022,Staurosira,3657.92,,4/21/2022,D28A,Apr,2022,Central Delta,CED
EZ2-SJR.Apr.2022,Cryptomonas,35878.9616,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Cyclotella,14813.16,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Entomoneis,409001.4936,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Eucapsis,9691.4592,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Monoraphidium,1048.42,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Nitzschia,11772.742,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Plagioselmis,30237.7856,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ2-SJR.Apr.2022,Planktolyngbya,1274.3376,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ
EZ6-SJR.Apr.2022,Entomoneis,584258.2814,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ
EZ6-SJR.Apr.2022,Eucapsis,24760.5408,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ
EZ6-SJR.Apr.2022,Monoraphidium,1373.9162,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ
EZ6-SJR.Apr.2022,Nitzschia,10627.4004,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ
D26.Apr.2022,Cocconeis,6818.5773,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Cyclotella,348997.9014,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Eucapsis,2249.7912,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Monoraphidium,863.4168,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Nitzschia,960.417,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Odontidium,8171.5959,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Plagioselmis,36386.9604,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Pseudanabaena,882.9702,,4/22/2022,D26,Apr,2022,Central Delta,CED
D26.Apr.2022,Rhodomonas,137809.1043,,4/22/2022,D26,Apr,2022,Central Delta,CED
MD10A.Apr.2022,Chlorella,96.3197,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Chrysococcus,4140.9422,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Cyclotella,14801.5744,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Eucapsis,3680.0028,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Gyrosigma,111512.9924,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Plagioselmis,128242.8389,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Rhodomonas,48432.4428,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
MD10A.Apr.2022,Skeletonema,5484.8569,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Chlamydomonas,8996.6695,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Cryptomonas,321532.596,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Cyclotella,43815.304,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Eucapsis,4154.112,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Lagerheimia,326.0425,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Monoraphidium,295.091,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
P8.Apr.2022,Plagioselmis,178020.7075,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID
D22.Apr.2022,Aulacoseira,159390.9732,,4/25/2022,D22,Apr,2022,Confluence,CON
D22.Apr.2022,Cocconeis,439404.4434,,4/25/2022,D22,Apr,2022,Confluence,CON
D22.Apr.2022,Entomoneis,1414826.516,,4/25/2022,D22,Apr,2022,Confluence,CON
D22.Apr.2022,Eucapsis,38042.2872,,4/25/2022,D22,Apr,2022,Confluence,CON
D22.Apr.2022,Gomphoneis,143765.3892,,4/25/2022,D22,Apr,2022,Confluence,CON
D4.Apr.2022,Cocconeis,105145.128,,4/25/2022,D4,Apr,2022,Confluence,CON
D4.Apr.2022,Cryptomonas,459036.369,,4/25/2022,D4,Apr,2022,Confluence,CON
D4.Apr.2022,Eucapsis,31478.634,,4/25/2022,D4,Apr,2022,Confluence,CON
D4.Apr.2022,Monoraphidium,13766.9444,,4/25/2022,D4,Apr,2022,Confluence,CON
D4.Apr.2022,Planktolyngbya,5455.5754,,4/25/2022,D4,Apr,2022,Confluence,CON
D4.Apr.2022,Rhodomonas,162726.1482,,4/25/2022,D4,Apr,2022,Confluence,CON
EZ2.Apr.2022,Achnanthidium,29078.524,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ
EZ2.Apr.2022,Entomoneis,5352653.774,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ
EZ2.Apr.2022,Eucapsis,52155.9,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ
EZ2.Apr.2022,Monoraphidium,2649.6485,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ
EZ6.Apr.2022,Cylindrotheca,64472.4192,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ
EZ6.Apr.2022,Eucapsis,156096.8136,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ
EZ6.Apr.2022,Navicula,1158367.085,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ
EZ6.Apr.2022,Plagioselmis,720771.3576,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ
NZ068.Apr.2022,Cocconeis,15044.7396,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Cyclostephanos,24399.4029,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Eucapsis,7415.0388,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Monoraphidium,715.0289,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Navicula,9315.3086,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Nitzschia,11684.7682,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
NZ068.Apr.2022,Plagioselmis,153069.339,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID
D10.Apr.2022,Cocconeis,10033.3662,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Cyclotella,110718.3844,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Eucapsis,6245.5536,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Nitzschia,2026.2125,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Plagioselmis,23242.9574,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Staurosira,14224.2308,,4/26/2022,D10,Apr,2022,Confluence,CON
D10.Apr.2022,Stephanodiscus,112597.3953,,4/26/2022,D10,Apr,2022,Confluence,CON
D6.Apr.2022,Cyclotella,180175.3296,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB
D6.Apr.2022,Eucapsis,3421.656,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB
D6.Apr.2022,Plagioselmis,23831.4048,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB
D6.Apr.2022,Rhodomonas,49953.7248,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB
D8.Apr.2022,Cyclotella,637771.6212,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB
D8.Apr.2022,Eucapsis,18444.8772,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB
D7.Apr.2022,Eucapsis,47867.526,,4/27/2022,D7,Apr,2022,Grizzly and Suisun Bay,GSB
NZ032.Apr.2022,Aulacoseira,30742.86,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB
NZ032.Apr.2022,Cylindrotheca,18619.744,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB
NZ032.Apr.2022,Eucapsis,18795.024,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB
NZ032.Apr.2022,Monoraphidium,786.256,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Cyclotella,744495.3468,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Entomoneis,1989815.873,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Eucapsis,35601.8328,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Navicula,162960.4134,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Nitzschia,24488.3982,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Planktolyngbya,5616.7692,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
NZS42.Apr.2022,Thalassiosira,464579.3862,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB
D41.Apr.2022,Cocconeis,28995.4788,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41.Apr.2022,Cyclotella,69768.7242,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41.Apr.2022,Eucapsis,5916.6936,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41.Apr.2022,Gomphonema,14957.7594,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41.Apr.2022,Nitzschia,13138.1712,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41.Apr.2022,Plagioselmis,158138.148,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Chlorella,5153.232,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Cyclotella,44827.234,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Ditylum,7097275,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Eucapsis,9217.224,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Plagioselmis,136838.592,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Planktolyngbya,1448.564,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
D41A.Apr.2022,Teleaulax,37041.672,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB
NZ002.Apr.2022,Cryptomonas,33522.447,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB
NZ002.Apr.2022,Cyclotella,16254.8085,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB
NZ002.Apr.2022,Cylindrotheca,10395.9765,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB
NZ002.Apr.2022,Eucapsis,8454.348,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB
NZ002.Apr.2022,Rhodomonas,48012.594,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB
NZ004.Apr.2022,Cyclotella,57376.3635,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB
NZ004.Apr.2022,Eucapsis,6246.702,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB
NZ004.Apr.2022,Plagioselmis,34903.1094,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB
NZ004.Apr.2022,Thalassiosira,2429291.479,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Chlorogonium,26867.0958,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Cyclotella,84533.2248,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Eucapsis,14567.6664,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Euglena,51820.6422,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Navicula,57141.936,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Skeletonema,166125.09,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
NZ325.Apr.2022,Thalassiosira,695352.3024,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB
C10A.May.2022,Achnanthidium,933.2868,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Amphora,31673.9398,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Cocconeis,145606.1556,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Cyclotella,20883.6496,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Eucapsis,4254.408,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Melosira,238678.038,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Monoraphidium,2463.2128,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Navicula,77071.8588,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Nitzschia,20852.3484,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Ochromonas,2936.883,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Rhoicosphenia,3059.5326,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Scenedesmus,1352.9784,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C10A.May.2022,Synedra,54153.9506,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID
C3A.May.2022,Achnanthidium,3624.5496,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Chlamydomonas,2770.4712,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Chlorella,6180.258,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Chroococcus,3570.4704,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Cocconeis,20944.1904,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Cyclotella,23824.374,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Drepanochloris,142.3464,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Eucapsis,3703.4928,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Monoraphidium,2214.45,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Navicula,46783.17,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Nitzschia,50897.8512,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Skeletonema,5370.9348,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C3A.May.2022,Teleaulax,19219.5612,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID
C9.May.2022,Cyclotella,58090.4065,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
C9.May.2022,Eucapsis,10434.5892,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
C9.May.2022,Monoraphidium,1855.9142,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
C9.May.2022,Nitzschia,21083.8278,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
C9.May.2022,Plagioselmis,34854.2439,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
C9.May.2022,Planktolyngbya,917.0056,,5/19/2022,C9,May,2022,Southern Interior Delta,SID
D12.May.2022,Cyclotella,16964.9664,,5/20/2022,D12,May,2022,Confluence,CON
D12.May.2022,Eucapsis,8584.1568,,5/20/2022,D12,May,2022,Confluence,CON
D12.May.2022,Monoraphidium,527.7344,,5/20/2022,D12,May,2022,Confluence,CON
D12.May.2022,Navicula,17187.68,,5/20/2022,D12,May,2022,Confluence,CON
D12.May.2022,Nitzschia,13750.144,,5/20/2022,D12,May,2022,Confluence,CON
D12.May.2022,Plagioselmis,9804.24,,5/20/2022,D12,May,2022,Confluence,CON
D16.May.2022,Cyclotella,36014.07,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Entomoneis,61712.0685,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Eucapsis,5537.772,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Gomphonema,3702.2835,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Monoraphidium,1081.427,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Nitzschia,3253.557,,5/20/2022,D16,May,2022,Central Delta,CED
D16.May.2022,Plagioselmis,26079.474,,5/20/2022,D16,May,2022,Central Delta,CED
D19.May.2022,Aulacoseira,23239.3452,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Chlorella,2904.7356,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Cocconeis,45002.226,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Cryptomonas,27217.4748,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Cyclotella,5809.8363,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Eucapsis,4784.2704,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Gyrosigma,73124.0535,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Monoraphidium,1407.4605,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Navicula,8318.0733,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Nitzschia,29360.6118,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Plagioselmis,160127.3835,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Planktolyngbya,1776.9417,,5/20/2022,D19,May,2022,Central Delta,CED
D19.May.2022,Scenedesmus,773.2818,,5/20/2022,D19,May,2022,Central Delta,CED
D28A.May.2022,Cocconeis,144104.376,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Cryptomonas,137793.636,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Eucapsis,5563.458,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Gomphonema,1743.12,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Monoraphidium,282.8535,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Navicula,3297.402,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Nitzschia,39943.272,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Plagioselmis,68780.61,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Planktolyngbya,506.796,,5/20/2022,D28A,May,2022,Central Delta,CED
D28A.May.2022,Scenedesmus,1128.993,,5/20/2022,D28A,May,2022,Central Delta,CED
EZ2-SJR.May.2022,Eucapsis,11678.904,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ
EZ2-SJR.May.2022,Monoraphidium,1128.993,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ
EZ2-SJR.May.2022,Nitzschia,6793.326,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ
EZ2-SJR.May.2022,Thalassiosira,69624.732,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ
EZ6-SJR.May.2022,Cyclotella,7929.7104,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ
EZ6-SJR.May.2022,Eucapsis,16806.9384,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ
D26.May.2022,Aulacoseira,1258119.389,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Chlamydomonas,7552.5432,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Chlorella,4440.1472,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Cyclotella,80870.1672,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Eucapsis,10238.7096,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Monoraphidium,1571.53,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Plagioselmis,23733.936,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Rhodomonas,42284.1228,,5/23/2022,D26,May,2022,Central Delta,CED
D26.May.2022,Teleaulax,34697.0826,,5/23/2022,D26,May,2022,Central Delta,CED
MD10A.May.2022,Achnanthidium,3522.1437,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Aulacoseira,344738.4868,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Chlorella,3174.1073,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Cocconeis,40700.7105,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Cryptomonas,15606.0595,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Cyclotella,23896.8385,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Eucapsis,4567.4028,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Fragilaria,18796.2654,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Lagerheimia,312.3895,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Monoraphidium,1161.399,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Nitzschia,2722.9632,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Plagioselmis,144893.5328,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
MD10A.May.2022,Teleaulax,51500.188,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID
P8.May.2022,Chlorella,5798.5473,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
P8.May.2022,Cyclotella,72902.7306,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
P8.May.2022,Desmodesmus,2255.6028,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
P8.May.2022,Eucapsis,6053.9076,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
P8.May.2022,Plagioselmis,314734.2048,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
P8.May.2022,Teleaulax,13020.0216,,5/23/2022,P8,May,2022,Southern Interior Delta,SID
D22.May.2022,Achnanthidium,5408.9362,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Chlorella,1905.9924,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Cocconeis,45901.2129,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Cryptomonas,68620.7573,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Cyclotella,77806.462,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Entomoneis,93398.6585,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Eucapsis,9909.4356,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Gomphonema,5423.3102,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Nitzschia,19637.7588,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Plagioselmis,55541.136,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Planktolyngbya,2595.2257,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Surirella,92103.5611,,5/24/2022,D22,May,2022,Confluence,CON
D22.May.2022,Thalassiosira,1045302.435,,5/24/2022,D22,May,2022,Confluence,CON
D4.May.2022,Cyclotella,132057.2994,,5/24/2022,D4,May,2022,Confluence,CON
D4.May.2022,Eucapsis,5396.598,,5/24/2022,D4,May,2022,Confluence,CON
D4.May.2022,Plagioselmis,510789.2328,,5/24/2022,D4,May,2022,Confluence,CON
EZ2.May.2022,Cyclotella,12841.791,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ
EZ2.May.2022,Eucapsis,11562.696,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ
EZ2.May.2022,Monoraphidium,2257.179,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ
EZ2.May.2022,Navicula,23950.953,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ
EZ2.May.2022,Planktolyngbya,1013.592,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Chlamydomonas,13316.4724,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Chlorella,5077.848,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Cyclotella,30595.874,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Entomoneis,215326.5124,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Eucapsis,13412.142,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
EZ6.May.2022,Monoraphidium,406.5958,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ
