SampleDate,StationCode,Month,Year,Region,RegionAbbv,AlgalType,Units.per.mL,BV.um3.per.mL
2022-03-14,EZ6,Mar,2022,Entrapment Zone,EZ,Pennate Diatom,1993.1599999999999,8770349.394599998
2022-03-14,NZ068,Mar,2022,Northern Interior Delta,NID,Centric Diatom,197.1,48922.19099999999
2022-03-14,NZ068,Mar,2022,Northern Interior Delta,NID,Cryptophyte,722.6999999999999,219346.677
2022-03-14,NZ068,Mar,2022,Northern Interior Delta,NID,Cyanobacterium,7840.2,2822.4719999999998
2022-03-14,NZ068,Mar,2022,Northern Interior Delta,NID,Pennate Diatom,87.6,8087.232
2022-03-15,D10,Mar,2022,Confluence,CON,Centric Diatom,536.62,61893.750799999994
2022-03-15,D10,Mar,2022,Confluence,CON,Cryptophyte,76.66,25539.279
2022-03-15,D10,Mar,2022,Confluence,CON,Cyanobacterium,29897.399999999998,10763.064
2022-03-15,D10,Mar,2022,Confluence,CON,Pennate Diatom,1303.2199999999998,3670252.3532
2022-03-15,D6,Mar,2022,San Pablo Bay,SPB,Centric Diatom,484.20000000000005,132540.06600000002
2022-03-15,D6,Mar,2022,San Pablo Bay,SPB,Cryptophyte,645.6,160436.44199999998
2022-03-15,D6,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,31150.2,11214.072000000002
2022-03-15,D6,Mar,2022,San Pablo Bay,SPB,Pennate Diatom,161.4,25186.47
2022-03-15,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,494.6,131563.6
2022-03-15,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,19289.4,6944.184
2022-03-15,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,642.98,6818582.803
2022-03-16,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,1602.87,219352.7595
2022-03-16,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,209.07,91746.1881
2022-03-16,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,26970.03,9709.210799999999
2022-03-16,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,418.14,2661247.8486
2022-03-16,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,726.24,115566.5712
2022-03-16,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,121.04,64204.45760000001
2022-03-16,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,47326.64000000001,18894.344000000005
2022-03-16,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Green Alga,121.04,3386.6992
2022-03-16,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,726.24,4803278.736
2022-03-16,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,804.93,152324.9532
2022-03-16,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,45421.049999999996,16351.577999999998
2022-03-16,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Green Alga,114.99,3793.5201
2022-03-16,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,804.93,6247174.4202000005
2022-03-17,D41,Mar,2022,San Pablo Bay,SPB,Centric Diatom,275.59999999999997,506310.696
2022-03-17,D41,Mar,2022,San Pablo Bay,SPB,Cryptophyte,212,115598.088
2022-03-17,D41,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,7950,2862
2022-03-17,D41,Mar,2022,San Pablo Bay,SPB,Pennate Diatom,106,30669.828
2022-03-17,D41A,Mar,2022,San Pablo Bay,SPB,Centric Diatom,574.9499999999999,199754.8785
2022-03-17,D41A,Mar,2022,San Pablo Bay,SPB,Cryptophyte,344.96999999999997,116385.97859999999
2022-03-17,D41A,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,45996,16558.559999999998
2022-03-17,D41A,Mar,2022,San Pablo Bay,SPB,Green Alga,114.99,3049.5348
2022-03-17,D41A,Mar,2022,San Pablo Bay,SPB,Pennate Diatom,229.98,87002.5839
2022-03-17,NZ002,Mar,2022,San Pablo Bay,SPB,Centric Diatom,584.08,1786194.0306000004
2022-03-17,NZ002,Mar,2022,San Pablo Bay,SPB,Cryptophyte,73.01,11618.0813
2022-03-17,NZ002,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,28838.95,10382.021999999999
2022-03-17,NZ002,Mar,2022,San Pablo Bay,SPB,Pennate Diatom,146.02,450717.74370000005
2022-03-17,NZ004,Mar,2022,San Pablo Bay,SPB,Centric Diatom,533.91,145762.7691
2022-03-17,NZ004,Mar,2022,San Pablo Bay,SPB,Cryptophyte,410.70000000000005,82613.94780000001
2022-03-17,NZ004,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,15483.39,5574.0204
2022-03-17,NZ004,Mar,2022,San Pablo Bay,SPB,Green Alga,164.28,1343.8104
2022-03-17,NZ004,Mar,2022,San Pablo Bay,SPB,Pennate Diatom,82.14,4612.9824
2022-03-17,NZ325,Mar,2022,San Pablo Bay,SPB,Centric Diatom,306.59999999999997,65673.71999999999
2022-03-17,NZ325,Mar,2022,San Pablo Bay,SPB,Cryptophyte,1138.8,471406.2599999999
2022-03-17,NZ325,Mar,2022,San Pablo Bay,SPB,Cyanobacterium,7248.9,2609.604
2022-03-17,NZ325,Mar,2022,San Pablo Bay,SPB,Green Alga,109.5,792.78
2022-04-06,C10A,Apr,2022,Southern Interior Delta,SID,Centric Diatom,221.14999999999998,255579.07429999998
2022-04-06,C10A,Apr,2022,Southern Interior Delta,SID,Cryptophyte,265.38,97388.26779999999
2022-04-06,C10A,Apr,2022,Southern Interior Delta,SID,Cyanobacterium,15524.729999999998,11570.568
2022-04-06,C10A,Apr,2022,Southern Interior Delta,SID,Green Alga,1326.8999999999999,16980.3393
2022-04-06,C10A,Apr,2022,Southern Interior Delta,SID,Pennate Diatom,1105.75,475120.42919999996
2022-04-06,C3A,Apr,2022,Northern Interior Delta,NID,Centric Diatom,521.22,126619.97460000002
2022-04-06,C3A,Apr,2022,Northern Interior Delta,NID,Cryptophyte,91.98,21748.671
2022-04-06,C3A,Apr,2022,Northern Interior Delta,NID,Cyanobacterium,4583.67,1650.1212
2022-04-06,C3A,Apr,2022,Northern Interior Delta,NID,Green Alga,214.62,2173.1808
2022-04-06,C3A,Apr,2022,Northern Interior Delta,NID,Pennate Diatom,122.64,23298.534
2022-04-06,C9,Apr,2022,Southern Interior Delta,SID,Centric Diatom,669.12,95369.6736
2022-04-06,C9,Apr,2022,Southern Interior Delta,SID,Cryptophyte,376.38,81493.7976
2022-04-06,C9,Apr,2022,Southern Interior Delta,SID,Cyanobacterium,15724.32,8534.6256
2022-04-06,C9,Apr,2022,Southern Interior Delta,SID,Green Alga,41.82,735.1955999999999
2022-04-06,C9,Apr,2022,Southern Interior Delta,SID,Pennate Diatom,167.28,117278.3352
2022-04-06,D12,Apr,2022,Confluence,CON,Centric Diatom,115,318720.2
2022-04-06,D12,Apr,2022,Confluence,CON,Cryptophyte,115,50466.6
2022-04-06,D12,Apr,2022,Confluence,CON,Cyanobacterium,22770,9079.25
2022-04-06,D12,Apr,2022,Confluence,CON,Green Alga,115,1413.35
2022-04-06,D12,Apr,2022,Confluence,CON,Pennate Diatom,517.5,1873269.5000000002
2022-04-21,D16,Apr,2022,Central Delta,CED,Cyanobacterium,64302.72,23743.9296
2022-04-21,D16,Apr,2022,Central Delta,CED,Green Alga,150.24,13814.568000000001
2022-04-21,D16,Apr,2022,Central Delta,CED,Pennate Diatom,150.24,2427501.2976
2022-04-21,D19,Apr,2022,Central Delta,CED,Centric Diatom,3538.2,352963.7556
2022-04-21,D19,Apr,2022,Central Delta,CED,Cryptophyte,1415.28,518308.5592
2022-04-21,D19,Apr,2022,Central Delta,CED,Cyanobacterium,13445.16,4840.2576
2022-04-21,D19,Apr,2022,Central Delta,CED,Green Alga,176.91,2650.1117999999997
2022-04-21,D28A,Apr,2022,Central Delta,CED,Centric Diatom,368,66655.84
2022-04-21,D28A,Apr,2022,Central Delta,CED,Cryptophyte,759,255162.23
2022-04-21,D28A,Apr,2022,Central Delta,CED,Cyanobacterium,6739,2426.04
2022-04-21,D28A,Apr,2022,Central Delta,CED,Green Alga,115,3094.65
2022-04-21,D28A,Apr,2022,Central Delta,CED,Pennate Diatom,115,27803.32
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Centric Diatom,135.28,14813.16
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cryptophyte,202.92000000000002,66116.74720000001
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cyanobacterium,26988.36,10965.7968
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Green Alga,67.64,1048.42
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Pennate Diatom,135.28,420774.2356
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Cyanobacterium,68779.28,24760.5408
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Green Alga,166.94,1373.9162000000001
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Pennate Diatom,333.88,594885.6818
2022-04-22,D26,Apr,2022,Central Delta,CED,Centric Diatom,920.1600000000001,348997.90140000003
2022-04-22,D26,Apr,2022,Central Delta,CED,Cryptophyte,402.57,174196.06470000002
2022-04-22,D26,Apr,2022,Central Delta,CED,Cyanobacterium,6268.590000000001,3132.7614000000003
2022-04-22,D26,Apr,2022,Central Delta,CED,Green Alga,38.34,863.4168000000001
2022-04-22,D26,Apr,2022,Central Delta,CED,Pennate Diatom,57.510000000000005,15950.5902
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Centric Diatom,241.46999999999997,20286.431299999997
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Chrysophyte,26.83,4140.9421999999995
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Cryptophyte,563.43,176675.2817
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Cyanobacterium,9980.76,3680.0027999999998
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Green Alga,26.83,96.31969999999998
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Pennate Diatom,26.83,111512.99239999999
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Centric Diatom,480.8,43815.304
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Cryptophyte,871.45,499553.3035
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Cyanobacterium,11088.45,4154.112
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Green Alga,90.15,9617.803
2022-04-25,D22,Apr,2022,Confluence,CON,Centric Diatom,250.41,159390.9732
2022-04-25,D22,Apr,2022,Confluence,CON,Cyanobacterium,104170.56,38042.2872
2022-04-25,D22,Apr,2022,Confluence,CON,Pennate Diatom,1001.64,1997996.3490000002
2022-04-25,D4,Apr,2022,Confluence,CON,Cryptophyte,360.58,621762.5171999999
2022-04-25,D4,Apr,2022,Confluence,CON,Cyanobacterium,85096.87999999999,36934.2094
2022-04-25,D4,Apr,2022,Confluence,CON,Green Alga,360.58,13766.944399999998
2022-04-25,D4,Apr,2022,Confluence,CON,Pennate Diatom,180.29,105145.128
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Cyanobacterium,138116.55,52155.9
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Green Alga,321.95,2649.6485000000002
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Pennate Diatom,1287.8,5381732.2975
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Cryptophyte,1802.92,720771.3576
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Cyanobacterium,433602.26,156096.8136
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Pennate Diatom,1802.92,1222839.5045999999
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Centric Diatom,153.32999999999998,24399.402899999997
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Cryptophyte,255.55,153069.339
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Cyanobacterium,20597.329999999998,7415.038799999999
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Green Alga,51.11,715.0289
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Pennate Diatom,204.44,36044.8164
2022-04-26,D10,Apr,2022,Confluence,CON,Centric Diatom,219.05,223315.7797
2022-04-26,D10,Apr,2022,Confluence,CON,Cryptophyte,87.62,23242.9574
2022-04-26,D10,Apr,2022,Confluence,CON,Cyanobacterium,17348.760000000002,6245.5536
2022-04-26,D10,Apr,2022,Confluence,CON,Pennate Diatom,131.43,26283.809500000003
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Centric Diatom,521.22,180175.32960000003
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Cryptophyte,183.96,73785.1296
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,9504.6,3421.656
2022-04-26,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,894.39,637771.6212
2022-04-26,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,51235.77,18444.8772
2022-04-27,D7,Apr,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,132965.35,47867.526
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,125.2,30742.86
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,50205.200000000004,18795.024
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Green Alga,125.2,786.2560000000001
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,125.2,18619.744
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,1788.78,1209074.733
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,99149.51999999999,41218.602
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,1788.78,2177264.685
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Centric Diatom,292.74,69768.72420000001
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Cryptophyte,418.2,158138.148
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,16435.26,5916.6936
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Pennate Diatom,125.46000000000001,57091.409400000004
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Centric Diatom,125.2,7142102.234
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Cryptophyte,626,173880.26400000002
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,25666,10665.787999999999
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Green Alga,250.4,5153.232
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Centric Diatom,55.65,16254.808499999997
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Cryptophyte,111.3,81535.041
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,22816.5,8454.348
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Pennate Diatom,55.65,10395.9765
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Centric Diatom,90.14,2486667.8422000003
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Cryptophyte,90.14,34903.1094
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,16856.18,6246.702
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Centric Diatom,1469.7,946010.6172
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Cyanobacterium,39485.94,14567.666400000002
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Euglenoid,97.98,51820.6422
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Green Alga,97.98,26867.0958
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Pennate Diatom,97.98,57141.93600000001
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Centric Diatom,159.70000000000002,259561.6876
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Chrysophyte,31.94,2936.8830000000003
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Cyanobacterium,11817.800000000001,4254.407999999999
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Green Alga,127.76,3816.1912
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Pennate Diatom,670.74,333351.0726
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Centric Diatom,497.28,29195.308799999995
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Cryptophyte,279.71999999999997,19219.5612
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Cyanobacterium,10691.52,7273.963199999999
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Green Alga,1522.9199999999998,11307.525599999999
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Pennate Diatom,217.56,122249.7612
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Centric Diatom,365.05,58090.406500000005
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Cryptophyte,219.03000000000003,34854.2439
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Cyanobacterium,29130.99,11351.5948
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Green Alga,146.02,1855.9142000000002
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Pennate Diatom,146.02,21083.8278
2022-05-20,D12,May,2022,Confluence,CON,Centric Diatom,242.08,16964.9664
2022-05-20,D12,May,2022,Confluence,CON,Cryptophyte,60.52,9804.24
2022-05-20,D12,May,2022,Confluence,CON,Cyanobacterium,23844.88,8584.1568
2022-05-20,D12,May,2022,Confluence,CON,Green Alga,60.52,527.7344
2022-05-20,D12,May,2022,Confluence,CON,Pennate Diatom,181.56,30937.824
2022-05-20,D16,May,2022,Central Delta,CED,Centric Diatom,193.25,36014.07
2022-05-20,D16,May,2022,Central Delta,CED,Cryptophyte,77.3,26079.474
2022-05-20,D16,May,2022,Central Delta,CED,Cyanobacterium,15382.699999999999,5537.772
2022-05-20,D16,May,2022,Central Delta,CED,Green Alga,77.3,1081.427
2022-05-20,D16,May,2022,Central Delta,CED,Pennate Diatom,115.94999999999999,68667.909
2022-05-20,D19,May,2022,Central Delta,CED,Centric Diatom,73.02,29049.1815
2022-05-20,D19,May,2022,Central Delta,CED,Cryptophyte,620.67,187344.85829999996
2022-05-20,D19,May,2022,Central Delta,CED,Cyanobacterium,13362.66,6561.212099999999
2022-05-20,D19,May,2022,Central Delta,CED,Green Alga,255.57,5085.4779
2022-05-20,D19,May,2022,Central Delta,CED,Pennate Diatom,328.59,155804.9646
2022-05-20,D28A,May,2022,Central Delta,CED,Cryptophyte,564.9000000000001,206574.246
2022-05-20,D28A,May,2022,Central Delta,CED,Cyanobacterium,15494.400000000001,6070.254
2022-05-20,D28A,May,2022,Central Delta,CED,Green Alga,80.7,1411.8465
2022-05-20,D28A,May,2022,Central Delta,CED,Pennate Diatom,484.20000000000005,189088.17
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Centric Diatom,80.7,69624.732
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Cyanobacterium,32441.4,11678.904
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Green Alga,80.7,1128.9930000000002
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Pennate Diatom,80.7,6793.326000000001
2022-05-20,EZ6-SJR,May,2022,Entrapment Zone,EZ,Centric Diatom,114.99,7929.710399999999
2022-05-20,EZ6-SJR,May,2022,Entrapment Zone,EZ,Cyanobacterium,46685.939999999995,16806.9384
2022-05-23,D26,May,2022,Central Delta,CED,Centric Diatom,1533.1999999999998,1338989.556
2022-05-23,D26,May,2022,Central Delta,CED,Cryptophyte,843.26,100715.14140000001
2022-05-23,D26,May,2022,Central Delta,CED,Cyanobacterium,28440.859999999997,10238.7096
2022-05-23,D26,May,2022,Central Delta,CED,Green Alga,843.26,13564.2204
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Centric Diatom,344.96999999999997,368635.32529999997
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Cryptophyte,1418.2099999999998,211999.78029999998
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Cyanobacterium,12687.23,4567.4028
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Green Alga,651.6099999999999,4647.8958
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Pennate Diatom,229.98,65742.08279999999
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Centric Diatom,670.74,72902.73059999998
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Cryptophyte,766.56,327754.2264
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Cyanobacterium,16816.41,6053.9076
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Green Alga,958.1999999999999,8054.150099999999
2022-05-24,D22,May,2022,Confluence,CON,Centric Diatom,431.22,1123108.8965
2022-05-24,D22,May,2022,Confluence,CON,Cryptophyte,287.48,124161.8933
2022-05-24,D22,May,2022,Confluence,CON,Cyanobacterium,27669.950000000004,12504.6613
2022-05-24,D22,May,2022,Confluence,CON,Green Alga,71.87,1905.9924
2022-05-24,D22,May,2022,Confluence,CON,Pennate Diatom,574.96,261873.4377
2022-05-24,D4,May,2022,Confluence,CON,Centric Diatom,533.91,132057.29940000002
2022-05-24,D4,May,2022,Confluence,CON,Cryptophyte,1355.31,510789.23279999994
2022-05-24,D4,May,2022,Confluence,CON,Cyanobacterium,14990.55,5396.598
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Centric Diatom,80.7,12841.791
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Cyanobacterium,32199.300000000003,12576.288
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Green Alga,80.7,2257.179
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Pennate Diatom,80.7,23950.953
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Centric Diatom,367.96,30595.874
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Cryptophyte,275.96999999999997,89891.7081
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Cyanobacterium,37255.95,13412.141999999998
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Green Alga,827.91,18800.916199999996
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Pennate Diatom,91.99,215326.5124
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Centric Diatom,127.76,5741533.122400001
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Cryptophyte,127.76,20330.448800000002
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Cyanobacterium,25488.12,17955.390399999997
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Green Alga,127.76,3478.9048000000003
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Pennate Diatom,383.28000000000003,158744.994
2022-05-25,D10,May,2022,Confluence,CON,Centric Diatom,114.99,35930.9253
2022-05-25,D10,May,2022,Confluence,CON,Cryptophyte,114.99,18298.358699999997
2022-05-25,D10,May,2022,Confluence,CON,Cyanobacterium,46110.99,18363.903
2022-05-25,D10,May,2022,Confluence,CON,Pennate Diatom,114.99,2698.8152999999998
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Centric Diatom,287.49,248034.87239999996
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Cryptophyte,95.83,35719.6742
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Cyanobacterium,38140.34,13730.5224
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Pennate Diatom,95.83,11479.4757
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,184,164505.19999999998
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,12282,4421.5199999999995
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Green Alga,368,2344.16
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Centric Diatom,1204.72,261859.582
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Cryptophyte,492.84,212648.4128
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Cyanobacterium,19932.64,7175.750399999999
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Dinoflagellate,164.28,583718.0532
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Green Alga,383.32,13082.7116
2022-05-26,D41A,May,2022,San Pablo Bay,SPB,Centric Diatom,3407.2000000000003,913306.7744000001
2022-05-26,D41A,May,2022,San Pablo Bay,SPB,Cryptophyte,170.36,57476.056800000006
2022-05-26,D41A,May,2022,San Pablo Bay,SPB,Cyanobacterium,64225.72000000001,23121.2592
2022-05-26,D41A,May,2022,San Pablo Bay,SPB,Green Alga,2214.6800000000003,14107.511600000002
2022-05-26,D41A,May,2022,San Pablo Bay,SPB,Pennate Diatom,170.36,1524713.4820000003
2022-05-26,NZ002,May,2022,San Pablo Bay,SPB,Centric Diatom,811.6800000000001,347412.56799999997
2022-05-26,NZ002,May,2022,San Pablo Bay,SPB,Cyanobacterium,26582.52,9569.707199999999
2022-05-26,NZ002,May,2022,San Pablo Bay,SPB,Pennate Diatom,67.64,91086.05320000001
2022-05-26,NZ004,May,2022,San Pablo Bay,SPB,Centric Diatom,219.06,901420.5818999999
2022-05-26,NZ004,May,2022,San Pablo Bay,SPB,Cryptophyte,36.51,5809.8363
2022-05-26,NZ004,May,2022,San Pablo Bay,SPB,Cyanobacterium,14640.51,6059.9298
2022-05-26,NZ004,May,2022,San Pablo Bay,SPB,Dinoflagellate,36.51,233648.6658
2022-05-26,NZ004,May,2022,San Pablo Bay,SPB,Pennate Diatom,73.02,58228.7037
2022-05-26,NZ325,May,2022,San Pablo Bay,SPB,Centric Diatom,699.93,236716.326
2022-05-26,NZ325,May,2022,San Pablo Bay,SPB,Cyanobacterium,39396.06,14182.5816
2022-05-26,NZ325,May,2022,San Pablo Bay,SPB,Pennate Diatom,99.99,37774.2222
2022-05-27,D7,May,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,541.16,7800127.3623
2022-05-27,D7,May,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,54116,19481.76
2022-05-27,D7,May,2022,Grizzly and Suisun Bay,GSB,Green Alga,676.4499999999999,5533.361
2022-05-27,D7,May,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,270.58,382298.42329999997
2022-05-27,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,383.31,79007.8572
2022-05-27,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,50852.46,18306.885599999998
2022-05-27,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Green Alga,127.77,3573.7268999999997
2022-05-27,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,511.08,197382.92909999998
2022-05-27,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,968.36,295156.128
2022-05-27,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,95141.37,34250.8932
2022-05-27,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,968.36,585313.0975
2022-06-11,D12,Jun,2022,Confluence,CON,Centric Diatom,205.35,64165.71450000001
2022-06-11,D12,Jun,2022,Confluence,CON,Cryptophyte,1232.1,365897.9691000001
2022-06-11,D12,Jun,2022,Confluence,CON,Cyanobacterium,15236.97,7333.048499999999
