SampleID,AlgalType,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D16.Mar.2022,Centric Diatom,555.93,,3/10/2022,D16,Mar,2022,Central Delta,CED,Spring
D16.Mar.2022,Cryptophyte,651.78,,3/10/2022,D16,Mar,2022,Central Delta,CED,Spring
D16.Mar.2022,Cyanobacterium,6249.42,,3/10/2022,D16,Mar,2022,Central Delta,CED,Spring
D16.Mar.2022,Green Alga,153.36,,3/10/2022,D16,Mar,2022,Central Delta,CED,Spring
D16.Mar.2022,Pennate Diatom,191.7,,3/10/2022,D16,Mar,2022,Central Delta,CED,Spring
D19.Mar.2022,Centric Diatom,811.65,,3/10/2022,D19,Mar,2022,Central Delta,CED,Spring
D19.Mar.2022,Cryptophyte,919.87,,3/10/2022,D19,Mar,2022,Central Delta,CED,Spring
D19.Mar.2022,Cyanobacterium,19804.26,,3/10/2022,D19,Mar,2022,Central Delta,CED,Spring
D19.Mar.2022,Pennate Diatom,216.44,,3/10/2022,D19,Mar,2022,Central Delta,CED,Spring
D28A.Mar.2022,Centric Diatom,784.74,,3/10/2022,D28A,Mar,2022,Central Delta,CED,Spring
D28A.Mar.2022,Cryptophyte,649.44,,3/10/2022,D28A,Mar,2022,Central Delta,CED,Spring
D28A.Mar.2022,Cyanobacterium,9498.06,,3/10/2022,D28A,Mar,2022,Central Delta,CED,Spring
D28A.Mar.2022,Pennate Diatom,162.36,,3/10/2022,D28A,Mar,2022,Central Delta,CED,Spring
D26.Mar.2022,Centric Diatom,485.15,,3/11/2022,D26,Mar,2022,Central Delta,CED,Spring
D26.Mar.2022,Cryptophyte,704.25,,3/11/2022,D26,Mar,2022,Central Delta,CED,Spring
D26.Mar.2022,Cyanobacterium,4945.4,,3/11/2022,D26,Mar,2022,Central Delta,CED,Spring
D26.Mar.2022,Pennate Diatom,140.85,,3/11/2022,D26,Mar,2022,Central Delta,CED,Spring
MD10A.Mar.2022,Cryptophyte,782,,3/11/2022,MD10A,Mar,2022,Southern Interior Delta,SID,Spring
MD10A.Mar.2022,Cyanobacterium,2401.2,,3/11/2022,MD10A,Mar,2022,Southern Interior Delta,SID,Spring
MD10A.Mar.2022,Green Alga,193.2,,3/11/2022,MD10A,Mar,2022,Southern Interior Delta,SID,Spring
MD10A.Mar.2022,Pennate Diatom,82.8,,3/11/2022,MD10A,Mar,2022,Southern Interior Delta,SID,Spring
P8.Mar.2022,Centric Diatom,231.9,,3/11/2022,P8,Mar,2022,Southern Interior Delta,SID,Spring
P8.Mar.2022,Cryptophyte,425.15,,3/11/2022,P8,Mar,2022,Southern Interior Delta,SID,Spring
P8.Mar.2022,Cyanobacterium,14957.55,,3/11/2022,P8,Mar,2022,Southern Interior Delta,SID,Spring
P8.Mar.2022,Pennate Diatom,115.95,,3/11/2022,P8,Mar,2022,Southern Interior Delta,SID,Spring
D22.Mar.2022,Centric Diatom,473.48,,3/14/2022,D22,Mar,2022,Confluence,CON,Spring
D22.Mar.2022,Cryptophyte,473.48,,3/14/2022,D22,Mar,2022,Confluence,CON,Spring
D22.Mar.2022,Cyanobacterium,25500.28,,3/14/2022,D22,Mar,2022,Confluence,CON,Spring
D22.Mar.2022,Green Alga,67.64,,3/14/2022,D22,Mar,2022,Confluence,CON,Spring
D22.Mar.2022,Pennate Diatom,744.04,,3/14/2022,D22,Mar,2022,Confluence,CON,Spring
D4.Mar.2022,Centric Diatom,153.32,,3/14/2022,D4,Mar,2022,Confluence,CON,Spring
D4.Mar.2022,Cryptophyte,996.58,,3/14/2022,D4,Mar,2022,Confluence,CON,Spring
D4.Mar.2022,Cyanobacterium,14067.11,,3/14/2022,D4,Mar,2022,Confluence,CON,Spring
D4.Mar.2022,Green Alga,38.33,,3/14/2022,D4,Mar,2022,Confluence,CON,Spring
D4.Mar.2022,Pennate Diatom,651.61,,3/14/2022,D4,Mar,2022,Confluence,CON,Spring
EZ2.Mar.2022,Centric Diatom,229.98,,3/14/2022,EZ2,Mar,2022,Entrapment Zone,EZ,Spring
EZ2.Mar.2022,Cryptophyte,459.96,,3/14/2022,EZ2,Mar,2022,Entrapment Zone,EZ,Spring
EZ2.Mar.2022,Cyanobacterium,28670.84,,3/14/2022,EZ2,Mar,2022,Entrapment Zone,EZ,Spring
EZ2.Mar.2022,Pennate Diatom,1379.88,,3/14/2022,EZ2,Mar,2022,Entrapment Zone,EZ,Spring
EZ6.Mar.2022,Centric Diatom,153.32,,3/14/2022,EZ6,Mar,2022,Entrapment Zone,EZ,Spring
EZ6.Mar.2022,Cryptophyte,383.3,,3/14/2022,EZ6,Mar,2022,Entrapment Zone,EZ,Spring
EZ6.Mar.2022,Cyanobacterium,29207.46,,3/14/2022,EZ6,Mar,2022,Entrapment Zone,EZ,Spring
EZ6.Mar.2022,Pennate Diatom,1993.16,,3/14/2022,EZ6,Mar,2022,Entrapment Zone,EZ,Spring
NZ068.Mar.2022,Centric Diatom,197.1,,3/14/2022,NZ068,Mar,2022,Northern Interior Delta,NID,Spring
NZ068.Mar.2022,Cryptophyte,722.7,,3/14/2022,NZ068,Mar,2022,Northern Interior Delta,NID,Spring
NZ068.Mar.2022,Cyanobacterium,7840.2,,3/14/2022,NZ068,Mar,2022,Northern Interior Delta,NID,Spring
NZ068.Mar.2022,Pennate Diatom,87.6,,3/14/2022,NZ068,Mar,2022,Northern Interior Delta,NID,Spring
D10.Mar.2022,Centric Diatom,536.62,,3/15/2022,D10,Mar,2022,Confluence,CON,Spring
D10.Mar.2022,Cryptophyte,76.66,,3/15/2022,D10,Mar,2022,Confluence,CON,Spring
D10.Mar.2022,Cyanobacterium,29897.4,,3/15/2022,D10,Mar,2022,Confluence,CON,Spring
D10.Mar.2022,Pennate Diatom,1303.22,,3/15/2022,D10,Mar,2022,Confluence,CON,Spring
D6.Mar.2022,Centric Diatom,484.2,,3/15/2022,D6,Mar,2022,San Pablo Bay,SPB,Spring
D6.Mar.2022,Cryptophyte,645.6,,3/15/2022,D6,Mar,2022,San Pablo Bay,SPB,Spring
D6.Mar.2022,Cyanobacterium,31150.2,,3/15/2022,D6,Mar,2022,San Pablo Bay,SPB,Spring
D6.Mar.2022,Pennate Diatom,161.4,,3/15/2022,D6,Mar,2022,San Pablo Bay,SPB,Spring
D8.Mar.2022,Centric Diatom,494.6,,3/15/2022,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D8.Mar.2022,Cyanobacterium,19289.4,,3/15/2022,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D8.Mar.2022,Pennate Diatom,642.98,,3/15/2022,D8,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Mar.2022,Centric Diatom,1602.87,,3/16/2022,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Mar.2022,Cryptophyte,209.07,,3/16/2022,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Mar.2022,Cyanobacterium,26970.03,,3/16/2022,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Mar.2022,Pennate Diatom,418.14,,3/16/2022,D7,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Mar.2022,Centric Diatom,726.24,,3/16/2022,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Mar.2022,Cryptophyte,121.04,,3/16/2022,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Mar.2022,Cyanobacterium,47326.64,,3/16/2022,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Mar.2022,Green Alga,121.04,,3/16/2022,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Mar.2022,Pennate Diatom,726.24,,3/16/2022,NZ032,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Mar.2022,Centric Diatom,804.93,,3/16/2022,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Mar.2022,Cyanobacterium,45421.05,,3/16/2022,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Mar.2022,Green Alga,114.99,,3/16/2022,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Mar.2022,Pennate Diatom,804.93,,3/16/2022,NZS42,Mar,2022,Grizzly and Suisun Bay,GSB,Spring
D41.Mar.2022,Centric Diatom,275.6,,3/17/2022,D41,Mar,2022,San Pablo Bay,SPB,Spring
D41.Mar.2022,Cryptophyte,212,,3/17/2022,D41,Mar,2022,San Pablo Bay,SPB,Spring
D41.Mar.2022,Cyanobacterium,7950,,3/17/2022,D41,Mar,2022,San Pablo Bay,SPB,Spring
D41.Mar.2022,Pennate Diatom,106,,3/17/2022,D41,Mar,2022,San Pablo Bay,SPB,Spring
D41A.Mar.2022,Centric Diatom,574.95,,3/17/2022,D41A,Mar,2022,San Pablo Bay,SPB,Spring
D41A.Mar.2022,Cryptophyte,344.97,,3/17/2022,D41A,Mar,2022,San Pablo Bay,SPB,Spring
D41A.Mar.2022,Cyanobacterium,45996,,3/17/2022,D41A,Mar,2022,San Pablo Bay,SPB,Spring
D41A.Mar.2022,Green Alga,114.99,,3/17/2022,D41A,Mar,2022,San Pablo Bay,SPB,Spring
D41A.Mar.2022,Pennate Diatom,229.98,,3/17/2022,D41A,Mar,2022,San Pablo Bay,SPB,Spring
NZ002.Mar.2022,Centric Diatom,584.08,,3/17/2022,NZ002,Mar,2022,San Pablo Bay,SPB,Spring
NZ002.Mar.2022,Cryptophyte,73.01,,3/17/2022,NZ002,Mar,2022,San Pablo Bay,SPB,Spring
NZ002.Mar.2022,Cyanobacterium,28838.95,,3/17/2022,NZ002,Mar,2022,San Pablo Bay,SPB,Spring
NZ002.Mar.2022,Pennate Diatom,146.02,,3/17/2022,NZ002,Mar,2022,San Pablo Bay,SPB,Spring
NZ004.Mar.2022,Centric Diatom,533.91,,3/17/2022,NZ004,Mar,2022,San Pablo Bay,SPB,Spring
NZ004.Mar.2022,Cryptophyte,410.7,,3/17/2022,NZ004,Mar,2022,San Pablo Bay,SPB,Spring
NZ004.Mar.2022,Cyanobacterium,15483.39,,3/17/2022,NZ004,Mar,2022,San Pablo Bay,SPB,Spring
NZ004.Mar.2022,Green Alga,164.28,,3/17/2022,NZ004,Mar,2022,San Pablo Bay,SPB,Spring
NZ004.Mar.2022,Pennate Diatom,82.14,,3/17/2022,NZ004,Mar,2022,San Pablo Bay,SPB,Spring
NZ325.Mar.2022,Centric Diatom,306.6,,3/17/2022,NZ325,Mar,2022,San Pablo Bay,SPB,Spring
NZ325.Mar.2022,Cryptophyte,1138.8,,3/17/2022,NZ325,Mar,2022,San Pablo Bay,SPB,Spring
NZ325.Mar.2022,Cyanobacterium,7248.9,,3/17/2022,NZ325,Mar,2022,San Pablo Bay,SPB,Spring
NZ325.Mar.2022,Green Alga,109.5,,3/17/2022,NZ325,Mar,2022,San Pablo Bay,SPB,Spring
C10A.Apr.2022,Centric Diatom,221.15,,4/6/2022,C10A,Apr,2022,Southern Interior Delta,SID,Spring
C10A.Apr.2022,Cryptophyte,265.38,,4/6/2022,C10A,Apr,2022,Southern Interior Delta,SID,Spring
C10A.Apr.2022,Cyanobacterium,15524.73,,4/6/2022,C10A,Apr,2022,Southern Interior Delta,SID,Spring
C10A.Apr.2022,Green Alga,1326.9,,4/6/2022,C10A,Apr,2022,Southern Interior Delta,SID,Spring
C10A.Apr.2022,Pennate Diatom,1105.75,,4/6/2022,C10A,Apr,2022,Southern Interior Delta,SID,Spring
C3A.Apr.2022,Centric Diatom,521.22,,4/6/2022,C3A,Apr,2022,Northern Interior Delta,NID,Spring
C3A.Apr.2022,Cryptophyte,91.98,,4/6/2022,C3A,Apr,2022,Northern Interior Delta,NID,Spring
C3A.Apr.2022,Cyanobacterium,4583.67,,4/6/2022,C3A,Apr,2022,Northern Interior Delta,NID,Spring
C3A.Apr.2022,Green Alga,214.62,,4/6/2022,C3A,Apr,2022,Northern Interior Delta,NID,Spring
C3A.Apr.2022,Pennate Diatom,122.64,,4/6/2022,C3A,Apr,2022,Northern Interior Delta,NID,Spring
C9.Apr.2022,Centric Diatom,669.12,,4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Spring
C9.Apr.2022,Cryptophyte,376.38,,4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Spring
C9.Apr.2022,Cyanobacterium,15724.32,,4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Spring
C9.Apr.2022,Green Alga,41.82,,4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Spring
C9.Apr.2022,Pennate Diatom,167.28,,4/6/2022,C9,Apr,2022,Southern Interior Delta,SID,Spring
D12.Apr.2022,Centric Diatom,115,,4/6/2022,D12,Apr,2022,Confluence,CON,Spring
D12.Apr.2022,Cryptophyte,115,,4/6/2022,D12,Apr,2022,Confluence,CON,Spring
D12.Apr.2022,Cyanobacterium,22770,,4/6/2022,D12,Apr,2022,Confluence,CON,Spring
D12.Apr.2022,Green Alga,115,,4/6/2022,D12,Apr,2022,Confluence,CON,Spring
D12.Apr.2022,Pennate Diatom,517.5,,4/6/2022,D12,Apr,2022,Confluence,CON,Spring
D16.Apr.2022,Cyanobacterium,64302.72,,4/21/2022,D16,Apr,2022,Central Delta,CED,Spring
D16.Apr.2022,Green Alga,150.24,,4/21/2022,D16,Apr,2022,Central Delta,CED,Spring
D16.Apr.2022,Pennate Diatom,150.24,,4/21/2022,D16,Apr,2022,Central Delta,CED,Spring
D19.Apr.2022,Centric Diatom,3538.2,,4/21/2022,D19,Apr,2022,Central Delta,CED,Spring
D19.Apr.2022,Cryptophyte,1415.28,,4/21/2022,D19,Apr,2022,Central Delta,CED,Spring
D19.Apr.2022,Cyanobacterium,13445.16,,4/21/2022,D19,Apr,2022,Central Delta,CED,Spring
D19.Apr.2022,Green Alga,176.91,,4/21/2022,D19,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Centric Diatom,368,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Cryptophyte,759,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Cyanobacterium,6739,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Green Alga,115,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Pennate Diatom,115,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
EZ2-SJR.Apr.2022,Centric Diatom,135.28,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Cryptophyte,202.92,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Cyanobacterium,26988.36,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Green Alga,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Pennate Diatom,135.28,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Cyanobacterium,68779.28,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Green Alga,166.94,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Pennate Diatom,333.88,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
D26.Apr.2022,Centric Diatom,920.16,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Cryptophyte,402.57,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Cyanobacterium,6268.59,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Green Alga,38.34,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Pennate Diatom,57.51,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
MD10A.Apr.2022,Centric Diatom,241.47,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Chrysophyte,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Cryptophyte,563.43,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Cyanobacterium,9980.76,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Green Alga,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Pennate Diatom,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Centric Diatom,480.8,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Cryptophyte,871.45,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Cyanobacterium,11088.45,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Green Alga,90.15,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
D22.Apr.2022,Centric Diatom,250.41,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Cyanobacterium,104170.56,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Pennate Diatom,1001.64,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Cryptophyte,360.58,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Cyanobacterium,85096.88,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Green Alga,360.58,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Pennate Diatom,180.29,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
EZ2.Apr.2022,Cyanobacterium,138116.55,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ2.Apr.2022,Green Alga,321.95,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ2.Apr.2022,Pennate Diatom,1287.8,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Cryptophyte,1802.92,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Cyanobacterium,433602.26,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Pennate Diatom,1802.92,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
NZ068.Apr.2022,Centric Diatom,153.33,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Cryptophyte,255.55,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Cyanobacterium,20597.33,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Green Alga,51.11,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Pennate Diatom,204.44,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
D10.Apr.2022,Centric Diatom,219.05,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Cryptophyte,87.62,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Cyanobacterium,17348.76,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Pennate Diatom,131.43,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D6.Apr.2022,Centric Diatom,521.22,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D6.Apr.2022,Cryptophyte,183.96,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D6.Apr.2022,Cyanobacterium,9504.6,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D8.Apr.2022,Centric Diatom,894.39,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D8.Apr.2022,Cyanobacterium,51235.77,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Apr.2022,Cyanobacterium,132965.35,,4/27/2022,D7,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Centric Diatom,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Cyanobacterium,50205.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Green Alga,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Pennate Diatom,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Centric Diatom,1788.78,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Cyanobacterium,99149.52,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Pennate Diatom,1788.78,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D41.Apr.2022,Centric Diatom,292.74,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Cryptophyte,418.2,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Cyanobacterium,16435.26,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Pennate Diatom,125.46,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Centric Diatom,125.2,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Cryptophyte,626,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Cyanobacterium,25666,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Green Alga,250.4,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Centric Diatom,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Cryptophyte,111.3,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Cyanobacterium,22816.5,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Pennate Diatom,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Centric Diatom,90.14,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Cryptophyte,90.14,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Cyanobacterium,16856.18,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Centric Diatom,1469.7,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Cyanobacterium,39485.94,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Euglenoid,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Green Alga,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Pennate Diatom,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
C10A.May.2022,Centric Diatom,159.7,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Chrysophyte,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Cyanobacterium,11817.8,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Green Alga,127.76,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Pennate Diatom,670.74,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C3A.May.2022,Centric Diatom,497.28,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Cryptophyte,279.72,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Cyanobacterium,10691.52,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Green Alga,1522.92,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Pennate Diatom,217.56,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C9.May.2022,Centric Diatom,365.05,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Cryptophyte,219.03,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Cyanobacterium,29130.99,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Green Alga,146.02,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Pennate Diatom,146.02,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
D12.May.2022,Centric Diatom,242.08,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Cryptophyte,60.52,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Cyanobacterium,23844.88,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Green Alga,60.52,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Pennate Diatom,181.56,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D16.May.2022,Centric Diatom,193.25,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Cryptophyte,77.3,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Cyanobacterium,15382.7,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Green Alga,77.3,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Pennate Diatom,115.95,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D19.May.2022,Centric Diatom,73.02,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Cryptophyte,620.67,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Cyanobacterium,13362.66,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Green Alga,255.57,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Pennate Diatom,328.59,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D28A.May.2022,Cryptophyte,564.9,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Cyanobacterium,15494.4,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Green Alga,80.7,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Pennate Diatom,484.2,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
EZ2-SJR.May.2022,Centric Diatom,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.May.2022,Cyanobacterium,32441.4,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.May.2022,Green Alga,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
