SampleDate,StationCode,Month,Year,Region,RegionAbbv,Genus,Units.per.mL,BV.um3.per.mL
2022-04-21,D16,Apr,2022,Central Delta,CED,Eucapsis,64302.72,23743.9296
2022-04-21,D19,Apr,2022,Central Delta,CED,Cryptomonas,471.76,246338.91919999997
2022-04-21,D19,Apr,2022,Central Delta,CED,Cyclotella,3420.2599999999998,341170.935
2022-04-21,D19,Apr,2022,Central Delta,CED,Eucapsis,13445.16,4840.2576
2022-04-21,D19,Apr,2022,Central Delta,CED,Monoraphidium,176.91,2650.1117999999997
2022-04-21,D19,Apr,2022,Central Delta,CED,Plagioselmis,943.52,271969.64
2022-04-21,D19,Apr,2022,Central Delta,CED,Skeletonema,117.94,11792.8206
2022-04-21,D28A,Apr,2022,Central Delta,CED,Chlamydomonas,23,1693.2600000000002
2022-04-21,D28A,Apr,2022,Central Delta,CED,Cryptomonas,23,21642.31
2022-04-21,D28A,Apr,2022,Central Delta,CED,Cyclotella,368,66655.84
2022-04-21,D28A,Apr,2022,Central Delta,CED,Diatoma,23,3843.99
2022-04-21,D28A,Apr,2022,Central Delta,CED,Eucapsis,6739,2426.04
2022-04-21,D28A,Apr,2022,Central Delta,CED,Monoraphidium,92,1401.39
2022-04-21,D28A,Apr,2022,Central Delta,CED,Navicula,23,15236.35
2022-04-21,D28A,Apr,2022,Central Delta,CED,Nitzschia,46,5065.06
2022-04-21,D28A,Apr,2022,Central Delta,CED,Plagioselmis,644,95189.64000000001
2022-04-21,D28A,Apr,2022,Central Delta,CED,Rhodomonas,92,138330.28
2022-04-21,D28A,Apr,2022,Central Delta,CED,Staurosira,23,3657.9199999999996
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cryptomonas,67.64,35878.9616
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Cyclotella,135.28,14813.16
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Entomoneis,67.64,409001.4936
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Eucapsis,26920.72,9691.4592
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Monoraphidium,67.64,1048.42
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Nitzschia,67.64,11772.742
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Plagioselmis,135.28,30237.785600000003
2022-04-21,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Planktolyngbya,67.64,1274.3376
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Entomoneis,166.94,584258.2814
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Eucapsis,68779.28,24760.5408
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Monoraphidium,166.94,1373.9162000000001
2022-04-21,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Nitzschia,166.94,10627.400399999999
2022-04-22,D26,Apr,2022,Central Delta,CED,Cocconeis,19.17,6818.577300000001
2022-04-22,D26,Apr,2022,Central Delta,CED,Cyclotella,920.1600000000001,348997.90140000003
2022-04-22,D26,Apr,2022,Central Delta,CED,Eucapsis,6249.420000000001,2249.7912
2022-04-22,D26,Apr,2022,Central Delta,CED,Monoraphidium,38.34,863.4168000000001
2022-04-22,D26,Apr,2022,Central Delta,CED,Nitzschia,19.17,960.4170000000001
2022-04-22,D26,Apr,2022,Central Delta,CED,Odontidium,19.17,8171.5959
2022-04-22,D26,Apr,2022,Central Delta,CED,Plagioselmis,268.38,36386.9604
2022-04-22,D26,Apr,2022,Central Delta,CED,Pseudanabaena,19.17,882.9702000000001
2022-04-22,D26,Apr,2022,Central Delta,CED,Rhodomonas,134.19,137809.1043
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Chlorella,26.83,96.31969999999998
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Chrysococcus,26.83,4140.9421999999995
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Cyclotella,214.64,14801.574399999998
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Eucapsis,9980.76,3680.0027999999998
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Gyrosigma,26.83,111512.99239999999
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Plagioselmis,509.77,128242.83889999999
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Rhodomonas,53.66,48432.4428
2022-04-22,MD10A,Apr,2022,Southern Interior Delta,SID,Skeletonema,26.83,5484.8569
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Chlamydomonas,30.05,8996.6695
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Cryptomonas,240.4,321532.596
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Cyclotella,480.8,43815.304
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Eucapsis,11088.45,4154.112
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Lagerheimia,30.05,326.0425
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Monoraphidium,30.05,295.091
2022-04-22,P8,Apr,2022,Southern Interior Delta,SID,Plagioselmis,631.05,178020.7075
2022-04-25,D22,Apr,2022,Confluence,CON,Aulacoseira,250.41,159390.9732
2022-04-25,D22,Apr,2022,Confluence,CON,Cocconeis,500.82,439404.4434
2022-04-25,D22,Apr,2022,Confluence,CON,Entomoneis,250.41,1414826.5164
2022-04-25,D22,Apr,2022,Confluence,CON,Eucapsis,104170.56,38042.2872
2022-04-25,D22,Apr,2022,Confluence,CON,Gomphoneis,250.41,143765.3892
2022-04-25,D4,Apr,2022,Confluence,CON,Cocconeis,180.29,105145.128
2022-04-25,D4,Apr,2022,Confluence,CON,Cryptomonas,180.29,459036.36899999995
2022-04-25,D4,Apr,2022,Confluence,CON,Eucapsis,84916.59,31478.634
2022-04-25,D4,Apr,2022,Confluence,CON,Monoraphidium,360.58,13766.944399999998
2022-04-25,D4,Apr,2022,Confluence,CON,Planktolyngbya,180.29,5455.5754
2022-04-25,D4,Apr,2022,Confluence,CON,Rhodomonas,180.29,162726.1482
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Achnanthidium,321.95,29078.523999999998
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Entomoneis,965.8499999999999,5352653.7735
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Eucapsis,138116.55,52155.9
2022-04-25,EZ2,Apr,2022,Entrapment Zone,EZ,Monoraphidium,321.95,2649.6485000000002
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Cylindrotheca,901.46,64472.4192
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Eucapsis,433602.26,156096.8136
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Navicula,901.46,1158367.0854
2022-04-25,EZ6,Apr,2022,Entrapment Zone,EZ,Plagioselmis,1802.92,720771.3576
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Cocconeis,51.11,15044.7396
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Cyclostephanos,153.32999999999998,24399.402899999997
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Eucapsis,20597.329999999998,7415.038799999999
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Monoraphidium,51.11,715.0289
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Navicula,51.11,9315.3086
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Nitzschia,102.22,11684.7682
2022-04-25,NZ068,Apr,2022,Northern Interior Delta,NID,Plagioselmis,255.55,153069.339
2022-04-26,D10,Apr,2022,Confluence,CON,Cocconeis,43.81,10033.3662
2022-04-26,D10,Apr,2022,Confluence,CON,Cyclotella,175.24,110718.3844
2022-04-26,D10,Apr,2022,Confluence,CON,Eucapsis,17348.760000000002,6245.5536
2022-04-26,D10,Apr,2022,Confluence,CON,Nitzschia,43.81,2026.2125
2022-04-26,D10,Apr,2022,Confluence,CON,Plagioselmis,87.62,23242.9574
2022-04-26,D10,Apr,2022,Confluence,CON,Staurosira,43.81,14224.230800000001
2022-04-26,D10,Apr,2022,Confluence,CON,Stephanodiscus,43.81,112597.3953
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Cyclotella,521.22,180175.32960000003
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Eucapsis,9504.6,3421.656
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Plagioselmis,122.64,23831.4048
2022-04-26,D6,Apr,2022,San Pablo Bay,SPB,Rhodomonas,61.32,49953.724799999996
2022-04-26,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Cyclotella,894.39,637771.6212
2022-04-26,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,51235.77,18444.8772
2022-04-27,D7,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,132965.35,47867.526
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Aulacoseira,125.2,30742.86
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Cylindrotheca,125.2,18619.744
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,50205.200000000004,18795.024
2022-04-27,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Monoraphidium,125.2,786.2560000000001
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Cyclotella,1533.24,744495.3467999999
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Entomoneis,766.62,1989815.8734000002
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Eucapsis,98893.98,35601.8328
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Navicula,766.62,162960.4134
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Nitzschia,255.54,24488.3982
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Planktolyngbya,255.54,5616.7692
2022-04-27,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Thalassiosira,255.54,464579.38619999995
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Cocconeis,41.82,28995.4788
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Cyclotella,292.74,69768.72420000001
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Eucapsis,16435.26,5916.6936
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Gomphonema,41.82,14957.7594
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Nitzschia,41.82,13138.1712
2022-04-28,D41,Apr,2022,San Pablo Bay,SPB,Plagioselmis,418.2,158138.148
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Chlorella,250.4,5153.232
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Cyclotella,62.6,44827.234000000004
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Ditylum,62.6,7097275
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Eucapsis,25603.4,9217.223999999998
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Plagioselmis,375.6,136838.592
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Planktolyngbya,62.6,1448.564
2022-04-28,D41A,Apr,2022,San Pablo Bay,SPB,Teleaulax,250.4,37041.672000000006
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Cryptomonas,55.65,33522.447
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Cyclotella,55.65,16254.808499999997
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Cylindrotheca,55.65,10395.9765
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Eucapsis,22816.5,8454.348
2022-04-28,NZ002,Apr,2022,San Pablo Bay,SPB,Rhodomonas,55.65,48012.594
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Cyclotella,45.07,57376.3635
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Eucapsis,16856.18,6246.702
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Plagioselmis,90.14,34903.1094
2022-04-28,NZ004,Apr,2022,San Pablo Bay,SPB,Thalassiosira,45.07,2429291.4787000003
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Chlorogonium,97.98,26867.0958
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Cyclotella,97.98,84533.2248
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Eucapsis,39485.94,14567.666400000002
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Euglena,97.98,51820.6422
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Navicula,97.98,57141.93600000001
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Skeletonema,979.8000000000001,166125.09
2022-04-28,NZ325,Apr,2022,San Pablo Bay,SPB,Thalassiosira,391.92,695352.3024
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Achnanthidium,31.94,933.2868
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Amphora,31.94,31673.9398
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Cocconeis,255.52000000000004,145606.1556
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Cyclotella,127.76,20883.6496
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Eucapsis,11817.800000000001,4254.407999999999
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Melosira,31.94,238678.038
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Monoraphidium,63.88,2463.2128000000002
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Navicula,191.64000000000001,77071.8588
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Nitzschia,95.82000000000001,20852.348400000003
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Ochromonas,31.94,2936.8830000000003
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Rhoicosphenia,31.94,3059.5326000000005
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Scenedesmus,63.88,1352.9784
2022-05-19,C10A,May,2022,Southern Interior Delta,SID,Synedra,31.94,54153.950600000004
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Achnanthidium,31.08,3624.5496
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Chlamydomonas,62.16,2770.4712
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Chlorella,1274.28,6180.258
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Chroococcus,404.03999999999996,3570.4703999999997
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Cocconeis,62.16,20944.1904
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Cyclotella,155.39999999999998,23824.373999999996
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Drepanochloris,31.08,142.3464
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Eucapsis,10287.48,3703.4927999999995
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Monoraphidium,155.39999999999998,2214.45
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Navicula,31.08,46783.17
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Nitzschia,93.24,50897.8512
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Skeletonema,341.88,5370.9348
2022-05-19,C3A,May,2022,Northern Interior Delta,NID,Teleaulax,279.71999999999997,19219.5612
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Cyclotella,365.05,58090.406500000005
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Eucapsis,28984.97,10434.5892
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Monoraphidium,146.02,1855.9142000000002
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Nitzschia,146.02,21083.8278
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Plagioselmis,219.03000000000003,34854.2439
2022-05-19,C9,May,2022,Southern Interior Delta,SID,Planktolyngbya,146.02,917.0056000000001
2022-05-20,D12,May,2022,Confluence,CON,Cyclotella,242.08,16964.9664
2022-05-20,D12,May,2022,Confluence,CON,Eucapsis,23844.88,8584.1568
2022-05-20,D12,May,2022,Confluence,CON,Monoraphidium,60.52,527.7344
2022-05-20,D12,May,2022,Confluence,CON,Navicula,60.52,17187.68
2022-05-20,D12,May,2022,Confluence,CON,Nitzschia,121.04,13750.144000000002
2022-05-20,D12,May,2022,Confluence,CON,Plagioselmis,60.52,9804.24
2022-05-20,D16,May,2022,Central Delta,CED,Cyclotella,193.25,36014.07
2022-05-20,D16,May,2022,Central Delta,CED,Entomoneis,38.65,61712.0685
2022-05-20,D16,May,2022,Central Delta,CED,Eucapsis,15382.699999999999,5537.772
2022-05-20,D16,May,2022,Central Delta,CED,Gomphonema,38.65,3702.2835
2022-05-20,D16,May,2022,Central Delta,CED,Monoraphidium,77.3,1081.427
2022-05-20,D16,May,2022,Central Delta,CED,Nitzschia,38.65,3253.5570000000002
2022-05-20,D16,May,2022,Central Delta,CED,Plagioselmis,77.3,26079.474
2022-05-20,D19,May,2022,Central Delta,CED,Aulacoseira,36.51,23239.3452
2022-05-20,D19,May,2022,Central Delta,CED,Chlorella,109.53,2904.7356
2022-05-20,D19,May,2022,Central Delta,CED,Cocconeis,36.51,45002.225999999995
2022-05-20,D19,May,2022,Central Delta,CED,Cryptomonas,73.02,27217.4748
2022-05-20,D19,May,2022,Central Delta,CED,Cyclotella,36.51,5809.8363
2022-05-20,D19,May,2022,Central Delta,CED,Eucapsis,13289.64,4784.270399999999
2022-05-20,D19,May,2022,Central Delta,CED,Gyrosigma,36.51,73124.0535
2022-05-20,D19,May,2022,Central Delta,CED,Monoraphidium,109.53,1407.4605
2022-05-20,D19,May,2022,Central Delta,CED,Navicula,36.51,8318.0733
2022-05-20,D19,May,2022,Central Delta,CED,Nitzschia,219.06,29360.611800000002
2022-05-20,D19,May,2022,Central Delta,CED,Plagioselmis,547.65,160127.38349999997
2022-05-20,D19,May,2022,Central Delta,CED,Planktolyngbya,73.02,1776.9416999999999
2022-05-20,D19,May,2022,Central Delta,CED,Scenedesmus,36.51,773.2818
2022-05-20,D28A,May,2022,Central Delta,CED,Cocconeis,322.8,144104.37600000002
2022-05-20,D28A,May,2022,Central Delta,CED,Cryptomonas,322.8,137793.636
2022-05-20,D28A,May,2022,Central Delta,CED,Eucapsis,15454.050000000001,5563.458
2022-05-20,D28A,May,2022,Central Delta,CED,Gomphonema,40.35,1743.1200000000001
2022-05-20,D28A,May,2022,Central Delta,CED,Monoraphidium,40.35,282.8535
2022-05-20,D28A,May,2022,Central Delta,CED,Navicula,40.35,3297.402
2022-05-20,D28A,May,2022,Central Delta,CED,Nitzschia,80.7,39943.272
2022-05-20,D28A,May,2022,Central Delta,CED,Plagioselmis,242.10000000000002,68780.61000000002
2022-05-20,D28A,May,2022,Central Delta,CED,Planktolyngbya,40.35,506.79600000000005
2022-05-20,D28A,May,2022,Central Delta,CED,Scenedesmus,40.35,1128.9930000000002
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Eucapsis,32441.4,11678.904
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Monoraphidium,80.7,1128.9930000000002
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Nitzschia,80.7,6793.326000000001
2022-05-20,EZ2-SJR,May,2022,Entrapment Zone,EZ,Thalassiosira,80.7,69624.732
2022-05-20,EZ6-SJR,May,2022,Entrapment Zone,EZ,Cyclotella,114.99,7929.710399999999
2022-05-20,EZ6-SJR,May,2022,Entrapment Zone,EZ,Eucapsis,46685.939999999995,16806.9384
2022-05-23,D26,May,2022,Central Delta,CED,Aulacoseira,613.28,1258119.3888
2022-05-23,D26,May,2022,Central Delta,CED,Chlamydomonas,76.66,7552.543199999999
2022-05-23,D26,May,2022,Central Delta,CED,Chlorella,613.28,4440.1472
2022-05-23,D26,May,2022,Central Delta,CED,Cyclotella,919.92,80870.1672
2022-05-23,D26,May,2022,Central Delta,CED,Eucapsis,28440.859999999997,10238.7096
2022-05-23,D26,May,2022,Central Delta,CED,Monoraphidium,153.32,1571.53
2022-05-23,D26,May,2022,Central Delta,CED,Plagioselmis,76.66,23733.936
2022-05-23,D26,May,2022,Central Delta,CED,Rhodomonas,76.66,42284.122800000005
2022-05-23,D26,May,2022,Central Delta,CED,Teleaulax,689.9399999999999,34697.0826
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Achnanthidium,38.33,3522.1437
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Aulacoseira,153.32,344738.48679999996
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Chlorella,498.28999999999996,3174.1073
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Cocconeis,114.99,40700.710499999994
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Cryptomonas,38.33,15606.059499999998
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Cyclotella,191.64999999999998,23896.8385
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Eucapsis,12687.23,4567.4028
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Fragilaria,38.33,18796.2654
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Lagerheimia,38.33,312.3895
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Monoraphidium,114.99,1161.399
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Nitzschia,38.33,2722.9632
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Plagioselmis,613.28,144893.5328
2022-05-23,MD10A,May,2022,Southern Interior Delta,SID,Teleaulax,766.5999999999999,51500.188
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Chlorella,910.29,5798.547299999999
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Cyclotella,670.74,72902.73059999998
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Desmodesmus,47.91,2255.6027999999997
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Eucapsis,16816.41,6053.9076
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Plagioselmis,574.92,314734.2048
2022-05-23,P8,May,2022,Southern Interior Delta,SID,Teleaulax,191.64,13020.021599999998
2022-05-24,D22,May,2022,Confluence,CON,Achnanthidium,71.87,5408.936200000001
2022-05-24,D22,May,2022,Confluence,CON,Chlorella,71.87,1905.9924
2022-05-24,D22,May,2022,Confluence,CON,Cocconeis,71.87,45901.2129
2022-05-24,D22,May,2022,Confluence,CON,Cryptomonas,71.87,68620.7573
2022-05-24,D22,May,2022,Confluence,CON,Cyclotella,359.35,77806.46200000001
2022-05-24,D22,May,2022,Confluence,CON,Entomoneis,71.87,93398.6585
2022-05-24,D22,May,2022,Confluence,CON,Eucapsis,27526.210000000003,9909.4356
2022-05-24,D22,May,2022,Confluence,CON,Gomphonema,143.74,5423.3102
2022-05-24,D22,May,2022,Confluence,CON,Nitzschia,143.74,19637.758800000003
2022-05-24,D22,May,2022,Confluence,CON,Plagioselmis,215.61,55541.136000000006
2022-05-24,D22,May,2022,Confluence,CON,Planktolyngbya,143.74,2595.2257
2022-05-24,D22,May,2022,Confluence,CON,Surirella,71.87,92103.5611
2022-05-24,D22,May,2022,Confluence,CON,Thalassiosira,71.87,1045302.4345000001
2022-05-24,D4,May,2022,Confluence,CON,Cyclotella,533.91,132057.29940000002
2022-05-24,D4,May,2022,Confluence,CON,Eucapsis,14990.55,5396.598
2022-05-24,D4,May,2022,Confluence,CON,Plagioselmis,1355.31,510789.23279999994
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Cyclotella,80.7,12841.791
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Eucapsis,32118.600000000002,11562.696
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Monoraphidium,80.7,2257.179
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Navicula,80.7,23950.953
2022-05-24,EZ2,May,2022,Entrapment Zone,EZ,Planktolyngbya,80.7,1013.5920000000001
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Chlamydomonas,183.98,13316.472399999999
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Chlorella,551.9399999999999,5077.847999999999
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Cyclotella,367.96,30595.874
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Entomoneis,91.99,215326.5124
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Eucapsis,37255.95,13412.141999999998
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Monoraphidium,91.99,406.5958
2022-05-24,EZ6,May,2022,Entrapment Zone,EZ,Plagioselmis,275.96999999999997,89891.7081
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Cocconeis,63.88,33998.8524
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Cyclotella,63.88,10165.224400000001
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Eucapsis,25360.36,9129.729599999999
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Monoraphidium,127.76,3478.9048000000003
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Nitzschia,191.64000000000001,12333.9504
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Plagioselmis,127.76,20330.448800000002
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Planktolyngbya,127.76,8825.6608
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Pseudostaurosira,63.88,2610.1368
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Surirella,63.88,109802.05440000001
2022-05-24,NZ068,May,2022,Northern Interior Delta,NID,Thalassiosira,63.88,5731367.898000001
2022-05-25,D10,May,2022,Confluence,CON,Cyclotella,114.99,35930.9253
2022-05-25,D10,May,2022,Confluence,CON,Eucapsis,45996,16558.559999999998
2022-05-25,D10,May,2022,Confluence,CON,Nitzschia,114.99,2698.8152999999998
2022-05-25,D10,May,2022,Confluence,CON,Plagioselmis,114.99,18298.358699999997
2022-05-25,D10,May,2022,Confluence,CON,Planktolyngbya,114.99,1805.343
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Cryptomonas,95.83,35719.6742
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Cyclotella,287.49,248034.87239999996
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Eucapsis,38140.34,13730.5224
2022-05-25,D6,May,2022,San Pablo Bay,SPB,Nitzschia,95.83,11479.4757
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Chlorella,368,2344.16
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Eucapsis,12282,4421.5199999999995
2022-05-25,D8,May,2022,Grizzly and Suisun Bay,GSB,Plagioselmis,184,164505.19999999998
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Chlamydomonas,164.28,11152.969200000001
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Chlorella,164.28,1046.4636
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Cyclotella,930.92,166774.318
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Eucapsis,19932.64,7175.750399999999
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Gymnodinium,109.52,374402.88159999996
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Lagerheimia,54.76,883.2787999999999
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Phalacroma,54.76,209315.17159999997
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Plagioselmis,383.32,141213.99279999998
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Rhodomonas,109.52,71434.42
2022-05-26,D41,May,2022,San Pablo Bay,SPB,Skeletonema,273.8,95085.264
