SampleDate,StationCode,Taxon,Algal Type,Genus,Organisms per mL
3/7/2025,D4,Eucapsis microscopica,Cyanobacterium,Eucapsis,23458.43192
3/7/2025,D4,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,17.74909605
3/7/2025,D4,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,26.62364407
3/7/2025,D4,Heterocapsa sp.,Dinoflagellate,Heterocapsa,76.66154222
3/11/2025,D7,Achnanthidium sp.,Pennate Diatom,Achnanthidium,39.9354661
3/11/2025,D7,Asterionella formosa,Pennate Diatom,Asterionella,26.62364407
3/11/2025,D7,Cocconeis sp.,Pennate Diatom,Cocconeis,39.9354661
3/11/2025,D7,Cyclotella sp.,Centric Diatom,Cyclotella,985.6483999
3/11/2025,D7,Encyonema sp.,Pennate Diatom,Encyonema,39.9354661
3/11/2025,D7,Melosira varians,Centric Diatom,Melosira,119.8063983
3/11/2025,D7,Nitzschia sigma,Pennate Diatom,Nitzschia,82.13736666
3/11/2025,D7,Nitzschia sp.,Pennate Diatom,Nitzschia,53.24728814
3/11/2025,D7,Paralia sulcata,Centric Diatom,Paralia,26.62364407
3/11/2025,D7,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,53.24728814
3/11/2025,D7,Skeletonema sp.,Centric Diatom,Skeletonema,492.8242
3/11/2025,D7,Staurosira venter,Pennate Diatom,Staurosira,26.62364407
3/11/2025,D7,Thalassiosira sp.,Centric Diatom,Thalassiosira,26.62364407
3/11/2025,D7,Chlamydomonas sp.,Green Alga,Chlamydomonas,93.18275424
3/11/2025,D7,Chlorella sp.,Green Alga,Chlorella,1560.609967
3/11/2025,D7,Drepanochloris nannoselene,Green Alga,Drepanochloris,26.62364407
3/11/2025,D7,Koliella sp.,Green Alga,Koliella,13.31182203
3/11/2025,D7,Micractinium sp.,Green Alga,Micractinium,13.31182203
3/11/2025,D7,Monoraphidium contortum,Green Alga,Monoraphidium,164.2747333
3/11/2025,D7,Monoraphidium sp.,Green Alga,Monoraphidium,13.31182203
3/11/2025,D7,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,821.3736666
3/11/2025,D7,Plagioselmis sp.,Cryptophyte,Plagioselmis,545.7847034
3/11/2025,D7,Eucapsis microscopica,Cyanobacterium,Eucapsis,29323.0399
3/11/2025,D7,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,39.9354661
3/11/2025,D7,Eutreptia sp.,Euglenoid,Eutreptia,13.31182203
3/11/2025,D7,Heterocapsa sp.,Dinoflagellate,Heterocapsa,133.1182203
3/11/2025,D7,Tintinnopsis sp.,Ciliate,Tintinnopsis,13.31182203
4/2/2025,C3A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,17.69112513
4/2/2025,C3A,Asterionella formosa,Pennate Diatom,Asterionella,45.26019492
4/2/2025,C3A,Aulacoseira spp. ,Centric Diatom,Aulacoseira,371.5136277
4/2/2025,C3A,Cocconeis placentula,Pennate Diatom,Cocconeis,2.662364407
4/2/2025,C3A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,7.98709322
4/2/2025,C3A,Cyclotella spp.,Centric Diatom,Cyclotella,123.8378759
4/2/2025,C3A,Diatoma moniliformis,Pennate Diatom,Diatoma,53.07337538
4/2/2025,C3A,Encyonema sp.,Pennate Diatom,Encyonema,35.38225025
4/2/2025,C3A,Epithemia sorex,Pennate Diatom,Epithemia,2.662364407
4/2/2025,C3A,Epithemia sp.,Pennate Diatom,Epithemia,5.324728814
4/2/2025,C3A,Eunotia sp.,Pennate Diatom,Eunotia,2.662364407
4/2/2025,C3A,Fragilaria crotonensis,Pennate Diatom,Fragilaria,283.058002
4/2/2025,C3A,Gomphonema sp.,Pennate Diatom,Gomphonema,2.662364407
4/2/2025,C3A,Hannaea arcus,Pennate Diatom,Hannaea,2.662364407
4/2/2025,C3A,Melosira sp.,Centric Diatom,Melosira,35.38225025
4/2/2025,C3A,Melosira varians,Centric Diatom,Melosira,2.662364407
4/2/2025,C3A,Meridion sp.,Pennate Diatom,Meridion,5.324728814
4/2/2025,C3A,cf. Navicula sp.,Pennate Diatom,Navicula,17.69112513
4/2/2025,C3A,Navicula spp.,Pennate Diatom,Navicula,10.64945763
4/2/2025,C3A,Navicula tripunctata,Pennate Diatom,Navicula,2.662364407
4/2/2025,C3A,Nitzschia acicularis,Pennate Diatom,Nitzschia,35.38225025
4/2/2025,C3A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,2.662364407
4/2/2025,C3A,Nitzschia linearis,Pennate Diatom,Nitzschia,10.64945763
4/2/2025,C3A,Nitzschia sigma,Pennate Diatom,Nitzschia,7.98709322
4/2/2025,C3A,Nitzschia spp.,Pennate Diatom,Nitzschia,88.45562563
4/2/2025,C3A,Planothidium sp.,Pennate Diatom,Planothidium,35.38225025
4/2/2025,C3A,Pseudostaurosira brevistriata,Pennate Diatom,Pseudostaurosira,21.29891525
4/2/2025,C3A,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,2.662364407
4/2/2025,C3A,Skeletonema sp.,Centric Diatom,Skeletonema,15.97418644
4/2/2025,C3A,Stephanocyclus meneghinianus,Centric Diatom,Stephanocyclus,10.64945763
4/2/2025,C3A,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,2.662364407
4/2/2025,C3A,Ulnaria sp.,Pennate Diatom,Ulnaria,2.662364407
4/2/2025,C3A,Ankistrodesmus arcuatus,Green Alga,Ankistrodesmus,5.324728814
4/2/2025,C3A,cf. Carteria sp.,Green Alga,Carteria,17.69112513
4/2/2025,C3A,Monoraphidium contortum,Green Alga,Monoraphidium,7.98709322
4/2/2025,C3A,Monoraphidium sp.,Green Alga,Monoraphidium,17.69112513
4/2/2025,C3A,Scenedesmus sp.,Green Alga,Scenedesmus,2.662364407
4/2/2025,C3A,cf. Ochromonas sp.,Chrysophyte,Ochromonas,5.324728814
4/2/2025,C3A,Synura sp.,Synurophyte,Synura,2.662364407
4/2/2025,C3A,Cryptomonas sp.,Cryptophyte,Cryptomonas,17.69112513
4/2/2025,C3A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,17.69112513
4/2/2025,C3A,Plagioselmis sp.,Cryptophyte,Plagioselmis,159.2201261
4/2/2025,C3A,Eucapsis microscopica,Cyanobacterium,Eucapsis,5731.924541
4/2/2025,C3A,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,17.69112513
4/2/2025,C3A,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,5.324728814
4/2/2025,C3A,Unidentified Ciliate sp. #3,Ciliate,Unidentified Ciliate,13.31182203
4/2/2025,C3A,Trachelomonas sp.,Euglenoid,Trachelomonas,17.69112513
4/2/2025,C3A,Protoperidinium sp.,Dinoflagellate,Protoperidinium,17.69112513
4/2/2025,C3A,Mesodinium sp.,Ciliate,Mesodinium,17.69112513
4/2/2025,C10A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,21.29891525
4/2/2025,C10A,Amphora sp.,Pennate Diatom,Amphora,10.64945763
4/2/2025,C10A,Asterionella formosa,Pennate Diatom,Asterionella,21.29891525
4/2/2025,C10A,Bacillaria paxillifer,Pennate Diatom,Bacillaria,10.64945763
4/2/2025,C10A,Cocconeis placentula,Pennate Diatom,Cocconeis,10.64945763
4/2/2025,C10A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,919.9385066
4/2/2025,C10A,Cyclotella sp.,Centric Diatom,Cyclotella,669.0461866
4/2/2025,C10A,Diatoma sp.,Pennate Diatom,Diatoma,21.29891525
4/2/2025,C10A,Encyonema sp.,Pennate Diatom,Encyonema,167.2615467
4/2/2025,C10A,Gomphonema sp.,Pennate Diatom,Gomphonema,21.29891525
4/2/2025,C10A,Hippodonta sp.,Pennate Diatom,Hippodonta,21.29891525
4/2/2025,C10A,Melosira sp.,Centric Diatom,Melosira,83.63077333
4/2/2025,C10A,Navicula sp.,Pennate Diatom,Navicula,167.2615467
4/2/2025,C10A,Navigeia decussis,Pennate Diatom,Navigeia,10.64945763
4/2/2025,C10A,Nitzschia acicularis,Pennate Diatom,Nitzschia,53.24728814
4/2/2025,C10A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,83.63077333
4/2/2025,C10A,Nitzschia palea,Pennate Diatom,Nitzschia,83.63077333
4/2/2025,C10A,Nitzschia reversa,Pennate Diatom,Nitzschia,42.59783051
4/2/2025,C10A,Nitzschia sp.,Pennate Diatom,Nitzschia,138.4429492
4/2/2025,C10A,cf. Psammothidium sp.,Pennate Diatom,Psammothidium,10.64945763
4/2/2025,C10A,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,234.2880678
4/2/2025,C10A,Skeletonema sp.,Centric Diatom,Skeletonema,95.84511864
4/2/2025,C10A,Stephanocyclus meneghinianus,Centric Diatom,Stephanocyclus,83.63077333
4/2/2025,C10A,Thalassiosira sp.,Centric Diatom,Thalassiosira,10.64945763
4/2/2025,C10A,Ankistrodesmus arcuatus,Green Alga,Ankistrodesmus,10.64945763
4/2/2025,C10A,Carteria sp.,Green Alga,Carteria,10.64945763
4/2/2025,C10A,Chlamydomonas sp.,Green Alga,Chlamydomonas,83.63077333
4/2/2025,C10A,Chlorella spp.,Green Alga,Chlorella,7275.877279
4/2/2025,C10A,Desmodesmus bicaudatus,Green Alga,Desmodesmus,10.64945763
4/2/2025,C10A,Desmodesmus opoliensis,Green Alga,Desmodesmus,10.64945763
4/2/2025,C10A,Desmodesmus sp.,Green Alga,Desmodesmus,83.63077333
4/2/2025,C10A,Drepanochloris nannoselene,Green Alga,Drepanochloris,585.4154133
4/2/2025,C10A,Koliella sp.,Green Alga,Koliella,21.29891525
4/2/2025,C10A,Monoraphidium contortum,Green Alga,Monoraphidium,418.1538666
4/2/2025,C10A,Monoraphidium spp.,Green Alga,Monoraphidium,1672.615467
4/2/2025,C10A,Scenedesmus sp.,Green Alga,Scenedesmus,83.63077333
4/2/2025,C10A,Tetrastrum sp.,Green Alga,Tetrastrum,21.29891525
4/2/2025,C10A,Cryptomonas sp.,Cryptophyte,Cryptomonas,21.29891525
4/2/2025,C10A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,10.64945763
4/2/2025,C10A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,250.89232
4/2/2025,C10A,Plagioselmis sp.,Cryptophyte,Plagioselmis,83.63077333
4/2/2025,C10A,Eucapsis microscopica,Cyanobacterium,Eucapsis,21242.21642
4/2/2025,C10A,Phormidium sp.,Cyanobacterium,Phormidium,83.63077333
4/2/2025,C10A,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,21.29891525
4/2/2025,C10A,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,83.63077333
4/2/2025,C10A,Strombomonas sp.,Euglenoid,Strombomonas,10.64945763
4/3/2025,D28A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,4.437274011
4/3/2025,D28A,Cocconeis placentula,Pennate Diatom,Cocconeis,70.99638418
4/3/2025,D28A,Cocconeis sp.,Pennate Diatom,Cocconeis,29.48520854
4/3/2025,D28A,Cyclotella sp.,Centric Diatom,Cyclotella,383.3077111
4/3/2025,D28A,Encyonema sp.,Pennate Diatom,Encyonema,4.437274011
4/3/2025,D28A,Epithemia sp.,Pennate Diatom,Epithemia,29.48520854
4/3/2025,D28A,Gomphonema sp.,Pennate Diatom,Gomphonema,29.48520854
4/3/2025,D28A,Melosira varians,Centric Diatom,Melosira,17.74909605
4/3/2025,D28A,Navicula sp.,Pennate Diatom,Navicula,8.874548023
4/3/2025,D28A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,4.437274011
4/3/2025,D28A,Nitzschia sp.,Pennate Diatom,Nitzschia,17.74909605
4/3/2025,D28A,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,4.437274011
4/3/2025,D28A,Skeletonema sp.,Centric Diatom,Skeletonema,353.8225025
4/3/2025,D28A,Thalassiosira spp.,Centric Diatom,Thalassiosira,13.31182203
4/3/2025,D28A,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,8.874548023
4/3/2025,D28A,Chlorella sp.,Green Alga,Chlorella,1208.89355
4/3/2025,D28A,Monoraphidium sp.,Green Alga,Monoraphidium,29.48520854
4/3/2025,D28A,Cryptomonas sp.,Cryptophyte,Cryptomonas,58.97041709
4/3/2025,D28A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,44.37274011
4/3/2025,D28A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,173.0536864
4/3/2025,D28A,Plagioselmis sp.,Cryptophyte,Plagioselmis,294.8520854
4/3/2025,D28A,Eucapsis microscopica,Cyanobacterium,Eucapsis,9523.72236
4/3/2025,D28A,Microcystis spp.,Cyanobacterium,Microcystis,29.48520854
4/4/2025,P8,Achnanthidium sp.,Pennate Diatom,Achnanthidium,2.218637006
4/4/2025,P8,Aulacoseira sp. ,Centric Diatom,Aulacoseira,22.18637006
4/4/2025,P8,Cocconeis placentula,Pennate Diatom,Cocconeis,4.437274011
4/4/2025,P8,cf. Cyclotella sp.,Centric Diatom,Cyclotella,191.6538555
4/4/2025,P8,Cyclotella sp.,Centric Diatom,Cyclotella,48.81001412
4/4/2025,P8,Encyonema sp.,Pennate Diatom,Encyonema,2.218637006
4/4/2025,P8,Epithemia sorex,Pennate Diatom,Epithemia,2.218637006
4/4/2025,P8,Melosira sp.,Centric Diatom,Melosira,8.874548023
4/4/2025,P8,Navicula sp.,Pennate Diatom,Navicula,4.437274011
4/4/2025,P8,Nitzschia sp.,Pennate Diatom,Nitzschia,21.29487284
4/4/2025,P8,Skeletonema sp.,Centric Diatom,Skeletonema,46.59137712
4/4/2025,P8,Thalassiosira sp.,Centric Diatom,Thalassiosira,2.218637006
4/4/2025,P8,Carteria sp.,Green Alga,Carteria,6.655911017
4/4/2025,P8,Chlamydomonas globosa,Green Alga,Chlamydomonas,63.88461851
4/4/2025,P8,Chlamydomonas sp.,Green Alga,Chlamydomonas,42.58974568
4/4/2025,P8,Chlorella sp.,Green Alga,Chlorella,532.3718209
4/4/2025,P8,Desmodesmus spp.,Green Alga,Desmodesmus,8.874548023
4/4/2025,P8,Drepanochloris nannoselene,Green Alga,Drepanochloris,42.58974568
4/4/2025,P8,Lagerheimia genevensis,Green Alga,Lagerheimia,21.29487284
4/4/2025,P8,Monoraphidium contortum,Green Alga,Monoraphidium,2.218637006
4/4/2025,P8,Monoraphidium sp.,Green Alga,Monoraphidium,63.88461851
4/4/2025,P8,Chrysochromulina sp.,Haptophyte,Chrysochromulina,6.655911017
4/4/2025,P8,Kephyrion sp.,Chrysophyte,Kephyrion,4.437274011
4/4/2025,P8,Cryptomonas sp.,Cryptophyte,Cryptomonas,63.88461851
4/4/2025,P8,Plagioselmis lacustris,Cryptophyte,Plagioselmis,42.58974568
4/4/2025,P8,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,234.2436012
4/4/2025,P8,Plagioselmis sp.,Cryptophyte,Plagioselmis,1703.589827
4/4/2025,P8,Eucapsis microscopica,Cyanobacterium,Eucapsis,5643.141302
4/4/2025,P8,Unidentified Ciliate sp. #2,Ciliate,Unidentified Ciliate,2.218637006
4/4/2025,D26,Achnanthidium sp.,Pennate Diatom,Achnanthidium,3.549819209
4/4/2025,D26,Asterionella formosa,Pennate Diatom,Asterionella,43.80659555
4/4/2025,D26,Aulacoseira alpigena,Centric Diatom,Aulacoseira,3.549819209
4/4/2025,D26,Cocconeis sp.,Pennate Diatom,Cocconeis,43.80659555
4/4/2025,D26,cf. Cyclotella sp.,Centric Diatom,Cyclotella,65.70989333
4/4/2025,D26,Cyclotella sp.,Centric Diatom,Cyclotella,49.69746893
4/4/2025,D26,Diatoma sp.,Pennate Diatom,Diatoma,3.549819209
4/4/2025,D26,Encyonema sp.,Pennate Diatom,Encyonema,1.774909605
4/4/2025,D26,Fragilaria crotonensis,Pennate Diatom,Fragilaria,12.42436723
4/4/2025,D26,Hannaea arcus,Pennate Diatom,Hannaea,1.774909605
4/4/2025,D26,Melosira varians,Centric Diatom,Melosira,5.324728814
4/4/2025,D26,Navicula spp.,Pennate Diatom,Navicula,43.80659555
4/4/2025,D26,Nitzschia sp.,Pennate Diatom,Nitzschia,3.549819209
4/4/2025,D26,Pseudostaurosira brevistriata,Pennate Diatom,Pseudostaurosira,30.17346328
4/4/2025,D26,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,1.774909605
4/4/2025,D26,Rhoicosphenia abbreviata,Pennate Diatom,Rhoicosphenia,3.549819209
4/4/2025,D26,Sellaphora sp.,Pennate Diatom,Sellaphora,1.774909605
4/4/2025,D26,Skeletonema sp.,Centric Diatom,Skeletonema,21.29891525
4/4/2025,D26,Thalassiosira sp.,Centric Diatom,Thalassiosira,5.324728814
4/4/2025,D26,Chlorella sp.,Green Alga,Chlorella,153.3230844
4/4/2025,D26,Monoraphidium contortum,Green Alga,Monoraphidium,21.90329778
4/4/2025,D26,Synura sp.,Synurophyte,Synura,1.774909605
4/4/2025,D26,Cryptomonas sp.,Cryptophyte,Cryptomonas,21.90329778
4/4/2025,D26,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,109.5164889
4/4/2025,D26,Plagioselmis sp.,Cryptophyte,Plagioselmis,65.70989333
4/4/2025,D26,Eucapsis microscopica,Cyanobacterium,Eucapsis,8388.963048
4/4/2025,D26,cf. Microcystis sp.,Cyanobacterium,Microcystis,21.90329778
4/4/2025,D26,Phacus sp. ,Euglenoid,Phacus,1.774909605
4/4/2025,MD10A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,24.20890807
4/4/2025,MD10A,Aulacoseira alpigena,Centric Diatom,Aulacoseira,3.549819209
4/4/2025,MD10A,Cocconeis placentula,Pennate Diatom,Cocconeis,48.41781614
4/4/2025,MD10A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,72.6267242
4/4/2025,MD10A,Cyclotella sp.,Centric Diatom,Cyclotella,35.49819209
4/4/2025,MD10A,Fragilaria sp.,Pennate Diatom,Fragilaria,12.42436723
4/4/2025,MD10A,Gomphonema sp.,Pennate Diatom,Gomphonema,7.099638418
4/4/2025,MD10A,Mayamaea sp.,Pennate Diatom,Mayamaea,1.774909605
4/4/2025,MD10A,Melosira varians,Centric Diatom,Melosira,12.42436723
4/4/2025,MD10A,Navicula sp.,Pennate Diatom,Navicula,7.099638418
4/4/2025,MD10A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,48.41781614
4/4/2025,MD10A,Nitzschia sp.,Pennate Diatom,Nitzschia,1.774909605
4/4/2025,MD10A,Planothidium sp.,Pennate Diatom,Planothidium,1.774909605
4/4/2025,MD10A,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,3.549819209
4/4/2025,MD10A,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,3.549819209
4/4/2025,MD10A,Staurosira cf. venter,Pennate Diatom,Staurosira,7.099638418
4/4/2025,MD10A,Chlamydomonas sp.,Green Alga,Chlamydomonas,3.549819209
4/4/2025,MD10A,Chlorella sp.,Green Alga,Chlorella,1718.832473
4/4/2025,MD10A,Chloromonas sp.,Green Alga,Chloromonas,72.6267242
4/4/2025,MD10A,Monoraphidium contortum,Green Alga,Monoraphidium,7.099638418
4/4/2025,MD10A,Monoraphidium sp.,Green Alga,Monoraphidium,3.549819209
4/4/2025,MD10A,Chrysochromulina sp.,Haptophyte,Chrysochromulina,121.0445403
4/4/2025,MD10A,Chrysococcus sp.,Chrysophyte,Chrysococcus,39.0480113
4/4/2025,MD10A,Cryptomonas sp.,Cryptophyte,Cryptomonas,24.20890807
4/4/2025,MD10A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,30.17346328
4/4/2025,MD10A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1355.698852
4/4/2025,MD10A,Rhodomonas sp.,Cryptophyte,Rhodomonas,24.20890807
4/4/2025,MD10A,Eucapsis microscopica,Cyanobacterium,Eucapsis,6221.689374
4/4/2025,MD10A,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3.549819209
4/4/2025,MD10A,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,24.20890807
4/3/2025,D19,Asterionella formosa,Pennate Diatom,Asterionella,20.17409006
4/3/2025,D19,Aulacoseira alpigena,Centric Diatom,Aulacoseira,1.479091337
4/3/2025,D19,Bacillaria paxillifer,Pennate Diatom,Bacillaria,1.479091337
4/3/2025,D19,Cocconeis sp.,Pennate Diatom,Cocconeis,20.17409006
4/3/2025,D19,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2.958182674
4/3/2025,D19,Cyclotella sp.,Centric Diatom,Cyclotella,80.69636023
4/3/2025,D19,Fragilaria crotonensis,Pennate Diatom,Fragilaria,1.479091337
4/3/2025,D19,Melosira varians,Centric Diatom,Melosira,2.958182674
4/3/2025,D19,Navicula spp.,Pennate Diatom,Navicula,7.395456685
4/3/2025,D19,Nitzschia spp.,Pennate Diatom,Nitzschia,16.27000471
4/3/2025,D19,Planothidium sp.,Pennate Diatom,Planothidium,20.17409006
4/3/2025,D19,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,11.8327307
4/3/2025,D19,Rhoicosphenia abbreviata,Pennate Diatom,Rhoicosphenia,1.479091337
4/3/2025,D19,Skeletonema sp.,Centric Diatom,Skeletonema,20.70727872
4/3/2025,D19,Thalassiosira sp.,Centric Diatom,Thalassiosira,4.437274011
4/3/2025,D19,Ankistrodesmus arcuatus,Green Alga,Ankistrodesmus,1.479091337
4/3/2025,D19,Chlamydomonas sp.,Green Alga,Chlamydomonas,40.34818011
4/3/2025,D19,Chlorella sp.,Green Alga,Chlorella,201.7409006
4/3/2025,D19,Monoraphidium contortum,Green Alga,Monoraphidium,2.958182674
4/3/2025,D19,cf. Oocystis sp.,Green Alga,Oocystis,1.479091337
4/3/2025,D19,Synura sp.,Synurophyte,Synura,1.479091337
4/3/2025,D19,Cryptomonas sp.,Cryptophyte,Cryptomonas,20.70727872
4/3/2025,D19,Plagioselmis lacustris,Cryptophyte,Plagioselmis,10.35363936
4/3/2025,D19,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,40.34818011
4/3/2025,D19,Plagioselmis sp.,Cryptophyte,Plagioselmis,443.8299812
4/3/2025,D19,Eucapsis microscopica,Cyanobacterium,Eucapsis,7484.587411
4/3/2025,D19,Tintinnidium sp.,Ciliate,Tintinnidium,1.479091337
4/23/2025,D7,Achnanthidium sp.,Pennate Diatom,Achnanthidium,39.9354661
4/23/2025,D7,Amphora sp.,Pennate Diatom,Amphora,26.62364407
4/23/2025,D7,Asterionella formosa,Pennate Diatom,Asterionella,26.62364407
4/23/2025,D7,Cocconeis sp.,Pennate Diatom,Cocconeis,26.62364407
4/23/2025,D7,Coscinodiscus sp.,Centric Diatom,Coscinodiscus,26.62364407
4/23/2025,D7,Cyclotella sp.,Centric Diatom,Cyclotella,2508.9232
4/23/2025,D7,Entomoneis sp.,Pennate Diatom,Entomoneis,104.5384667
4/23/2025,D7,Fragilaria sp.,Pennate Diatom,Fragilaria,93.18275424
4/23/2025,D7,Navicula sp.,Pennate Diatom,Navicula,13.31182203
4/23/2025,D7,Nitzschia inconspicua,Pennate Diatom,Nitzschia,159.7418644
4/23/2025,D7,Skeletonema sp.,Centric Diatom,Skeletonema,313.6154
4/23/2025,D7,Staurosira venter,Pennate Diatom,Staurosira,209.0769333
4/23/2025,D7,Thalassiosira sp.,Centric Diatom,Thalassiosira,106.4945763
4/23/2025,D7,Chlamydomonas sp.,Green Alga,Chlamydomonas,186.3655085
4/23/2025,D7,Chlorella sp.,Green Alga,Chlorella,4390.6156
4/23/2025,D7,Drepanochloris nannoselene,Green Alga,Drepanochloris,212.9891525
4/23/2025,D7,Monoraphidium contortum,Green Alga,Monoraphidium,209.0769333
4/23/2025,D7,Cryptomonas sp.,Cryptophyte,Cryptomonas,13.31182203
4/23/2025,D7,Plagioselmis lacustris,Cryptophyte,Plagioselmis,119.8063983
4/23/2025,D7,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,731.7692666
4/23/2025,D7,Teleaulax sp.,Cryptophyte,Teleaulax,1568.077
4/23/2025,D7,Aphanocapsa sp.,Cyanobacterium,Aphanocapsa,13.31182203
4/23/2025,D7,Eucapsis microscopica,Cyanobacterium,Eucapsis,33765.92473
4/23/2025,D7,Gymnodinium sp.,Dinoflagellate,Gymnodinium,104.5384667
4/22/2025,D6,Achnanthidium sp.,Pennate Diatom,Achnanthidium,8.191890482
4/22/2025,D6,Aulacoseira alpigena,Centric Diatom,Aulacoseira,32.76756193
4/22/2025,D6,Cocconeis placentula,Pennate Diatom,Cocconeis,12.28783572
4/22/2025,D6,Coscinodiscus sp.,Centric Diatom,Coscinodiscus,8.191890482
4/22/2025,D6,cf. Cyclotella sp.,Centric Diatom,Cyclotella,117.9408342
4/22/2025,D6,Cyclotella sp.,Centric Diatom,Cyclotella,98.30268579
4/22/2025,D6,Gomphonema sp.,Pennate Diatom,Gomphonema,29.48520854
4/22/2025,D6,Navicula sp.,Pennate Diatom,Navicula,4.095945241
4/22/2025,D6,Skeletonema sp.,Centric Diatom,Skeletonema,32.76756193
4/22/2025,D6,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,36.86350717
4/22/2025,D6,Chlorella sp.,Green Alga,Chlorella,973.011882
4/22/2025,D6,Drepanochloris nannoselene,Green Alga,Drepanochloris,29.48520854
4/22/2025,D6,Monoraphidium spp.,Green Alga,Monoraphidium,20.47972621
4/22/2025,D6,Cryptomonas sp.,Cryptophyte,Cryptomonas,12.28783572
4/22/2025,D6,Plagioselmis lacustris,Cryptophyte,Plagioselmis,501.2485453
4/22/2025,D6,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,180.2215906
4/22/2025,D6,Teleaulax amphioxeia,Cryptophyte,Teleaulax,412.7929196
4/22/2025,D6,Eucapsis microscopica,Cyanobacterium,Eucapsis,10024.97091
4/22/2025,D6,Gymnodinium sp.,Dinoflagellate,Gymnodinium,29.48520854
4/22/2025,D6,Heterocapsa rotundata,Dinoflagellate,Heterocapsa,65.53512386
4/21/2025,D4,Achnanthidium sp.,Pennate Diatom,Achnanthidium,4.437274011
4/21/2025,D4,Asterionella formosa,Pennate Diatom,Asterionella,69.69231111
4/21/2025,D4,Aulacoseira sp. ,Centric Diatom,Aulacoseira,155.3045904
4/21/2025,D4,Cocconeis sp.,Pennate Diatom,Cocconeis,34.84615555
4/21/2025,D4,cf. Cyclotella sp.,Centric Diatom,Cyclotella,243.9230889
4/21/2025,D4,Cyclotella sp.,Centric Diatom,Cyclotella,522.6923333
4/21/2025,D4,Diatoma moniliformis,Pennate Diatom,Diatoma,4.437274011
4/21/2025,D4,Diatoma vulgaris,Pennate Diatom,Diatoma,4.437274011
4/21/2025,D4,Epithemia sp.,Pennate Diatom,Epithemia,4.437274011
4/21/2025,D4,Eunotia sp.,Pennate Diatom,Eunotia,34.84615555
4/21/2025,D4,Fragilaria crotonensis,Pennate Diatom,Fragilaria,22.18637006
4/21/2025,D4,Hippodonta sp.,Pennate Diatom,Hippodonta,34.84615555
4/21/2025,D4,Melosira varians,Centric Diatom,Melosira,8.874548023
4/21/2025,D4,Navicula spp.,Pennate Diatom,Navicula,17.74909605
4/21/2025,D4,Nitzschia linearis,Pennate Diatom,Nitzschia,34.84615555
4/21/2025,D4,Nitzschia spp.,Pennate Diatom,Nitzschia,8.874548023
4/21/2025,D4,Reimeria sinuata,Pennate Diatom,Reimeria,4.437274011
4/21/2025,D4,Skeletonema sp.,Centric Diatom,Skeletonema,70.99638418
4/21/2025,D4,Chlamydomonas globosa,Green Alga,Chlamydomonas,8.874548023
4/21/2025,D4,Chlamydomonas sp.,Green Alga,Chlamydomonas,69.69231111
