SampleDate,StationCode
7/26/1977,D26
7/26/1977,D4
7/26/1977,D7
7/26/1977,D9
8/8/1977,C10
8/8/1977,C3
8/8/1977,C7
8/8/1977,MD10
8/8/1977,P10
8/9/1977,C9
8/9/1977,D28A
8/9/1977,MD6
8/9/1977,MD7
8/9/1977,P12
8/9/1977,P2
8/9/1977,P8
8/10/1977,D16
8/10/1977,D19
8/10/1977,D22
8/10/1977,D24
8/10/1977,D26
8/10/1977,D4
8/10/1977,D7
8/10/1977,D9
8/11/1977,D10
8/11/1977,D11
8/11/1977,D12
8/11/1977,D14A
8/11/1977,D15
8/11/1977,D42
8/11/1977,D6
8/11/1977,D8
8/22/1977,C10
8/22/1977,C3
8/22/1977,C7
8/22/1977,D28A
8/22/1977,MD10
8/22/1977,MD6
8/22/1977,MD7
8/22/1977,P10
8/22/1977,P8
8/23/1977,P12
8/23/1977,P2
8/25/1977,D16
8/25/1977,D19
8/25/1977,D22
8/25/1977,D24
8/25/1977,D26
8/25/1977,D4
8/25/1977,D7
8/25/1977,D9
8/26/1977,D10
8/26/1977,D11
8/26/1977,D12
8/26/1977,D14A
8/26/1977,D15
8/26/1977,D42
8/26/1977,D6
8/26/1977,D8
9/1/1977,C10
9/1/1977,C3
9/1/1977,C7
9/1/1977,MD10
9/1/1977,P10
9/2/1977,C9
9/2/1977,D28A
9/2/1977,MD6
9/2/1977,MD7
9/2/1977,P12
9/2/1977,P2
9/2/1977,P8
9/7/1977,D16
9/7/1977,D19
9/7/1977,D22
9/7/1977,D24
9/7/1977,D26
9/7/1977,D4
9/7/1977,D7
9/7/1977,D9
9/8/1977,D10
9/8/1977,D11
9/8/1977,D12
9/8/1977,D14A
9/8/1977,D15
9/8/1977,D42
9/8/1977,D6
9/8/1977,D8
9/19/1977,C9
9/19/1977,P12
9/19/1977,P2
9/20/1977,C10
9/20/1977,C3
9/20/1977,C7
9/20/1977,D28A
9/20/1977,MD10
9/20/1977,MD6
9/20/1977,MD7
9/20/1977,P10
9/20/1977,P8
9/21/1977,D16
9/21/1977,D19
9/21/1977,D22
9/21/1977,D24
9/21/1977,D26
9/21/1977,D4
9/21/1977,D7
9/21/1977,D9
9/22/1977,D10
9/22/1977,D11
9/22/1977,D12
9/22/1977,D14A
9/22/1977,D15
9/22/1977,D42
9/22/1977,D6
9/22/1977,D8
10/3/1977,C9
10/3/1977,P12
10/3/1977,P2
10/4/1977,D28A
10/4/1977,MD6
10/4/1977,MD7
10/4/1977,P8
10/5/1977,C10
10/5/1977,C3
10/5/1977,C7
10/5/1977,D16
10/5/1977,D19
10/5/1977,D22
10/5/1977,D24
10/5/1977,D26
10/5/1977,D4
10/5/1977,D7
10/5/1977,D9
10/5/1977,MD10
10/5/1977,P10
10/6/1977,D10
10/6/1977,D11
10/6/1977,D12
10/6/1977,D14A
10/6/1977,D15
10/6/1977,D42
10/6/1977,D6
10/6/1977,D8
10/11/1977,MD6
10/17/1977,C10
10/17/1977,C3
10/17/1977,C7
10/17/1977,MD10
10/17/1977,P10
10/18/1977,C9
10/18/1977,D28A
10/18/1977,MD7
10/18/1977,P12
10/18/1977,P2
10/18/1977,P8
10/19/1977,D16
10/19/1977,D19
10/19/1977,D22
10/19/1977,D24
10/19/1977,D26
10/19/1977,D4
10/19/1977,D7
10/19/1977,D9
10/21/1977,D10
10/21/1977,D11
10/21/1977,D12
10/21/1977,D14A
10/21/1977,D15
10/21/1977,D42
10/21/1977,D6
10/21/1977,D8
11/14/1977,C9
11/14/1977,P12
11/14/1977,P2
11/15/1977,C10
11/15/1977,C3
11/15/1977,C7
11/15/1977,D28A
11/15/1977,MD10
11/15/1977,MD6
11/15/1977,MD7
11/15/1977,P10
11/15/1977,P8
11/16/1977,D16
11/16/1977,D19
11/16/1977,D22
11/16/1977,D24
11/16/1977,D26
11/16/1977,D4
11/16/1977,D7
11/16/1977,D9
11/17/1977,D10
11/17/1977,D11
11/17/1977,D12
11/17/1977,D14A
11/17/1977,D15
11/17/1977,D42
11/17/1977,D6
11/17/1977,D8
12/6/1977,D16
12/6/1977,D19
12/6/1977,D22
12/6/1977,D24
12/6/1977,D26
12/6/1977,D4
12/6/1977,D7
12/6/1977,D9
12/7/1977,D10
12/7/1977,D11
12/7/1977,D12
12/7/1977,D14A
12/7/1977,D15
12/7/1977,D42
12/7/1977,D6
12/7/1977,D8
12/14/1977,C10
12/14/1977,C3
12/14/1977,C7
12/14/1977,MD10
12/14/1977,P10
12/15/1977,C9
12/15/1977,P12
12/15/1977,P2
12/16/1977,D28A
12/16/1977,MD6
12/16/1977,MD7
12/16/1977,P8
1/11/1978,C3
1/11/1978,C7
1/11/1978,MD10
1/12/1978,C9
1/13/1978,MD7
1/13/1978,P8
1/18/1978,D24
1/18/1978,D26
1/18/1978,D4
1/18/1978,D7
1/18/1978,D9
1/19/1978,D12
1/19/1978,D15
1/19/1978,D42
1/19/1978,D8
2/14/1978,C3
2/14/1978,C7
2/14/1978,MD10
2/15/1978,C9
2/15/1978,MD7
2/15/1978,P8
2/16/1978,D24
2/16/1978,D26
2/16/1978,D4
2/16/1978,D7
2/16/1978,D9
2/17/1978,D12
2/17/1978,D15
2/17/1978,D42
2/17/1978,D8
2/22/1978,S42
3/6/1978,D24
3/6/1978,D4
3/6/1978,D7
3/6/1978,D9
3/7/1978,D15
3/7/1978,D42
3/7/1978,D8
3/14/1978,C3
3/14/1978,C7
3/14/1978,MD10
3/15/1978,C9
3/16/1978,P8
3/16/1978,S42
4/3/1978,C3
4/3/1978,C7
4/3/1978,MD10
4/4/1978,C9
4/4/1978,MD7
4/4/1978,P8
4/4/1978,S42
4/5/1978,D24
4/5/1978,D26
4/5/1978,D4
4/5/1978,D7
4/5/1978,D9
4/6/1978,D12
4/6/1978,D42
4/6/1978,D8
4/17/1978,C3
4/17/1978,C7
4/17/1978,MD10
4/18/1978,C9
4/18/1978,MD7
4/18/1978,P8
4/18/1978,S42
4/19/1978,D24
4/19/1978,D26
4/19/1978,D4
4/19/1978,D7
4/19/1978,D9
4/20/1978,D12
4/20/1978,D15
4/20/1978,D42
4/20/1978,D8
5/1/1978,C3
5/1/1978,C7
5/1/1978,MD10
5/2/1978,MD7
5/2/1978,P8
5/2/1978,S42
5/3/1978,D24
5/3/1978,D26
5/3/1978,D4
5/3/1978,D7
5/3/1978,D9
5/4/1978,D12
5/4/1978,D15
5/4/1978,D42
5/4/1978,D8
5/15/1978,C3
5/16/1978,C9
5/16/1978,P8
5/17/1978,D24
5/17/1978,D26
5/17/1978,D4
5/17/1978,D7
5/17/1978,D9
5/18/1978,D12
5/18/1978,D15
5/18/1978,D42
5/18/1978,D8
6/12/1978,C3
6/12/1978,C7
6/12/1978,MD10
6/13/1978,C9
6/13/1978,MD7
6/13/1978,P8
6/13/1978,S42
6/14/1978,D24
6/14/1978,D26
6/14/1978,D4
6/14/1978,D7
6/14/1978,D9
6/15/1978,D12
6/15/1978,D15
6/15/1978,D42
6/15/1978,D8
6/26/1978,C3
6/26/1978,C7
6/26/1978,MD10
6/27/1978,C9
6/27/1978,MD7
6/27/1978,P8
6/27/1978,S42
6/29/1978,D24
6/29/1978,D26
6/29/1978,D4
6/29/1978,D7
6/29/1978,D9
6/30/1978,D12
6/30/1978,D15
6/30/1978,D42
6/30/1978,D8
7/10/1978,C3
7/10/1978,C7
7/10/1978,MD10
7/11/1978,C9
7/11/1978,MD7
7/11/1978,P8
7/11/1978,S42
7/12/1978,D24
7/12/1978,D26
7/12/1978,D4
7/12/1978,D7
7/13/1978,D42
7/13/1978,D8
7/24/1978,C3
7/24/1978,C7
7/24/1978,MD10
7/25/1978,C9
7/25/1978,MD7
7/25/1978,P8
7/25/1978,S42
7/26/1978,D24
7/26/1978,D26
7/26/1978,D4
7/26/1978,D7
7/26/1978,D9
7/27/1978,D12
7/27/1978,D15
7/27/1978,D42
7/27/1978,D8
8/8/1978,C3
8/8/1978,C7
8/8/1978,MD10
8/9/1978,C9
8/9/1978,MD7
8/9/1978,P8
8/9/1978,S42
8/10/1978,D24
8/10/1978,D26
8/10/1978,D4
8/10/1978,D7
8/10/1978,D9
8/11/1978,D12
8/11/1978,D15
8/11/1978,D42
8/11/1978,D8
8/21/1978,C3
8/21/1978,C7
8/21/1978,MD10
8/22/1978,C9
8/22/1978,MD7
8/22/1978,P8
8/22/1978,S42
8/23/1978,D24
8/23/1978,D26
8/23/1978,D4
8/23/1978,D7
8/23/1978,D9
8/24/1978,D12
8/24/1978,D15
8/24/1978,D42
8/24/1978,D8
9/11/1978,C3
9/11/1978,C7
9/11/1978,MD10
9/12/1978,C9
9/12/1978,MD7
9/12/1978,P8
9/12/1978,S42
9/13/1978,D24
9/13/1978,D26
9/13/1978,D4
9/13/1978,D7
9/13/1978,D9
9/14/1978,D12
9/14/1978,D42
9/14/1978,D8
9/25/1978,C3
9/25/1978,C7
9/25/1978,MD10
9/26/1978,C9
9/26/1978,MD7
9/26/1978,P8
9/26/1978,S42
9/27/1978,D24
9/27/1978,D4
9/27/1978,D7
9/27/1978,D9
9/28/1978,D12
9/28/1978,D15
9/28/1978,D42
9/28/1978,D8
10/10/1978,C3
10/10/1978,C7
10/10/1978,MD10
10/11/1978,C9
10/11/1978,MD7
10/11/1978,P8
10/11/1978,S42
10/12/1978,D24
10/12/1978,D26
10/12/1978,D4
10/12/1978,D7
10/12/1978,D9
10/13/1978,D12
10/13/1978,D42
10/13/1978,D8
10/17/1978,D15
10/23/1978,C3
10/23/1978,C7
10/23/1978,MD10
10/24/1978,C9
10/24/1978,MD7
10/24/1978,P8
10/24/1978,S42
10/25/1978,D24
10/25/1978,D26
10/25/1978,D4
10/25/1978,D7
10/25/1978,D9
10/26/1978,D12
10/26/1978,D15
10/26/1978,D42
10/26/1978,D8
11/8/1978,D12
11/8/1978,D15
11/8/1978,D42
11/8/1978,D8
11/9/1978,D24
11/9/1978,D26
11/9/1978,D4
11/9/1978,D7
11/9/1978,D9
11/20/1978,C3
11/20/1978,C7
11/20/1978,MD10
11/20/1978,MD7
11/20/1978,P8
11/21/1978,C9
11/21/1978,S42
12/4/1978,C3
12/4/1978,C7
12/4/1978,MD10
12/5/1978,C9
12/5/1978,MD7
12/5/1978,P8
12/5/1978,S42
12/6/1978,D24
12/6/1978,D26
12/6/1978,D4
12/6/1978,D7
12/6/1978,D9
12/7/1978,D12
12/7/1978,D15
12/7/1978,D42
12/7/1978,D8
1/16/1979,C3
1/16/1979,C7
1/16/1979,MD10
1/17/1979,C9
1/17/1979,MD7
1/17/1979,P8
1/23/1979,D24
1/23/1979,D26
1/23/1979,D4
1/23/1979,D7
1/23/1979,D9
1/24/1979,D12
1/24/1979,D15
1/24/1979,D42
2/15/1979,C3
2/15/1979,C7
2/15/1979,MD10
2/15/1979,MD7
2/15/1979,P8
2/16/1979,C9
2/21/1979,D24
2/21/1979,D26
2/21/1979,D4
2/21/1979,D7
2/21/1979,D9
2/22/1979,D12
2/22/1979,D15
2/22/1979,D42
2/22/1979,D8
3/5/1979,C3
3/5/1979,C7
3/6/1979,C9
3/6/1979,MD7
3/6/1979,P8
3/6/1979,S42
3/7/1979,D24
3/7/1979,D26
3/7/1979,D4
3/7/1979,D7
3/7/1979,D9
3/8/1979,D12
3/8/1979,D15
3/8/1979,D42
3/8/1979,D8
3/19/1979,C3
3/19/1979,C7
3/19/1979,MD10
3/20/1979,C9
3/20/1979,MD7
3/20/1979,P8
3/20/1979,S42
3/21/1979,D24
3/21/1979,D26
3/21/1979,D4
3/21/1979,D7
3/21/1979,D9
3/22/1979,D12
3/22/1979,D15
3/22/1979,D42
3/22/1979,D8
4/2/1979,C3
4/2/1979,C7
4/2/1979,MD10
4/3/1979,C9
4/3/1979,MD7
4/3/1979,P8
4/3/1979,S42
4/4/1979,D24
4/4/1979,D26
4/4/1979,D4
4/4/1979,D7
4/4/1979,D9
4/5/1979,D12
4/5/1979,D15
4/5/1979,D42
4/5/1979,D8
4/17/1979,C3
4/17/1979,C7
4/17/1979,MD10
4/18/1979,C9
4/18/1979,MD7
4/18/1979,P8
4/18/1979,S42
4/19/1979,D19
4/19/1979,D24
4/19/1979,D4
4/19/1979,D7
4/19/1979,D9
4/20/1979,D12
4/20/1979,D42
4/20/1979,D8
5/1/1979,C3
5/1/1979,C7
5/1/1979,MD10
5/2/1979,MD7
5/2/1979,P8
5/2/1979,S42
5/3/1979,C9
5/3/1979,D24
5/3/1979,D26
5/3/1979,D4
5/3/1979,D7
5/3/1979,D9
5/4/1979,D10
5/4/1979,D15
5/4/1979,D42
5/4/1979,D6
5/4/1979,D8
5/21/1979,C3
5/21/1979,C7
5/21/1979,MD10
5/22/1979,C9
5/22/1979,MD7
5/22/1979,P8
5/22/1979,S42
5/23/1979,D24
5/23/1979,D26
5/23/1979,D4
5/23/1979,D7
5/23/1979,D9
5/24/1979,D12
5/24/1979,D15
5/24/1979,D42
5/24/1979,D8
6/4/1979,C3
6/4/1979,C7
6/4/1979,MD10
6/5/1979,C9
6/5/1979,S42
6/6/1979,D12
6/6/1979,D14A
6/6/1979,D15
6/6/1979,D19
6/6/1979,D28A
6/7/1979,D10
6/7/1979,D4
6/7/1979,D6
6/7/1979,D7
6/7/1979,D8
6/7/1979,D9
6/18/1979,C3
6/18/1979,C7
6/18/1979,MD10
6/19/1979,S42
7/2/1979,C3
7/2/1979,C7
7/2/1979,MD10
7/2/1979,MD7
7/2/1979,P8
7/3/1979,C9
7/3/1979,S42
7/5/1979,D16
7/5/1979,D19
7/5/1979,D24
7/5/1979,D4
7/16/1979,C3
7/16/1979,C7
7/16/1979,MD10
7/17/1979,MD7
7/17/1979,P8
7/17/1979,S42
7/18/1979,C9
7/18/1979,D24
7/18/1979,D26
7/18/1979,D4
7/18/1979,D7
7/18/1979,D9
7/19/1979,D12
7/19/1979,D15
7/19/1979,D42
7/19/1979,D8
8/13/1979,C3
8/13/1979,C7
8/13/1979,MD10
8/14/1979,C9
8/14/1979,MD7
8/14/1979,P8
8/14/1979,S42
8/15/1979,D24
8/15/1979,D26
8/15/1979,D4
8/15/1979,D7
8/15/1979,D9
8/17/1979,D12
8/17/1979,D15
8/17/1979,D42
8/17/1979,D8
8/27/1979,C3
8/27/1979,C7
8/27/1979,MD10
8/28/1979,C9
8/28/1979,MD7
8/28/1979,P8
8/28/1979,S42
8/29/1979,D24
8/29/1979,D26
8/29/1979,D4
8/29/1979,D7
8/29/1979,D9
8/30/1979,D12
8/30/1979,D15
8/30/1979,D42
8/30/1979,D8
9/11/1979,C3
9/11/1979,C7
9/11/1979,MD10
9/11/1979,MD7
9/11/1979,P8
9/12/1979,C9
9/12/1979,D24
9/12/1979,D26
9/12/1979,D4
9/12/1979,D7
9/12/1979,D9
9/12/1979,S42
9/13/1979,D12
9/13/1979,D15
9/13/1979,D42
9/13/1979,D8
9/24/1979,C3
9/24/1979,MD10
9/25/1979,C9
9/25/1979,MD7
9/25/1979,P8
9/25/1979,S42
9/26/1979,D24
9/26/1979,D26
9/26/1979,D4
9/26/1979,D7
9/26/1979,D9
10/9/1979,C3
10/9/1979,C7
10/9/1979,MD10
10/10/1979,C9
10/10/1979,MD7
10/10/1979,P8
10/10/1979,S42
10/11/1979,D24
10/11/1979,D26
10/11/1979,D4
10/11/1979,D7
10/11/1979,D9
10/12/1979,D12
10/12/1979,D15
10/12/1979,D42
10/12/1979,D8
10/22/1979,C3
10/22/1979,C7
10/22/1979,MD10
10/23/1979,C9
10/23/1979,S42
10/24/1979,MD7
10/24/1979,P8
10/25/1979,D24
10/25/1979,D26
10/25/1979,D4
10/25/1979,D7
10/25/1979,D9
10/26/1979,D12
10/26/1979,D42
10/26/1979,D8
11/14/1979,D15
11/14/1979,D19
11/14/1979,D26
11/14/1979,D4
11/15/1979,D12
11/15/1979,D42
11/15/1979,D7
11/15/1979,D8
11/15/1979,D9
11/26/1979,C3
11/26/1979,C7
11/26/1979,MD10
11/27/1979,C9
11/27/1979,MD7
11/27/1979,P8
11/27/1979,S42
12/5/1979,C3
12/5/1979,C7
12/5/1979,MD10
12/6/1979,C9
12/6/1979,MD7
12/6/1979,P8
12/11/1979,D24
12/11/1979,D26
12/11/1979,D4
12/11/1979,D7
12/11/1979,D9
12/12/1979,D12
12/12/1979,D15
12/12/1979,D42
12/12/1979,D8
2/6/1980,C3
2/6/1980,C7
2/6/1980,MD10
2/7/1980,MD7
2/7/1980,P8
2/13/1980,D26
2/13/1980,D4
2/13/1980,D7
2/13/1980,D9
2/14/1980,D12
2/14/1980,D41
2/14/1980,D8
3/10/1980,C3
3/10/1980,C7
3/10/1980,MD10
3/11/1980,C9
3/11/1980,MD7
3/11/1980,P8
3/12/1980,D24
3/12/1980,D26
3/12/1980,D4
3/12/1980,D7
3/12/1980,D9
3/13/1980,D12
3/13/1980,D15
3/13/1980,D41
3/13/1980,D8
3/24/1980,C3
3/24/1980,C7
3/24/1980,MD10
3/25/1980,C9
3/25/1980,MD7
3/25/1980,P8
3/26/1980,D24
3/26/1980,D26
3/26/1980,D4
3/26/1980,D7
3/26/1980,D9
3/27/1980,D12
3/27/1980,D15
3/27/1980,D41
3/27/1980,D8
4/7/1980,C3
4/7/1980,C7
4/7/1980,MD10
4/7/1980,MD7
4/7/1980,P8
4/8/1980,D24
4/8/1980,D26
4/8/1980,D4
4/8/1980,D7
4/8/1980,D9
4/8/1980,S42
4/11/1980,D12
4/11/1980,D15
4/11/1980,D41
4/11/1980,D8
4/21/1980,C3
4/21/1980,C7
4/21/1980,MD10
4/22/1980,C9
4/22/1980,MD7
4/22/1980,P8
4/22/1980,S42
4/23/1980,D24
4/23/1980,D26
4/23/1980,D4
4/23/1980,D7
4/23/1980,D9
4/25/1980,D12
4/25/1980,D15
4/25/1980,D41
4/25/1980,D8
5/5/1980,C3
5/5/1980,C7
5/5/1980,MD10
5/6/1980,C9
5/6/1980,MD7
5/6/1980,P8
5/6/1980,S42
5/7/1980,D24
5/7/1980,D26
5/7/1980,D4
5/7/1980,D7
5/7/1980,D9
5/8/1980,D12
5/8/1980,D15
5/8/1980,D41
5/8/1980,D8
5/19/1980,C3
5/19/1980,C7
5/19/1980,MD10
5/20/1980,C9
5/20/1980,MD7
5/20/1980,P8
5/20/1980,S42
5/21/1980,D24
5/21/1980,D26
5/21/1980,D4
5/21/1980,D7
5/21/1980,D9
5/22/1980,D12
5/22/1980,D15
5/22/1980,D41
5/22/1980,D8
6/3/1980,C3
6/3/1980,C7
6/3/1980,MD10
6/4/1980,C9
6/4/1980,MD7
6/4/1980,P8
6/4/1980,S42
6/17/1980,C3
6/17/1980,C7
6/18/1980,MD7
6/18/1980,P8
6/19/1980,D24
6/19/1980,D26
6/19/1980,D4
6/19/1980,D7
6/19/1980,D9
6/20/1980,D12
6/20/1980,D15
6/20/1980,D41
6/20/1980,D8
7/1/1980,C3
7/1/1980,C7
7/1/1980,MD10
7/1/1980,MD7
7/1/1980,P8
7/2/1980,C9
7/2/1980,D24
7/2/1980,D26
7/2/1980,D4
7/2/1980,D7
7/2/1980,D9
7/2/1980,S42
7/3/1980,D12
7/3/1980,D15
7/3/1980,D41
7/3/1980,D8
7/15/1980,C3
7/15/1980,C7
7/15/1980,D8
7/15/1980,MD10
7/16/1980,C9
7/16/1980,MD7
7/16/1980,P8
7/16/1980,S42
7/17/1980,D24
7/17/1980,D26
7/17/1980,D4
7/17/1980,D7
7/17/1980,D9
7/18/1980,D12
7/18/1980,D15
8/4/1980,C3
8/4/1980,C7
8/4/1980,MD10
8/5/1980,C9
8/5/1980,MD7
8/5/1980,P8
8/5/1980,S42
8/6/1980,D24
8/6/1980,D26
8/6/1980,D4
8/6/1980,D7
8/6/1980,D9
8/7/1980,D12
8/7/1980,D15
8/7/1980,D41
8/7/1980,D8
8/18/1980,C3
8/18/1980,C7
8/18/1980,MD10
8/19/1980,C9
8/19/1980,MD7
8/19/1980,P8
8/19/1980,S42
8/20/1980,D24
8/20/1980,D26
8/20/1980,D4
8/20/1980,D7
8/20/1980,D9
8/21/1980,D12
8/21/1980,D15
8/21/1980,D41
8/21/1980,D8
9/2/1980,C3
9/2/1980,C7
9/2/1980,MD10
9/3/1980,C9
9/3/1980,MD7
9/3/1980,P8
9/3/1980,S42
9/4/1980,D24
9/4/1980,D26
9/4/1980,D4
9/4/1980,D7
9/4/1980,D9
9/5/1980,D12
9/5/1980,D15
9/5/1980,D41
9/5/1980,D8
9/15/1980,C7
9/16/1980,C9
9/16/1980,MD7
9/16/1980,P8
9/16/1980,S42
9/17/1980,D24
9/17/1980,D26
9/17/1980,D4
9/17/1980,D7
9/17/1980,D9
9/18/1980,D12
9/18/1980,D15
9/18/1980,D41
9/18/1980,D8
10/14/1980,C3
10/14/1980,C7
10/14/1980,MD10
10/15/1980,C9
10/15/1980,MD7
10/15/1980,P8
10/15/1980,S42
10/16/1980,D12
10/16/1980,D15
10/16/1980,D41
10/16/1980,D8
10/17/1980,D24
10/17/1980,D26
10/17/1980,D4
10/17/1980,D7
10/17/1980,D9
10/27/1980,C3
10/27/1980,C7
10/27/1980,MD10
10/28/1980,C9
10/28/1980,MD7
10/28/1980,P8
10/28/1980,S42
10/29/1980,D24
10/29/1980,D26
10/29/1980,D4
10/29/1980,D7
10/29/1980,D9
10/30/1980,D12
10/30/1980,D15
10/30/1980,D41
10/30/1980,D8
11/12/1980,C3
11/12/1980,C7
11/12/1980,MD10
11/13/1980,C9
11/13/1980,MD7
11/13/1980,P8
11/13/1980,S42
11/18/1980,D24
11/18/1980,D26
11/18/1980,D4
11/18/1980,D7
11/18/1980,D9
11/19/1980,D12
11/19/1980,D15
11/19/1980,D41
11/19/1980,D8
12/10/1980,C3
12/10/1980,C7
12/10/1980,MD10
12/10/1980,MD7
12/10/1980,P8
12/11/1980,C9
12/11/1980,S42
12/15/1980,D24
12/15/1980,D26
12/15/1980,D4
12/15/1980,D7
12/15/1980,D9
12/16/1980,D12
12/16/1980,D15
12/16/1980,D41
12/16/1980,D8
1/8/1981,C3
1/8/1981,C7
1/8/1981,MD10
1/9/1981,C9
1/9/1981,MD7
1/9/1981,P8
1/9/1981,S42
1/15/1981,D24
1/15/1981,D26
1/15/1981,D4
1/15/1981,D7
1/15/1981,D9
1/16/1981,D12
1/16/1981,D15
1/16/1981,D41
1/16/1981,D8
2/24/1981,C3
2/24/1981,C7
2/24/1981,MD10
2/25/1981,C9
2/25/1981,MD7
2/25/1981,P8
2/25/1981,S42
2/26/1981,D24
2/26/1981,D26
2/26/1981,D4
2/26/1981,D7
2/26/1981,D9
2/27/1981,D12
2/27/1981,D15
2/27/1981,D8
3/10/1981,C3
3/10/1981,MD10
3/11/1981,C7
3/11/1981,C9
3/11/1981,MD7
3/11/1981,P8
3/11/1981,S42
3/12/1981,D12
3/12/1981,D15
3/12/1981,D24
3/12/1981,D26
3/12/1981,D4
3/12/1981,D7
3/12/1981,D9
3/13/1981,D8
3/24/1981,C3
3/24/1981,C7
3/24/1981,MD10
3/25/1981,MD7
3/25/1981,P8
3/25/1981,S42
3/26/1981,D24
3/26/1981,D26
3/26/1981,D4
3/26/1981,D7
3/26/1981,D9
3/27/1981,D12
3/27/1981,D15
3/27/1981,D8
4/9/1981,C3
4/9/1981,C7
4/9/1981,MD10
4/9/1981,MD7
4/9/1981,P8
4/10/1981,C9
4/10/1981,S42
4/14/1981,D24
4/14/1981,D26
4/14/1981,D4
4/14/1981,D7
4/14/1981,D9
4/15/1981,D12
4/15/1981,D15
4/15/1981,D41
4/15/1981,D8
4/27/1981,C3
4/27/1981,C7
4/27/1981,MD10
4/28/1981,C9
4/28/1981,MD7
4/28/1981,P8
4/28/1981,S42
4/29/1981,D24
4/29/1981,D26
4/29/1981,D4
4/29/1981,D7
4/29/1981,D9
4/30/1981,D12
4/30/1981,D41
4/30/1981,D8
5/11/1981,C3
5/11/1981,C7
5/11/1981,MD10
5/12/1981,C9
5/12/1981,MD7
5/12/1981,P8
5/12/1981,S42
5/13/1981,D24
5/13/1981,D26
5/13/1981,D4
5/13/1981,D7
5/13/1981,D9
5/14/1981,D12
5/14/1981,D15
5/14/1981,D41
5/14/1981,D8
5/26/1981,C3
5/26/1981,C7
5/26/1981,MD10
5/27/1981,C9
5/27/1981,MD7
5/27/1981,P8
5/27/1981,S42
5/28/1981,D24
5/28/1981,D26
5/28/1981,D4
5/28/1981,D7
5/28/1981,D9
5/29/1981,D12
5/29/1981,D15
5/29/1981,D41
5/29/1981,D8
6/8/1981,C3
6/8/1981,C7
6/8/1981,MD10
6/9/1981,C9
6/9/1981,MD7
6/9/1981,P8
6/9/1981,S42
6/10/1981,D24
6/10/1981,D26
6/10/1981,D4
6/10/1981,D7
6/10/1981,D9
6/11/1981,D12
6/11/1981,D15
6/11/1981,D41
6/11/1981,D8
6/23/1981,C3
6/23/1981,C7
6/23/1981,C9
6/23/1981,MD10
6/24/1981,MD7
6/24/1981,P8
6/24/1981,S42
6/25/1981,D24
6/25/1981,D26
6/25/1981,D4
6/25/1981,D7
6/25/1981,D9
6/26/1981,D12
6/26/1981,D15
6/26/1981,D41
6/26/1981,D8
7/6/1981,C3
7/6/1981,C7
7/6/1981,MD10
7/6/1981,S42
7/7/1981,MD7
7/7/1981,P8
7/8/1981,D24
7/8/1981,D26
7/8/1981,D4
7/8/1981,D7
7/8/1981,D9
7/9/1981,D12
7/9/1981,D15
7/9/1981,D41
7/9/1981,D8
7/21/1981,C3
7/21/1981,C7
7/21/1981,MD10
7/22/1981,C9
7/22/1981,MD7
7/22/1981,P8
7/22/1981,S42
7/23/1981,D24
7/23/1981,D26
7/23/1981,D4
7/23/1981,D7
7/23/1981,D9
8/4/1981,C3
8/4/1981,C7
8/4/1981,MD10
8/4/1981,P8
8/5/1981,C9
8/5/1981,D12
8/5/1981,D15
8/5/1981,D41
8/5/1981,D8
8/5/1981,S42
8/6/1981,D24
8/6/1981,D26
8/6/1981,D4
8/6/1981,D7
8/6/1981,D9
8/18/1981,C3
8/18/1981,C7
8/18/1981,MD10
8/19/1981,C9
8/19/1981,S42
8/20/1981,D24
8/20/1981,D26
8/20/1981,D4
8/20/1981,D7
8/20/1981,D9
8/21/1981,D12
8/21/1981,D15
8/21/1981,D41
8/21/1981,D8
9/1/1981,C3
9/1/1981,C7
9/1/1981,MD10
9/2/1981,C9
9/2/1981,MD7
9/2/1981,P8
9/2/1981,S42
9/3/1981,D24
9/3/1981,D26
9/3/1981,D4
9/3/1981,D7
9/3/1981,D9
9/4/1981,D12
9/4/1981,D15
9/4/1981,D41
9/4/1981,D8
9/15/1981,C3
9/15/1981,C7
9/15/1981,MD10
9/16/1981,C9
9/16/1981,MD7
9/16/1981,P8
9/16/1981,S42
9/17/1981,D24
9/17/1981,D26
9/17/1981,D4
9/17/1981,D7
9/17/1981,D9
9/18/1981,D12
9/18/1981,D15
9/18/1981,D41
9/18/1981,D8
10/5/1981,C3
10/5/1981,C7
10/5/1981,MD10
10/5/1981,MD7
10/5/1981,P8
10/6/1981,C9
10/6/1981,D24
10/6/1981,D26
10/6/1981,D4
10/6/1981,D7
10/6/1981,D9
10/6/1981,S42
10/7/1981,D12
10/7/1981,D15
10/7/1981,D41
10/7/1981,D8
10/19/1981,C3
10/19/1981,C7
10/19/1981,MD10
10/20/1981,C9
10/20/1981,P8
10/20/1981,S42
10/21/1981,D24
10/21/1981,D26
10/21/1981,D4
10/21/1981,D7
10/21/1981,D9
10/22/1981,D12
10/22/1981,D15
10/22/1981,D41
10/22/1981,D8
11/16/1981,C3
11/16/1981,C7
11/16/1981,MD10
11/17/1981,C9
11/17/1981,MD7
11/17/1981,P8
11/17/1981,S42
11/18/1981,D12
11/18/1981,D15
11/18/1981,D26
11/18/1981,D7
11/18/1981,D9
11/19/1981,D24
11/19/1981,D4
11/19/1981,D41
11/19/1981,D8
