station,month,year,species,number,intercept,slope
C9,April,2012,Corbicula fluminea,6,-4.01895032692089,2.30263827368835
C9,August,2007,Corbicula fluminea,7,-4.30248765147439,2.29670949645337
C9,August,2011,Corbicula fluminea,6,-3.86678070026541,2.23930824268592
C9,August,2013,Corbicula fluminea,7,-3.98691926778992,2.14563934228285
C9,August,2014,Corbicula fluminea,5,-3.99419052843468,2.19773586450048
C9,December,2007,Corbicula fluminea,5,-3.90369464604082,1.91335575052063
C9,December,2010,Corbicula fluminea,6,-3.87311293391774,2.12247121078791
C9,December,2011,Corbicula fluminea,7,-4.03709970061361,2.33082701192598
C9,December,2013,Corbicula fluminea,6,-4.06043968721376,2.29133148754811
C9,February,2011,Corbicula fluminea,6,-3.93254222665895,2.13040019283714
C9,January,2008,Corbicula fluminea,7,-3.97161630666386,2.1093090662132
C9,January,2009,Corbicula fluminea,6,-4.48109516218775,2.76204908504707
C9,January,2010,Corbicula fluminea,5,-3.63165946319231,1.39207381638285
C9,January,2011,Corbicula fluminea,7,-4.36100347665798,2.58461398813814
C9,July,2008,Corbicula fluminea,10,-4.70542575241856,2.91355612563818
C9,July,2011,Corbicula fluminea,5,-4.08495124557064,1.98065792537025
C9,July,2012,Corbicula fluminea,6,-5.50891970535935,3.49477596699996
C9,June,2009,Corbicula fluminea,19,-4.41102006391055,2.76019709156166
C9,June,2010,Corbicula fluminea,5,-4.73833454786329,2.86599419720078
C9,June,2011,Corbicula fluminea,10,-4.14491951087767,2.51337744844475
C9,June,2013,Corbicula fluminea,5,-4.36977771629558,2.51590742734103
C9,March,2007,Corbicula fluminea,5,-3.58682105194247,1.16007534015232
C9,March,2008,Corbicula fluminea,8,-3.83985530996861,2.02761152187135
C9,March,2009,Corbicula fluminea,5,-4.3585899477008,2.44993407668538
C9,March,2011,Corbicula fluminea,7,-4.35449362524891,2.58236379532935
C9,March,2012,Corbicula fluminea,6,-3.98028814887461,2.19461712732958
C9,March,2020,Corbicula fluminea,5,-3.59460809474335,1.40512742794938
C9,March,2021,Corbicula fluminea,9,-3.87949881793958,1.99870820028946
C9,May,2007,Corbicula fluminea,5,-4.21534542370915,2.07274209710656
C9,May,2008,Corbicula fluminea,13,-4.34820602947463,2.71580229640333
C9,May,2011,Corbicula fluminea,7,-4.3624976200854,2.55732994063341
C9,May,2012,Corbicula fluminea,9,-4.07714583637723,2.23288646683906
C9,May,2014,Corbicula fluminea,9,-4.08947843549703,2.1496619064061
C9,November,2009,Corbicula fluminea,6,-4.02889885976118,2.26075028954822
C9,November,2011,Corbicula fluminea,5,-3.81197022121665,2.10320359453229
C9,October,2007,Corbicula fluminea,6,-3.64802856981456,1.63864645556884
C9,October,2008,Corbicula fluminea,5,-4.91522835160557,2.92361213154345
C9,October,2011,Corbicula fluminea,6,-3.81395094995804,1.98979379761419
C9,September,2009,Corbicula fluminea,5,-3.84068275092383,1.7704533720005
C9,September,2010,Corbicula fluminea,8,-4.08082701399069,2.26406753000487
C9,September,2011,Corbicula fluminea,8,-4.0845888124492,2.34299602459514
C9,September,2020,Corbicula fluminea,9,-3.84393604779964,1.86885065561173
D14,March,2016,Corbicula fluminea,5,-3.43066473772421,0.875775299689977
D16,April,2011,Corbicula fluminea,5,-3.7894670751074,1.48702306850121
D16,April,2012,Corbicula fluminea,8,-4.37802535655583,2.51468021484863
D16,April,2014,Corbicula fluminea,8,-4.8834920024642,3.01307300984649
D16,April,2017,Corbicula fluminea,7,-3.7481953962604,1.62071539614471
D16,April,2018,Corbicula fluminea,9,-4.28819551445938,2.36504851189764
D16,August,2008,Corbicula fluminea,9,-3.72429767094459,1.78235304252318
D16,August,2010,Corbicula fluminea,9,-3.81168431876475,1.77824066997186
D16,August,2016,Corbicula fluminea,5,-3.84647486825132,2.06694777123658
D16,August,2017,Corbicula fluminea,9,-4.9557608440955,3.16286987839468
D16,December,2009,Corbicula fluminea,9,-3.92096713056527,1.95099888039634
D16,December,2011,Corbicula fluminea,12,-3.93037313802478,1.93953644219135
D16,December,2012,Corbicula fluminea,7,-4.65873435336301,2.68846094842461
D16,February,2010,Corbicula fluminea,9,-3.90353360102989,1.90425932201649
D16,February,2014,Corbicula fluminea,5,-3.76089238339544,1.79444455158204
D16,February,2017,Corbicula fluminea,5,-3.77165791321595,1.68782886390265
D16,January,2007,Corbicula fluminea,7,-4.00806606339762,2.11949722046731
D16,January,2011,Corbicula fluminea,13,-4.04760837164159,2.16305363840195
D16,January,2012,Corbicula fluminea,8,-3.81783927802363,1.79591965233405
D16,January,2014,Corbicula fluminea,10,-4.30506157039123,2.42496401373197
D16,January,2017,Corbicula fluminea,5,-3.46833694509226,1.0496153077135
D16,July,2008,Corbicula fluminea,5,-4.28345378107867,2.39193586902794
D16,July,2017,Corbicula fluminea,6,-4.15163967460024,2.2256127526321
D16,June,2007,Corbicula fluminea,5,-4.20560588409501,2.34359803787183
D16,June,2009,Corbicula fluminea,5,-3.95099750212873,2.12140448385091
D16,June,2012,Corbicula fluminea,5,-3.52166917197047,1.16340068737474
D16,June,2015,Corbicula fluminea,9,-4.38718122369494,2.5028176350131
D16,June,2016,Corbicula fluminea,6,-4.29418065007796,2.36972529656589
D16,March,2010,Corbicula fluminea,7,-3.71402285376154,1.56131251446712
D16,March,2013,Corbicula fluminea,5,-4.57076452498171,2.65628854183994
D16,March,2014,Corbicula fluminea,13,-4.38741311994493,2.55698350154983
D16,March,2015,Corbicula fluminea,8,-3.88669488863885,1.85349102445367
D16,March,2016,Corbicula fluminea,5,-3.9061992051738,1.95575378943965
D16,March,2018,Corbicula fluminea,8,-4.3589337856089,2.49034458444284
D16,May,2010,Corbicula fluminea,9,-4.46555606158624,2.59209141473751
D16,May,2015,Corbicula fluminea,5,-3.7952392389241,1.882888996357
D16,November,2007,Corbicula fluminea,27,-4.19611402073893,2.29556680118474
D16,November,2010,Corbicula fluminea,10,-3.93889331582165,1.94165416025276
D16,November,2012,Corbicula fluminea,6,-3.62052790381216,1.20902894440742
D16,November,2013,Corbicula fluminea,9,-3.86179667380087,1.9762202135134
D16,November,2014,Corbicula fluminea,8,-4.78818673889025,2.86936396242512
D16,November,2016,Corbicula fluminea,8,-3.92299400557055,1.89863189987698
D16,November,2017,Corbicula fluminea,5,-4.13020529517585,2.20618905465952
D16,October,2009,Corbicula fluminea,6,-3.62684389541232,1.25041272436821
D16,October,2011,Corbicula fluminea,5,-3.68467451738828,1.39798875498564
D16,October,2012,Corbicula fluminea,7,-3.91188642755936,1.97792706888379
D16,October,2013,Corbicula fluminea,7,-3.90016658192155,1.9766008754384
D16,October,2014,Corbicula fluminea,11,-4.04309496805987,2.15702545630419
D16,October,2016,Corbicula fluminea,7,-3.62292306054263,1.28127968822109
D16,September,2012,Corbicula fluminea,12,-3.89265608566446,1.92370846946278
D16,September,2013,Corbicula fluminea,6,-3.81943359931064,1.92503643044107
D16,September,2014,Corbicula fluminea,5,-3.85699954084773,1.88031780012557
D16,September,2017,Corbicula fluminea,7,-3.59879948478159,1.39077085520264
D24,April,2008,Corbicula fluminea,24,-4.74611278182128,2.93528591529277
D24,April,2009,Corbicula fluminea,28,-4.26186273981202,2.53106981864228
D24,April,2010,Corbicula fluminea,26,-4.1449924959249,2.40669298578033
D24,April,2011,Corbicula fluminea,20,-4.54590790773216,2.76846335241086
D24,April,2012,Corbicula fluminea,21,-4.23893357304576,2.55571833680286
D24,April,2013,Corbicula fluminea,25,-4.25803266211382,2.59871446044791
D24,April,2014,Corbicula fluminea,16,-4.893851096618,2.96847100549412
D24,April,2015,Corbicula fluminea,16,-4.33730573469191,2.43050494724571
D24,April,2016,Corbicula fluminea,18,-4.55052945671213,2.72243980982445
D24,April,2018,Corbicula fluminea,12,-3.98601450372994,2.10697453190517
D24,April,2019,Corbicula fluminea,19,-4.05076867492047,2.33069361300813
D24,April,2021,Corbicula fluminea,19,-4.08383798925224,2.18650853980584
D24,August,2007,Corbicula fluminea,13,-5.26989595215481,3.38111708210017
D24,August,2008,Corbicula fluminea,19,-4.41436477734907,2.62836057855037
D24,August,2009,Corbicula fluminea,11,-4.11150552210953,2.35477854265136
D24,August,2010,Corbicula fluminea,31,-4.20594814455342,2.34070285998044
D24,August,2011,Corbicula fluminea,20,-5.17327558143345,3.32474076862802
D24,August,2012,Corbicula fluminea,24,-4.91532835128264,3.07947749914212
D24,August,2013,Corbicula fluminea,19,-4.82352289351563,2.97978534620191
D24,August,2014,Corbicula fluminea,16,-4.38682707779087,2.4835333661073
D24,August,2015,Corbicula fluminea,7,-4.65910245071536,2.73361200114806
D24,August,2016,Corbicula fluminea,15,-5.2995220320783,3.39783626130316
D24,August,2017,Corbicula fluminea,8,-4.05217440068986,2.11378715345862
D24,August,2018,Corbicula fluminea,16,-4.10260827215308,2.26339812783448
D24,August,2019,Corbicula fluminea,13,-4.72277922339858,2.89639951702116
D24,August,2020,Corbicula fluminea,24,-4.10923453089127,2.24109598695132
D24,August,2021,Corbicula fluminea,18,-4.06416104894437,2.19386286944027
D24,December,2007,Corbicula fluminea,12,-4.94716435867559,3.0132828390684
D24,December,2008,Corbicula fluminea,10,-4.78089745568736,2.84829896387957
D24,December,2009,Corbicula fluminea,21,-4.26953188006194,2.46127493791904
D24,December,2010,Corbicula fluminea,28,-4.40024451499794,2.51329347226777
D24,December,2011,Corbicula fluminea,20,-4.2002075881482,2.50191879606813
D24,December,2012,Corbicula fluminea,26,-4.19204548390001,2.41236206797155
D24,December,2013,Corbicula fluminea,20,-4.9578897458682,3.03167437435263
D24,December,2014,Corbicula fluminea,10,-4.54002942126722,2.58585149840381
D24,December,2015,Corbicula fluminea,12,-4.90228391585348,2.93071082258338
D24,December,2016,Corbicula fluminea,14,-4.57099236440097,2.6915839860632
D24,December,2017,Corbicula fluminea,15,-4.12697663378062,2.24551251574297
D24,December,2018,Corbicula fluminea,26,-4.71987183072623,2.8353213682089
D24,December,2019,Corbicula fluminea,21,-4.23781923779272,2.45716988666562
D24,December,2021,Corbicula fluminea,8,-3.7434037596777,1.61657683288771
D24,February,2007,Corbicula fluminea,19,-4.29656503415422,2.61445204637169
D24,February,2009,Corbicula fluminea,20,-4.03560210882275,2.30207352514776
D24,February,2010,Corbicula fluminea,16,-4.05069025731428,2.20785110981708
D24,February,2011,Corbicula fluminea,25,-4.12681814166039,2.28889269360285
D24,February,2012,Corbicula fluminea,26,-4.24047615558283,2.55647928325197
D24,February,2013,Corbicula fluminea,18,-3.93053371678959,2.21704399731321
D24,February,2014,Corbicula fluminea,16,-4.12724233097519,2.40193731275719
D24,February,2015,Corbicula fluminea,18,-4.41514225941621,2.49215501784118
D24,February,2016,Corbicula fluminea,17,-4.12593886838561,2.27812542774536
D24,February,2018,Corbicula fluminea,9,-3.77409398964881,1.68883143638154
D24,February,2019,Corbicula fluminea,16,-3.92490129615858,2.05180492161287
D24,February,2020,Corbicula fluminea,9,-3.94998561798594,2.23001693351744
D24,January,2007,Corbicula fluminea,18,-4.14899897808774,2.44736262153384
D24,January,2008,Corbicula fluminea,9,-4.15217614090209,2.32388660657972
D24,January,2009,Corbicula fluminea,40,-4.62546219628194,2.7472165822149
D24,January,2010,Corbicula fluminea,27,-4.65607972788497,2.7913265308594
D24,January,2011,Corbicula fluminea,20,-4.12972480100321,2.32557575872457
D24,January,2012,Corbicula fluminea,23,-4.22034731376461,2.52355754252524
D24,January,2013,Corbicula fluminea,22,-4.19392253881976,2.43973240405379
D24,January,2014,Corbicula fluminea,18,-4.844925486839,2.93526149529237
D24,January,2015,Corbicula fluminea,16,-4.61642101120722,2.68547401237167
D24,January,2016,Corbicula fluminea,11,-4.57584493668148,2.82882635144154
D24,January,2018,Corbicula fluminea,14,-3.99724719519527,2.09969760954572
D24,January,2019,Corbicula fluminea,21,-4.70596318089235,2.79608481639032
D24,January,2020,Corbicula fluminea,15,-4.03179206415115,2.19952805413214
D24,July,2006,Corbicula fluminea,8,-3.71220953113098,2.13806740298021
D24,July,2007,Corbicula fluminea,26,-4.99963875972294,3.16937591338714
D24,July,2008,Corbicula fluminea,18,-5.57531141089794,3.59698475559539
D24,July,2009,Corbicula fluminea,10,-4.6450771258732,2.75933037675075
D24,July,2010,Corbicula fluminea,14,-4.33330979970694,2.43839278984291
D24,July,2011,Corbicula fluminea,23,-4.58108334380266,2.85581223351911
D24,July,2012,Corbicula fluminea,27,-4.39284261171922,2.65137507349846
D24,July,2013,Corbicula fluminea,18,-5.4475592571429,3.4983168193774
D24,July,2014,Corbicula fluminea,16,-4.75556426111796,2.81165241486016
D24,July,2015,Corbicula fluminea,16,-4.58216555602236,2.61937702337369
D24,July,2016,Corbicula fluminea,9,-4.99566283965283,3.10860704259145
D24,July,2017,Corbicula fluminea,6,-3.82792231913949,1.89051388854985
D24,July,2018,Corbicula fluminea,8,-4.44119092031223,2.60893995958533
D24,July,2019,Corbicula fluminea,15,-4.51473836562448,2.74312221206593
D24,July,2020,Corbicula fluminea,31,-4.17629643426636,2.3452778354528
D24,July,2021,Corbicula fluminea,6,-3.8544257545156,1.86939528994942
D24,June,2007,Corbicula fluminea,42,-4.34477838903644,2.73488726303044
D24,June,2008,Corbicula fluminea,16,-5.16803133498802,3.23526907344524
D24,June,2009,Corbicula fluminea,27,-4.50315931010354,2.66805927734323
D24,June,2010,Corbicula fluminea,22,-4.23977711948113,2.41220936842433
D24,June,2011,Corbicula fluminea,29,-4.27753265209061,2.6416233279254
D24,June,2012,Corbicula fluminea,25,-4.36974724758364,2.66101159595331
D24,June,2013,Corbicula fluminea,21,-5.38872843037944,3.57087959399726
D24,June,2014,Corbicula fluminea,16,-4.92507074545043,2.94679857187642
D24,June,2015,Corbicula fluminea,14,-5.02754585975942,3.13342870332552
D24,June,2016,Corbicula fluminea,15,-5.14595332191502,3.28810526195324
D24,June,2018,Corbicula fluminea,9,-4.19408059958834,2.2135169823944
D24,June,2019,Corbicula fluminea,15,-4.57905338494677,2.8091268316504
D24,June,2020,Corbicula fluminea,10,-3.99392151148073,2.05895338842789
D24,March,2007,Corbicula fluminea,17,-4.26787235823652,2.56980454039433
D24,March,2008,Corbicula fluminea,25,-4.4843724773345,2.73462296484786
D24,March,2009,Corbicula fluminea,18,-4.04911498115697,2.26515408529521
D24,March,2010,Corbicula fluminea,25,-4.09916327334288,2.29890966092931
D24,March,2011,Corbicula fluminea,22,-4.13437619587856,2.36486989755001
D24,March,2012,Corbicula fluminea,17,-4.14575125765964,2.52770910685841
D24,March,2013,Corbicula fluminea,25,-4.1812515031097,2.45739443397248
D24,March,2014,Corbicula fluminea,17,-4.55521377371317,2.72547874045417
D24,March,2015,Corbicula fluminea,15,-4.60330793428936,2.65113557342929
D24,March,2016,Corbicula fluminea,21,-4.12202754510901,2.29780063104299
D24,March,2018,Corbicula fluminea,15,-4.03997830012273,2.20205306207452
D24,March,2019,Corbicula fluminea,18,-3.99612437110311,2.21690878309486
D24,March,2020,Corbicula fluminea,11,-3.7970518460444,2.0237630137558
D24,March,2021,Corbicula fluminea,21,-4.27330052218719,2.36428310675942
D24,May,2007,Corbicula fluminea,36,-4.26698861521759,2.6734041529102
D24,May,2008,Corbicula fluminea,7,-6.22286277365227,4.49556101541372
D24,May,2009,Corbicula fluminea,13,-4.86228960421383,2.94734207567659
D24,May,2010,Corbicula fluminea,21,-4.21340973320438,2.35911555762777
D24,May,2011,Corbicula fluminea,22,-4.19630004346442,2.55531487871293
D24,May,2012,Corbicula fluminea,25,-4.34468162572402,2.63030926767556
D24,May,2013,Corbicula fluminea,20,-4.66234932391642,2.92035625470301
D24,May,2014,Corbicula fluminea,17,-5.75977527656682,3.68243990490308
D24,May,2015,Corbicula fluminea,14,-4.32891001938907,2.45269641388095
D24,May,2016,Corbicula fluminea,21,-4.51867708565055,2.69556498703152
D24,May,2018,Corbicula fluminea,11,-4.2007016949173,2.267858671457
D24,May,2019,Corbicula fluminea,21,-4.21906147790959,2.51855737380896
D24,May,2021,Corbicula fluminea,15,-3.95978875674831,2.07525156575782
D24,November,2007,Corbicula fluminea,8,-5.57618165549717,3.59188899521785
D24,November,2008,Corbicula fluminea,17,-4.04715257324391,2.17621828066922
D24,November,2009,Corbicula fluminea,14,-4.64193180010352,2.74080286473643
D24,November,2010,Corbicula fluminea,23,-4.18307949201209,2.28994351885423
D24,November,2011,Corbicula fluminea,24,-4.37469948671505,2.58268307778335
D24,November,2012,Corbicula fluminea,19,-4.31463192205187,2.5017600255927
D24,November,2013,Corbicula fluminea,18,-4.90406383199636,2.98789282160012
D24,November,2014,Corbicula fluminea,17,-4.65417377015311,2.68434130373488
D24,November,2015,Corbicula fluminea,9,-3.78510299874894,1.98449885613354
D24,November,2016,Corbicula fluminea,13,-5.81816436175318,3.91037542542862
D24,November,2017,Corbicula fluminea,12,-4.03275191299008,2.05791086993573
D24,November,2019,Corbicula fluminea,15,-4.03786814197042,2.19296226245516
D24,November,2020,Corbicula fluminea,30,-4.07707266684852,2.17228427477055
D24,November,2021,Corbicula fluminea,13,-3.9986034529653,2.12903212984954
D24,October,2006,Corbicula fluminea,19,-5.18064789532415,3.30277245215237
D24,October,2007,Corbicula fluminea,22,-4.24225667943566,2.47955531324475
D24,October,2008,Corbicula fluminea,15,-4.42640657949943,2.54252499125433
D24,October,2009,Corbicula fluminea,15,-4.16593170216242,2.19182188508768
D24,October,2010,Corbicula fluminea,20,-4.2279893912246,2.33902669952519
D24,October,2011,Corbicula fluminea,15,-4.04657108971496,2.29680023962178
D24,October,2012,Corbicula fluminea,23,-5.1009776943757,3.1933504980561
D24,October,2013,Corbicula fluminea,15,-3.87300535750404,2.15678178266148
D24,October,2014,Corbicula fluminea,14,-4.31685545707276,2.42755799951275
D24,October,2015,Corbicula fluminea,15,-4.06558705391531,2.06822002934639
D24,October,2016,Corbicula fluminea,16,-5.01095094250365,3.07400754047738
D24,October,2017,Corbicula fluminea,12,-4.05996901937258,2.11469844359365
D24,October,2018,Corbicula fluminea,10,-5.15650504791167,3.21290891389529
D24,October,2019,Corbicula fluminea,15,-4.12291453460872,2.25870601890348
D24,October,2020,Corbicula fluminea,19,-4.14158433431926,2.26730947898806
D24,September,2007,Corbicula fluminea,16,-4.18473245715581,2.39775729641945
D24,September,2008,Corbicula fluminea,13,-4.4437548879207,2.57063389326331
D24,September,2009,Corbicula fluminea,19,-3.93578206599938,2.13748200929957
D24,September,2010,Corbicula fluminea,28,-4.86392515338617,2.91610189738622
D24,September,2011,Corbicula fluminea,20,-5.25857142059918,3.35860616818047
D24,September,2012,Corbicula fluminea,21,-5.32058129478136,3.46053481519074
D24,September,2013,Corbicula fluminea,17,-5.22640347369136,3.34991748083406
D24,September,2014,Corbicula fluminea,20,-4.0564599252463,2.24411631053307
D24,September,2015,Corbicula fluminea,14,-4.56471846642478,2.61432717980736
D24,September,2016,Corbicula fluminea,17,-5.4549558955642,3.55009238892319
D24,September,2017,Corbicula fluminea,13,-4.1741782640459,2.27413098180311
D24,September,2018,Corbicula fluminea,15,-4.58005199284565,2.67843739374095
D24,September,2019,Corbicula fluminea,16,-4.22896881275569,2.43703185393553
D24,September,2020,Corbicula fluminea,16,-4.17349148089722,2.33427141531606
D24,September,2021,Corbicula fluminea,5,-3.68104221217365,1.38270729046692
D28A,April,2009,Corbicula fluminea,8,-4.19402455769849,2.54885423795899
D28A,April,2010,Corbicula fluminea,12,-4.10548676276495,2.17979643957549
D28A,April,2012,Corbicula fluminea,7,-4.01314162866921,2.12863200079394
D28A,April,2013,Corbicula fluminea,9,-4.43839948932392,2.62473452938462
D28A,April,2015,Corbicula fluminea,6,-3.73295567986191,1.9103094596954
D28A,April,2017,Corbicula fluminea,5,-3.56611386162966,1.12788108388262
D28A,April,2018,Corbicula fluminea,9,-4.03221564873555,2.22241192213335
D28A,August,2007,Corbicula fluminea,13,-4.0594301881473,2.30974178473971
D28A,August,2008,Corbicula fluminea,8,-4.00697232362981,2.17874470273236
D28A,August,2009,Corbicula fluminea,13,-4.03866663704787,2.12526466248033
D28A,August,2011,Corbicula fluminea,11,-4.03282727958608,2.18505815404027
D28A,August,2013,Corbicula fluminea,8,-4.03801656775774,2.21167204487608
D28A,August,2015,Corbicula fluminea,5,-3.93686238865113,2.12686501756394
D28A,August,2020,Corbicula fluminea,6,-3.96121674016401,2.15235765640451
D28A,December,2009,Corbicula fluminea,11,-4.09033810644807,2.18517084415345
D28A,December,2014,Corbicula fluminea,10,-4.06099366105417,2.26144273690148
D28A,December,2016,Corbicula fluminea,5,-3.49638378047375,0.91414111009823
D28A,February,2007,Corbicula fluminea,8,-3.98435102564769,2.19877041898656
D28A,February,2008,Corbicula fluminea,8,-4.01814435329719,2.09897022879482
D28A,February,2009,Corbicula fluminea,15,-4.05005089276752,2.14638874790894
D28A,February,2010,Corbicula fluminea,7,-3.73951769320433,1.50550488878133
D28A,February,2011,Corbicula fluminea,9,-4.0238240168085,2.12886756195534
D28A,February,2012,Corbicula fluminea,11,-4.02404164039182,2.25713076821415
D28A,February,2016,Corbicula fluminea,5,-3.86591276360945,1.8818472846262
D28A,February,2017,Corbicula fluminea,5,-3.43872103792056,0.745115217587969
D28A,January,2008,Corbicula fluminea,8,-4.26960249373777,2.44232659396324
D28A,January,2009,Corbicula fluminea,5,-3.77445272716634,1.70401823103492
D28A,January,2011,Corbicula fluminea,9,-3.9833296902862,2.15649060191508
D28A,January,2012,Corbicula fluminea,8,-3.92900067847103,2.14581733120606
D28A,January,2014,Corbicula fluminea,5,-3.52133241035572,0.942662829269032
D28A,January,2015,Corbicula fluminea,8,-4.13986418796045,2.30299729505495
D28A,January,2016,Corbicula fluminea,6,-3.97629493011299,2.1329645931429
D28A,July,2006,Corbicula fluminea,7,-3.7813439891246,2.11347732525351
D28A,July,2008,Corbicula fluminea,5,-4.00513572973264,2.17789127557511
D28A,July,2009,Corbicula fluminea,8,-4.42913059626739,2.44805514539547
D28A,July,2010,Corbicula fluminea,9,-4.67872477079966,2.78444869885582
D28A,July,2020,Corbicula fluminea,7,-3.7225499367468,1.50172665849124
D28A,June,2008,Corbicula fluminea,19,-4.10665848962211,2.25927565869243
D28A,June,2010,Corbicula fluminea,16,-4.10822340716395,2.21613671010312
D28A,June,2011,Corbicula fluminea,6,-3.83861024972849,1.9491922947918
D28A,June,2013,Corbicula fluminea,6,-3.93483530334473,2.15484164716591
D28A,June,2015,Corbicula fluminea,10,-4.04525735663238,2.10463165808023
D28A,June,2017,Corbicula fluminea,13,-4.19956646958182,2.29666970310066
D28A,June,2020,Corbicula fluminea,7,-3.86605218961454,1.77758085428459
D28A,March,2007,Corbicula fluminea,17,-4.38495127636647,2.59796938315439
D28A,March,2008,Corbicula fluminea,7,-3.8169208162179,1.96531823933413
D28A,March,2010,Corbicula fluminea,7,-3.90684052642828,1.91791514620704
D28A,March,2012,Corbicula fluminea,6,-3.91083437657867,2.16265687675611
D28A,May,2007,Corbicula fluminea,8,-4.2325478168241,2.40781707770293
D28A,May,2008,Corbicula fluminea,9,-4.08336464254767,2.18032660302393
D28A,May,2009,Corbicula fluminea,8,-4.76025155639905,2.79725368955658
D28A,May,2010,Corbicula fluminea,13,-4.08665761099115,2.20675979810286
D28A,May,2011,Corbicula fluminea,7,-4.01284719196124,2.09965875698136
D28A,May,2012,Corbicula fluminea,10,-4.56033822280421,2.69663642129558
D28A,May,2013,Corbicula fluminea,6,-3.97248202360327,2.08170462088796
D28A,May,2015,Corbicula fluminea,10,-4.09655188094535,2.15137021753612
D28A,May,2016,Corbicula fluminea,7,-3.9897324744072,2.06805285359093
D28A,May,2017,Corbicula fluminea,9,-3.91167534936217,1.81626818777668
D28A,May,2018,Corbicula fluminea,8,-4.00063109704297,2.05787210188512
D28A,May,2019,Corbicula fluminea,5,-4.60935355322806,2.69420301579897
D28A,November,2009,Corbicula fluminea,7,-4.44196285247412,2.59567695580553
D28A,November,2013,Corbicula fluminea,7,-4.01530528420932,2.17970250571046
D28A,November,2014,Corbicula fluminea,6,-3.96175191300553,1.93132098287337
D28A,November,2016,Corbicula fluminea,5,-4.03719309199229,2.16601713809332
D28A,October,2007,Corbicula fluminea,6,-4.66827452775086,2.80887623919934
D28A,October,2008,Corbicula fluminea,11,-3.98972562086923,2.04444674481577
D28A,October,2009,Corbicula fluminea,9,-3.94168913856809,2.10497644728776
D28A,October,2011,Corbicula fluminea,9,-3.94191319218901,2.14165250567905
D28A,October,2012,Corbicula fluminea,5,-3.95074124666718,2.16334365016562
D28A,October,2014,Corbicula fluminea,11,-4.11020219601875,2.28236793854931
D28A,October,2017,Corbicula fluminea,11,-4.06015849482221,2.24501536553625
D28A,September,2007,Corbicula fluminea,6,-4.10151268126308,2.23705685921593
D28A,September,2008,Corbicula fluminea,7,-3.94177468383101,1.95756249242896
D28A,September,2009,Corbicula fluminea,7,-3.88812686490401,1.86104300106843
D28A,September,2010,Corbicula fluminea,8,-3.75987682121722,1.95450405304954
D28A,September,2014,Corbicula fluminea,8,-4.09137754221622,2.34907812947705
D28A,September,2017,Corbicula fluminea,6,-3.80721947329942,1.87916491137819
D28A,September,2020,Corbicula fluminea,7,-3.95456195911118,1.95548584062151
D4,April,2008,Corbicula fluminea,10,-3.77401411812702,1.96578955030951
D4,April,2008,Potamocorbula amurensis,5,-3.44767299228088,0.872654885408393
D4,April,2009,Corbicula fluminea,10,-4.76801085665461,2.90774323488282
D4,April,2009,Potamocorbula amurensis,7,-3.66537913618412,1.34218677843502
D4,April,2010,Corbicula fluminea,12,-4.01145773768815,2.24383605070956
D4,April,2011,Corbicula fluminea,15,-4.24369113179504,2.5537602869478
D4,April,2012,Corbicula fluminea,15,-4.63416821813106,2.7751084732063
D4,April,2013,Corbicula fluminea,7,-3.76643579877793,2.04453065774366
D4,April,2013,Potamocorbula amurensis,5,-3.89279424926769,1.76627478787878
D4,April,2014,Corbicula fluminea,11,-3.26426857970092,1.5393315466042
D4,April,2015,Potamocorbula amurensis,5,-3.76278728522427,1.53825508553763
D4,April,2018,Corbicula fluminea,9,-3.83190309597654,1.88119960141568
D4,April,2019,Corbicula fluminea,11,-4.03252298111801,2.29308307828899
D4,April,2019,Potamocorbula amurensis,6,-4.36946168265509,2.30072067709928
D4,April,2021,Corbicula fluminea,18,-4.23700139791353,2.41953178311428
D4,April,2021,Potamocorbula amurensis,9,-3.61472466959764,1.35072801845004
D4,August,2008,Corbicula fluminea,22,-4.47773652052716,2.64009988020399
D4,August,2009,Corbicula fluminea,7,-5.58981925823546,3.52599533433795
D4,August,2010,Corbicula fluminea,9,-3.98953834128236,2.05001735239794
D4,August,2011,Corbicula fluminea,25,-4.42321667375524,2.69114404416368
D4,August,2012,Corbicula fluminea,14,-4.78757637048153,2.90343913108211
D4,August,2013,Corbicula fluminea,13,-3.81034661643826,1.94232627894118
D4,August,2013,Potamocorbula amurensis,7,-4.09971856300682,1.95468486779319
D4,August,2014,Potamocorbula amurensis,5,-3.42984974271319,0.743296635435997
D4,August,2015,Potamocorbula amurensis,7,-3.70755454304903,1.41637018480186
D4,August,2016,Corbicula fluminea,5,-3.768672312975,2.145829310401
D4,August,2017,Corbicula fluminea,15,-4.24793310438674,2.44074119775122
D4,August,2018,Corbicula fluminea,12,-3.77053762338725,1.91234592298624
D4,August,2019,Corbicula fluminea,15,-4.11463241133568,2.22052648368789
D4,August,2021,Corbicula fluminea,12,-4.54393474880124,2.70038577145469
D4,December,2007,Corbicula fluminea,13,-4.01707355888702,2.10076516708348
D4,December,2008,Corbicula fluminea,12,-4.45353063042309,2.5834863978563
D4,December,2008,Potamocorbula amurensis,5,-3.71907033584825,1.52325453353845
D4,December,2009,Corbicula fluminea,13,-3.96990433608349,2.11406050786695
D4,December,2010,Corbicula fluminea,8,-4.55789692265094,2.67896055376038
D4,December,2011,Corbicula fluminea,14,-4.43408298476188,2.53188476561443
