SampleID,Genus,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D28A.Apr.2022,Rhodomonas,92,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
D28A.Apr.2022,Staurosira,23,,4/21/2022,D28A,Apr,2022,Central Delta,CED,Spring
EZ2-SJR.Apr.2022,Cryptomonas,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Cyclotella,135.28,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Entomoneis,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Eucapsis,26920.72,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Monoraphidium,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Nitzschia,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Plagioselmis,135.28,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.Apr.2022,Planktolyngbya,67.64,,4/21/2022,EZ2-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Entomoneis,166.94,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Eucapsis,68779.28,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Monoraphidium,166.94,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.Apr.2022,Nitzschia,166.94,,4/21/2022,EZ6-SJR,Apr,2022,Entrapment Zone,EZ,Spring
D26.Apr.2022,Cocconeis,19.17,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Cyclotella,920.16,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Eucapsis,6249.42,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Monoraphidium,38.34,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Nitzschia,19.17,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Odontidium,19.17,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Plagioselmis,268.38,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Pseudanabaena,19.17,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
D26.Apr.2022,Rhodomonas,134.19,,4/22/2022,D26,Apr,2022,Central Delta,CED,Spring
MD10A.Apr.2022,Chlorella,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Chrysococcus,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Cyclotella,214.64,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Eucapsis,9980.76,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Gyrosigma,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Plagioselmis,509.77,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Rhodomonas,53.66,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
MD10A.Apr.2022,Skeletonema,26.83,,4/22/2022,MD10A,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Chlamydomonas,30.05,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Cryptomonas,240.4,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Cyclotella,480.8,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Eucapsis,11088.45,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Lagerheimia,30.05,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Monoraphidium,30.05,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
P8.Apr.2022,Plagioselmis,631.05,,4/22/2022,P8,Apr,2022,Southern Interior Delta,SID,Spring
D22.Apr.2022,Aulacoseira,250.41,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Cocconeis,500.82,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Entomoneis,250.41,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Eucapsis,104170.56,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D22.Apr.2022,Gomphoneis,250.41,,4/25/2022,D22,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Cocconeis,180.29,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Cryptomonas,180.29,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Eucapsis,84916.59,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Monoraphidium,360.58,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Planktolyngbya,180.29,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
D4.Apr.2022,Rhodomonas,180.29,,4/25/2022,D4,Apr,2022,Confluence,CON,Spring
EZ2.Apr.2022,Achnanthidium,321.95,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ2.Apr.2022,Entomoneis,965.85,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ2.Apr.2022,Eucapsis,138116.55,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ2.Apr.2022,Monoraphidium,321.95,,4/25/2022,EZ2,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Cylindrotheca,901.46,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Eucapsis,433602.26,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Navicula,901.46,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
EZ6.Apr.2022,Plagioselmis,1802.92,,4/25/2022,EZ6,Apr,2022,Entrapment Zone,EZ,Spring
NZ068.Apr.2022,Cocconeis,51.11,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Cyclostephanos,153.33,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Eucapsis,20597.33,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Monoraphidium,51.11,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Navicula,51.11,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Nitzschia,102.22,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
NZ068.Apr.2022,Plagioselmis,255.55,,4/25/2022,NZ068,Apr,2022,Northern Interior Delta,NID,Spring
D10.Apr.2022,Cocconeis,43.81,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Cyclotella,175.24,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Eucapsis,17348.76,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Nitzschia,43.81,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Plagioselmis,87.62,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Staurosira,43.81,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D10.Apr.2022,Stephanodiscus,43.81,,4/26/2022,D10,Apr,2022,Confluence,CON,Spring
D6.Apr.2022,Cyclotella,521.22,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D6.Apr.2022,Eucapsis,9504.6,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D6.Apr.2022,Plagioselmis,122.64,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D6.Apr.2022,Rhodomonas,61.32,,4/26/2022,D6,Apr,2022,San Pablo Bay,SPB,Spring
D8.Apr.2022,Cyclotella,894.39,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D8.Apr.2022,Eucapsis,51235.77,,4/26/2022,D8,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D7.Apr.2022,Eucapsis,132965.35,,4/27/2022,D7,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Aulacoseira,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Cylindrotheca,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Eucapsis,50205.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.Apr.2022,Monoraphidium,125.2,,4/27/2022,NZ032,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Cyclotella,1533.24,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Entomoneis,766.62,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Eucapsis,98893.98,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Navicula,766.62,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Nitzschia,255.54,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Planktolyngbya,255.54,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.Apr.2022,Thalassiosira,255.54,,4/27/2022,NZS42,Apr,2022,Grizzly and Suisun Bay,GSB,Spring
D41.Apr.2022,Cocconeis,41.82,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Cyclotella,292.74,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Eucapsis,16435.26,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Gomphonema,41.82,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Nitzschia,41.82,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41.Apr.2022,Plagioselmis,418.2,,4/28/2022,D41,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Chlorella,250.4,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Cyclotella,62.6,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Ditylum,62.6,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Eucapsis,25603.4,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Plagioselmis,375.6,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Planktolyngbya,62.6,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
D41A.Apr.2022,Teleaulax,250.4,,4/28/2022,D41A,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Cryptomonas,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Cyclotella,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Cylindrotheca,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Eucapsis,22816.5,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ002.Apr.2022,Rhodomonas,55.65,,4/28/2022,NZ002,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Cyclotella,45.07,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Eucapsis,16856.18,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Plagioselmis,90.14,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ004.Apr.2022,Thalassiosira,45.07,,4/28/2022,NZ004,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Chlorogonium,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Cyclotella,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Eucapsis,39485.94,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Euglena,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Navicula,97.98,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Skeletonema,979.8,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
NZ325.Apr.2022,Thalassiosira,391.92,,4/28/2022,NZ325,Apr,2022,San Pablo Bay,SPB,Spring
C10A.May.2022,Achnanthidium,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Amphora,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Cocconeis,255.52,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Cyclotella,127.76,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Eucapsis,11817.8,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Melosira,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Monoraphidium,63.88,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Navicula,191.64,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Nitzschia,95.82,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Ochromonas,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Rhoicosphenia,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Scenedesmus,63.88,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C10A.May.2022,Synedra,31.94,,5/19/2022,C10A,May,2022,Southern Interior Delta,SID,Spring
C3A.May.2022,Achnanthidium,31.08,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Chlamydomonas,62.16,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Chlorella,1274.28,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Chroococcus,404.04,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Cocconeis,62.16,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Cyclotella,155.4,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Drepanochloris,31.08,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Eucapsis,10287.48,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Monoraphidium,155.4,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Navicula,31.08,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Nitzschia,93.24,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Skeletonema,341.88,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C3A.May.2022,Teleaulax,279.72,,5/19/2022,C3A,May,2022,Northern Interior Delta,NID,Spring
C9.May.2022,Cyclotella,365.05,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Eucapsis,28984.97,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Monoraphidium,146.02,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Nitzschia,146.02,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Plagioselmis,219.03,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
C9.May.2022,Planktolyngbya,146.02,,5/19/2022,C9,May,2022,Southern Interior Delta,SID,Spring
D12.May.2022,Cyclotella,242.08,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Eucapsis,23844.88,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Monoraphidium,60.52,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Navicula,60.52,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Nitzschia,121.04,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D12.May.2022,Plagioselmis,60.52,,5/20/2022,D12,May,2022,Confluence,CON,Spring
D16.May.2022,Cyclotella,193.25,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Entomoneis,38.65,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Eucapsis,15382.7,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Gomphonema,38.65,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Monoraphidium,77.3,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Nitzschia,38.65,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D16.May.2022,Plagioselmis,77.3,,5/20/2022,D16,May,2022,Central Delta,CED,Spring
D19.May.2022,Aulacoseira,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Chlorella,109.53,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Cocconeis,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Cryptomonas,73.02,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Cyclotella,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Eucapsis,13289.64,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Gyrosigma,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Monoraphidium,109.53,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Navicula,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Nitzschia,219.06,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Plagioselmis,547.65,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Planktolyngbya,73.02,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D19.May.2022,Scenedesmus,36.51,,5/20/2022,D19,May,2022,Central Delta,CED,Spring
D28A.May.2022,Cocconeis,322.8,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Cryptomonas,322.8,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Eucapsis,15454.05,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Gomphonema,40.35,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Monoraphidium,40.35,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Navicula,40.35,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Nitzschia,80.7,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Plagioselmis,242.1,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Planktolyngbya,40.35,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
D28A.May.2022,Scenedesmus,40.35,,5/20/2022,D28A,May,2022,Central Delta,CED,Spring
EZ2-SJR.May.2022,Eucapsis,32441.4,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.May.2022,Monoraphidium,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.May.2022,Nitzschia,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ2-SJR.May.2022,Thalassiosira,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.May.2022,Cyclotella,114.99,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.May.2022,Eucapsis,46685.94,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Spring
D26.May.2022,Aulacoseira,613.28,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Chlamydomonas,76.66,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Chlorella,613.28,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Cyclotella,919.92,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Eucapsis,28440.86,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Monoraphidium,153.32,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Plagioselmis,76.66,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Rhodomonas,76.66,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Teleaulax,689.94,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
MD10A.May.2022,Achnanthidium,38.33,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Aulacoseira,153.32,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Chlorella,498.29,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Cocconeis,114.99,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Cryptomonas,38.33,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Cyclotella,191.65,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Eucapsis,12687.23,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Fragilaria,38.33,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Lagerheimia,38.33,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Monoraphidium,114.99,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Nitzschia,38.33,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Plagioselmis,613.28,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Teleaulax,766.6,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Chlorella,910.29,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Cyclotella,670.74,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Desmodesmus,47.91,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Eucapsis,16816.41,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Plagioselmis,574.92,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Teleaulax,191.64,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
D22.May.2022,Achnanthidium,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Chlorella,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Cocconeis,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Cryptomonas,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Cyclotella,359.35,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Entomoneis,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Eucapsis,27526.21,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Gomphonema,143.74,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Nitzschia,143.74,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Plagioselmis,215.61,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Planktolyngbya,143.74,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Surirella,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Thalassiosira,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D4.May.2022,Cyclotella,533.91,,5/24/2022,D4,May,2022,Confluence,CON,Spring
D4.May.2022,Eucapsis,14990.55,,5/24/2022,D4,May,2022,Confluence,CON,Spring
D4.May.2022,Plagioselmis,1355.31,,5/24/2022,D4,May,2022,Confluence,CON,Spring
EZ2.May.2022,Cyclotella,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Eucapsis,32118.6,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Monoraphidium,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Navicula,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Planktolyngbya,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Chlamydomonas,183.98,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Chlorella,551.94,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Cyclotella,367.96,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Entomoneis,91.99,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Eucapsis,37255.95,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Monoraphidium,91.99,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Plagioselmis,275.97,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
NZ068.May.2022,Cocconeis,63.88,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Cyclotella,63.88,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Eucapsis,25360.36,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
