Lab,SampleDate,StationCode,Cells_per_mL
EcoAnalysts,12/5/2008,D8,1.03
EcoAnalysts,12/5/2008,D8,1.03
EcoAnalysts,12/5/2008,D8,2.05
EcoAnalysts,12/5/2008,D8,18.46
EcoAnalysts,12/5/2008,D8,2.05
EcoAnalysts,12/5/2008,D8,1.03
EcoAnalysts,12/5/2008,D8,16.4
EcoAnalysts,12/5/2008,D8,15.4
EcoAnalysts,12/5/2008,D8,176.41
EcoAnalysts,12/5/2008,D8,1.03
EcoAnalysts,12/5/2008,D8,1.03
EcoAnalysts,12/5/2008,D8,102.6
EcoAnalysts,12/5/2008,D8,84.1
EcoAnalysts,12/5/2008,D8,11.28
EcoAnalysts,12/5/2008,D8,83.08
EcoAnalysts,12/5/2008,D8,3.08
EcoAnalysts,12/5/2008,D8,11.28
EcoAnalysts,12/3/2008,D19,5.13
EcoAnalysts,12/3/2008,D19,3.08
EcoAnalysts,12/3/2008,D19,4.1
EcoAnalysts,12/3/2008,D19,5.13
EcoAnalysts,12/3/2008,D19,21.54
EcoAnalysts,12/3/2008,D19,1.03
EcoAnalysts,12/3/2008,D19,171.28
EcoAnalysts,12/3/2008,D19,1.03
EcoAnalysts,12/3/2008,D19,1.03
EcoAnalysts,12/3/2008,D19,2.05
EcoAnalysts,12/3/2008,D19,30.8
EcoAnalysts,12/3/2008,D19,102.6
EcoAnalysts,12/3/2008,D19,80
EcoAnalysts,12/3/2008,D19,16.41
EcoAnalysts,12/3/2008,D19,116.92
EcoAnalysts,12/3/2008,D19,2.05
EcoAnalysts,12/3/2008,D19,22.56
EcoAnalysts,12/4/2008,D26,8.21
EcoAnalysts,12/4/2008,D26,6.15
EcoAnalysts,12/4/2008,D26,2.05
EcoAnalysts,12/4/2008,D26,3.08
EcoAnalysts,12/4/2008,D26,8.2
EcoAnalysts,12/4/2008,D26,9.23
EcoAnalysts,12/4/2008,D26,52.31
EcoAnalysts,12/4/2008,D26,6.15
EcoAnalysts,12/4/2008,D26,186.67
EcoAnalysts,12/4/2008,D26,2.05
EcoAnalysts,12/4/2008,D26,1.03
EcoAnalysts,12/4/2008,D26,4.12
EcoAnalysts,12/4/2008,D26,174.4
EcoAnalysts,12/4/2008,D26,102.6
EcoAnalysts,12/4/2008,D26,44.1
EcoAnalysts,12/4/2008,D26,1.03
EcoAnalysts,12/4/2008,D26,11.28
EcoAnalysts,12/4/2008,D26,70.77
EcoAnalysts,12/4/2008,D26,2.05
EcoAnalysts,12/4/2008,D26,23.59
EcoAnalysts,12/3/2008,D28A,4.1
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,5.13
EcoAnalysts,12/3/2008,D28A,6.15
EcoAnalysts,12/3/2008,D28A,5.13
EcoAnalysts,12/3/2008,D28A,2.05
EcoAnalysts,12/3/2008,D28A,4.1
EcoAnalysts,12/3/2008,D28A,3.08
EcoAnalysts,12/3/2008,D28A,25.64
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,8.24
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,1.03
EcoAnalysts,12/3/2008,D28A,148.72
EcoAnalysts,12/3/2008,D28A,2.05
EcoAnalysts,12/3/2008,D28A,4.1
EcoAnalysts,12/3/2008,D28A,164.1
EcoAnalysts,12/3/2008,D28A,77.95
EcoAnalysts,12/3/2008,D28A,3.08
EcoAnalysts,12/3/2008,D28A,124.1
EcoAnalysts,12/3/2008,D28A,22.56
EcoAnalysts,12/9/2008,D41,2.05
EcoAnalysts,12/9/2008,D41,5.13
EcoAnalysts,12/9/2008,D41,103
EcoAnalysts,12/9/2008,D41,16.41
EcoAnalysts,12/9/2008,D41,4.1
EcoAnalysts,12/9/2008,D41,4.1
EcoAnalysts,12/9/2008,D41,1.03
EcoAnalysts,12/9/2008,D41,34.87
EcoAnalysts,12/9/2008,D41,1.03
EcoAnalysts,12/9/2008,D41,1.03
EcoAnalysts,12/9/2008,D41,16.4
EcoAnalysts,12/9/2008,D41,125.13
EcoAnalysts,12/9/2008,D41,3.08
EcoAnalysts,12/9/2008,D41,4.12
EcoAnalysts,12/9/2008,D41,92.3
EcoAnalysts,12/9/2008,D41,88.21
EcoAnalysts,12/9/2008,D41,109.74
EcoAnalysts,12/9/2008,D41,8.24
EcoAnalysts,12/9/2008,D41,28.72
EcoAnalysts,12/9/2008,D41A,2.05
EcoAnalysts,12/9/2008,D41A,7.18
EcoAnalysts,12/9/2008,D41A,103
EcoAnalysts,12/9/2008,D41A,5.13
EcoAnalysts,12/9/2008,D41A,4.1
EcoAnalysts,12/9/2008,D41A,20.51
EcoAnalysts,12/9/2008,D41A,13.33
EcoAnalysts,12/9/2008,D41A,1.03
EcoAnalysts,12/9/2008,D41A,2.05
EcoAnalysts,12/9/2008,D41A,124.1
EcoAnalysts,12/9/2008,D41A,1.03
EcoAnalysts,12/9/2008,D41A,2.05
EcoAnalysts,12/9/2008,D41A,1.03
EcoAnalysts,12/9/2008,D41A,12.32
EcoAnalysts,12/9/2008,D41A,61.5
EcoAnalysts,12/9/2008,D41A,64.62
EcoAnalysts,12/9/2008,D41A,2.05
EcoAnalysts,12/9/2008,D41A,140.51
EcoAnalysts,12/9/2008,D41A,8.24
EcoAnalysts,12/9/2008,D41A,13.33
EcoAnalysts,12/4/2008,MD10A,11.28
EcoAnalysts,12/4/2008,MD10A,1.03
EcoAnalysts,12/4/2008,MD10A,6.15
EcoAnalysts,12/4/2008,MD10A,12.31
EcoAnalysts,12/4/2008,MD10A,1.03
EcoAnalysts,12/4/2008,MD10A,8.21
EcoAnalysts,12/4/2008,MD10A,30.77
EcoAnalysts,12/4/2008,MD10A,2.05
EcoAnalysts,12/4/2008,MD10A,1.03
EcoAnalysts,12/4/2008,MD10A,1.03
EcoAnalysts,12/4/2008,MD10A,167.18
EcoAnalysts,12/4/2008,MD10A,3.08
EcoAnalysts,12/4/2008,MD10A,7.18
EcoAnalysts,12/4/2008,MD10A,24.6
EcoAnalysts,12/4/2008,MD10A,71.8
EcoAnalysts,12/4/2008,MD10A,106.67
EcoAnalysts,12/4/2008,MD10A,2.05
EcoAnalysts,12/4/2008,MD10A,2.05
EcoAnalysts,12/4/2008,MD10A,52.31
EcoAnalysts,12/4/2008,MD10A,1.03
EcoAnalysts,12/4/2008,MD10A,5.13
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,4.1
EcoAnalysts,12/4/2008,P8,14.36
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,5.13
EcoAnalysts,12/4/2008,P8,2.06
EcoAnalysts,12/4/2008,P8,20.6
EcoAnalysts,12/4/2008,P8,19.49
EcoAnalysts,12/4/2008,P8,37.95
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,2.05
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,20.5
EcoAnalysts,12/4/2008,P8,105.64
EcoAnalysts,12/4/2008,P8,2.05
EcoAnalysts,12/4/2008,P8,3.08
EcoAnalysts,12/4/2008,P8,28.72
EcoAnalysts,12/4/2008,P8,30.8
EcoAnalysts,12/4/2008,P8,125.13
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,4.12
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,99.49
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,1.03
EcoAnalysts,12/4/2008,P8,3.08
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,30.9
EcoAnalysts,12/5/2008,EZ2,3.08
EcoAnalysts,12/5/2008,EZ2,2.05
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,28.72
EcoAnalysts,12/5/2008,EZ2,6.15
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,6.15
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,5.15
EcoAnalysts,12/5/2008,EZ2,100.51
EcoAnalysts,12/5/2008,EZ2,6.15
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,8.2
EcoAnalysts,12/5/2008,EZ2,20.5
EcoAnalysts,12/5/2008,EZ2,41
EcoAnalysts,12/5/2008,EZ2,181.54
EcoAnalysts,12/5/2008,EZ2,11.33
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,69.74
EcoAnalysts,12/5/2008,EZ2,1.03
EcoAnalysts,12/5/2008,EZ2,9.23
EcoAnalysts,12/5/2008,EZ6,2.05
EcoAnalysts,12/5/2008,EZ6,9.23
EcoAnalysts,12/5/2008,EZ6,6.15
EcoAnalysts,12/5/2008,EZ6,4.1
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,20.6
EcoAnalysts,12/5/2008,EZ6,24.62
EcoAnalysts,12/5/2008,EZ6,3.08
EcoAnalysts,12/5/2008,EZ6,4.1
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,8.24
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,55.38
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,4.12
EcoAnalysts,12/5/2008,EZ6,71.8
EcoAnalysts,12/5/2008,EZ6,225.64
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,38.97
EcoAnalysts,12/5/2008,EZ6,1.03
EcoAnalysts,12/5/2008,EZ6,2.05
EcoAnalysts,12/5/2008,EZ6,27.69
EcoAnalysts,1/14/2009,D19,2.86
EcoAnalysts,1/14/2009,D19,428.7
EcoAnalysts,1/14/2009,D19,65.71
EcoAnalysts,1/14/2009,D19,5.72
EcoAnalysts,1/14/2009,D19,68.57
EcoAnalysts,1/14/2009,D19,74.29
EcoAnalysts,1/14/2009,D19,11.43
EcoAnalysts,1/14/2009,D19,77.14
EcoAnalysts,1/14/2009,D19,8.57
EcoAnalysts,1/14/2009,D19,5.71
EcoAnalysts,1/14/2009,D19,17.14
EcoAnalysts,1/14/2009,D19,5.71
EcoAnalysts,1/14/2009,D19,45.71
EcoAnalysts,1/14/2009,D19,88.57
EcoAnalysts,1/14/2009,D19,25.71
EcoAnalysts,1/14/2009,D19,5.71
EcoAnalysts,1/14/2009,D19,5.71
EcoAnalysts,1/14/2009,D19,25.71
EcoAnalysts,1/14/2009,D19,40
EcoAnalysts,1/14/2009,D28A,7.88
EcoAnalysts,1/14/2009,D28A,51.23
EcoAnalysts,1/14/2009,D28A,72.91
EcoAnalysts,1/14/2009,D28A,78.82
EcoAnalysts,1/14/2009,D28A,15.76
EcoAnalysts,1/14/2009,D28A,31.53
EcoAnalysts,1/14/2009,D28A,1.97
EcoAnalysts,1/14/2009,D28A,1.97
EcoAnalysts,1/14/2009,D28A,3.94
EcoAnalysts,1/14/2009,D28A,17.73
EcoAnalysts,1/14/2009,D28A,9.85
EcoAnalysts,1/14/2009,D28A,3.94
EcoAnalysts,1/14/2009,D28A,17.73
EcoAnalysts,1/14/2009,D28A,21.67
EcoAnalysts,1/14/2009,D28A,7.88
EcoAnalysts,1/14/2009,D28A,7.88
EcoAnalysts,1/14/2009,D28A,72.91
EcoAnalysts,1/14/2009,D28A,9.85
EcoAnalysts,1/14/2009,D28A,1.97
EcoAnalysts,1/14/2009,D28A,11.82
EcoAnalysts,1/15/2009,C3A,61.26
EcoAnalysts,1/15/2009,C3A,47.65
EcoAnalysts,1/15/2009,C3A,142.94
EcoAnalysts,1/15/2009,C3A,20.42
EcoAnalysts,1/15/2009,C3A,20.42
EcoAnalysts,1/15/2009,C3A,47.65
EcoAnalysts,1/15/2009,C3A,108.91
EcoAnalysts,1/15/2009,C3A,74.87
EcoAnalysts,1/15/2009,C3A,34.03
EcoAnalysts,1/15/2009,C3A,1470.25
EcoAnalysts,1/15/2009,C3A,54.45
EcoAnalysts,1/15/2009,C3A,95.29
EcoAnalysts,1/15/2009,C3A,149.75
EcoAnalysts,1/15/2009,C3A,6.81
EcoAnalysts,1/15/2009,C3A,170.17
EcoAnalysts,1/15/2009,C3A,34.03
EcoAnalysts,1/15/2009,C3A,20.42
EcoAnalysts,1/15/2009,C3A,211.01
EcoAnalysts,1/15/2009,C10A,822.86
EcoAnalysts,1/15/2009,C10A,117.56
EcoAnalysts,1/15/2009,C10A,58.78
EcoAnalysts,1/15/2009,C10A,528.98
EcoAnalysts,1/15/2009,C10A,235.1
EcoAnalysts,1/15/2009,C10A,999.18
EcoAnalysts,1/15/2009,C10A,58.78
EcoAnalysts,1/15/2009,C10A,235.1
EcoAnalysts,1/15/2009,C10A,1351.84
EcoAnalysts,1/15/2009,C10A,999.18
EcoAnalysts,1/15/2009,C10A,7817.14
EcoAnalysts,1/15/2009,C10A,8933.84
EcoAnalysts,1/15/2009,C10A,58.78
EcoAnalysts,1/15/2009,C10A,293.88
EcoAnalysts,1/15/2009,C10A,293.88
EcoAnalysts,1/15/2009,C10A,3644.08
EcoAnalysts,1/15/2009,C10A,6171.43
EcoAnalysts,1/15/2009,D26,4.82
EcoAnalysts,1/15/2009,D26,1.61
EcoAnalysts,1/15/2009,D26,3.21
EcoAnalysts,1/15/2009,D26,16.07
EcoAnalysts,1/15/2009,D26,1.61
EcoAnalysts,1/15/2009,D26,181.61
EcoAnalysts,1/15/2009,D26,48.21
EcoAnalysts,1/15/2009,D26,19.29
EcoAnalysts,1/15/2009,D26,72.32
EcoAnalysts,1/15/2009,D26,4.82
EcoAnalysts,1/15/2009,D26,1.61
EcoAnalysts,1/15/2009,D26,1.61
EcoAnalysts,1/15/2009,D26,8.04
EcoAnalysts,1/15/2009,D26,6.43
EcoAnalysts,1/15/2009,D26,6.43
EcoAnalysts,1/15/2009,D26,22.5
EcoAnalysts,1/15/2009,D26,30.54
EcoAnalysts,1/15/2009,D26,43.39
EcoAnalysts,1/15/2009,D26,112.5
EcoAnalysts,1/15/2009,D26,70.71
EcoAnalysts,1/15/2009,D26,24.11
EcoAnalysts,1/15/2009,MD10A,6.43
EcoAnalysts,1/15/2009,MD10A,45
EcoAnalysts,1/15/2009,MD10A,321.43
EcoAnalysts,1/15/2009,MD10A,64.29
EcoAnalysts,1/15/2009,MD10A,160.71
EcoAnalysts,1/15/2009,MD10A,649.29
EcoAnalysts,1/15/2009,MD10A,366.43
EcoAnalysts,1/15/2009,MD10A,385.71
EcoAnalysts,1/15/2009,MD10A,160.71
EcoAnalysts,1/15/2009,MD10A,12.86
EcoAnalysts,1/15/2009,MD10A,6.43
EcoAnalysts,1/15/2009,MD10A,32.14
EcoAnalysts,1/15/2009,MD10A,45
EcoAnalysts,1/15/2009,MD10A,231.43
EcoAnalysts,1/15/2009,MD10A,19.29
EcoAnalysts,1/15/2009,MD10A,102.86
EcoAnalysts,1/15/2009,MD10A,109.29
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,8
EcoAnalysts,1/15/2009,P8,18.29
EcoAnalysts,1/15/2009,P8,6.86
EcoAnalysts,1/15/2009,P8,9.14
EcoAnalysts,1/15/2009,P8,13.71
EcoAnalysts,1/15/2009,P8,13.71
EcoAnalysts,1/15/2009,P8,96
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,2.29
EcoAnalysts,1/15/2009,P8,3.43
EcoAnalysts,1/15/2009,P8,3.43
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,19.43
EcoAnalysts,1/15/2009,P8,18.29
EcoAnalysts,1/15/2009,P8,21.71
EcoAnalysts,1/15/2009,P8,33.14
EcoAnalysts,1/15/2009,P8,125.73
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,4.56
EcoAnalysts,1/15/2009,P8,9.14
EcoAnalysts,1/15/2009,P8,8
EcoAnalysts,1/15/2009,P8,6.86
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,1.14
EcoAnalysts,1/15/2009,P8,152
EcoAnalysts,1/16/2009,D4,3.89
EcoAnalysts,1/16/2009,D4,408
EcoAnalysts,1/16/2009,D4,7.77
EcoAnalysts,1/16/2009,D4,21.37
EcoAnalysts,1/16/2009,D4,5.83
EcoAnalysts,1/16/2009,D4,66.06
EcoAnalysts,1/16/2009,D4,1.94
EcoAnalysts,1/16/2009,D4,5.83
EcoAnalysts,1/16/2009,D4,48.57
EcoAnalysts,1/16/2009,D4,1.94
EcoAnalysts,1/16/2009,D4,17.49
EcoAnalysts,1/16/2009,D4,7.77
EcoAnalysts,1/16/2009,D4,31.12
EcoAnalysts,1/16/2009,D4,25.26
EcoAnalysts,1/16/2009,D4,77.7
EcoAnalysts,1/16/2009,D4,7.77
EcoAnalysts,1/16/2009,D8,3.06
EcoAnalysts,1/16/2009,D8,1.53
EcoAnalysts,1/16/2009,D8,18.37
EcoAnalysts,1/16/2009,D8,6.12
EcoAnalysts,1/16/2009,D8,62.76
EcoAnalysts,1/16/2009,D8,3.06
EcoAnalysts,1/16/2009,D8,1.53
EcoAnalysts,1/16/2009,D8,7.65
EcoAnalysts,1/16/2009,D8,4.59
EcoAnalysts,1/16/2009,D8,1.53
EcoAnalysts,1/16/2009,D8,6.12
EcoAnalysts,1/16/2009,D8,13.78
EcoAnalysts,1/16/2009,D8,4.59
EcoAnalysts,1/16/2009,D8,9.18
EcoAnalysts,1/16/2009,EZ2,17.01
EcoAnalysts,1/16/2009,EZ2,136.2
EcoAnalysts,1/16/2009,EZ2,5.67
EcoAnalysts,1/16/2009,EZ2,2.26
EcoAnalysts,1/16/2009,EZ2,30.62
EcoAnalysts,1/16/2009,EZ2,112.26
EcoAnalysts,1/16/2009,EZ2,7.94
EcoAnalysts,1/16/2009,EZ2,24.95
EcoAnalysts,1/16/2009,EZ2,27.21
EcoAnalysts,1/16/2009,EZ2,30.62
EcoAnalysts,1/16/2009,EZ2,13.61
EcoAnalysts,1/16/2009,EZ2,17.01
EcoAnalysts,1/16/2009,EZ2,39.69
EcoAnalysts,1/16/2009,EZ2,120.19
EcoAnalysts,1/16/2009,EZ2,3.4
EcoAnalysts,1/16/2009,EZ2,1.13
EcoAnalysts,1/16/2009,EZ2,15.87
EcoAnalysts,1/16/2009,EZ2,29.48
EcoAnalysts,1/16/2009,EZ6,8.23
EcoAnalysts,1/16/2009,EZ6,10.29
EcoAnalysts,1/16/2009,EZ6,55.54
EcoAnalysts,1/16/2009,EZ6,6.17
EcoAnalysts,1/16/2009,EZ6,22.63
EcoAnalysts,1/16/2009,EZ6,10.29
EcoAnalysts,1/16/2009,EZ6,55.54
EcoAnalysts,1/16/2009,EZ6,2.06
EcoAnalysts,1/16/2009,EZ6,14.4
EcoAnalysts,1/16/2009,EZ6,18.51
EcoAnalysts,1/16/2009,EZ6,4.11
EcoAnalysts,1/16/2009,EZ6,24.69
EcoAnalysts,1/16/2009,EZ6,30.86
EcoAnalysts,1/16/2009,EZ6,28.8
EcoAnalysts,1/16/2009,EZ6,60758.96
EcoAnalysts,1/16/2009,EZ6,20.57
EcoAnalysts,1/16/2009,EZ6,203.66
EcoAnalysts,1/16/2009,EZ6,12.34
EcoAnalysts,1/16/2009,EZ6,22.63
EcoAnalysts,1/16/2009,EZ6,6.17
EcoAnalysts,1/16/2009,EZ6,16.46
EcoAnalysts,1/16/2009,EZ6,18.51
EcoAnalysts,1/16/2009,EZ6,26.74
EcoAnalysts,1/20/2009,D7,1.4
EcoAnalysts,1/20/2009,D7,1.4
EcoAnalysts,1/20/2009,D7,43.73
EcoAnalysts,1/20/2009,D7,8.75
EcoAnalysts,1/20/2009,D7,154
EcoAnalysts,1/20/2009,D7,1.4
EcoAnalysts,1/20/2009,D7,6.3
EcoAnalysts,1/20/2009,D7,20.64
EcoAnalysts,1/20/2009,D7,11.19
EcoAnalysts,1/20/2009,D7,8.05
EcoAnalysts,1/20/2009,D7,0.35
EcoAnalysts,1/20/2009,D7,2.1
EcoAnalysts,1/20/2009,D7,4.2
EcoAnalysts,1/20/2009,D7,23.09
EcoAnalysts,1/21/2009,D6,9.84
EcoAnalysts,1/21/2009,D6,12.02
EcoAnalysts,1/21/2009,D6,131.14
EcoAnalysts,1/21/2009,D6,21.86
EcoAnalysts,1/21/2009,D6,25.14
EcoAnalysts,1/21/2009,D6,44.81
EcoAnalysts,1/21/2009,D6,2.19
EcoAnalysts,1/21/2009,D6,1.09
EcoAnalysts,1/21/2009,D6,50.27
EcoAnalysts,1/21/2009,D6,2.19
EcoAnalysts,1/21/2009,D6,5.46
EcoAnalysts,1/21/2009,D6,1.09
EcoAnalysts,1/21/2009,D6,7.65
EcoAnalysts,1/21/2009,D6,54.64
EcoAnalysts,1/21/2009,D6,43.71
EcoAnalysts,1/21/2009,D6,25.14
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,34.81
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,835.52
EcoAnalysts,1/21/2009,D41,4107.96
EcoAnalysts,1/21/2009,D41,52.22
EcoAnalysts,1/21/2009,D41,174.07
EcoAnalysts,1/21/2009,D41,34.81
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,34.81
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,226.29
EcoAnalysts,1/21/2009,D41,887.74
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,17.41
EcoAnalysts,1/21/2009,D41,34.81
EcoAnalysts,1/21/2009,D41,104.44
EcoAnalysts,1/21/2009,D41,121.85
EcoAnalysts,1/21/2009,D41,591.82
EcoAnalysts,1/21/2009,D41A,494.78
EcoAnalysts,1/21/2009,D41A,15.96
EcoAnalysts,1/21/2009,D41A,798.03
EcoAnalysts,1/21/2009,D41A,15.96
EcoAnalysts,1/21/2009,D41A,7.98
EcoAnalysts,1/21/2009,D41A,614.48
EcoAnalysts,1/21/2009,D41A,151.63
EcoAnalysts,1/21/2009,D41A,63.84
EcoAnalysts,1/21/2009,D41A,702.27
EcoAnalysts,1/21/2009,D41A,7.98
EcoAnalysts,1/21/2009,D41A,7.98
EcoAnalysts,1/21/2009,D41A,231.43
EcoAnalysts,1/21/2009,D41A,31.92
EcoAnalysts,1/21/2009,D41A,87.78
EcoAnalysts,2/17/2009,D19,11.46
EcoAnalysts,2/17/2009,D19,7.05
EcoAnalysts,2/17/2009,D19,4.41
EcoAnalysts,2/17/2009,D19,1.76
EcoAnalysts,2/17/2009,D19,112.87
EcoAnalysts,2/17/2009,D19,12.35
EcoAnalysts,2/17/2009,D19,1.76
EcoAnalysts,2/17/2009,D19,7.05
EcoAnalysts,2/17/2009,D19,1.76
EcoAnalysts,2/17/2009,D19,0.88
EcoAnalysts,2/17/2009,D19,16.75
EcoAnalysts,2/17/2009,D19,10.58
EcoAnalysts,2/17/2009,D19,4.41
EcoAnalysts,2/17/2009,D19,2.65
EcoAnalysts,2/17/2009,D19,3.53
EcoAnalysts,2/17/2009,D19,42.33
EcoAnalysts,2/17/2009,D19,3.53
EcoAnalysts,2/17/2009,D19,13.23
EcoAnalysts,2/17/2009,D19,523.82
EcoAnalysts,2/17/2009,D19,1.76
EcoAnalysts,2/17/2009,D19,6.17
EcoAnalysts,2/17/2009,D19,6.17
EcoAnalysts,2/17/2009,D19,2.65
EcoAnalysts,2/17/2009,D19,19.4
EcoAnalysts,2/17/2009,D19,2.65
EcoAnalysts,2/17/2009,D19,11.46
EcoAnalysts,2/17/2009,D28A,4.37
EcoAnalysts,2/17/2009,D28A,0.51
EcoAnalysts,2/17/2009,D28A,0.77
EcoAnalysts,2/17/2009,D28A,3.34
EcoAnalysts,2/17/2009,D28A,33.17
EcoAnalysts,2/17/2009,D28A,1.29
EcoAnalysts,2/17/2009,D28A,4.37
EcoAnalysts,2/17/2009,D28A,1.03
EcoAnalysts,2/17/2009,D28A,0.51
EcoAnalysts,2/17/2009,D28A,1.03
EcoAnalysts,2/17/2009,D28A,0.77
EcoAnalysts,2/17/2009,D28A,7.71
EcoAnalysts,2/17/2009,D28A,3.34
EcoAnalysts,2/17/2009,D28A,0.51
EcoAnalysts,2/17/2009,D28A,3.86
EcoAnalysts,2/17/2009,D28A,8.49
EcoAnalysts,2/17/2009,D28A,4.89
EcoAnalysts,2/17/2009,D28A,8.74
EcoAnalysts,2/17/2009,D28A,1.29
EcoAnalysts,2/17/2009,D28A,190.2
EcoAnalysts,2/17/2009,D28A,1.04
EcoAnalysts,2/17/2009,D28A,7.2
EcoAnalysts,2/18/2009,D26,3.4
EcoAnalysts,2/18/2009,D26,0.28
EcoAnalysts,2/18/2009,D26,3.68
EcoAnalysts,2/18/2009,D26,4.56
EcoAnalysts,2/18/2009,D26,1.42
EcoAnalysts,2/18/2009,D26,28.33
EcoAnalysts,2/18/2009,D26,2.55
EcoAnalysts,2/18/2009,D26,8.5
EcoAnalysts,2/18/2009,D26,2.27
EcoAnalysts,2/18/2009,D26,3.12
EcoAnalysts,2/18/2009,D26,0.57
EcoAnalysts,2/18/2009,D26,3.4
EcoAnalysts,2/18/2009,D26,5.95
EcoAnalysts,2/18/2009,D26,0.28
EcoAnalysts,2/18/2009,D26,3.68
EcoAnalysts,2/18/2009,D26,21.53
EcoAnalysts,2/18/2009,D26,8.5
EcoAnalysts,2/18/2009,D26,10.2
EcoAnalysts,2/18/2009,D26,0.85
EcoAnalysts,2/18/2009,D26,39.6
EcoAnalysts,2/18/2009,D26,1.12
EcoAnalysts,2/18/2009,D26,6.52
EcoAnalysts,2/18/2009,D26,0.28
EcoAnalysts,2/18/2009,MD10A,3.53
EcoAnalysts,2/18/2009,MD10A,2.65
EcoAnalysts,2/18/2009,MD10A,3.53
EcoAnalysts,2/18/2009,MD10A,7.94
EcoAnalysts,2/18/2009,MD10A,9.7
EcoAnalysts,2/18/2009,MD10A,3.53
EcoAnalysts,2/18/2009,MD10A,17.64
EcoAnalysts,2/18/2009,MD10A,1.76
EcoAnalysts,2/18/2009,MD10A,2.65
EcoAnalysts,2/18/2009,MD10A,54.67
EcoAnalysts,2/18/2009,MD10A,12.35
EcoAnalysts,2/18/2009,MD10A,1.76
EcoAnalysts,2/18/2009,MD10A,0.88
EcoAnalysts,2/18/2009,MD10A,1788.36
EcoAnalysts,2/18/2009,MD10A,5.29
EcoAnalysts,2/18/2009,MD10A,18.52
EcoAnalysts,2/18/2009,MD10A,12.35
EcoAnalysts,2/18/2009,MD10A,12.35
EcoAnalysts,2/18/2009,MD10A,34.39
EcoAnalysts,2/18/2009,MD10A,1.76
EcoAnalysts,2/18/2009,MD10A,1.76
EcoAnalysts,2/18/2009,MD10A,8.82
EcoAnalysts,2/18/2009,MD10A,2.65
EcoAnalysts,2/18/2009,MD10A,0.88
EcoAnalysts,2/18/2009,P8,9.54
EcoAnalysts,2/18/2009,P8,0.87
EcoAnalysts,2/18/2009,P8,3.47
EcoAnalysts,2/18/2009,P8,3.47
EcoAnalysts,2/18/2009,P8,9.54
EcoAnalysts,2/18/2009,P8,23.42
EcoAnalysts,2/18/2009,P8,6.07
EcoAnalysts,2/18/2009,P8,12.14
EcoAnalysts,2/18/2009,P8,26.89
