MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-08,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,38,553,9.3,,,f,BSA.07-08,CB,,cylinder,71.68,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,2.5,,,c,BSA.07-08,CB,,sphere,8.18,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,7,264,9.3,,,f,BSA.07-08,CB,,sphere,192.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,294,588,0.8,0.8,0.8,c,BSA.07-08,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,53,854,5.6,,,c,BSA.07-08,CB,,sphere,57.91,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,3,55,2,,,f,BSA.07-08,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,3,52,1.9,,,i,BSA.07-08,CB,,cylinder,5.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,9.5,,,i,BSA.07-09,AB,Moderate sediment and detritus.,cylinder,141.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,273,Diatoma sp.,Diatom,Diatoma,sp.,,1,1,33.1,,,i,BSA.07-09,AB,Moderate sediment and detritus.,elliptic prism,1692.9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,3,3,144.5,,,i,BSA.07-09,AB,Moderate sediment and detritus.,prism on parallelogram,1558.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,17.1,,,i,BSA.07-09,AB,Moderate sediment and detritus.,prism on parallelogram,86.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,8,9.5,,,i,BSA.07-09,AB,Moderate sediment and detritus.,cone + half sphere,269.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,11,11,5.6,,,i,BSA.07-09,AB,Moderate sediment and detritus.,cone + half sphere,64.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:30,E0722B1473,D4,3,61,3,4.92%,0.0683,314.159,2.6637,39,39.31,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.07-09,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,87,,,i,BSA.07-10,BB,,box,1371.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,27.8,,,i,BSA.07-10,BB,,elliptic prism,1020.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,0,,,i,BSA.07-10,BB,,prolate spheroid + 2 cylinders,90.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.8,,,i,BSA.07-10,BB,,prism on parallelogram,64.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,893,cf. Sellaphora sp.,Diatom,Sellaphora,sp.,,1,1,15.8,,,i,BSA.07-10,BB,,box,734.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,4,4,8.3,,,i,BSA.07-10,BB,,cylinder + 2 half spheres,120.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.3,,,i,BSA.07-10,BB,,sphere,6.37,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,16.7,,,i,BSA.07-10,BB,,prolate spheroid,945.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,3,3,14.8,,,i,BSA.07-10,BB,,cone + half sphere,987.82,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,10.2,,,i,BSA.07-10,BB,,cone + half sphere,267.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,2.8,,,c,BSA.07-10,BB,,sphere,11.49,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.07-10,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,5.6,,,i,BSA.07-10,BB,,sphere,91.95,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1411,D12,3,61,3,4.92%,0.0697,314.159,1.9516,28,53.66,1545,Euglena sp.,Soft Body,Euglena,sp.,,1,1,35.2,,,i,BSA.07-10,BB,,half ellipsoid + cone on an elliptic base,613.74,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,17.6,,,i,BSA.07-11,AB,,elliptic prism,301.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,19,19,7.4,,,i,BSA.07-11,AB,,cylinder,111.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,23,23,3,,,i,BSA.07-11,AB,,sphere,7.24,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,2,2,5.3,,,i,BSA.07-11,AB,,ellipsoid,13.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,11,11,5.6,,,i,BSA.07-11,AB,,2 cones,4.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,16,16,14.8,,,i,BSA.07-11,AB,,cone + half sphere,1118.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,23,23,12.6,,,i,BSA.07-11,AB,,cone + half sphere,325.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,2,7,,,f,BSA.07-11,AB,,cylinder,79.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,260,520,0.8,0.8,0.8,c,BSA.07-11,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/20/2022,12:25,E0722B1448,P8,3,59,5,8.47%,0.0683,314.159,0.9562,14,65.71,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,52,119,5.6,,,c,BSA.07-11,AB,,sphere,65.45,,,,,,,,,
Phyto,7/25/2022,13:30,E0722B1581,D7,3,63,4,6.35%,0.0683,314.159,1.0928,16,71.87,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.07-12,CB,High sediment and detritus.,cylinder,312.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,13:30,E0722B1581,D7,3,63,4,6.35%,0.0683,314.159,1.0928,16,71.87,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,22.2,,,i,BSA.07-12,CB,High sediment and detritus.,elliptic prism,2967.58,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,13:30,E0722B1581,D7,3,63,4,6.35%,0.0683,314.159,1.0928,16,71.87,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,92.6,,,i,BSA.07-12,CB,High sediment and detritus.,prism on parallelogram,1451.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,13:30,E0722B1581,D7,3,63,4,6.35%,0.0683,314.159,1.0928,16,71.87,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,412,824,0.8,0.8,0.8,c,BSA.07-12,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/22/2022,12:50,E0722B1541,D10,3,63,2,3.17%,0.0683,314.159,1.1611,17,135.29,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.07-13,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:50,E0722B1541,D10,3,63,2,3.17%,0.0683,314.159,1.1611,17,135.29,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,16.7,,,i,BSA.07-13,CB,,prolate spheroid,550.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:50,E0722B1541,D10,3,63,2,3.17%,0.0683,314.159,1.1611,17,135.29,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-13,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:50,E0722B1541,D10,3,63,2,3.17%,0.0683,314.159,1.1611,17,135.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,0.8,0.8,c,BSA.07-13,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,18.5,,,i,BSA.07-14,AB,Low sediment and detritus.,elliptic prism,337.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,20,20,7.4,,,i,BSA.07-14,AB,Low sediment and detritus.,cylinder,122.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,10,10,11.6,,,i,BSA.07-14,AB,Low sediment and detritus.,sphere,180.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,31,31,2.5,,,i,BSA.07-14,AB,Low sediment and detritus.,sphere,5.58,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,62,62,5.1,,,i,BSA.07-14,AB,Low sediment and detritus.,cylinder + 2 cones,5.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,4,4,5.6,,,i,BSA.07-14,AB,Low sediment and detritus.,ellipsoid,10.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,5.8,,,i,BSA.07-14,AB,Low sediment and detritus.,2 cones,5.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,37,,,i,BSA.07-14,AB,Low sediment and detritus.,2 cones,32.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,2,2,5.6,,,i,BSA.07-14,AB,Low sediment and detritus.,cone + half sphere,91.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,12,12,14.8,,,i,BSA.07-14,AB,Low sediment and detritus.,cone + half sphere,961.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,18,18,9.3,,,i,BSA.07-14,AB,Low sediment and detritus.,cone + half sphere,175.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,3,5.6,,,f,BSA.07-14,AB,Low sediment and detritus.,cylinder,63.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,241,482,0.8,0.8,0.8,c,BSA.07-14,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/20/2022,10:45,E0722B1447,MD10A,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,3.9,,,i,BSA.07-14,AB,Low sediment and detritus.,sphere,31.06,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,20.4,,,i,BSA.07-15,AB,,elliptic prism,325.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,22,22,12.6,,,i,BSA.07-15,AB,,cylinder,218.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,310,Encyonema sp.,Diatom,Encyonema,sp.,,3,3,24.1,,,i,BSA.07-15,AB,,cymbelloid,141.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,535,Mayamaea sp.,Diatom,Mayamaea,sp.,,1,1,13,,,i,BSA.07-15,AB,,elliptic prism,228.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,632,Navicula spp.,Diatom,Navicula,spp.,,4,4,41.6,,,i,BSA.07-15,AB,,elliptic prism,602.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,741,Nitzschia reversa,Diatom,Nitzschia,reversa,,1,1,74.1,,,i,BSA.07-15,AB,,prism on parallelogram,575.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,38.9,,,i,BSA.07-15,AB,,prism on parallelogram,219.63,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,893,Sellaphora sp.,Diatom,Sellaphora,sp.,,1,1,22.7,,,i,BSA.07-15,AB,,box,1030.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,3,3,9,,,i,BSA.07-15,AB,,sphere,106.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,100,100,3.2,,,i,BSA.07-15,AB,,sphere,9.2,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,2,8.2,,,c,BSA.07-15,AB,,prolate spheroid,38.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,6.3,,,i,BSA.07-15,AB,,2 cones,5.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,14.5,,,i,BSA.07-15,AB,,2 cones,301.33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
