MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,229,458,0.8,0.8,0.8,c,BSA.09-10,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,93,465,5.6,,,c,BSA.09-10,AB,,sphere,87.11,,,,,,,,,
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,1485,Oscillatoria sp.,Soft Body,Oscillatoria,sp.,,3,124,11.1,,,f,BSA.09-10,AB,,cylinder,329.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,1503,cf. Planktothrix sp.,Soft Body,Planktothrix,sp.,,1,103,7.4,,,f,BSA.09-10,AB,,cylinder,94.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,27,118,3,,,f,BSA.09-10,AB,,cylinder,4.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2022,10:30,D19-Microcystis Tow,D19,,59,0.5,0.85%,0.0683,314.159,1.0245,15,613.29,2081,Xanthidium sp.,Soft Body,Xanthidium,sp.,,1,2,9.3,,,i,BSA.09-10,AB,,2 half ellipsoids,215.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,7,7,37,,,i,BSA.09-11,CB,,cylinder,11682.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.09-11,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,29.6,,,i,BSA.09-11,CB,,prism on parallelogram,181.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,2,2,5.6,,,c,BSA.09-11,CB,,prolate spheroid,11.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,7,7,14.8,,,i,BSA.09-11,CB,,prolate spheroid,392.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.09-11,CB,,cone + half sphere,240.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,377,754,0.8,0.8,0.8,c,BSA.09-11,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1448,Komvophoron sp.,Soft Body,Komvophoron,sp.,,1,29,1.9,,,f,BSA.09-11,CB,,cylinder,5.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,11:25,E0922B2057,P8,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,6,3,,,f,BSA.09-11,CB,,cylinder,2.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:00,E0922B2211,NZ002,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,139,cf. Chaetoceros sp.,Diatom,Chaetoceros,sp.,,4,4,59.3,,,i,BSA.09-12,CB,,elliptic prism,63920.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:00,E0922B2211,NZ002,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.09-12,CB,,cylinder,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:00,E0922B2211,NZ002,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,9,9,22.2,,,i,BSA.09-12,CB,,cylinder + 2 half spheres,294.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:00,E0922B2211,NZ002,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.09-12,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:00,E0922B2211,NZ002,3,63,4,6.35%,0.0683,314.159,1.2294,18,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,778,0.8,0.8,0.8,c,BSA.09-12,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,13.7,,,i,BSA.09-13,AB,,cylinder,258.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,33.3,,,i,BSA.09-13,AB,,prism on parallelogram,143.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,9,9,10.6,,,i,BSA.09-13,AB,,cylinder + 2 half spheres,134.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,3.8,,,i,BSA.09-13,AB,,sphere,8.18,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,2,2,5.8,,,i,BSA.09-13,AB,,cone + half sphere,93.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,11.1,,,i,BSA.09-13,AB,,cone + half sphere,596.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,11.1,,,i,BSA.09-13,AB,,cone + half sphere,596.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,10:00,E0922B2208,D41A,3,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,0.8,0.8,c,BSA.09-13,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/20/2022,12:50,E0922B2167,NZS42,3,56,2,3.57%,0.0683,314.159,1.0245,15,153.32,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.2,,,i,BSA.09-14,AB,Moderate sediment and detritus.,cylinder,157.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2022,12:50,E0922B2167,NZS42,3,56,2,3.57%,0.0683,314.159,1.0245,15,153.32,999,Tryblionella sp.,Diatom,Tryblionella,sp.,,1,1,87,,,i,BSA.09-14,AB,Moderate sediment and detritus.,elliptic prism,5329.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2022,12:50,E0922B2167,NZS42,3,56,2,3.57%,0.0683,314.159,1.0245,15,153.32,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.09-14,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/20/2022,11:25,E0922B2166,D7,3,60,5,8.33%,0.0683,314.159,1.366,20,46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.6,,,i,BSA.09-15,AB,Moderate sediment.,cylinder,190.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2022,11:25,E0922B2166,D7,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.3,,,i,BSA.09-15,AB,Moderate sediment.,sphere,4.85,,,,,,,,,
Phyto,9/20/2022,11:25,E0922B2166,D7,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.9,,,i,BSA.09-15,AB,Moderate sediment.,cone + half sphere,256.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/20/2022,11:25,E0922B2166,D7,3,60,5,8.33%,0.0683,314.159,1.366,20,46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.09-15,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,16.7,,,i,BSA.09-16,CB,,cylinder,554.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.09-16,CB,,cylinder,109.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.09-16,CB,,cylinder,689.94,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,14.8,,,i,BSA.09-16,CB,,cylinder + 2 half spheres,349.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5.6,,,i,BSA.09-16,CB,,cone + half sphere,91.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.4,,,i,BSA.09-16,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5.6,,,i,BSA.09-16,CB,,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,13:20,E0922B2212,NZ004,3,63,5,7.94%,0.0683,314.159,1.2294,18,51.11,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,0.8,0.8,c,BSA.09-16,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.09-17,AB,Moderate sediment.,cylinder,667.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,744,Nitzschia cf. sigma,Diatom,Nitzschia,sigma,,1,1,35.2,,,i,BSA.09-17,AB,Moderate sediment.,prism on parallelogram,157.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,40.7,,,i,BSA.09-17,AB,Moderate sediment.,prism on parallelogram,127.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,25,25,13.1,,,i,BSA.09-17,AB,Moderate sediment.,cylinder + 2 half spheres,1036.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,9.3,,,i,BSA.09-17,AB,Moderate sediment.,cylinder,380.4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,19,,,i,BSA.09-17,AB,Moderate sediment.,prolate spheroid,742.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.09-17,AB,Moderate sediment.,cone + half sphere,528.28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,2,2,7.4,,,i,BSA.09-17,AB,Moderate sediment.,cone + half sphere,160.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/21/2022,12:40,E0922B2210,NZ325,3,63,4,6.35%,0.0683,314.159,0.8879,13,88.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,367,734,0.8,0.8,0.8,c,BSA.09-17,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,96,Aulacoseira spp. ,Diatom,Aulacoseira,spp.,,13,13,31.7,,,i,BSA.09-18,AB,,cylinder,4696.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,24.1,,,i,BSA.09-18,AB,,elliptic prism,416.84,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.5,,,i,BSA.09-18,AB,,cylinder,112.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,2.6,,,i,BSA.09-18,AB,,sphere,5.58,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,7,7,5.6,,,i,BSA.09-18,AB,,2 cones,4.82,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1162,Oocystis sp.,Soft Body,Oocystis,sp.,,1,1,11.1,,,i,BSA.09-18,AB,,prolate spheroid,301.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,16.7,,,i,BSA.09-18,AB,,prolate spheroid,478.83,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,10,10,13,,,i,BSA.09-18,AB,,cone + half sphere,455.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,29,29,7.4,,,i,BSA.09-18,AB,,cone + half sphere,119.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,19,5.6,,,f,BSA.09-18,AB,,cylinder,60.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,4,1.9,,,c,BSA.09-18,AB,,sphere,3.05,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,1,7,5.6,,,c,BSA.09-18,AB,,sphere,70.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,320,640,0.8,0.8,0.8,c,BSA.09-18,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/15/2022,9:40,E0922B2056,MD10A,3,64,8,12.50%,0.0683,314.159,0.9562,14,41.07,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,9,9,6.2,,,i,BSA.09-18,AB,,sphere,61.6,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,35.2,,,i,BSA.09-19,CB,,elliptic prism,461.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.09-19,CB,,cylinder,109.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,22.3,,,i,BSA.09-19,CB,,gomphonemoid,839.3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,37,,,i,BSA.09-19,CB,,elliptic prism,586.28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.09-19,CB,,prism on parallelogram,33.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,1141,cf. Mougeotia sp.,Soft Body,Mougeotia,sp.,,1,1,64.8,,,i,BSA.09-19,CB,,cylinder,4401.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5.6,,,i,BSA.09-19,CB,,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2022,8:00,E0922B2027,C3A,3,61,8,13.11%,0.0683,314.159,1.2977,19,30.26,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.09-19,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/14/2022,11:30,E0922B2034,D28A,3,61,7,11.48%,0.0683,314.159,1.2294,18,36.51,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.7,,,i,BSA.09-20,AB,Low sediment.,elliptic prism,264.95,,,,,,,,,
Phyto,9/14/2022,11:30,E0922B2034,D28A,3,61,7,11.48%,0.0683,314.159,1.2294,18,36.51,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.8,,,i,BSA.09-20,AB,Low sediment.,cylinder,138.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
