MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,170,340,0.8,0.8,0.8,c,BSA.06-07,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,1,156,4.3,,,c,BSA.06-07,AB,,sphere,33.51,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,9,2.1,,,f,BSA.06-07,AB,,cylinder,1.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,12,12,11.1,,,i,BSA.06-08,AB,Moderate sediment and detritus.,cylinder,226.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,16.2,,,i,BSA.06-08,AB,Moderate sediment and detritus.,prism on parallelogram,105.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,4,4,5.9,,,i,BSA.06-08,AB,Moderate sediment and detritus.,cylinder + 2 half spheres,42.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,9.3,,,i,BSA.06-08,AB,Moderate sediment and detritus.,sphere,295.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,9.3,,,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,414.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,17,17,9.5,,,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,230.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,6,6,5.4,,,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,58.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.1,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,362,724,0.8,0.8,0.8,c,BSA.06-08,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,18.5,,,i,BSA.06-09,CB,,elliptic prism,446.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,16.7,,,i,BSA.06-09,CB,,elliptic prism,281.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,28.7,,,i,BSA.06-09,CB,,prism on parallelogram,143.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.06-09,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,37,6.5,,,f,BSA.06-09,CB,,cylinder,61.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,5,95,5.6,,,i,BSA.06-09,CB,,sphere,40.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,358,716,0.8,0.8,0.8,c,BSA.06-09,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1448,Komvophoron sp.,Soft Body,Komvophoron,sp.,,2,34,2,,,i,BSA.06-09,CB,,cylinder,5.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,36,62,5.6,,,i,BSA.06-09,CB,,sphere,91.95,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,2,40,1.9,,,f,BSA.06-09,CB,,cylinder,5.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.7,,,i,BSA.06-10,CB,High sediment.,elliptic prism,378.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,22.2,,,i,BSA.06-10,CB,High sediment.,cylinder,1062.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,2,2,29.6,,,i,BSA.06-10,CB,High sediment.,elliptic prism,3187.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.06-10,CB,High sediment.,prism on parallelogram,119.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.06-10,CB,High sediment.,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.4,,,i,BSA.06-10,CB,High sediment.,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.06-10,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,12.6,,,i,BSA.06-11,AB,Low detritus.,elliptic prism,83.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,3,3,22.2,,,i,BSA.06-11,AB,Low detritus.,elliptic prism,308.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,11,11,3.9,,,i,BSA.06-11,AB,Low detritus.,cylinder,95.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,289,Diploneis sp.,Diatom,Diploneis,sp.,,2,2,22.2,,,i,BSA.06-11,AB,Low detritus.,elliptic prism,506.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,310,Encyonema sp.,Diatom,Encyonema,sp.,,2,2,20.4,,,i,BSA.06-11,AB,Low detritus.,cymbelloid,125.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,538,Melosira sp.,Diatom,Melosira,sp.,,1,1,18.5,,,i,BSA.06-11,AB,Low detritus.,cylinder,4052.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,631,Navicula sp.,Diatom,Navicula,sp.,,4,4,37,,,i,BSA.06-11,AB,Low detritus.,elliptic prism,546.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,33.3,,,i,BSA.06-11,AB,Low detritus.,prism on parallelogram,296.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,893,Sellaphora sp.,Diatom,Sellaphora,sp.,,1,1,22.6,,,i,BSA.06-11,AB,Low detritus.,box,824.9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,14,14,11.1,,,i,BSA.06-11,AB,Low detritus.,cylinder + 2 half spheres,142.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,2.5,,,i,BSA.06-11,AB,Low detritus.,sphere,5.58,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,2,6,10.6,,,c,BSA.06-11,AB,Low detritus.,prolate spheroid,34.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1115,Kirchneriella sp.,Soft Body,Kirchneriella,sp.,,1,2,7.4,,,c,BSA.06-11,AB,Low detritus.,2 cones,15.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,22.1,,,i,BSA.06-11,AB,Low detritus.,2 cones,11.84,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,5.3,,,i,BSA.06-11,AB,Low detritus.,2 cones,3.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1138,cf. Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,37,,,i,BSA.06-11,AB,Low detritus.,2 cones,121.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1279,Tetraedron sp.,Soft Body,Tetraedron,sp.,,1,1,5.6,,,i,BSA.06-11,AB,Low detritus.,box,84,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,2,2,10.4,,,i,BSA.06-11,AB,Low detritus.,cone + half sphere,402.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1766,cf. Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,1,13,3.9,,,f,BSA.06-11,AB,Low detritus.,sphere,29.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,13:15,E0622B1196,C10A,3,60,5,8.33%,0.0683,314.159,1.9807,29,31.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,341,682,0.8,0.8,0.8,c,BSA.06-11,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,7.4,,,i,BSA.06-12,CB,High sediment.,elliptic prism,23.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,14.8,,,i,BSA.06-12,CB,High sediment.,elliptic prism,177.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.06-12,CB,High sediment.,cylinder,232.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.06-12,CB,High sediment.,prism on parallelogram,26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,13,,,i,BSA.06-12,CB,High sediment.,cylinder + 2 half spheres,36.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.06-12,CB,High sediment.,prolate spheroid,588.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,10,10,9.3,,,i,BSA.06-12,CB,High sediment.,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,13:40,E0622B1272,EZ2,3,61,7,11.48%,0.0683,314.159,1.0928,16,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.06-12,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,cylinder,249.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,681,Nitzschia cf. brevissima,Diatom,Nitzschia,brevissima,,1,1,25.9,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,prism on parallelogram,290.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,17.2,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,prism on parallelogram,79.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,9.3,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,cylinder + 2 half spheres,128.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,7.4,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,2 cones,13.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,17,17,9.3,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,cone + half sphere,253.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,1368,Rhodomonas sp.,Soft Body,Rhodomonas,sp.,,1,1,12.6,,,i,BSA.06-13,AB,Moderate sediment and low detritus.,cone + half sphere,852.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:25,E0622B1271,EZ6,3,59,3,5.08%,0.0683,314.159,1.5026,22,69.69,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,384,768,0.8,0.8,0.8,c,BSA.06-13,AB,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,182,Cyclotella cf. meneghiniana,Diatom,Cyclotella,meneghiniana,,2,2,25.9,,,i,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,cylinder,4454.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,9.3,,,i,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,cylinder,167.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,105.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,10.9,,,i,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,cylinder + 2 half spheres,204.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,241.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/28/2022,12:35,E0622B1377,D41A,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.06-14,AB,Low sediment and moderate detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/20/2022,10:00,E0622B1194,C3A,3,62,4,6.45%,0.0683,314.159,1.366,20,57.5,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,18.6,,,i,BSA.06-15,CB,,gomphonemoid,969.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
