SampleDate,SampleTime,Full Code,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,749,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,3,3,74.1,,,i,BSA.03-15,CB,,prism on parallelogram,396.42,,,,,,,,,
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,956,cf. Surirella sp.,Pennate Diatom,Surirella,sp.,,1,1,18.5,,,i,BSA.03-15,CB,,elliptic prism,887.05,,,,,,,,,
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,1,1,35.2,,,i,BSA.03-15,CB,,cylinder,17127.24,,,,,,,,,
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,20.4,,,i,BSA.03-15,CB,,2 cones,38.56,,,,,,,,,
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-15,CB,,cone + half sphere,223.56,,,,,,,,,
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,376,752,0.8,0.8,0.8,c,BSA.03-15,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/14/2022,14:25,E0322B0536,D22,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,10,2,,,f,BSA.03-15,CB,,cylinder,1.57,,,,,,,,,
3/14/2022,15:20,E0322B0537,NZ068,57,6,10.53%,0.0683,314.159,2.3905,35,21.90,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,1,1,13,,,i,BSA.03-16,AB,Moderate sediment.,elliptic prism,75.04,,,,,,,,,
3/14/2022,15:20,E0322B0537,NZ068,57,6,10.53%,0.0683,314.159,2.3905,35,21.90,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,11,,,i,BSA.03-16,AB,Moderate sediment.,cylinder,248.21,,,,,,,,,
3/14/2022,15:20,E0322B0537,NZ068,57,6,10.53%,0.0683,314.159,2.3905,35,21.90,923,Staurosira cf. venter,Pennate Diatom,Staurosira,venter,,3,3,14.1,,,i,BSA.03-16,AB,Moderate sediment.,elliptic prism,98.08,,,,,,,,,
3/14/2022,15:20,E0322B0537,NZ068,57,6,10.53%,0.0683,314.159,2.3905,35,21.90,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,33,33,13,,,i,BSA.03-16,AB,Moderate sediment.,cone + half sphere,303.51,,,,,,,,,
3/14/2022,15:20,E0322B0537,NZ068,57,6,10.53%,0.0683,314.159,2.3905,35,21.90,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,358,716,0.8,0.8,0.8,c,BSA.03-16,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/16/2022,12:35,E0322B0644,NZS42,58,1,1.72%,0.0683,314.159,2.732,40,114.99,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,7,7,10.4,,,i,BSA.03-17,AB,High sediment.,cylinder,189.24,,,,,,,,,
3/16/2022,12:35,E0322B0644,NZS42,58,1,1.72%,0.0683,314.159,2.732,40,114.99,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,6,6,48.2,,,i,BSA.03-17,AB,High sediment.,elliptic prism,9046.93,,,,,,,,,
3/16/2022,12:35,E0322B0644,NZS42,58,1,1.72%,0.0683,314.159,2.732,40,114.99,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,14.5,,,i,BSA.03-17,AB,High sediment.,prism on parallelogram,46.40,,,,,,,,,
3/16/2022,12:35,E0322B0644,NZS42,58,1,1.72%,0.0683,314.159,2.732,40,114.99,1704,Monoraphidium minutum,Green Alga,Monoraphidium,minutum,,1,1,7,,,i,BSA.03-17,AB,High sediment.,2 cones,32.99,,,,,,,,,
3/16/2022,12:35,E0322B0644,NZS42,58,1,1.72%,0.0683,314.159,2.732,40,114.99,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.03-17,AB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.03-18,CB,,cylinder,159.13,,,,,,,,,
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,6,6,74.1,,,i,BSA.03-18,CB,,elliptic prism,6613.90,,,,,,,,,
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1235,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,,1,2,7.4,,,i,BSA.03-18,CB,,prolate spheroid,13.99,,,,,,,,,
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,18.5,,,i,BSA.03-18,CB,,prolate spheroid,530.44,,,,,,,,,
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.03-18,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/16/2022,13:45,E0322B0645,NZ032,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,10,2,,,i,BSA.03-18,CB,,cylinder,1.57,,,,,,,,,
3/15/2022,12:30,E0322B0601,D6,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.03-19,CB,,cylinder,273.73,,,,,,,,,
3/15/2022,12:30,E0322B0601,D6,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,2,2,27.7,,,i,BSA.03-19,CB,,prism on parallelogram,156.05,,,,,,,,,
3/15/2022,12:30,E0322B0601,D6,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,13,,,i,BSA.03-19,CB,,prolate spheroid,372.74,,,,,,,,,
3/15/2022,12:30,E0322B0601,D6,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-19,CB,,cone + half sphere,230.76,,,,,,,,,
3/15/2022,12:30,E0322B0601,D6,60,3,5.00%,0.0683,314.159,1.2977,19,80.70,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,386,772,0.8,0.8,0.8,c,BSA.03-19,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,145,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,,1,1,18.5,,,i,BSA.03-20,CB,,elliptic prism,596.74,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.03-20,CB,,cylinder,312.47,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,11,11,64.8,,,i,BSA.03-20,CB,,elliptic prism,7045.12,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,24.1,,,i,BSA.03-20,CB,,prism on parallelogram,156.05,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,870,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,sp.,,5,5,18.5,,,i,BSA.03-20,CB,,box,165.79,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,2,2,31.5,,,i,BSA.03-20,CB,,cylinder,4903.70,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.03-20,CB,,cone + half sphere,284.10,,,,,,,,,
3/14/2022,13:45,E0322B0568,EZ2,62,3,4.84%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,374,748,0.8,0.8,0.8,c,BSA.03-20,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,2,2,20.1,,,i,BSA.03-21,AB,Moderate sediment.,elliptic prism,270.93,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,182,Cyclotella cf. meneghiniana,Centric Diatom,Cyclotella,meneghiniana,,1,1,37,,,i,BSA.03-21,AB,Moderate sediment.,cylinder,21611.70,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,12,12,12.7,,,i,BSA.03-21,AB,Moderate sediment.,cylinder,189.24,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,1892,Cylindrotheca closterium,Pennate Diatom,Cylindrotheca,closterium,,1,1,19.2,,,i,BSA.03-21,AB,Moderate sediment.,prolate spheroid + 2 cylinders,0.00,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,64.8,,,i,BSA.03-21,AB,Moderate sediment.,prism on parallelogram,725.76,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,870,cf. Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,sp.,,1,1,15.2,,,i,BSA.03-21,AB,Moderate sediment.,box,179.07,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,13.5,,,i,BSA.03-21,AB,Moderate sediment.,prolate spheroid,387.08,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,8,8,12.7,,,i,BSA.03-21,AB,Moderate sediment.,cone + half sphere,473.36,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,1368,Rhodomonas sp.,Cryptophyte,Rhodomonas,sp.,,1,1,14.8,,,i,BSA.03-21,AB,Moderate sediment.,cone + half sphere,1278.78,,,,,,,,,
3/17/2022,12:15,E0322B0649,D41,64,7,10.94%,0.0683,314.159,2.1173,31,21.20,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.03-21,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/15/2022,13:25,E0322B0602,D8,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,10,10,13,,,i,BSA.03-22,AB,Moderate detritus.,cylinder,266.00,,,,,,,,,
3/15/2022,13:25,E0322B0602,D8,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,12,12,64.8,,,i,BSA.03-22,AB,Moderate detritus.,elliptic prism,11478.62,,,,,,,,,
3/15/2022,13:25,E0322B0602,D8,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,21.1,,,i,BSA.03-22,AB,Moderate detritus.,prism on parallelogram,117.11,,,,,,,,,
3/15/2022,13:25,E0322B0602,D8,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.03-22,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,13,13,12.1,,,i,BSA.03-23,AB,Moderate sediment.,cylinder,273.01,,,,,,,,,
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,2,2,17.1,,,i,BSA.03-23,AB,Moderate sediment.,prism on parallelogram,56.16,,,,,,,,,
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1037,cf. Chlorella sp.,Green Alga,Chlorella,sp.,,4,4,3.1,,,i,BSA.03-23,AB,Moderate sediment.,sphere,8.18,,,,,,,,,
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,3,3,13.5,,,i,BSA.03-23,AB,Moderate sediment.,prolate spheroid,371.10,,,,,,,,,
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-23,AB,Moderate sediment.,cone + half sphere,128.32,,,,,,,,,
3/17/2022,13:35,E0322B0652,NZ004,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,377,754,0.8,0.8,0.8,c,BSA.03-23,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.03-24,CB,,cylinder,186.36,,,,,,,,,
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,1,1,37,,,i,BSA.03-24,CB,,elliptic prism,6046.74,,,,,,,,,
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.03-24,CB,,prism on parallelogram,126.63,,,,,,,,,
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,3,3,35.2,,,i,BSA.03-24,CB,,cylinder,7844.42,,,,,,,,,
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.03-24,CB,,cone + half sphere,159.13,,,,,,,,,
3/17/2022,13:20,E0322B0651,NZ002,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.03-24,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/17/2022,13:00,E0322B0650,NZ325,64,7,10.94%,0.0683,314.159,2.049,30,21.90,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,14,14,9.5,,,i,BSA.03-25,AB,Moderate sediment and detritus.,cylinder,214.20,,,,,,,,,
3/17/2022,13:00,E0322B0650,NZ325,64,7,10.94%,0.0683,314.159,2.049,30,21.90,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,5,5,2.8,,,i,BSA.03-25,AB,Moderate sediment and detritus.,sphere,7.24,,,,,,,,,
3/17/2022,13:00,E0322B0650,NZ325,64,7,10.94%,0.0683,314.159,2.049,30,21.90,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,52,52,13,,,i,BSA.03-25,AB,Moderate sediment and detritus.,cone + half sphere,413.95,,,,,,,,,
3/17/2022,13:00,E0322B0650,NZ325,64,7,10.94%,0.0683,314.159,2.049,30,21.90,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,331,662,0.8,0.8,0.8,c,BSA.03-25,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.03-26,CB,,cylinder,312.47,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,23,23,55.6,,,i,BSA.03-26,CB,,elliptic prism,4956.57,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,14.8,,,i,BSA.03-26,CB,,elliptic prism,182.26,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,2,2,16.7,,,i,BSA.03-26,CB,,prism on parallelogram,111.22,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,1,1,16.7,,,i,BSA.03-26,CB,,cylinder,1818.03,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,13,,,i,BSA.03-26,CB,,prolate spheroid,372.74,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.03-26,CB,,cone + half sphere,317.00,,,,,,,,,
3/14/2022,13:00,E322B0567,EZ6,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,381,772,0.8,0.8,0.8,c,BSA.03-26,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,3,3,13.8,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,elliptic prism,52.32,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,34,34,12.1,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,cylinder,242.93,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,1,1,13.8,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,gomphonemoid,999.94,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,2,2,18.4,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,prism on parallelogram,82.62,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,923,Staurosira cf. venter,Pennate Diatom,Staurosira,venter,,2,2,10.4,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,elliptic prism,98.83,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,1037,cf. Chlorella sp.,Green Alga,Chlorella,sp.,,10,10,2.7,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,sphere,7.24,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,4,4,31.5,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,2 cones,17.34,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.04-01,AB,Cannot meet tally in 50 fields.,cone + half sphere,236.45,,,,,,,,,
4/6/2022,9:00,E0422B0667,C3A,59,6,10.17%,0.0683,314.159,3.415,50,15.33,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,299,598,0.8,0.8,0.8,c,BSA.04-01,AB,Cannot meet tally in 50 fields.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,145,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,,2,2,25.9,,,i,BSA.04-02,CB,,elliptic prism,923.82,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,16,16,7.4,,,i,BSA.04-02,CB,,cylinder,142.53,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,27.8,,,i,BSA.04-02,CB,,elliptic prism,597.82,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,1,1,20.4,,,i,BSA.04-02,CB,,elliptic prism,358.90,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,9.3,,,i,BSA.04-02,CB,,2 cones,17.58,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,9,9,9.3,,,i,BSA.04-02,CB,,cone + half sphere,216.52,,,,,,,,,
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.04-02,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
4/6/2022,10:45,E0422B0668,C9,62,5,8.06%,0.0683,314.159,1.5026,22,41.82,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,22,2,,,f,BSA.04-02,CB,,cylinder,3.14,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.04-03,CB,High sediment.  ,cylinder,68.96,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,319,Entomoneis sp.,Pennate Diatom,Entomoneis,sp.,,8,8,46.3,,,i,BSA.04-03,CB,High sediment.  ,elliptic prism,4018.34,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,664,Nitzschia acicularis,Pennate Diatom,Nitzschia,acicularis,,1,1,66.7,,,i,BSA.04-03,CB,High sediment.  ,prism on parallelogram,431.88,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,1,1,24.1,,,i,BSA.04-03,CB,High sediment.  ,cylinder,5474.00,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,1134,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,,2,2,7.4,,,i,BSA.04-03,CB,High sediment.  ,2 cones,12.29,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,1352,cf. Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,2,2,16.7,,,i,BSA.04-03,CB,High sediment.  ,prolate spheroid,438.84,,,,,,,,,
4/6/2022,6:55,E0422B0678,D12,59,4,6.78%,0.0683,314.159,1.366,20,57.50,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.04-03,CB,High sediment.  ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
