MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Count Method,Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,538,Melosira sp.,Centric Diatom,Melosira,sp.,,4,4,22.2,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,cylinder,4744.05
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,2,2,33.3,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,elliptic prism,483.50
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,3,3,20.4,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,prism on parallelogram,111.06
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,1,1,13,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,elliptic prism,160.10
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,870,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,sp.,,24,24,5.6,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,box,98.96
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,2087,Reimeria sp.,Pennate Diatom,Reimeria,sp.,,1,1,16.7,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,elliptic prism,92.21
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,1735,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,sp.,,1,1,16.7,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,gomphonemoid,471.50
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,921,Staurosira sp.,Pennate Diatom,Staurosira,sp.,,3,3,18.5,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,elliptic prism,603.57
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1037,cf. Chlorella sp.,Green Alga,Chlorella,sp.,,2,2,3.7,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,sphere,26.52
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1049,Closteriopsis sp.,Green Alga,Closteriopsis,sp.,,1,1,39,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,cylinder + 2 cones,24.03
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,18.5,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,2 cones,9.54
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1313,Dinobryon sp.,Chrysophyte,Dinobryon,sp.,,1,1,13,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,prolate spheroid,372.74
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,1321,Mallomonas sp.,Synurophyte,Mallomonas,sp.,,1,1,24.1,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,prolate spheroid,395.72
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,5.9000,Transect,314.159,11.8,2,6.66,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,16.7,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,prolate spheroid,1077.36
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,391,782,0.8,0.8,0.8,c,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,sphere,0.18
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,12,2,,,f,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,cylinder,1.57
Phyto,2/1/2024,10:30,E0224B0736,C3A,3,63,4,6.35%,0.0683,Field,314.159,1.0245,15,76.66,1824,Strombidium sp.,Ciliate,Strombidium,sp.,,1,1,40.7,,,i,BSA.02-05,CB,Poorly preserved. Cannot meet tally in 2 transects.,prolate spheroid,35300.55
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,151.60
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,3,3,21.3,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,545.84
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,4.7,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,41.64
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,319.27
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,326,Epithemia sp.,Pennate Diatom,Epithemia,sp.,,1,1,31.5,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cymbelloid,1472.96
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,713,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,,1,1,9.3,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,prism on parallelogram,36.46
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,921,Staurosira sp.,Pennate Diatom,Staurosira,sp.,,2,2,9.3,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,196.34
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,943,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,sp.,,1,1,25.9,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,6849.08
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,33.3,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,2 cones,31.57
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,16.7,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,prolate spheroid,909.74
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cone + half sphere,186.37
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,0.0683,Field,314.159,2.1856,32,47.91,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,395,790,0.8,0.8,0.8,c,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,sphere,0.18
Phyto,2/2/2024,10:05,E0224B0899,D26,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,1508,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,sp.,,1,15,3.7,,,f,BSA.02-06,AS,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,10.49
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,75,Amphora spp.,Pennate Diatom,Amphora,spp.,,2,2,44.4,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cymbelloid,551.42
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,1,1,24.1,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,elliptic prism,1176.57
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,8,8,14.8,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cylinder,291.29
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,241,Cymbella sp.,Pennate Diatom,Cymbella,sp.,,1,1,111.1,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cymbelloid,7947.74
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,2,2,35.2,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cymbelloid,542.15
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,326,Epithemia sp.,Pennate Diatom,Epithemia,sp.,,1,1,16.7,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cymbelloid,152.42
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,3,3,25,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,elliptic prism,247.86
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,713,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,,2,2,8.5,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,prism on parallelogram,33.64
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,750,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,,2,2,119,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,prism on parallelogram,1412.77
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,7,7,3.7,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,sphere,17.16
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,2,2,27,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,2 cones,11.70
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1342,Chroomonas sp.,Cryptophyte,Chroomonas,sp.,,1,1,9.3,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cone + half sphere,133.84
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,14.8,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,prolate spheroid,670.23
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1365,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,Rhodomonas lacustris,1,1,11.1,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cone + half sphere,252.49
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1842,Plagioselmis sp.,Cryptophyte,Plagioselmis,sp.,,1,1,9,,,i,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cone + half sphere,153.46
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,0.0683,Field,314.159,0.8196,12,95.83,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,388,776,0.8,0.8,0.8,c,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,sphere,0.18
Phyto,2/1/2024,13:45,E0224B0738,C10A,3,64,4,6.25%,5.9000,Transect,314.159,11.8,2,6.66,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,10,2,,,f,BSA.02-07,BS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cylinder,3.53
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,44,Achnanthidium minutissimum,Pennate Diatom,Achnanthidium,minutissimum,,1,1,13,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,elliptic prism,44.62
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,2,2,16.7,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cylinder,411.32
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,3,3,22.2,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,elliptic prism,391.87
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,169,Cyclostephanos sp.,Centric Diatom,Cyclostephanos,sp.,,1,1,22.2,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cylinder,4296.54
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cylinder,68.96
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cylinder,312.47
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,1,1,13,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cymbelloid,59.33
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,3,3,53.7,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,gomphonemoid,780.32
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,22.2,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,elliptic prism,273.39
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,749,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,,1,1,37,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,prism on parallelogram,518.00
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,1925,Nupela sp.,Pennate Diatom,Nupela,sp.,,1,1,11.1,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,elliptic prism,136.70
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,2087,Reimeria sp.,Pennate Diatom,Reimeria,sp.,,1,1,13,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,elliptic prism,113.33
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,943,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,sp.,,1,1,37,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cylinder,19891.37
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,1031,Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,,1,1,9.3,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,sphere,266.65
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,13,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,2 cones,3.40
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,cone + half sphere,159.13
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,0.0683,Field,314.159,0.9562,14,109.52,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,398,796,0.8,0.8,0.8,c,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,sphere,0.18
Phyto,2/1/2024,9:10,E0224B0786,D12,3,64,3,4.69%,5.9000,Transect,314.159,11.8,2,8.87,1545,Euglena sp.,Euglenoid,Euglena,sp.,,1,1,38.9,,,i,BSA.02-08,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and detritus. ,half ellipsoid + cone on an elliptic base,1130.42
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,1,1,14.8,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,202.14
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,5.9000,Transect,314.159,11.8,2,53.25,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,3,3,18.5,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,217.40
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,159.13
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,3,3,35.2,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,gomphonemoid,658.79
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,5.9000,Transect,314.159,11.8,2,53.25,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,18.5,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,elliptic prism,455.66
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,5.9000,Transect,314.159,11.8,2,53.25,750,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,,2,2,55.6,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,prism on parallelogram,551.62
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,2,2,5.6,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,sphere,91.95
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,5.9000,Transect,314.159,11.8,2,53.25,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,33.3,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,2 cones,7.08
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,22.2,,,i,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,prolate spheroid,1432.18
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,1402,Aphanocapsa sp.,Cyanobacterium,Aphanocapsa,sp.,,1,9,0.9,,,c,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,sphere,0.38
Phyto,2/5/2024,13:45,E0224B0967,NZ068,3,62,0.5,0.81%,0.0683,Field,314.159,1.5709,23,399.97,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,396,792,0.8,0.8,0.8,c,BSA.02-09,AS,Cannot meet tally in 2 transects. High sediment and detritus.,sphere,0.18
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,0.0683,Field,314.159,1.0928,16,143.74,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,99.99
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,5.9000,Transect,314.159,11.8,2,13.31,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,1,1,11.1,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,119.35
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,0.0683,Field,314.159,1.0928,16,143.74,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,2,2,16.7,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,392.38
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,0.0683,Field,314.159,1.0928,16,143.74,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,68.96
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,0.0683,Field,314.159,1.0928,16,143.74,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,312.47
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,5.9000,Transect,314.159,11.8,2,13.31,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,1,1,24.1,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cymbelloid,109.98
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,5.9000,Transect,314.159,11.8,2,13.31,326,Epithemia sp.,Pennate Diatom,Epithemia,sp.,,1,1,75.9,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cymbelloid,5492.80
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,5.9000,Transect,314.159,11.8,2,13.31,397,Fragilaria sp.,Pennate Diatom,Fragilaria,sp.,,1,1,88.9,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,2346.01
Phyto,2/6/2024,14:40,E0224B1037,EZ2,3,63,2,3.17%,0.0683,Field,314.159,1.0928,16,143.74,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,1,1,27.8,,,i,BSA.02-10,CB,Poorly preserved. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,gomphonemoid,1184.57
