MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/14/2023,12:35,E0623B1380,NZS42,3,53,2,3.77%,0.0683,314.159,1.1611,17,135.29,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.06-24,ZW,Cannot meet tally in 2 transects.,cylinder,580.61,,,,,,,,,
Phyto,6/13/2023,13:10,E0623B1342,D10,3,59,5,8.47%,0.0683,314.159,3.415,50,18.4,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,4.7,,,i,BSA.06-26,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms. ,cylinder,39.9,,,,,,,,,
Phyto,6/13/2023,13:10,E0623B1342,D10,3,59,5,8.47%,0.0683,314.159,3.415,50,18.4,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,13,13,8.4,,,i,BSA.06-26,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms. ,cylinder,172.39,,,,,,,,,
Phyto,7/7/2023,10:00,E0723B1541,C9,3,58,3,5.17%,0.0683,314.159,1.2977,19,80.7,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,17,17,7.4,,,i,BSA.07-01,AB,Cannot meet tally in 2 transects. Moderate sediment and low detritus. Many broken diatoms.,cylinder,96.44,,,,,,,,,
Phyto,7/10/2023,11:45,E0723B1552,D19,3,59,4,6.78%,0.0683,314.159,2.4588,36,31.94,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,15,15,6.1,,,i,BSA.07-02,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,cylinder,77.87,,,,,,,,,
Phyto,7/7/2023,11:15,E0723B1542,C10A,3,60,1,1.67%,0.0683,314.159,3.415,50,91.99,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.07-03,ZW,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cylinder,73.89,,,,,,,,,
Phyto,7/10/2023,10:25,E0723B1551,D12,3,58,3,5.17%,0.0683,314.159,0.8879,13,117.94,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.07-04,CB,Cannot meet tally in 2 transects. Moderate sediment.,cylinder,138.57,,,,,,,,,
Phyto,7/10/2023,10:25,E0723B1551,D12,3,58,3,5.17%,0.0683,314.159,0.8879,13,117.94,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.07-04,CB,Cannot meet tally in 2 transects. Moderate sediment.,cylinder,159.13,,,,,,,,,
Phyto,7/7/2023,8:15,E0723B1540,C3A,3,60,3,5.00%,0.0697,314.159,3.485,50,30.05,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,15,15,16.7,,,i,BSA.07-05,BB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cylinder,223.64,,,,,,,,,
Phyto,7/11/2023,10:35,E0723B1568,D16,3,60,3,5.00%,0.0683,314.159,1.9124,28,54.76,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,8.3,,,i,BSA.07-06,ZW,Cannot meet tally in 2 transects.,cylinder,154.72,,,,,,,,,
Phyto,7/11/2023,12:55,E0723B1570,MD10A,3,59,3,5.08%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,16,16,7.4,,,i,BSA.07-07,CB,Cannot meet tally in 2 transects.,cylinder,116.35,,,,,,,,,
Phyto,7/11/2023,14:35,E0723B1571,P8,3,62,3,4.84%,0.0683,314.159,1.2294,18,85.18,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,32,32,7.5,,,i,BSA.07-09,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,cylinder,109.1,,,,,,,,,
Phyto,7/12/2023,13:40,E0723B1595,NZ068,3,59,3,5.08%,0.0683,314.159,1.9807,29,52.87,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.07-10,ZW,Cannot meet tally in 2 transects.,cylinder,73.89,,,,,,,,,
Phyto,7/12/2023,12:50,E0723B1594,D22,3,57,3,5.26%,0.0683,314.159,0.9562,14,109.52,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,9.3,,,i,BSA.07-12,CB,Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,159.13,,,,,,,,,
Phyto,7/12/2023,12:50,E0723B1594,D22,3,57,3,5.26%,0.0683,314.159,0.9562,14,109.52,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,9.7,,,i,BSA.07-12,CB,Cannot meet tally in 2 transects. High sediment and detritus.,cylinder,326.06,,,,,,,,,
Phyto,7/13/2023,13:15,E0723B1654,NZS42,3,58,1,1.72%,5.9,314.159,11.8,2,26.62,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.07-14,CB,Cannot meet tally in 2 transects. High sediment.,cylinder,159.13,,,,,,,,,
Phyto,7/14/2023,15:50,E0723B1622,EZ6,3,61,1,1.64%,5.9,314.159,11.8,2,26.62,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,8.3,,,i,BSA.07-15,ZW,Cannot meet tally in 2 transects.,cylinder,159.13,,,,,,,,,
Phyto,7/13/2023,14:15,E0723B1655,NZ032,3,62,1,1.61%,0.0683,314.159,3.415,50,91.99,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.07-16,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cylinder,319.27,,,,,,,,,
Phyto,7/17/2023,15:00,E0723B1739,NZ325,3,62,2,3.23%,0.0697,314.159,1.4637,21,107.32,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.07-18,BB,Cannot meet tally in 2 transects.,cylinder,184.94,,,,,,,,,
Phyto,7/10/2023,12:40,E0723B1553,D28A,3,61,4,6.56%,0.0683,314.159,2.5271,37,31.08,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,7.4,,,i,BSA.07-19,AS,Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,99.75,,,,,,,,,
Phyto,7/17/2023,15:20,E0723B1740,NZ002,3,60,2,3.33%,0.0683,314.159,3.415,50,46,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,4.7,,,i,BSA.07-20,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,39.9,,,,,,,,,
Phyto,7/17/2023,15:20,E0723B1740,NZ002,3,60,2,3.33%,0.0683,314.159,3.415,50,46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,9.3,,,i,BSA.07-20,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,216.52,,,,,,,,,
Phyto,7/17/2023,15:35,E0723B1741,NZ004,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,8.3,,,i,BSA.07-21,ZW,Cannot meet tally in 2 transects.,cylinder,138.54,,,,,,,,,
Phyto,7/14/2023,15:10,E0723B1693,D8,3,63,1,1.59%,0.0683,314.159,3.3467,49,93.87,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,11,11,7.4,,,i,BSA.07-22,AB,Cannot meet tally in 2 transects.,cylinder,87.19,,,,,,,,,
Phyto,7/14/2023,14:15,E0723B1692,D6,3,62,1,1.61%,0.0683,314.159,3.415,50,91.99,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.07-23,BS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cylinder,159.13,,,,,,,,,
Phyto,7/14/2023,17:10,E0723B1623,EZ2,3,57,1,1.75%,0.0683,314.159,1.0928,16,287.48,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,8,8,7.4,,,i,BSA.07-24,CB,Cannot meet tally in 2 transects. Poorly preserved.,cylinder,99.75,,,,,,,,,
Phyto,7/14/2023,17:10,E0723B1623,EZ2,3,57,1,1.75%,0.0683,314.159,1.0928,16,287.48,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,8,8,7.4,,,i,BSA.07-24,CB,Cannot meet tally in 2 transects. Poorly preserved.,cylinder,159.13,,,,,,,,,
Phyto,7/17/2023,14:10,E0723B1738,D41,3,61,3,4.92%,0.0683,314.159,1.5026,22,69.69,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,11.1,,,i,BSA.07-25,CB,Cannot meet tally in 2 transects.,cylinder,312.47,,,,,,,,,
Phyto,7/17/2023,14:10,E0723B1738,D41,3,61,3,4.92%,5.9,314.159,11.8,2,8.87,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.07-25,CB,Cannot meet tally in 2 transects.,cylinder,416.74,,,,,,,,,
Phyto,7/14/2023,16:20,E0723B1694,D10,3,60,1,1.67%,0.0683,314.159,1.366,20,229.98,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,17,17,6.3,,,i,BSA.07-26,AB,Cannot meet tally in 2 transects.,cylinder,76.03,,,,,,,,,
Phyto,8/8/2023,11:30,E0823B1765,D19,3,61,8,13.11%,0.0683,314.159,1.2294,18,31.94,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,9.3,,,i,BSA.08-01,CB,Cannot meet tally in 2 transects. Poorly preserved. High sediment.,cylinder,216.52,,,,,,,,,
Phyto,8/4/2023,7:15,E0823B1753,C3A ,3,61,4,6.56%,0.0697,314.159,2.9971,43,26.21,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,14.8,,,i,BSA.08-02,BB,Cannot meet tally in 2 transects.,cylinder,857.42,,,,,,,,,
Phyto,8/8/2023,12:30,E0823B1766,D28A,3,62,8,12.90%,0.0683,314.159,1.0928,16,35.94,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,9.3,,,i,BSA.08-04,AB,Cannot meet tally in 2 transects. Poorly preserved. Low sediment and detritus.,cylinder,127.11,,,,,,,,,
Phyto,8/9/2023,11:15,E0823B1867,D26,3,60,8,13.33%,0.0683,314.159,1.6392,24,23.96,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,14.8,,,i,BSA.08-05,ZW,Cannot meet tally in 2 transects.,cylinder,1204.23,,,,,,,,,
Phyto,8/8/2023,10:15,E0823B1764,D12,3,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,10,10,9.3,,,i,BSA.08-06,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,cylinder,175.07,,,,,,,,,
Phyto,8/4/2023,10:15,E0823B1755,C10A,3,63,3,4.76%,0.0683,314.159,0.9562,14,109.52,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,44,44,11.1,,,i,BSA.08-07,CB,Cannot meet tally in 2 transects.,cylinder,312.47,,,,,,,,,
Phyto,8/9/2023,10:20,E0823B1866,D16,3,60,7,11.67%,0.0697,314.159,1.4637,21,30.66,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,13,,,i,BSA.08-08,BB,Cannot meet tally in 2 transects.,cylinder,205.47,,,,,,,,,
Phyto,8/10/2023,12:40,E0823B1907,D4,3,62,2,3.23%,0.0683,314.159,1.0245,15,153.32,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,16.3,,,i,BSA.08-09,CB,Cannot meet tally in 2 transects.,cylinder,655.83,,,,,,,,,
Phyto,8/10/2023,13:30,E0823B1908,D22,3,62,3,4.84%,0.0697,314.159,1.3243,19,79.08,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.08-10,BB,Cannot meet tally in 2 transects.,cylinder,123.15,,,,,,,,,
Phyto,8/10/2023,13:30,E0823B1908,D22,3,62,3,4.84%,0.0697,314.159,1.3243,19,79.08,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.08-10,BB,Cannot meet tally in 2 transects.,cylinder,180.64,,,,,,,,,
Phyto,8/9/2023,14:30,E0823B1869,P8,3,61,4,6.56%,0.0683,314.159,1.7758,26,44.23,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,23,23,7.4,,,i,BSA.08-11,AS,Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms.,cylinder,84.82,,,,,,,,,
Phyto,8/14/2023,15:20,E0823B2055,NZS42,3,59,1,1.69%,0.0683,314.159,1.1611,17,270.57,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.08-12,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,8/14/2023,15:20,E0823B2055,NZS42,3,59,1,1.69%,0.0683,314.159,1.1611,17,270.57,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,18.6,,,i,BSA.08-12,CB,Cannot meet tally in 2 transects.,cylinder,1839.93,,,,,,,,,
Phyto,8/10/2023,14:20,E0823B1909,NZ068,3,62,5,8.06%,0.0683,314.159,1.8441,27,34.07,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,15,15,7.4,,,i,BSA.08-14,AB,Cannot meet tally in 2 transects. Moderate detritus.,cylinder,86.76,,,,,,,,,
Phyto,8/11/2023,14:10,E0823B2001,D10,3,61,2,3.28%,0.0683,314.159,1.0245,15,153.32,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,6.2,,,i,BSA.08-15,CB,Cannot meet tally in 2 transects.,cylinder,93.59,,,,,,,,,
Phyto,8/11/2023,14:10,E0823B2001,D10,3,61,2,3.28%,5.9,314.159,11.8,2,13.31,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,22.2,,,i,BSA.08-15,CB,Cannot meet tally in 2 transects.,cylinder,4296.54,,,,,,,,,
Phyto,8/14/2023,16:15,E0823B2056,NZ032,3,59,1,1.69%,0.0683,314.159,3.3467,49,93.87,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,7,7,10.1,,,i,BSA.08-16,AB,Cannot meet tally in 2 transects. Moderate sediment.,cylinder,184.94,,,,,,,,,
Phyto,8/15/2023,12:00,E0823B2115,D41A,3,62,2,3.23%,0.0683,314.159,1.4343,21,109.52,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.08-18,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,8/15/2023,12:00,E0823B2115,D41A,3,62,2,3.23%,0.0683,314.159,1.4343,21,109.52,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.08-18,CB,Cannot meet tally in 2 transects.,cylinder,408.28,,,,,,,,,
Phyto,8/11/2023,13:30,E0823B2000,D8,3,61,1,1.64%,0.0683,314.159,3.415,50,91.99,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.08-19,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cylinder,319.27,,,,,,,,,
Phyto,8/11/2023,15:15,E0823B1952,EZ6,3,62,2,3.23%,5.96,314.159,11.92,2,13.18,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.08-20,BB,Cannot meet tally in 2 transects.,cylinder,159.13,,,,,,,,,
Phyto,8/15/2023,14:30,E0823B2117,NZ325,3,61,1,1.64%,0.0683,314.159,3.415,50,91.99,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,14.8,,,i,BSA.08-21,AB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cylinder,469.56,,,,,,,,,
Phyto,8/11/2023,15:55,E0823B1953,EZ2,3,60,2,3.33%,0.0683,314.159,3.415,50,46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.08-26,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and moderate detritus. Many broken diatoms.,cylinder,279.95,,,,,,,,,
Phyto,9/5/2023,9:30,E0923B2133,D12,3,60,2,3.33%,0.0683,314.159,3.415,50,46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,9.3,,,i,BSA.09-01,AB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cylinder,119.03,,,,,,,,,
Phyto,9/5/2023,11:00,E0923B2134,D19,3,62,5,8.06%,0.0683,314.159,1.2294,18,51.11,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,9.3,,,i,BSA.09-02,CB,Cannot meet tally in 2 transects.,cylinder,138.57,,,,,,,,,
Phyto,9/1/2023,7:15,E0923B2122,C3A,3,58,6,10.34%,0.0683,314.159,1.2977,19,40.35,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,8,8,14.8,,,i,BSA.09-03,CB,Cannot meet tally in 2 transects.,cylinder,347.43,,,,,,,,,
Phyto,9/5/2023,12:05,E0923B2135,D28A,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.09-04,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,9/1/2023,8:15,E0923B2123,C9,3,58,3,5.17%,0.0683,314.159,3.415,50,30.66,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,5.6,,,i,BSA.09-05,AB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cylinder,65.84,,,,,,,,,
Phyto,9/6/2023,9:00,E0923B2199,D16,3,61,3,4.92%,0.0683,314.159,2.049,30,51.11,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,7.6,,,i,BSA.09-06,AB,Cannot meet tally in 2 transects.,cylinder,105.21,,,,,,,,,
Phyto,9/1/2023,9:45,E0923B2124,C10A,3,62,3,4.84%,0.0683,314.159,2.3905,35,43.81,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,13,13,14.8,,,i,BSA.09-07,CB,Cannot meet tally in 2 transects.,cylinder,532.23,,,,,,,,,
Phyto,9/6/2023,9:55,E0923B2200,D26,3,61,5,8.20%,0.0683,314.159,1.5026,22,41.82,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.09-08,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,9/6/2023,11:20,E0923B2201,MD10A,3,62,3,4.84%,0.0683,314.159,3.2101,47,32.62,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,25,25,7.4,,,i,BSA.09-09,AB,Poorly preserved. Cannot meet tally in 2 transects.,cylinder,118.46,,,,,,,,,
Phyto,9/8/2023,12:35,E0923B2364,D8,3,57,4,7.02%,0.0683,314.159,1.7758,26,44.23,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,14,14,7.4,,,i,BSA.09-10,AB,Cannot meet tally in 2 transects. Low sediment.,cylinder,119.46,,,,,,,,,
Phyto,9/7/2023,14:00,E0923B2236,NZ068,3,62,7,11.29%,0.0683,314.159,1.0245,15,43.81,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.09-11,CB,Cannot meet tally in 2 transects.,cylinder,142.39,,,,,,,,,
Phyto,9/8/2023,13:20,E0923B2365,D10,3,58,3,5.17%,0.0683,314.159,1.9124,28,54.76,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,13,13,7.4,,,i,BSA.09-12,AB,Cannot meet tally in 2 transects. Moderate sediment. Many broken diatoms.,cylinder,111.71,,,,,,,,,
Phyto,9/8/2023,11:35,E0923B2363,D6,3,60,4,6.67%,0.0683,314.159,1.0928,16,71.87,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.09-13,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,9/8/2023,11:35,E0923B2363,D6,3,60,4,6.67%,0.0683,314.159,1.0928,16,71.87,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,18.5,,,i,BSA.09-13,CB,Cannot meet tally in 2 transects.,cylinder,2499.86,,,,,,,,,
Phyto,9/6/2023,13:10,E0923B2202,P8,3,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,13,,,i,BSA.09-14,CB,Cannot meet tally in 2 transects. ,cylinder,216.52,,,,,,,,,
Phyto,9/7/2023,12:55,E0923B2235,D22,3,61,3,4.92%,0.0683,314.159,1.1611,17,90.19,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.09-15,CB,Cannot meet tally in 2 transects. High sediment.,cylinder,159.13,,,,,,,,,
Phyto,9/12/2023,13:00,E0923B2480,D41,3,63,6,9.52%,5.9,314.159,11.8,2,4.44,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,14.8,,,i,BSA.09-16,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. Moderate sediment and detritus.,cylinder,1273.05,,,,,,,,,
Phyto,9/12/2023,11:35,E0923B2479,D41A,3,62,1,1.61%,0.0683,314.159,3.0052,44,104.54,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.09-17,CB,Cannot meet tally in 2 transects.,cylinder,64.13,,,,,,,,,
Phyto,9/7/2023,11:25,E0923B2234,D4,3,62,3,4.84%,0.0683,314.159,3.415,50,30.66,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,11,11,13,,,i,BSA.09-18,AS,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects. High sediment and detritus. Many broken diatoms. ,cylinder,249.78,,,,,,,,,
Phyto,9/12/2023,13:45,E0923B2981,NZ325,3,62,2,3.23%,0.0683,314.159,1.9124,28,82.14,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.09-19,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,9/12/2023,13:45,E0923B2981,NZ325,3,62,2,3.23%,0.0683,314.159,1.9124,28,82.14,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,24.1,,,i,BSA.09-19,CB,Cannot meet tally in 2 transects.,cylinder,5519.62,,,,,,,,,
Phyto,9/11/2023,14:45,E0923B2419,NZS42,3,52,1,1.92%,0.0683,314.159,1.0245,15,306.65,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.09-20,CB,Cannot meet tally in 2 transects. High sediment.,cylinder,109.5,,,,,,,,,
Phyto,9/11/2023,14:45,E0923B2419,NZS42,3,52,1,1.92%,5.9,314.159,11.8,2,26.62,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,5,5,20.4,,,i,BSA.09-20,CB,Cannot meet tally in 2 transects. High sediment.,cylinder,606.13,,,,,,,,,
Phyto,9/8/2023,13:45,E0923B2273,EZ6,3,60,2,3.33%,0.0683,314.159,1.0245,15,153.32,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,16.7,,,i,BSA.09-21,CB,Cannot meet tally in 2 transects.,cylinder,862.76,,,,,,,,,
Phyto,9/11/2023,13:30,E0923B2418,D7,3,63,2,3.17%,0.0683,314.159,1.5709,23,99.99,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,11,,,i,BSA.09-22,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cylinder,217.75,,,,,,,,,
Phyto,9/12/2023,14:25,E0923B2483,NZ004,3,60,2,3.33%,0.0683,314.159,1.7758,26,88.46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,9,9,16.7,,,i,BSA.09-23,AB,Cannot meet tally in 2 transects. Low detritus. Many broken diatoms.,cylinder,278.05,,,,,,,,,
Phyto,9/5/2023,9:30,E0923B2175,EZ2-SJR,3,62,2,3.23%,0.0683,314.159,3.415,50,46,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,7,7,7.4,,,i,BSA.09-24,AS,Cannot meet tally in 50 fields. Cannot meet tallly in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cylinder,116.35,,,,,,,,,
Phyto,9/12/2023,14:05,E0923B2482,NZ002,3,62,2,3.23%,0.0683,314.159,2.049,30,76.66,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,14.8,,,i,BSA.09-25,CB,Cannot meet tally in 2 transects.,cylinder,369.6,,,,,,,,,
Phyto,9/11/2023,15:15,E0923B2420,NZ032,3,57,1,1.75%,0.0683,314.159,1.8441,27,170.36,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,4,4,9.3,,,i,BSA.09-26,AB,Cannot meet tally in 2 transects. Moderate sediment.,cylinder,119.03,,,,,,,,,
Phyto,9/8/2023,14:20,E0923B2274,EZ2,3,57,5,8.77%,0.0683,314.159,0.8879,13,70.76,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.09-27,CB,Cannot meet tally in 2 transects.,cylinder,159.13,,,,,,,,,
Phyto,10/2/2023,12:15,E1023B2488,C10A,3,61,1,1.64%,0.0683,314.159,1.0928,16,287.48,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.10-01,CB,Cannot meet tally in 2 transects.,cylinder,68.96,,,,,,,,,
Phyto,10/2/2023,12:15,E1023B2488,C10A,3,61,1,1.64%,0.0683,314.159,1.0928,16,287.48,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,14.8,,,i,BSA.10-01,CB,Cannot meet tally in 2 transects.,cylinder,689.94,,,,,,,,,
Phyto,10/2/2023,8:30,E1023B2486,C3A,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,190,cf. Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.10-02,CB,Cannot meet tally in 2 transects.,cylinder,93.59,,,,,,,,,
Phyto,10/2/2023,8:30,E1023B2486,C3A,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.10-02,CB,Cannot meet tally in 2 transects.,cylinder,312.47,,,,,,,,,
