SampleID,Genus,Units.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2018-09-17-D26-Regular,Chlorella,287.48,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Regular,Chroococcus,287.48,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Regular,Cyclotella,287.48,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Regular,Eucapsis,119879.16,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Regular,Nitzschia,574.96,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Regular,Plagioselmis,287.48,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Regular
2018-09-17-D26-Surface,Chlorella,2575.56,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-D26-Surface,Cyclotella,2575.56,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-D26-Surface,Eucapsis,84564.22,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-D26-Surface,Gloeoactinium,214.63,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-D26-Surface,Ochromonas,643.89,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-D26-Surface,Pseudokephyrion,214.63,,9/17/2018,Fall,Sep,D26,Central Delta,CED,Surface
2018-09-17-MD10A-Regular,Chlorella,9390.85,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Chroococcus,383.3,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Cyclotella,574.95,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Desmodesmus,191.65,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Eucapsis,65927.6,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Monoraphidium,766.6,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Mucidosphaerium,191.65,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Regular,Scenedesmus,191.65,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Regular
2018-09-17-MD10A-Surface,Aulacoseira,766.6,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Chlorella,4982.9,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Cyclotella,383.3,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Eucapsis,73785.25,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Gloeoactinium,191.65,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Monoraphidium,383.3,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-MD10A-Surface,Plagioselmis,383.3,,9/17/2018,Fall,Sep,MD10A,Southern Interior Delta,SID,Surface
2018-09-17-P8-Regular,Chlorella,5519.64,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Regular
2018-09-17-P8-Regular,Cyclotella,1839.88,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Regular
2018-09-17-P8-Regular,Eucapsis,189507.64,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Regular
2018-09-17-P8-Regular,Nitzschia,459.97,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Regular
2018-09-17-P8-Surface,Chlorella,985.65,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Surface
2018-09-17-P8-Surface,Chroococcus,1314.2,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Surface
2018-09-17-P8-Surface,Eucapsis,134705.5,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Surface
2018-09-17-P8-Surface,Monoraphidium,328.55,,9/17/2018,Fall,Sep,P8,Southern Interior Delta,SID,Surface
2018-09-18-D10-Regular,Chlorella,900.86,,9/18/2018,Fall,Sep,D10,Confluence,CON,Regular
2018-09-18-D10-Regular,Cyclotella,450.43,,9/18/2018,Fall,Sep,D10,Confluence,CON,Regular
2018-09-18-D10-Regular,Eucapsis,185577.16,,9/18/2018,Fall,Sep,D10,Confluence,CON,Regular
2018-09-18-D10-Regular,Plagioselmis,900.86,,9/18/2018,Fall,Sep,D10,Confluence,CON,Regular
2018-09-18-D10-Regular,Ulnaria,1801.72,,9/18/2018,Fall,Sep,D10,Confluence,CON,Regular
2018-09-18-D10-Surface,Chlorella,2253.65,,9/18/2018,Fall,Sep,D10,Confluence,CON,Surface
2018-09-18-D10-Surface,Eucapsis,183897.84,,9/18/2018,Fall,Sep,D10,Confluence,CON,Surface
2018-09-18-D10-Surface,Thalassiosira,450.73,,9/18/2018,Fall,Sep,D10,Confluence,CON,Surface
2018-09-18-D8-Regular,Chlorella,919.94,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Cryptomonas,459.97,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Cyclotella,459.97,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Eucapsis,189507.64,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Euglena,459.97,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Microcystis,459.97,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Regular,Plagioselmis,1379.91,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Regular
2018-09-18-D8-Surface,Chlorella,1352.19,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Surface
2018-09-18-D8-Surface,Chroococcus,450.73,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Surface
2018-09-18-D8-Surface,Eucapsis,227167.92,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Surface
2018-09-18-D8-Surface,Microcystis,1352.19,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Surface
2018-09-18-D8-Surface,Plagioselmis,450.73,,9/18/2018,Fall,Sep,D8,Grizzly.Suisun Bay,GSB,Surface
2018-09-19-D6-Regular,Chlorella,418.15,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Regular
2018-09-19-D6-Regular,Cryptomonas,418.15,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Regular
2018-09-19-D6-Regular,Eucapsis,170605.2,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Regular
2018-09-19-D6-Regular,Navicula,418.15,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Regular
2018-09-19-D6-Regular,Plagioselmis,1254.45,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Regular
2018-09-19-D6-Surface,Chlorella,191.65,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D6-Surface,Cryptomonas,191.65,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D6-Surface,Cyclotella,958.25,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D6-Surface,Eucapsis,76660,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D6-Surface,Oocystis,191.65,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D6-Surface,Plagioselmis,383.3,,9/19/2018,Fall,Sep,D6,San Pablo Bay,SPB,Surface
2018-09-19-D7-Regular,Chlorella,1379.91,,9/19/2018,Fall,Sep,D7,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-D7-Regular,Cryptomonas,459.97,,9/19/2018,Fall,Sep,D7,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-D7-Regular,Cyclotella,459.97,,9/19/2018,Fall,Sep,D7,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-D7-Regular,Eucapsis,191347.52,,9/19/2018,Fall,Sep,D7,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-D7-Surface,Eucapsis,418277.44,,9/19/2018,Fall,Sep,D7,Grizzly.Suisun Bay,GSB,Surface
2018-09-19-NZ032-Regular,Chlorella,328.55,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-NZ032-Regular,Cryptomonas,657.1,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-NZ032-Regular,Eucapsis,137333.9,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-NZ032-Regular,Monoraphidium,328.55,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-NZ032-Surface,Chlorella,1149.92,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Surface
2018-09-19-NZ032-Surface,Eucapsis,254707.28,,9/19/2018,Fall,Sep,NZ032,Grizzly.Suisun Bay,GSB,Surface
2018-09-19-NZS42-Regular,Eucapsis,228031.2,,9/19/2018,Fall,Sep,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-09-19-NZS42-Surface,Eucapsis,520142.42,,9/19/2018,Fall,Sep,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-09-20-D41-Regular,Chlamydomonas,1642.75,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Regular,Chlorella,5256.8,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Regular,Chroococcus,657.1,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Regular,Cryptomonas,328.55,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Regular,Eucapsis,121892.05,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Regular,Plagioselmis,2628.4,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Regular
2018-09-20-D41-Surface,Chlorella,2108.15,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41-Surface,Cryptomonas,191.65,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41-Surface,Cylindrospermopsis,191.65,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41-Surface,Eucapsis,75701.75,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41-Surface,Pinnularia,191.65,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41-Surface,Plagioselmis,3066.4,,9/20/2018,Fall,Sep,D41,San Pablo Bay,SPB,Surface
2018-09-20-D41A-Regular,Chlorella,219.04,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Regular
2018-09-20-D41A-Regular,Eucapsis,44246.08,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Regular
2018-09-20-D41A-Regular,Plagioselmis,109.52,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Regular
2018-09-20-D41A-Surface,Chlorella,985.65,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Surface
2018-09-20-D41A-Surface,Eucapsis,130434.35,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Surface
2018-09-20-D41A-Surface,Plagioselmis,657.1,,9/20/2018,Fall,Sep,D41A,San Pablo Bay,SPB,Surface
2018-09-20-NZ002-Regular,Chlorella,3449.79,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Regular
2018-09-20-NZ002-Regular,Eucapsis,167889.78,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Regular
2018-09-20-NZ002-Regular,Ochromonas,383.31,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Regular
2018-09-20-NZ002-Surface,Chlorella,287.48,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Surface
2018-09-20-NZ002-Surface,Eucapsis,118441.76,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Surface
2018-09-20-NZ002-Surface,Plagioselmis,287.48,,9/20/2018,Fall,Sep,NZ002,San Pablo Bay,SPB,Surface
2018-09-20-NZ004-Regular,Chlamydomonas,287.48,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Regular
2018-09-20-NZ004-Regular,Chlorella,2012.36,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Regular
2018-09-20-NZ004-Regular,Eucapsis,127066.16,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Regular
2018-09-20-NZ004-Surface,Chlorella,511.08,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Surface
2018-09-20-NZ004-Surface,Cyclotella,511.08,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Surface
2018-09-20-NZ004-Surface,Eucapsis,101704.92,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Surface
2018-09-20-NZ004-Surface,Plagioselmis,511.08,,9/20/2018,Fall,Sep,NZ004,San Pablo Bay,SPB,Surface
2018-09-20-NZ325-Regular,Chlorella,60.87,,9/20/2018,Fall,Sep,NZ325,San Pablo Bay,SPB,Regular
2018-09-20-NZ325-Regular,Cyclotella,121.74,,9/20/2018,Fall,Sep,NZ325,San Pablo Bay,SPB,Regular
2018-09-20-NZ325-Regular,Eucapsis,24165.39,,9/20/2018,Fall,Sep,NZ325,San Pablo Bay,SPB,Regular
2018-09-20-NZ325-Surface,Chlorella,1502.44,,9/20/2018,Fall,Sep,NZ325,San Pablo Bay,SPB,Surface
2018-09-20-NZ325-Surface,Eucapsis,156253.76,,9/20/2018,Fall,Sep,NZ325,San Pablo Bay,SPB,Surface
2018-09-21-C10A-Regular,Aulacoseira,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Cyclotella,12762.24,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Eucapsis,290528.64,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Lagerheimia,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Microcystis,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Navicula,3002.88,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Nitzschia,1501.44,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Plagioselmis,1501.44,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Pseudokephyrion,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Romeria,1501.44,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Scenedesmus,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Skeletonema,3002.88,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Surirella,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Regular,Ulnaria,750.72,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Regular
2018-09-21-C10A-Surface,Chlorella,3219.79,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Chrysochromulina,1379.91,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Cocconeis,459.97,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Cyclotella,9199.4,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Desmodesmus,459.97,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Eucapsis,184907.94,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Monoraphidium,459.97,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Schroederia,459.97,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Skeletonema,1839.88,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C10A-Surface,Snowella,459.97,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C9-Regular,Ceratium,250.24,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Chlorella,750.72,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Cocconeis,250.24,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Cyclotella,500.48,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Eucapsis,101096.96,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Fragilaria,250.24,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Microcystis,6756.48,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Pseudanabaena,750.72,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Skeletonema,250.24,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Achnanthidium,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Aphanizomenon,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Chlorella,2253.68,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Chroococcus,693.44,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Cocconeis,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Cyclotella,2253.68,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Eucapsis,59289.12,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Hemiselmis,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Monoraphidium,346.72,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Navicula,520.08,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Nitzschia,1040.16,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Odontidium,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Plagioselmis,346.72,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Plagiotropis,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Planothidium,346.72,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Rusalka,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Seminavis,173.36,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Skeletonema,866.8,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Surface,Chlorella,1971.3,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Cyclotella,2299.85,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Eucapsis,130105.8,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Monoraphidium,328.55,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Navicula,985.65,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Navigeia,328.55,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Nitzschia,657.1,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Plagioselmis,328.55,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Skeletonema,1314.2,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C9-Regular,Chlorella,1502.4,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Chroococcus,751.2,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Cyclotella,150.24,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Eucapsis,52584,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Microcystis,4957.92,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Plagioselmis,300.48,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Pseudanabaena,150.24,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Synechococcus,450.72,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Surface,Chlorella,2606.44,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Chroococcus,7512.68,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Cocconeis,153.32,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Cyclotella,153.32,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Eucapsis,51668.84,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Monoraphidium,153.32,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Mucidosphaerium,153.32,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Nitzschia,153.32,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Plagioselmis,919.92,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Pseudanabaena,459.96,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-12-C3A-Regular,Chlorella,661.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Coccomyxa,420.7,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Cocconeis,60.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Eucapsis,22297.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Gomphonema,60.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Microcystis,60.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Navicula,120.2,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Nitzschia,180.3,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Plagioselmis,360.6,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Ulnaria,120.2,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Surface,Achnanthidium,88.46,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Chlamydomonas,88.46,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Chlorella,1592.28,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Cyclotella,176.92,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Encyonema,88.46,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Eucapsis,33968.64,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Gomphonema,88.46,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Plagioselmis,265.38,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-D22-Regular,Achnanthidium,204.88,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Chlorella,409.76,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Coccomyxa,409.76,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Eucapsis,86664.24,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Plagioselmis,204.88,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Planothidium,204.88,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Surface,Chlorella,1415.28,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cyclotella,353.82,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cylindrotheca,353.82,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Eucapsis,145773.84,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Plagioselmis,707.64,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
