SampleID,AlgalType,BV.um3.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2018-09-21-C10A-Surface,Pennate Diatom,62477.7251,,9/21/2018,Fall,Sep,C10A,Southern Interior Delta,SID,Surface
2018-09-21-C9-Regular,Centric Diatom,114619.9296,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Cyanobacterium,262016.2944,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Dinoflagellate,9098601.28,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Green Alga,4189.0176,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-09-21-C9-Regular,Pennate Diatom,145024.0896,,9/21/2018,Fall,Sep,C9,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Centric Diatom,578608.0696,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Cryptophyte,98206.7064,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Cyanobacterium,133684.8304,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Green Alga,46200.44,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Regular,Pennate Diatom,2904050.442,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Regular
2018-10-11-C10A-Surface,Centric Diatom,1201303.649,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Cryptophyte,52282.1615,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Cyanobacterium,48316.563,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Green Alga,18868.6265,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C10A-Surface,Pennate Diatom,999531.2375,,10/11/2018,Fall,Oct,C10A,Southern Interior Delta,SID,Surface
2018-10-11-C9-Regular,Centric Diatom,18446.4672,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Cryptophyte,65733.0048,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Cyanobacterium,142762.5552,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Regular,Green Alga,7286.64,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Regular
2018-10-11-C9-Surface,Centric Diatom,9231.3972,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Cryptophyte,138214.9136,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Cyanobacterium,344154.3376,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Green Alga,30044.5872,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Pennate Diatom,106726.052,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-12-C3A-Regular,Cryptophyte,62960.159,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Cyanobacterium,9707.352,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Green Alga,5674.642,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Pennate Diatom,7430824.1,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Surface,Centric Diatom,29940.1716,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Cryptophyte,70901.5746,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Cyanobacterium,12403.8612,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Green Alga,27125.3744,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Pennate Diatom,175869.0952,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-D22-Regular,Cryptophyte,32602.5544,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Cyanobacterium,31272.8832,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Green Alga,10891.4208,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Pennate Diatom,33872.8104,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Surface,Centric Diatom,69999.7488,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cryptophyte,369777.282,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cyanobacterium,53115.4584,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Green Alga,10246.6272,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Pennate Diatom,47142.9768,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D4-Regular,Cryptophyte,76877.6088,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Regular,Cyanobacterium,23644.7424,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Regular,Green Alga,1252.4244,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Surface,Cyanobacterium,52733.3328,,10/12/2018,Fall,Oct,D4,Confluence,CON,Surface
2018-10-12-EZ2-Regular,Chrysophyte,8834.4256,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Cryptophyte,93385.5648,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Cyanobacterium,24667.3944,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Green Alga,6182.0176,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Pennate Diatom,41143.5288,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-NZ068-Regular,Centric Diatom,1936484.979,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Cryptophyte,39902.7762,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Cyanobacterium,17592.2352,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Green Alga,1524.1385,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Pennate Diatom,8995.3824,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Surface,Chrysophyte,29034.3328,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Cyanobacterium,50676.5952,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Green Alga,2489.4496,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Pennate Diatom,35126.2032,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-15-D12-Regular,Cyanobacterium,36800.028,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Regular,Green Alga,13039.38,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Regular,Pennate Diatom,832524.168,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Surface,Cyanobacterium,265817.8188,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Green Alga,5872.3092,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Pennate Diatom,96553.2336,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D19-Regular,Cryptophyte,162461.8836,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Cyanobacterium,41270.3667,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Green Alga,1703.5245,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Pennate Diatom,316505.5722,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Surface,Cryptophyte,196838.9934,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Cyanobacterium,21138.4044,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Green Alga,6244.0656,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Pennate Diatom,77429.8632,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D28A-Regular,Centric Diatom,18603.468,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cryptophyte,343741.608,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cyanobacterium,20399.5872,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Green Alga,2572.1088,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Pennate Diatom,102494.4792,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Surface,Centric Diatom,18463.561,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cryptophyte,351227.7558,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cyanobacterium,10611.2772,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Green Alga,8171.956,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Pennate Diatom,85498.1314,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-EZ2-SJR-Regular,Centric Diatom,8155.2468,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Cryptophyte,33984.4878,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Cyanobacterium,59984.3676,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Green Alga,3309.7488,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Surface,Cyanobacterium,37881.539,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ2-SJR-Surface,Green Alga,6937.73,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Regular,Cryptophyte,19844.998,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Cyanobacterium,48099.33,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Green Alga,1155.8005,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Pennate Diatom,36847.1775,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Surface,Centric Diatom,138666.2256,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Cyanobacterium,59819.3586,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Green Alga,1376.0829,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Pennate Diatom,365980.5549,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-16-D16-Regular,Cryptophyte,65805.8392,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Cyanobacterium,32779.5624,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Green Alga,32438.762,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Surface,Centric Diatom,33102.75,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Cryptophyte,90892.4856,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Cyanobacterium,21475.6704,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Green Alga,16669.848,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Pennate Diatom,10684.8708,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D26-Regular,Centric Diatom,41916.1548,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Cryptophyte,54436.266,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Cyanobacterium,34938.5616,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Green Alga,43482.3186,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Surface,Centric Diatom,29314.275,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Cryptophyte,105482.97,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Cyanobacterium,11359.332,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Green Alga,14835.888,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-MD10A-Regular,Cryptophyte,42976.7463,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Cyanobacterium,129652.0317,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Green Alga,39783.5208,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Pennate Diatom,10651.7511,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Surface,Centric Diatom,27621.9216,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Chrysophyte,28273.44,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Cryptophyte,176762.2688,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Cyanobacterium,906649.3176,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Green Alga,58800.56,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-P8-Regular,Centric Diatom,26758.8126,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cryptophyte,555356.9412,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cyanobacterium,26821.5624,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Green Alga,63423.2556,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Pennate Diatom,15910.1676,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Surface,Centric Diatom,97083.957,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Chrysophyte,14789.2146,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cryptophyte,418853.2947,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cyanobacterium,55202.8845,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Euglenoid,1623550.764,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Green Alga,78633.7482,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Pennate Diatom,31709.4183,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-17-D10-Regular,Centric Diatom,33753.192,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Cyanobacterium,79780.272,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Green Alga,153274.5104,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Surface,Cryptophyte,34413.2355,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Cyanobacterium,78859.7208,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Green Alga,6472.4828,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D8-Regular,Cryptophyte,152986.022,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Cyanobacterium,71700.1236,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Green Alga,42648.4184,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Surface,Cyanobacterium,71557.8948,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-D8-Surface,Green Alga,3236.2414,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-EZ2-Surface,Cyanobacterium,98053.092,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ2-Surface,Green Alga,6934.803,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Regular,Cryptophyte,70000.572,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Cyanobacterium,28057.32,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Green Alga,41879.4,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Pennate Diatom,1033286.868,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Surface,Centric Diatom,78035.153,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Chrysophyte,141075.447,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Cyanobacterium,62923.212,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-18-D6-Regular,Cryptophyte,226474.0368,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Cyanobacterium,26752.9152,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Green Alga,92106.168,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Surface,Cryptophyte,549678.7569,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D6-Surface,Cyanobacterium,68474.9016,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D7-Regular,Cyanobacterium,52515.432,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Regular,Green Alga,81802.379,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Surface,Cyanobacterium,66203.2224,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-D7-Surface,Green Alga,3236.2414,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZ032-Regular,Cyanobacterium,43259.9904,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Regular,Green Alga,18766.6944,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Surface,Cyanobacterium,152527.032,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Regular,Cyanobacterium,64373.0814,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Regular,Green Alga,43659.009,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Surface,Cryptophyte,813606.284,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Cyanobacterium,98748.504,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Pennate Diatom,243696.833,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-19-D41-Regular,Centric Diatom,78326.4288,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Cryptophyte,421432.7616,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Cyanobacterium,34800.6564,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Green Alga,19663.707,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Surface,Cryptophyte,404117.7896,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Cyanobacterium,21967.6896,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Green Alga,21158.16,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Regular,Cryptophyte,197819.955,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Cyanobacterium,51155.235,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Green Alga,69419.3295,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Surface,Cryptophyte,89655.4333,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Surface,Cyanobacterium,85998.9024,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Regular,Cryptophyte,668323.4665,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Cyanobacterium,45074,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Green Alga,17008.6739,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Surface,Centric Diatom,64184.9115,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cryptophyte,457291.8125,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cyanobacterium,44599.176,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Green Alga,16927.08,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Haptophyte,10110.2505,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Regular,Cryptophyte,39847.7433,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Cyanobacterium,65890.3833,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Green Alga,40997.1252,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Surface,Cryptophyte,144006.6848,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Surface,Cyanobacterium,50676.5952,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Regular,Cryptophyte,291197.046,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Cyanobacterium,36463.248,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Green Alga,15223.068,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Surface,Chrysophyte,31284.4125,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Cryptophyte,363304.8375,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Cyanobacterium,61216.65,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Green Alga,1471.0025,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-11-09-C10A-Regular,Centric Diatom,227568.1591,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Cyanobacterium,38370.1866,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Green Alga,29315.6242,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Pennate Diatom,426150.8767,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Surface,Centric Diatom,1367582.804,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Cyanobacterium,53993.907,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Green Alga,322330.5485,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Pennate Diatom,257540.4885,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C3A-Regular,Centric Diatom,39709.8416,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
2018-11-09-C3A-Regular,Cyanobacterium,12481.92,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
