SampleID,Genus,BV.um3.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2018-10-15-D12-Surface,Chlorella,5872.3092,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Chroococcus,191486.3436,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Eucapsis,74331.4752,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Nitzschia,96553.2336,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D19-Regular,Chlorella,1703.5245,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Chroococcus,7031.5128,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Cocconeis,111181.1562,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Eucapsis,18612.828,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Microcystis,13327.2621,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Navicula,197769.2517,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Nitzschia,7555.1643,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Plagioselmis,162461.8836,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Pseudanabaena,1869.237,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Snowella,429.5268,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Surface,Chlorella,6244.0656,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Cocconeis,77429.8632,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Eucapsis,21138.4044,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Plagioselmis,196838.9934,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D28A-Regular,Chlorella,2572.1088,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cocconeis,98818.1064,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cryptomonas,76168.6752,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cyclotella,10093.8744,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Eucapsis,10087.1136,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Hemiselmis,2898.1296,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Microcystis,10312.4736,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Nitzschia,3676.3728,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Plagioselmis,264674.8032,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Skeletonema,8509.5936,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Surface,Chlorella,4678.5598,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cocconeis,34598.9578,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cyclotella,18463.561,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Eucapsis,10611.2772,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Monoraphidium,3493.3962,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Plagioselmis,351227.7558,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Planothidium,50899.1736,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-EZ2-SJR-Regular,Chlorella,3309.7488,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Chroococcus,3699.3204,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Eucapsis,23470.884,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Microcystis,32814.1632,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Plagioselmis,33984.4878,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Skeletonema,8155.2468,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Surface,Chlorella,6937.73,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ2-SJR-Surface,Chroococcus,9766.484,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ2-SJR-Surface,Eucapsis,28115.055,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Regular,Chlorella,1155.8005,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Eucapsis,48099.33,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Hemiselmis,19844.998,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Nitzschia,36847.1775,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Surface,Chlorella,1376.0829,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Cocconeis,365980.5549,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Cyclotella,138666.2256,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Eucapsis,59819.3586,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-16-D16-Regular,Chlorella,14781.956,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Coccomyxa,17656.806,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Eucapsis,32779.5624,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Plagioselmis,65805.8392,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Surface,Chlorella,16669.848,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Cyclotella,33102.75,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Eucapsis,21475.6704,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Nitzschia,10684.8708,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Plagioselmis,90892.4856,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D26-Regular,Chlorella,6660.2208,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Coccomyxa,36822.0978,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Cyclotella,41916.1548,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Eucapsis,34938.5616,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Plagioselmis,54436.266,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Surface,Chlorella,14835.888,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Cyclotella,29314.275,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Eucapsis,11359.332,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Plagioselmis,105482.97,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-MD10A-Regular,Achnanthidium,10651.7511,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Chlorella,3432.054,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Chroococcus,104208.8355,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Coccomyxa,35670.3633,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Drepanochloris,681.1035,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Eucapsis,25443.1962,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Plagioselmis,42976.7463,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Surface,Aphanizomenon,749905.8736,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Chlorella,37726.6032,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Chroococcus,124241.2808,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Cyclotella,27621.9216,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Eucapsis,25814.88,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Gloeoactinium,2401.1936,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Monoraphidium,3028.1264,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Ochromonas,28273.44,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Plagioselmis,176762.2688,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Pseudanabaena,6687.2832,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Scenedesmus,15644.6368,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-P8-Regular,Achnanthidium,5239.1664,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Chlorella,24432.651,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Chroococcus,16664.049,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Coccomyxa,4769.8686,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cryptomonas,74043.8802,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cyclotella,12189.3696,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Desmodesmus,18750.7008,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Eucapsis,9895.0248,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Lemmermannia,9375.3504,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Monoraphidium,6094.6848,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Nitzschia,10671.0012,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Plagioselmis,481313.061,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Skeletonema,14569.443,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Snowella,262.4886,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Surface,Chlamydomonas,53129.4897,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Chlorella,25504.2585,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Chroococcus,20676.3537,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cryptomonas,106261.4835,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cyclotella,79695.4866,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Eucapsis,34526.5308,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Euglena,1623550.764,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Kephyrion,14789.2146,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Nitzschia,31709.4183,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Plagioselmis,312591.8112,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Skeletonema,17388.4704,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-17-D10-Regular,Chlorella,1244.7248,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Coccomyxa,152029.7856,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Eucapsis,47431.296,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Skeletonema,33753.192,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Snowella,468.072,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Synechococcus,31880.904,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Surface,Chlorella,6472.4828,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Eucapsis,78859.7208,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Plagioselmis,34413.2355,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D8-Regular,Chlorella,12198.4044,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Coccomyxa,30450.014,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Eucapsis,71700.1236,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Plagioselmis,152986.022,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Surface,Chlorella,3236.2414,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-D8-Surface,Eucapsis,71557.8948,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-EZ2-Surface,Chlorella,6934.803,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ2-Surface,Eucapsis,98053.092,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Regular,Coccomyxa,41879.4,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Cocconeis,58366.362,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Entomoneis,960504.978,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Eucapsis,27246.024,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Nitzschia,14415.528,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Plagioselmis,70000.572,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Snowella,811.296,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Surface,Cyclotella,78035.153,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Eucapsis,62923.212,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Ochromonas,141075.447,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-18-D6-Regular,Coccomyxa,92106.168,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Eucapsis,22155.408,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Microcystis,4597.5072,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Plagioselmis,226474.0368,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Surface,Eucapsis,68474.9016,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D6-Surface,Plagioselmis,34413.2355,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D6-Surface,Teleaulax,515265.5214,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D7-Regular,Chlorella,3775.0395,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Regular,Coccomyxa,78027.3395,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Regular,Eucapsis,52515.432,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Surface,Chlorella,3236.2414,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-D7-Surface,Eucapsis,66203.2224,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZ032-Regular,Coccomyxa,18766.6944,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Regular,Eucapsis,43259.9904,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Surface,Eucapsis,152527.032,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Regular,Chlorella,2752.1658,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Regular,Coccomyxa,40906.8432,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Regular,Eucapsis,64373.0814,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Surface,Cryptomonas,387872.482,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Eucapsis,98748.504,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Plagioselmis,425733.802,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Synedra,243696.833,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-19-D41-Regular,Chlorella,2454.945,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Coccomyxa,17208.762,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Cyclotella,78326.4288,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Eucapsis,22311.828,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Microcystis,12488.8284,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Plagioselmis,421432.7616,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Surface,Chlorella,21158.16,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Eucapsis,21967.6896,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Plagioselmis,274390.6712,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Teleaulax,129727.1184,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Regular,Chlorella,8713.146,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Coccomyxa,60706.1835,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Eucapsis,51155.235,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Plagioselmis,197819.955,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Surface,Eucapsis,85998.9024,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Surface,Plagioselmis,89655.4333,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Regular,Chlorella,1737.6027,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Coccomyxa,15271.0712,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Eucapsis,33589.1448,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Hemiselmis,3423.3703,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Microcystis,11484.8552,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Plagioselmis,664900.0962,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Surface,Chlorella,16927.08,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Chrysochromulina,10110.2505,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cryptomonas,138038.4975,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cyclotella,64184.9115,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Eucapsis,44599.176,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Plagioselmis,319253.315,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Regular,Chlorella,575.943,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Coccomyxa,40421.1822,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Eucapsis,34616.6784,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Microcystis,31273.7049,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Plagioselmis,39847.7433,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Surface,Eucapsis,50676.5952,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Surface,Plagioselmis,144006.6848,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Regular,Chlorella,1893.024,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Coccomyxa,13330.044,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Eucapsis,26502.336,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Hemiselmis,1312.722,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Microcystis,9960.912,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Plagioselmis,289884.324,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Surface,Chlorella,1471.0025,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Cryptomonas,274626.7425,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Eucapsis,61216.65,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Ochromonas,31284.4125,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Plagioselmis,88678.095,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-11-09-C10A-Regular,Achnanthidium,16425.3573,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Chroococcus,15099.6984,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Coccomyxa,23786.296,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Cocconeis,50337.2561,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Cyclotella,227568.1591,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Eucapsis,23270.4882,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Monoraphidium,5529.3282,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Navicula,78420.8553,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Nitzschia,202546.5527,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
