SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,AlgalType,Units.per.mL,BV.um3.per.mL
2018-10-11-C10A-Surface,2018-10-11,Fall,Oct,C10A,Southern Interior Delta,SID,Surface,Cryptophyte,328.55,52282.1615
2018-10-11-C10A-Surface,2018-10-11,Fall,Oct,C10A,Southern Interior Delta,SID,Surface,Cyanobacterium,130105.8,48316.563
2018-10-11-C10A-Surface,2018-10-11,Fall,Oct,C10A,Southern Interior Delta,SID,Surface,Green Alga,2299.8500000000004,18868.6265
2018-10-11-C10A-Surface,2018-10-11,Fall,Oct,C10A,Southern Interior Delta,SID,Surface,Pennate Diatom,1971.3000000000002,999531.2375
2018-10-11-C9-Regular,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Regular,Centric Diatom,150.24,18446.467200000003
2018-10-11-C9-Regular,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Regular,Cryptophyte,300.48,65733.00480000001
2018-10-11-C9-Regular,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Regular,Cyanobacterium,58894.08,142762.5552
2018-10-11-C9-Regular,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Regular,Green Alga,1502.4,7286.64
2018-10-11-C9-Surface,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Surface,Centric Diatom,153.32,9231.3972
2018-10-11-C9-Surface,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Surface,Cryptophyte,919.9199999999998,138214.91359999997
2018-10-11-C9-Surface,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Surface,Cyanobacterium,59641.479999999996,344154.3376
2018-10-11-C9-Surface,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Surface,Green Alga,2913.08,30044.587199999998
2018-10-11-C9-Surface,2018-10-11,Fall,Oct,C9,Southern Interior Delta,SID,Surface,Pennate Diatom,306.64,106726.052
2018-10-12-C3A-Regular,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Regular,Cryptophyte,360.6,62960.159
2018-10-12-C3A-Regular,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Regular,Cyanobacterium,22357.2,9707.352
2018-10-12-C3A-Regular,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Regular,Green Alga,1081.8,5674.642
2018-10-12-C3A-Regular,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Regular,Pennate Diatom,540.9,7430824.100000001
2018-10-12-C3A-Surface,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Surface,Centric Diatom,176.92,29940.171599999998
2018-10-12-C3A-Surface,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Surface,Cryptophyte,265.38,70901.57459999999
2018-10-12-C3A-Surface,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Surface,Cyanobacterium,33968.64,12403.8612
2018-10-12-C3A-Surface,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Surface,Green Alga,1680.74,27125.374399999997
2018-10-12-C3A-Surface,2018-10-12,Fall,Oct,C3A,Northern Interior Delta,NID,Surface,Pennate Diatom,265.38,175869.09519999998
2018-10-12-D22-Regular,2018-10-12,Fall,Oct,D22,Confluence,CON,Regular,Cryptophyte,204.88,32602.554399999997
2018-10-12-D22-Regular,2018-10-12,Fall,Oct,D22,Confluence,CON,Regular,Cyanobacterium,86664.24,31272.883199999997
2018-10-12-D22-Regular,2018-10-12,Fall,Oct,D22,Confluence,CON,Regular,Green Alga,819.52,10891.420799999998
2018-10-12-D22-Regular,2018-10-12,Fall,Oct,D22,Confluence,CON,Regular,Pennate Diatom,409.76,33872.8104
2018-10-12-D22-Surface,2018-10-12,Fall,Oct,D22,Confluence,CON,Surface,Centric Diatom,353.82,69999.7488
2018-10-12-D22-Surface,2018-10-12,Fall,Oct,D22,Confluence,CON,Surface,Cryptophyte,707.64,369777.28199999995
2018-10-12-D22-Surface,2018-10-12,Fall,Oct,D22,Confluence,CON,Surface,Cyanobacterium,145773.84,53115.4584
2018-10-12-D22-Surface,2018-10-12,Fall,Oct,D22,Confluence,CON,Surface,Green Alga,1415.28,10246.6272
2018-10-12-D22-Surface,2018-10-12,Fall,Oct,D22,Confluence,CON,Surface,Pennate Diatom,353.82,47142.976800000004
2018-10-12-D4-Regular,2018-10-12,Fall,Oct,D4,Confluence,CON,Regular,Cryptophyte,321.96,76877.6088
2018-10-12-D4-Regular,2018-10-12,Fall,Oct,D4,Confluence,CON,Regular,Cyanobacterium,65518.85999999999,23644.7424
2018-10-12-D4-Regular,2018-10-12,Fall,Oct,D4,Confluence,CON,Regular,Green Alga,321.96,1252.4243999999999
2018-10-12-D4-Surface,2018-10-12,Fall,Oct,D4,Confluence,CON,Surface,Cyanobacterium,142235.63999999998,52733.3328
2018-10-12-EZ2-Regular,2018-10-12,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular,Chrysophyte,173.36,8834.4256
2018-10-12-EZ2-Regular,2018-10-12,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular,Cryptophyte,173.36,93385.5648
2018-10-12-EZ2-Regular,2018-10-12,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular,Cyanobacterium,66916.96,24667.3944
2018-10-12-EZ2-Regular,2018-10-12,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular,Green Alga,1733.6,6182.0176
2018-10-12-EZ2-Regular,2018-10-12,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular,Pennate Diatom,173.36,41143.52880000001
2018-10-12-NZ068-Regular,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular,Centric Diatom,593.05,1936484.9789
2018-10-12-NZ068-Regular,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular,Cryptophyte,237.22,39902.7762
2018-10-12-NZ068-Regular,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular,Cyanobacterium,46257.9,17592.2352
2018-10-12-NZ068-Regular,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular,Green Alga,593.05,1524.1385
2018-10-12-NZ068-Regular,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular,Pennate Diatom,237.22,8995.3824
2018-10-12-NZ068-Surface,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface,Chrysophyte,346.72,29034.3328
2018-10-12-NZ068-Surface,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface,Cyanobacterium,139034.72,50676.5952
2018-10-12-NZ068-Surface,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface,Green Alga,693.44,2489.4496
2018-10-12-NZ068-Surface,2018-10-12,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface,Pennate Diatom,346.72,35126.2032
2018-10-15-D12-Regular,2018-10-15,Fall,Oct,D12,Confluence,CON,Regular,Cyanobacterium,66484.74,36800.028
2018-10-15-D12-Regular,2018-10-15,Fall,Oct,D12,Confluence,CON,Regular,Green Alga,1448.82,13039.38
2018-10-15-D12-Regular,2018-10-15,Fall,Oct,D12,Confluence,CON,Regular,Pennate Diatom,482.93999999999994,832524.168
2018-10-15-D12-Surface,2018-10-15,Fall,Oct,D12,Confluence,CON,Surface,Cyanobacterium,204432,265817.8188
2018-10-15-D12-Surface,2018-10-15,Fall,Oct,D12,Confluence,CON,Surface,Green Alga,511.08,5872.3092
2018-10-15-D12-Surface,2018-10-15,Fall,Oct,D12,Confluence,CON,Surface,Pennate Diatom,511.08,96553.23359999999
2018-10-15-D19-Regular,2018-10-15,Fall,Oct,D19,Central Delta,CED,Regular,Cryptophyte,662.8499999999999,162461.8836
2018-10-15-D19-Regular,2018-10-15,Fall,Oct,D19,Central Delta,CED,Regular,Cyanobacterium,51967.439999999995,41270.3667
2018-10-15-D19-Regular,2018-10-15,Fall,Oct,D19,Central Delta,CED,Regular,Green Alga,662.8499999999999,1703.5244999999998
2018-10-15-D19-Regular,2018-10-15,Fall,Oct,D19,Central Delta,CED,Regular,Pennate Diatom,530.28,316505.5722
2018-10-15-D19-Surface,2018-10-15,Fall,Oct,D19,Central Delta,CED,Surface,Cryptophyte,574.96,196838.9934
2018-10-15-D19-Surface,2018-10-15,Fall,Oct,D19,Central Delta,CED,Surface,Cyanobacterium,57639.740000000005,21138.404400000003
2018-10-15-D19-Surface,2018-10-15,Fall,Oct,D19,Central Delta,CED,Surface,Green Alga,862.44,6244.0656
2018-10-15-D19-Surface,2018-10-15,Fall,Oct,D19,Central Delta,CED,Surface,Pennate Diatom,143.74,77429.86319999999
2018-10-15-D28A-Regular,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Regular,Centric Diatom,375.6,18603.468
2018-10-15-D28A-Regular,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Regular,Cryptophyte,1201.92,343741.608
2018-10-15-D28A-Regular,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Regular,Cyanobacterium,28320.24,20399.5872
2018-10-15-D28A-Regular,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Regular,Green Alga,1201.92,2572.1088000000004
2018-10-15-D28A-Regular,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Regular,Pennate Diatom,375.6,102494.4792
2018-10-15-D28A-Surface,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Surface,Centric Diatom,76.66,18463.560999999998
2018-10-15-D28A-Surface,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Surface,Cryptophyte,919.92,351227.7558
2018-10-15-D28A-Surface,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Surface,Cyanobacterium,28977.48,10611.277199999999
2018-10-15-D28A-Surface,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Surface,Green Alga,1379.88,8171.956
2018-10-15-D28A-Surface,2018-10-15,Fall,Oct,D28A,Central Delta,CED,Surface,Pennate Diatom,153.32,85498.1314
2018-10-15-EZ2-SJR-Regular,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Regular,Centric Diatom,321.96,8155.246799999999
2018-10-15-EZ2-SJR-Regular,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Regular,Cryptophyte,160.98,33984.4878
2018-10-15-EZ2-SJR-Regular,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Regular,Cyanobacterium,64713.95999999999,59984.36759999999
2018-10-15-EZ2-SJR-Regular,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Regular,Green Alga,1287.84,3309.7487999999994
2018-10-15-EZ2-SJR-Surface,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Surface,Cyanobacterium,76660,37881.539000000004
2018-10-15-EZ2-SJR-Surface,2018-10-15,Fall,Oct,EZ2-SJR,NA,NA,Surface,Green Alga,958.25,6937.7300000000005
2018-10-15-EZ6-SJR-Regular,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Regular,Cryptophyte,643.9,19844.998
2018-10-15-EZ6-SJR-Regular,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Regular,Cyanobacterium,132321.44999999998,48099.33
2018-10-15-EZ6-SJR-Regular,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Regular,Green Alga,321.95,1155.8004999999998
2018-10-15-EZ6-SJR-Regular,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Regular,Pennate Diatom,321.95,36847.1775
2018-10-15-EZ6-SJR-Surface,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Surface,Centric Diatom,766.62,138666.2256
2018-10-15-EZ6-SJR-Surface,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Surface,Cyanobacterium,160223.58,59819.3586
2018-10-15-EZ6-SJR-Surface,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Surface,Green Alga,383.31,1376.0828999999999
2018-10-15-EZ6-SJR-Surface,2018-10-15,Fall,Oct,EZ6-SJR,NA,NA,Surface,Pennate Diatom,383.31,365980.5549
2018-10-16-D16-Regular,2018-10-16,Fall,Oct,D16,Central Delta,CED,Regular,Cryptophyte,209.08,65805.8392
2018-10-16-D16-Regular,2018-10-16,Fall,Oct,D16,Central Delta,CED,Regular,Cyanobacterium,89486.24,32779.5624
2018-10-16-D16-Regular,2018-10-16,Fall,Oct,D16,Central Delta,CED,Regular,Green Alga,2090.8,32438.762000000002
2018-10-16-D16-Surface,2018-10-16,Fall,Oct,D16,Central Delta,CED,Surface,Centric Diatom,278.76,33102.75
2018-10-16-D16-Surface,2018-10-16,Fall,Oct,D16,Central Delta,CED,Surface,Cryptophyte,278.76,90892.4856
2018-10-16-D16-Surface,2018-10-16,Fall,Oct,D16,Central Delta,CED,Surface,Cyanobacterium,58400.22,21475.670399999995
2018-10-16-D16-Surface,2018-10-16,Fall,Oct,D16,Central Delta,CED,Surface,Green Alga,1811.94,16669.847999999998
2018-10-16-D16-Surface,2018-10-16,Fall,Oct,D16,Central Delta,CED,Surface,Pennate Diatom,139.38,10684.870799999999
2018-10-16-D26-Regular,2018-10-16,Fall,Oct,D26,Central Delta,CED,Regular,Centric Diatom,459.96,41916.1548
2018-10-16-D26-Regular,2018-10-16,Fall,Oct,D26,Central Delta,CED,Regular,Cryptophyte,459.96,54436.265999999996
2018-10-16-D26-Regular,2018-10-16,Fall,Oct,D26,Central Delta,CED,Regular,Cyanobacterium,94751.76,34938.561599999994
2018-10-16-D26-Regular,2018-10-16,Fall,Oct,D26,Central Delta,CED,Regular,Green Alga,2989.74,43482.3186
2018-10-16-D26-Surface,2018-10-16,Fall,Oct,D26,Central Delta,CED,Surface,Centric Diatom,403.5,29314.275
2018-10-16-D26-Surface,2018-10-16,Fall,Oct,D26,Central Delta,CED,Surface,Cryptophyte,484.20000000000005,105482.97
2018-10-16-D26-Surface,2018-10-16,Fall,Oct,D26,Central Delta,CED,Surface,Cyanobacterium,31150.2,11359.332
2018-10-16-D26-Surface,2018-10-16,Fall,Oct,D26,Central Delta,CED,Surface,Green Alga,1291.2,14835.888
2018-10-16-MD10A-Regular,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular,Cryptophyte,176.91,42976.7463
2018-10-16-MD10A-Regular,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular,Cyanobacterium,69702.54000000001,129652.03170000002
2018-10-16-MD10A-Regular,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular,Green Alga,3184.38,39783.5208
2018-10-16-MD10A-Regular,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular,Pennate Diatom,176.91,10651.7511
2018-10-16-MD10A-Surface,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface,Centric Diatom,409.76,27621.921599999998
2018-10-16-MD10A-Surface,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface,Chrysophyte,204.88,28273.44
2018-10-16-MD10A-Surface,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface,Cryptophyte,204.88,176762.2688
2018-10-16-MD10A-Surface,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface,Cyanobacterium,74986.08,906649.3176
2018-10-16-MD10A-Surface,2018-10-16,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface,Green Alga,7580.5599999999995,58800.560000000005
2018-10-16-P8-Regular,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Regular,Centric Diatom,618.66,26758.812599999997
2018-10-16-P8-Regular,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Regular,Cryptophyte,883.8,555356.9412
2018-10-16-P8-Regular,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Regular,Cyanobacterium,28635.119999999995,26821.5624
2018-10-16-P8-Regular,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Regular,Green Alga,5744.7,63423.2556
2018-10-16-P8-Regular,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Regular,Pennate Diatom,176.76,15910.167599999999
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Centric Diatom,1001.64,97083.957
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Chrysophyte,250.41,14789.214600000001
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Cryptophyte,1502.46,418853.2947
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Cyanobacterium,95907.03,55202.8845
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Euglenoid,250.41,1623550.7637
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Green Alga,5509.0199999999995,78633.7482
2018-10-16-P8-Surface,2018-10-16,Fall,Oct,P8,Southern Interior Delta,SID,Surface,Pennate Diatom,250.41,31709.418299999998
2018-10-17-D10-Regular,2018-10-17,Fall,Oct,D10,Confluence,CON,Regular,Centric Diatom,1040.16,33753.192
2018-10-17-D10-Regular,2018-10-17,Fall,Oct,D10,Confluence,CON,Regular,Cyanobacterium,131753.6,79780.272
2018-10-17-D10-Regular,2018-10-17,Fall,Oct,D10,Confluence,CON,Regular,Green Alga,7627.840000000001,153274.5104
2018-10-17-D10-Surface,2018-10-17,Fall,Oct,D10,Confluence,CON,Surface,Cryptophyte,450.73,34413.235499999995
2018-10-17-D10-Surface,2018-10-17,Fall,Oct,D10,Confluence,CON,Surface,Cyanobacterium,208687.99000000002,78859.7208
2018-10-17-D10-Surface,2018-10-17,Fall,Oct,D10,Confluence,CON,Surface,Green Alga,1802.92,6472.4828
2018-10-17-D8-Regular,2018-10-17,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular,Cryptophyte,919.94,152986.02200000003
2018-10-17-D8-Regular,2018-10-17,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,194567.31,71700.1236
2018-10-17-D8-Regular,2018-10-17,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular,Green Alga,2299.8500000000004,42648.4184
2018-10-17-D8-Surface,2018-10-17,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,197419.74000000002,71557.8948
2018-10-17-D8-Surface,2018-10-17,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface,Green Alga,901.46,3236.2414
2018-10-17-EZ2-Surface,2018-10-17,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface,Cyanobacterium,265286.8,98053.092
2018-10-17-EZ2-Surface,2018-10-17,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface,Green Alga,1931.6999999999998,6934.803
2018-10-17-EZ6-Regular,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular,Cryptophyte,375.6,70000.572
2018-10-17-EZ6-Regular,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular,Cyanobacterium,75307.8,28057.319999999996
2018-10-17-EZ6-Regular,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular,Green Alga,1878,41879.4
2018-10-17-EZ6-Regular,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular,Pennate Diatom,751.2,1033286.8680000001
2018-10-17-EZ6-Surface,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface,Centric Diatom,836.3,78035.15299999999
2018-10-17-EZ6-Surface,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface,Chrysophyte,418.15,141075.447
2018-10-17-EZ6-Surface,2018-10-17,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface,Cyanobacterium,169768.9,62923.21199999999
2018-10-18-D6-Regular,2018-10-18,Fall,Oct,D6,San Pablo Bay,SPB,Regular,Cryptophyte,346.72,226474.0368
2018-10-18-D6-Regular,2018-10-18,Fall,Oct,D6,San Pablo Bay,SPB,Regular,Cyanobacterium,61196.08,26752.9152
2018-10-18-D6-Regular,2018-10-18,Fall,Oct,D6,San Pablo Bay,SPB,Regular,Green Alga,7974.56,92106.16800000002
2018-10-18-D6-Surface,2018-10-18,Fall,Oct,D6,San Pablo Bay,SPB,Surface,Cryptophyte,1352.19,549678.7569
2018-10-18-D6-Surface,2018-10-18,Fall,Oct,D6,San Pablo Bay,SPB,Surface,Cyanobacterium,186602.22,68474.9016
2018-10-18-D7-Regular,2018-10-18,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,142262.15,52515.432
2018-10-18-D7-Regular,2018-10-18,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular,Green Alga,3942.6000000000004,81802.379
2018-10-18-D7-Surface,2018-10-18,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,182996.38,66203.2224
2018-10-18-D7-Surface,2018-10-18,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface,Green Alga,901.46,3236.2414
2018-10-18-NZ032-Regular,2018-10-18,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,117004.36,43259.9904
2018-10-18-NZ032-Regular,2018-10-18,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular,Green Alga,862.44,18766.6944
2018-10-18-NZ032-Surface,2018-10-18,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,417375.98000000004,152527.032
2018-10-18-NZS42-Regular,2018-10-18,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,174022.74,64373.0814
2018-10-18-NZS42-Regular,2018-10-18,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular,Green Alga,2299.86,43659.009000000005
2018-10-18-NZS42-Surface,2018-10-18,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface,Cryptophyte,1931.6999999999998,813606.284
2018-10-18-NZS42-Surface,2018-10-18,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,267862.39999999997,98748.50399999999
2018-10-18-NZS42-Surface,2018-10-18,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface,Pennate Diatom,643.9,243696.833
2018-10-19-D41-Regular,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Regular,Centric Diatom,321.96,78326.4288
2018-10-19-D41-Regular,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Regular,Cryptophyte,1931.7599999999998,421432.76159999997
2018-10-19-D41-Regular,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Regular,Cyanobacterium,62138.27999999999,34800.65639999999
2018-10-19-D41-Regular,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Regular,Green Alga,2414.7,19663.707
2018-10-19-D41-Surface,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Surface,Cryptophyte,1839.84,404117.7896
2018-10-19-D41-Surface,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Surface,Cyanobacterium,60254.759999999995,21967.689599999998
2018-10-19-D41-Surface,2018-10-19,Fall,Oct,D41,San Pablo Bay,SPB,Surface,Green Alga,2299.7999999999997,21158.16
2018-10-19-D41A-Regular,2018-10-19,Fall,Oct,D41A,San Pablo Bay,SPB,Regular,Cryptophyte,985.6500000000001,197819.95500000002
2018-10-19-D41A-Regular,2018-10-19,Fall,Oct,D41A,San Pablo Bay,SPB,Regular,Cyanobacterium,138648.1,51155.235
2018-10-19-D41A-Regular,2018-10-19,Fall,Oct,D41A,San Pablo Bay,SPB,Regular,Green Alga,3285.5000000000005,69419.3295
2018-10-19-D41A-Surface,2018-10-19,Fall,Oct,D41A,San Pablo Bay,SPB,Surface,Cryptophyte,563.41,89655.43329999999
2018-10-19-D41A-Surface,2018-10-19,Fall,Oct,D41A,San Pablo Bay,SPB,Surface,Cyanobacterium,234378.56,85998.90239999999
2018-10-19-NZ002-Regular,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular,Cryptophyte,2028.33,668323.4665
2018-10-19-NZ002-Regular,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular,Cyanobacterium,93303.18,45074
2018-10-19-NZ002-Regular,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular,Green Alga,2479.07,17008.6739
2018-10-19-NZ002-Surface,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface,Centric Diatom,919.9499999999999,64184.911499999995
2018-10-19-NZ002-Surface,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface,Cryptophyte,1533.25,457291.81249999994
2018-10-19-NZ002-Surface,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface,Cyanobacterium,120513.45,44599.176
2018-10-19-NZ002-Surface,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface,Green Alga,1839.8999999999999,16927.079999999998
2018-10-19-NZ002-Surface,2018-10-19,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface,Haptophyte,306.65,10110.250499999998
2018-10-19-NZ004-Regular,2018-10-19,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular,Cryptophyte,250.41,39847.7433
2018-10-19-NZ004-Regular,2018-10-19,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular,Cyanobacterium,95907.03,65890.38330000002
2018-10-19-NZ004-Regular,2018-10-19,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular,Green Alga,4006.56,40997.125199999995
2018-10-19-NZ004-Surface,2018-10-19,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface,Cryptophyte,1040.16,144006.68480000002
2018-10-19-NZ004-Surface,2018-10-19,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface,Cyanobacterium,138688,50676.5952
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Cryptophyte,939,291197.04600000003
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Cyanobacterium,73242.00000000001,36463.24800000001
2018-10-19-NZ325-Regular,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular,Green Alga,2629.2000000000003,15223.068000000001
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Chrysophyte,409.75,31284.4125
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Cryptophyte,819.5,363304.8375
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Cyanobacterium,168817,61216.65
2018-10-19-NZ325-Surface,2018-10-19,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface,Green Alga,409.75,1471.0025
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Centric Diatom,657.08,227568.15910000005
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Cyanobacterium,62915.41,38370.1866
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Green Alga,1478.43,29315.624200000002
2018-11-09-C10A-Regular,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Regular,Pennate Diatom,1149.89,426150.8767
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Centric Diatom,2299.85,1367582.804
2018-11-09-C10A-Surface,2018-11-09,Fall,Nov,C10A,Southern Interior Delta,SID,Surface,Cyanobacterium,147190.4,53993.90700000001
