SampleID,AlgalType,Units.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2018-10-11-C9-Surface,Cyanobacterium,59641.48,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Green Alga,2913.08,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-11-C9-Surface,Pennate Diatom,306.64,,10/11/2018,Fall,Oct,C9,Southern Interior Delta,SID,Surface
2018-10-12-C3A-Regular,Cryptophyte,360.6,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Cyanobacterium,22357.2,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Green Alga,1081.8,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Regular,Pennate Diatom,540.9,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Regular
2018-10-12-C3A-Surface,Centric Diatom,176.92,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Cryptophyte,265.38,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Cyanobacterium,33968.64,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Green Alga,1680.74,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-C3A-Surface,Pennate Diatom,265.38,,10/12/2018,Fall,Oct,C3A,Northern Interior Delta,NID,Surface
2018-10-12-D22-Regular,Cryptophyte,204.88,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Cyanobacterium,86664.24,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Green Alga,819.52,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Regular,Pennate Diatom,409.76,,10/12/2018,Fall,Oct,D22,Confluence,CON,Regular
2018-10-12-D22-Surface,Centric Diatom,353.82,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cryptophyte,707.64,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Cyanobacterium,145773.84,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Green Alga,1415.28,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D22-Surface,Pennate Diatom,353.82,,10/12/2018,Fall,Oct,D22,Confluence,CON,Surface
2018-10-12-D4-Regular,Cryptophyte,321.96,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Regular,Cyanobacterium,65518.86,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Regular,Green Alga,321.96,,10/12/2018,Fall,Oct,D4,Confluence,CON,Regular
2018-10-12-D4-Surface,Cyanobacterium,142235.64,,10/12/2018,Fall,Oct,D4,Confluence,CON,Surface
2018-10-12-EZ2-Regular,Chrysophyte,173.36,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Cryptophyte,173.36,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Cyanobacterium,66916.96,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Green Alga,1733.6,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-EZ2-Regular,Pennate Diatom,173.36,,10/12/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Regular
2018-10-12-NZ068-Regular,Centric Diatom,593.05,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Cryptophyte,237.22,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Cyanobacterium,46257.9,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Green Alga,593.05,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Regular,Pennate Diatom,237.22,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Regular
2018-10-12-NZ068-Surface,Chrysophyte,346.72,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Cyanobacterium,139034.72,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Green Alga,693.44,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-12-NZ068-Surface,Pennate Diatom,346.72,,10/12/2018,Fall,Oct,NZ068,Northern Interior Delta,NID,Surface
2018-10-15-D12-Regular,Cyanobacterium,66484.74,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Regular,Green Alga,1448.82,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Regular,Pennate Diatom,482.94,,10/15/2018,Fall,Oct,D12,Confluence,CON,Regular
2018-10-15-D12-Surface,Cyanobacterium,204432,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Green Alga,511.08,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D12-Surface,Pennate Diatom,511.08,,10/15/2018,Fall,Oct,D12,Confluence,CON,Surface
2018-10-15-D19-Regular,Cryptophyte,662.85,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Cyanobacterium,51967.44,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Green Alga,662.85,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Regular,Pennate Diatom,530.28,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Regular
2018-10-15-D19-Surface,Cryptophyte,574.96,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Cyanobacterium,57639.74,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Green Alga,862.44,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D19-Surface,Pennate Diatom,143.74,,10/15/2018,Fall,Oct,D19,Central Delta,CED,Surface
2018-10-15-D28A-Regular,Centric Diatom,375.6,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cryptophyte,1201.92,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Cyanobacterium,28320.24,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Green Alga,1201.92,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Regular,Pennate Diatom,375.6,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Regular
2018-10-15-D28A-Surface,Centric Diatom,76.66,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cryptophyte,919.92,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Cyanobacterium,28977.48,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Green Alga,1379.88,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-D28A-Surface,Pennate Diatom,153.32,,10/15/2018,Fall,Oct,D28A,Central Delta,CED,Surface
2018-10-15-EZ2-SJR-Regular,Centric Diatom,321.96,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Cryptophyte,160.98,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Cyanobacterium,64713.96,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Regular,Green Alga,1287.84,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Regular
2018-10-15-EZ2-SJR-Surface,Cyanobacterium,76660,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ2-SJR-Surface,Green Alga,958.25,,10/15/2018,Fall,Oct,EZ2-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Regular,Cryptophyte,643.9,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Cyanobacterium,132321.45,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Green Alga,321.95,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Regular,Pennate Diatom,321.95,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Regular
2018-10-15-EZ6-SJR-Surface,Centric Diatom,766.62,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Cyanobacterium,160223.58,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Green Alga,383.31,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-15-EZ6-SJR-Surface,Pennate Diatom,383.31,,10/15/2018,Fall,Oct,EZ6-SJR,NA,NA,Surface
2018-10-16-D16-Regular,Cryptophyte,209.08,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Cyanobacterium,89486.24,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Regular,Green Alga,2090.8,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Regular
2018-10-16-D16-Surface,Centric Diatom,278.76,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Cryptophyte,278.76,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Cyanobacterium,58400.22,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Green Alga,1811.94,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D16-Surface,Pennate Diatom,139.38,,10/16/2018,Fall,Oct,D16,Central Delta,CED,Surface
2018-10-16-D26-Regular,Centric Diatom,459.96,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Cryptophyte,459.96,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Cyanobacterium,94751.76,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Regular,Green Alga,2989.74,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Regular
2018-10-16-D26-Surface,Centric Diatom,403.5,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Cryptophyte,484.2,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Cyanobacterium,31150.2,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-D26-Surface,Green Alga,1291.2,,10/16/2018,Fall,Oct,D26,Central Delta,CED,Surface
2018-10-16-MD10A-Regular,Cryptophyte,176.91,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Cyanobacterium,69702.54,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Green Alga,3184.38,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Regular,Pennate Diatom,176.91,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Regular
2018-10-16-MD10A-Surface,Centric Diatom,409.76,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Chrysophyte,204.88,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Cryptophyte,204.88,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Cyanobacterium,74986.08,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-MD10A-Surface,Green Alga,7580.56,,10/16/2018,Fall,Oct,MD10A,Southern Interior Delta,SID,Surface
2018-10-16-P8-Regular,Centric Diatom,618.66,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cryptophyte,883.8,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Cyanobacterium,28635.12,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Green Alga,5744.7,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Regular,Pennate Diatom,176.76,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Regular
2018-10-16-P8-Surface,Centric Diatom,1001.64,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Chrysophyte,250.41,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cryptophyte,1502.46,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Cyanobacterium,95907.03,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Euglenoid,250.41,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Green Alga,5509.02,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-16-P8-Surface,Pennate Diatom,250.41,,10/16/2018,Fall,Oct,P8,Southern Interior Delta,SID,Surface
2018-10-17-D10-Regular,Centric Diatom,1040.16,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Cyanobacterium,131753.6,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Regular,Green Alga,7627.84,,10/17/2018,Fall,Oct,D10,Confluence,CON,Regular
2018-10-17-D10-Surface,Cryptophyte,450.73,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Cyanobacterium,208687.99,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D10-Surface,Green Alga,1802.92,,10/17/2018,Fall,Oct,D10,Confluence,CON,Surface
2018-10-17-D8-Regular,Cryptophyte,919.94,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Cyanobacterium,194567.31,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Regular,Green Alga,2299.85,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Regular
2018-10-17-D8-Surface,Cyanobacterium,197419.74,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-D8-Surface,Green Alga,901.46,,10/17/2018,Fall,Oct,D8,Grizzly.Suisun Bay,GSB,Surface
2018-10-17-EZ2-Surface,Cyanobacterium,265286.8,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ2-Surface,Green Alga,1931.7,,10/17/2018,Fall,Oct,EZ2,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Regular,Cryptophyte,375.6,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Cyanobacterium,75307.8,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Green Alga,1878,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Regular,Pennate Diatom,751.2,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Regular
2018-10-17-EZ6-Surface,Centric Diatom,836.3,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Chrysophyte,418.15,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-17-EZ6-Surface,Cyanobacterium,169768.9,,10/17/2018,Fall,Oct,EZ6,Low Salinity Zone,LSZ,Surface
2018-10-18-D6-Regular,Cryptophyte,346.72,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Cyanobacterium,61196.08,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Regular,Green Alga,7974.56,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Regular
2018-10-18-D6-Surface,Cryptophyte,1352.19,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D6-Surface,Cyanobacterium,186602.22,,10/18/2018,Fall,Oct,D6,San Pablo Bay,SPB,Surface
2018-10-18-D7-Regular,Cyanobacterium,142262.15,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Regular,Green Alga,3942.6,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-D7-Surface,Cyanobacterium,182996.38,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-D7-Surface,Green Alga,901.46,,10/18/2018,Fall,Oct,D7,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZ032-Regular,Cyanobacterium,117004.36,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Regular,Green Alga,862.44,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZ032-Surface,Cyanobacterium,417375.98,,10/18/2018,Fall,Oct,NZ032,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Regular,Cyanobacterium,174022.74,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Regular,Green Alga,2299.86,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Regular
2018-10-18-NZS42-Surface,Cryptophyte,1931.7,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Cyanobacterium,267862.4,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-18-NZS42-Surface,Pennate Diatom,643.9,,10/18/2018,Fall,Oct,NZS42,Grizzly.Suisun Bay,GSB,Surface
2018-10-19-D41-Regular,Centric Diatom,321.96,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Cryptophyte,1931.76,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Cyanobacterium,62138.28,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Regular,Green Alga,2414.7,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Regular
2018-10-19-D41-Surface,Cryptophyte,1839.84,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Cyanobacterium,60254.76,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41-Surface,Green Alga,2299.8,,10/19/2018,Fall,Oct,D41,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Regular,Cryptophyte,985.65,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Cyanobacterium,138648.1,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Regular,Green Alga,3285.5,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Regular
2018-10-19-D41A-Surface,Cryptophyte,563.41,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-D41A-Surface,Cyanobacterium,234378.56,,10/19/2018,Fall,Oct,D41A,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Regular,Cryptophyte,2028.33,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Cyanobacterium,93303.18,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Regular,Green Alga,2479.07,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Regular
2018-10-19-NZ002-Surface,Centric Diatom,919.95,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cryptophyte,1533.25,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Cyanobacterium,120513.45,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Green Alga,1839.9,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ002-Surface,Haptophyte,306.65,,10/19/2018,Fall,Oct,NZ002,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Regular,Cryptophyte,250.41,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Cyanobacterium,95907.03,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Regular,Green Alga,4006.56,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Regular
2018-10-19-NZ004-Surface,Cryptophyte,1040.16,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ004-Surface,Cyanobacterium,138688,,10/19/2018,Fall,Oct,NZ004,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Regular,Cryptophyte,939,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Cyanobacterium,73242,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Regular,Green Alga,2629.2,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Regular
2018-10-19-NZ325-Surface,Chrysophyte,409.75,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Cryptophyte,819.5,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Cyanobacterium,168817,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-10-19-NZ325-Surface,Green Alga,409.75,,10/19/2018,Fall,Oct,NZ325,San Pablo Bay,SPB,Surface
2018-11-09-C10A-Regular,Centric Diatom,657.08,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Cyanobacterium,62915.41,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Green Alga,1478.43,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Regular,Pennate Diatom,1149.89,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Regular
2018-11-09-C10A-Surface,Centric Diatom,2299.85,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Cyanobacterium,147190.4,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Green Alga,2956.95,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C10A-Surface,Pennate Diatom,1314.2,,11/9/2018,Fall,Nov,C10A,Southern Interior Delta,SID,Surface
2018-11-09-C3A-Regular,Centric Diatom,173.36,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
2018-11-09-C3A-Regular,Cyanobacterium,34411.96,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
2018-11-09-C3A-Regular,Green Alga,1213.52,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
2018-11-09-C3A-Regular,Pennate Diatom,173.36,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Regular
2018-11-09-C3A-Surface,Centric Diatom,85.18,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Surface
2018-11-09-C3A-Surface,Cyanobacterium,33646.1,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Surface
2018-11-09-C3A-Surface,Green Alga,1277.7,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Surface
2018-11-09-C3A-Surface,Pennate Diatom,85.18,,11/9/2018,Fall,Nov,C3A,Northern Interior Delta,NID,Surface
2018-11-09-C9-Regular,Centric Diatom,75.12,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Regular
2018-11-09-C9-Regular,Cryptophyte,300.48,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Regular
2018-11-09-C9-Regular,Cyanobacterium,28019.76,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Regular
2018-11-09-C9-Regular,Green Alga,1502.4,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Regular
2018-11-09-C9-Regular,Pennate Diatom,150.24,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Regular
2018-11-09-C9-Surface,Cryptophyte,360.76,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Surface
2018-11-09-C9-Surface,Cyanobacterium,35715.24,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Surface
2018-11-09-C9-Surface,Green Alga,1623.42,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Surface
2018-11-09-C9-Surface,Pennate Diatom,90.19,,11/9/2018,Fall,Nov,C9,Southern Interior Delta,SID,Surface
2018-11-13-D4-Regular,Cryptophyte,281.71,,11/13/2018,Fall,Nov,D4,Confluence,CON,Regular
2018-11-13-D4-Regular,Cyanobacterium,118036.49,,11/13/2018,Fall,Nov,D4,Confluence,CON,Regular
2018-11-13-D4-Regular,Green Alga,1971.97,,11/13/2018,Fall,Nov,D4,Confluence,CON,Regular
2018-11-13-D4-Surface,Centric Diatom,511.08,,11/13/2018,Fall,Nov,D4,Confluence,CON,Surface
2018-11-13-D4-Surface,Cryptophyte,255.54,,11/13/2018,Fall,Nov,D4,Confluence,CON,Surface
2018-11-13-D4-Surface,Cyanobacterium,104004.78,,11/13/2018,Fall,Nov,D4,Confluence,CON,Surface
2018-11-13-D4-Surface,Green Alga,1022.16,,11/13/2018,Fall,Nov,D4,Confluence,CON,Surface
2018-11-14-D12-Regular,Cryptophyte,281.71,,11/14/2018,Fall,Nov,D12,Confluence,CON,Regular
2018-11-14-D12-Regular,Cyanobacterium,108458.35,,11/14/2018,Fall,Nov,D12,Confluence,CON,Regular
2018-11-14-D12-Regular,Green Alga,3098.81,,11/14/2018,Fall,Nov,D12,Confluence,CON,Regular
2018-11-14-D12-Regular,Pennate Diatom,563.42,,11/14/2018,Fall,Nov,D12,Confluence,CON,Regular
2018-11-14-D19-Regular,Cyanobacterium,145736.68,,11/14/2018,Fall,Nov,D19,Central Delta,CED,Regular
