MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,9,2.1,f,BSA.06-07,AB,,cylinder,1.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,12,12,11.1,i,BSA.06-08,AB,Moderate sediment and detritus.,cylinder,226.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,16.2,i,BSA.06-08,AB,Moderate sediment and detritus.,prism on parallelogram,105.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,4,4,5.9,i,BSA.06-08,AB,Moderate sediment and detritus.,cylinder + 2 half spheres,42.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,9.3,i,BSA.06-08,AB,Moderate sediment and detritus.,sphere,295.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,9.3,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,414.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,17,17,9.5,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,230.60,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,6,6,5.4,i,BSA.06-08,AB,Moderate sediment and detritus.,cone + half sphere,58.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,12:55,E0622B1246,D22,3,58,3,5.17%,0.0683,314.159,2.3222,34,45.10,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,362,724,0.8,c,BSA.06-08,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,18.5,i,BSA.06-09,CB,,elliptic prism,446.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,16.7,i,BSA.06-09,CB,,elliptic prism,281.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,28.7,i,BSA.06-09,CB,,prism on parallelogram,143.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.06-09,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1393,Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,37,6.5,f,BSA.06-09,CB,,cylinder,61.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,5,95,5.6,i,BSA.06-09,CB,,sphere,40.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,358,716,0.8,c,BSA.06-09,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1448,Komvophoron sp.,Soft Body,Komvophoron,sp.,,2,34,2,i,BSA.06-09,CB,,cylinder,5.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,36,62,5.6,i,BSA.06-09,CB,,sphere,91.95,,,,,,,,,
Phyto,6/11/2022,13:45,D19 Microcystis Tow,D19,3,57,1,1.75%,0.0683,314.159,1.2977,19,242.09,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,2,40,1.9,f,BSA.06-09,CB,,cylinder,5.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,16.7,i,BSA.06-10,CB,High sediment.,elliptic prism,378.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,22.2,i,BSA.06-10,CB,High sediment.,cylinder,1062.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,2,2,29.6,i,BSA.06-10,CB,High sediment.,elliptic prism,3187.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,i,BSA.06-10,CB,High sediment.,prism on parallelogram,119.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,i,BSA.06-10,CB,High sediment.,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.4,i,BSA.06-10,CB,High sediment.,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,11:45,E0622B1245,D4,3,63,3,4.76%,0.0683,314.159,1.2294,18,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,c,BSA.06-10,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
