Station,Region,Date,Month,Year,Chla,Chla_sign,DissAmmonia,DissAmmonia_sign,DissNitrateNitrite,DissNitrateNitrite_sign,TotPhos,TotPhos_sign,SpCndSurface,TurbiditySurface
D41A ,San Pablo Bay,7/12/2018,7,2018,3.03,,0.1,,0.39,,0.15,,37400,36.1
NZ002,San Pablo Bay,7/12/2018,7,2018,2.15,,0.07,,0.39,,0.12,,35608,23.5
NZ004 ,San Pablo Bay,7/12/2018,7,2018,1.99,,0.07,,0.45,,0.11,,28344,25.5
NZ325 ,San Pablo Bay,7/12/2018,7,2018,1.97,,0.07,,0.39,,0.11,,34915,11.1
D6 ,San Pablo Bay,8/8/2018,8,2018,2.19,,0.07,,0.376,,0.12,,26118,23.4
D41 ,San Pablo Bay,8/9/2018,8,2018,3.25,,0.07,,0.34,,0.126,,42581,10.9
D41A ,San Pablo Bay,8/9/2018,8,2018,2.02,,0.08,,0.39,,0.16,,37123,32
NZ002,San Pablo Bay,8/9/2018,8,2018,1.98,,0.08,,0.38,,0.14,,31113,33.8
NZ004 ,San Pablo Bay,8/9/2018,8,2018,2.14,,0.08,,0.38,,0.13,,26800,15.7
NZ325 ,San Pablo Bay,8/9/2018,8,2018,1.73,,0.08,,0.374,,0.128,,33866,12.1
D6 ,San Pablo Bay,9/19/2018,9,2018,1.93,,0.09,,0.36,,0.1,,26480,7.1
D41 ,San Pablo Bay,9/20/2018,9,2018,3.52,,0.05,,0.32,,0.1,,42298,3.5
D41A ,San Pablo Bay,9/20/2018,9,2018,2.11,,0.05,,0.37,,0.122,,36551,10.1
NZ002,San Pablo Bay,9/20/2018,9,2018,1.54,,0.09,,0.35,,0.12,,29606,8.6
NZ004 ,San Pablo Bay,9/20/2018,9,2018,1.72,,0.09,,0.36,,0.106,,27529,7.7
NZ325 ,San Pablo Bay,9/20/2018,9,2018,1.24,,0.09,,0.34,,0.11,,35905,13.5
D6 ,San Pablo Bay,10/18/2018,10,2018,1.74,,0.12,,0.34,,0.1,,29128,4.5
D41 ,San Pablo Bay,10/19/2018,10,2018,2.91,,0.06,,0.26,,0.1,,43762,4.4
D41A ,San Pablo Bay,10/19/2018,10,2018,2.72,,0.01,,0.315,,0.112,,38400,8.1
NZ002,San Pablo Bay,10/19/2018,10,2018,2.03,,0.09,,0.31,,0.108,,35414,4.6
NZ004 ,San Pablo Bay,10/19/2018,10,2018,2.12,,0.1,,0.33,,0.1,,30977,4.6
NZ325 ,San Pablo Bay,10/19/2018,10,2018,2.48,,0.08,,0.3,,0.1,,36464,1.4
D6 ,San Pablo Bay,11/20/2018,11,2018,1.69,,0.14,,0.359,,0.099,,34272,6.3
D41 ,San Pablo Bay,11/21/2018,11,2018,1.79,,0.087,,0.412,,0.087,,45146,6.4
D41A ,San Pablo Bay,11/21/2018,11,2018,1.74,,0.085,,0.323,,0.09,,40830,7.5
D6 ,San Pablo Bay,12/17/2018,12,2018,1.03,,0.157,,0.41,,0.085,,30655,5.3
D41 ,San Pablo Bay,12/19/2018,12,2018,2.14,,0.105,,0.296,,0.075,,42505,3.5
D41A ,San Pablo Bay,12/19/2018,12,2018,1.09,,0.127,,0.367,,0.097,,36204,15
NZ002,San Pablo Bay,12/19/2018,12,2018,1.38,,0.139,,0.38,,0.099,,34670,14.1
NZ004 ,San Pablo Bay,12/19/2018,12,2018,1.05,,0.147,,0.396,,0.096,,32986,11.6
NZ325 ,San Pablo Bay,12/19/2018,12,2018,2.26,,0.151,,0.401,,0.091,,33710,10
D6,San Pablo Bay,1/16/2019,1,2019,0.75,,0.18,,0.49,,0.09,,27561,10
D41,San Pablo Bay,1/18/2019,1,2019,3.07,,0.14,,0.441,,0.09,,35412,7.5
D41A,San Pablo Bay,1/18/2019,1,2019,1.65,,0.187,,0.54,,0.1,,28649,16.8
NZ002 ,San Pablo Bay,1/18/2019,1,2019,1.12,,0.2,,0.55,,0.1,,26163,20.8
NZ004,San Pablo Bay,1/18/2019,1,2019,1.23,,0.21,,0.55,,0.1,,21997,10.4
NZ325,San Pablo Bay,1/18/2019,1,2019,0.84,,0.21,,0.58,,0.09,,24899,10.4
D6,San Pablo Bay,2/19/2019,2,2019,1.64,,0.09,,0.49,,0.156,,285,99.4
D41,San Pablo Bay,2/21/2019,2,2019,1.34,,0.109,,0.45,,0.1,,10824,35.1
D41A,San Pablo Bay,2/21/2019,2,2019,1.58,,0.114,,0.49,,0.17,,8357,99
NZ002 ,San Pablo Bay,2/21/2019,2,2019,1.66,,0.104,,0.46,,0.187,,2797,99.3
NZ004,San Pablo Bay,2/21/2019,2,2019,1.71,,0.094,,0.43,,0.17,,1022,135.7
NZ325,San Pablo Bay,2/21/2019,2,2019,1.56,,0.11,,0.5,,0.221,,2082,142.3
D6,San Pablo Bay,3/15/2019,3,2019,2.56,,0.05,,0.28,,0.08,,258,38.4
D41,San Pablo Bay,3/19/2019,3,2019,3.83,,0.078,,0.28,,0.07,,17317,8.9
D41A,San Pablo Bay,3/19/2019,3,2019,1.53,,0.09,,0.29,,0.08,,12057,27
NZ002 ,San Pablo Bay,3/19/2019,3,2019,1.69,,0.09,,0.3,,0.1,,10177,40.1
NZ004,San Pablo Bay,3/19/2019,3,2019,1.73,,0.08,,0.314,,0.09,,4879,32
NZ325,San Pablo Bay,3/19/2019,3,2019,1.21,,0.09,,0.311,,0.08,,8448,21.3
D6,San Pablo Bay,4/15/2019,4,2019,1.95,,0.06,,0.184,,0.07,,2026,19.1
D41,San Pablo Bay,4/17/2019,4,2019,4.46,,0.05,,0.2,,0.07,,15487,9.5
D41A,San Pablo Bay,4/17/2019,4,2019,2.65,,0.07,,0.2,,0.08,,11174,23.2
NZ002 ,San Pablo Bay,4/17/2019,4,2019,2.18,,0.06,,0.19,,1.02,,3450,47.6
NZ004,San Pablo Bay,4/17/2019,4,2019,2.21,,0.07,,0.19,,0.08,,2877,35.6
NZ325,San Pablo Bay,4/17/2019,4,2019,2.2,,0.07,,0.19,,0.08,,5961,24.1
D6,San Pablo Bay,5/14/2019,5,2019,1.16,,0.07,,0.17,,0.09,,6618,19.6
D41,San Pablo Bay,5/16/2019,5,2019,1.83,,0.09,,0.1,,0.07,,30922,8.2
D41A,San Pablo Bay,5/16/2019,5,2019,1.68,,0.08,,0.14,,0.14,,20299,54
NZ002 ,San Pablo Bay,5/16/2019,5,2019,2.03,,0.09,,0.14,,0.105,,17312,32.6
NZ004,San Pablo Bay,5/16/2019,5,2019,1.37,,0.08,,0.17,,0.07,,10328,14.9
NZ325,San Pablo Bay,5/16/2019,5,2019,1.72,,0.09,,0.14,,0.09,,18706,21.6
D6,San Pablo Bay,6/12/2019,6,2019,2.58,,0.05,<,0.183,,0.06,,5926,13.8
D41,San Pablo Bay,6/13/2019,6,2019,2.98,,0.06,,0.248,,0.078,,29705,5.3
D41A,San Pablo Bay,6/13/2019,6,2019,1.91,,0.06,,0.24,,0.108,,20446,40.2
NZ002 ,San Pablo Bay,6/13/2019,6,2019,3.74,,0.06,,0.23,,0.106,,20143,28.1
NZ004,San Pablo Bay,6/13/2019,6,2019,2.13,,0.055,,0.223,,0.07,,13896,12.2
NZ325,San Pablo Bay,6/13/2019,6,2019,2.7,,0.07,,0.24,,0.09,,20289,21.4
D6,San Pablo Bay,7/11/2019,7,2019,1.85,,0.083,,0.257,,0.08,,15683,10.9
D41,San Pablo Bay,7/15/2019,7,2019,1.48,,0.079,,0.241,,0.1,,38165,11
D41A,San Pablo Bay,7/15/2019,7,2019,3.09,,0.075,,0.256,,0.226,,30676,105.1
NZ002 ,San Pablo Bay,7/15/2019,7,2019,2.25,,0.083,,0.262,,0.119,,24397,43.1
NZ004,San Pablo Bay,7/15/2019,7,2019,1.8,,0.084,,0.277,,0.083,,18493,9.5
NZ325,San Pablo Bay,7/15/2019,7,2019,1.68,,0.087,,0.252,,0.1,,26522,9.9
D6,San Pablo Bay,8/9/2019,8,2019,2.61,,0.05,<,0.22,,0.097,,20260,18.6
D41,San Pablo Bay,8/13/2019,8,2019,1.4,,0.067,,0.204,,0.103,,38859,5.3
D41A,San Pablo Bay,8/13/2019,8,2019,2.32,,0.05,<,0.22,,0.105,,32892,15
NZ002 ,San Pablo Bay,8/13/2019,8,2019,2.91,,0.053,,0.206,,0.098,,24790,18.4
NZ004,San Pablo Bay,8/13/2019,8,2019,3.32,,0.05,<,0.196,,0.085,,18762,12.8
NZ325,San Pablo Bay,8/13/2019,8,2019,1.25,,0.06,,0.207,,0.104,,29524,20.9
D6,San Pablo Bay,9/6/2019,9,2019,1.04,,0.077,,0.262,,0.1,,17124,15.3
D41,San Pablo Bay,9/10/2019,9,2019,2.79,,0.053,,0.212,,0.089,,39590,2.9
D41A,San Pablo Bay,9/10/2019,9,2019,2.8,,0.05,<,0.244,,0.114,,32202,10.4
NZ002 ,San Pablo Bay,9/10/2019,9,2019,0.93,,0.085,,0.256,,0.135,,26276,20.2
NZ004,San Pablo Bay,9/10/2019,9,2019,1.17,,0.088,,0.283,,0.117,,20147,10.6
NZ325,San Pablo Bay,9/10/2019,9,2019,1.87,,0.08,,0.248,,0.093,,28886,12.2
D6,San Pablo Bay,10/7/2019,10,2019,1.82,,0.2,<,7.5,<,0.095,,16868,9.9
D41,San Pablo Bay,10/9/2019,10,2019,2.09,,0.2,<,15,<,0.085,,39042,2.6
D41A,San Pablo Bay,10/9/2019,10,2019,2.84,,0.2,<,15,<,0.084,,30410,2.8
NZ002 ,San Pablo Bay,10/9/2019,10,2019,1.69,,0.2,<,15,<,0.089,,29519,7.1
NZ004,San Pablo Bay,10/9/2019,10,2019,0.68,,0.2,<,15,<,0.095,,21705,6.7
NZ325,San Pablo Bay,10/9/2019,10,2019,0.86,,0.2,<,15,<,0.09,,31108,5.6
D6,San Pablo Bay,11/6/2019,11,2019,1.24,,0.13,,15,<,0.076,,24840,12.5
D41,San Pablo Bay,11/12/2019,11,2019,2.11,,0.11,,15,<,0.063,,41956,4.1
D41A,San Pablo Bay,11/12/2019,11,2019,0.98,,0.17,,15,<,0.076,,34868,13.1
NZ002 ,San Pablo Bay,11/12/2019,11,2019,0.61,,0.15,,15,<,0.074,,33631,10.6
NZ004,San Pablo Bay,11/12/2019,11,2019,0.58,,0.17,,15,<,0.091,,31483,10.1
NZ325,San Pablo Bay,11/12/2019,11,2019,0.7,,0.2,<,15,<,0.073,,32322,5.7
D6,San Pablo Bay,12/6/2019,12,2019,0.92,,0.28,,15,<,0.1,<,28601,10.9
D41,San Pablo Bay,12/10/2019,12,2019,1.77,,0.2,,15,<,0.1,<,41325,8.9
D41A,San Pablo Bay,12/10/2019,12,2019,1.72,,0.23,,15,<,0.1,<,34991,23.8
NZ002 ,San Pablo Bay,12/10/2019,12,2019,1.09,,0.27,,15,<,0.1,<,31558,15.6
NZ004,San Pablo Bay,12/10/2019,12,2019,0.88,,0.27,,15,<,0.1,<,28249,11.7
NZ325,San Pablo Bay,12/10/2019,12,2019,1.02,,0.28,,15,<,0.1,<,31336,11.1
C10A ,Southern Interior Delta,1/3/2018,1,2018,5.66,,0.02,,0.84,,0.08,,379,7.5
C9,Southern Interior Delta,1/3/2018,1,2018,2.02,,0.07,,0.65,,0.06,,527,6.7
MD10A,Southern Interior Delta,1/9/2018,1,2018,2.25,,0.05,,0.52,,0.06,,326,1.7
P8 ,Southern Interior Delta,1/9/2018,1,2018,1.07,,0.09,,1.78,,0.23,,626,1.9
C10A ,Southern Interior Delta,2/6/2018,2,2018,14.77,,0.03,,1.22,,0.27,,665,7.4
C9,Southern Interior Delta,2/6/2018,2,2018,0.87,,0.05,,0.94,,0.08,,458,2.7
MD10A,Southern Interior Delta,2/7/2018,2,2018,1.25,,0.03,,0.76,,0.08,,341,1.2
P8 ,Southern Interior Delta,2/7/2018,2,2018,0.91,,0.08,,2.3,,0.27,,810,1.7
C10A ,Southern Interior Delta,3/5/2018,3,2018,16.46,,0.01,,1.45,,0.14,,637,18
C9,Southern Interior Delta,3/5/2018,3,2018,2.13,,0.04,,0.79,,0.09,,411,9.6
MD10A,Southern Interior Delta,3/13/2018,3,2018,1.58,,0.03,,0.55,,0.06,,438,1.1
P8 ,Southern Interior Delta,3/13/2018,3,2018,1.56,,0.06,,1.89,,0.17,,683,2.8
C10A ,Southern Interior Delta,4/5/2018,4,2018,8.27,,0.01,<,0.22,,0.1,,210,37.8
C9,Southern Interior Delta,4/5/2018,4,2018,2.19,,0.05,,0.62,,0.1,,362,4.9
MD10A,Southern Interior Delta,4/10/2018,4,2018,2.37,,0.08,,0.43,,0.2,,246,6.1
P8 ,Southern Interior Delta,4/10/2018,4,2018,3.06,,0.08,,0.53,,0.15,,203,18.3
C10A ,Southern Interior Delta,5/3/2018,5,2018,5.71,,0.01,<,0.31,,0.08,,176,24.7
C9,Southern Interior Delta,5/3/2018,5,2018,1.35,,0.04,,0.46,,0.11,,310,8.8
MD10A,Southern Interior Delta,5/9/2018,5,2018,4.99,,0.01,<,0.06,,0.09,,252,3.1
P8 ,Southern Interior Delta,5/9/2018,5,2018,5,,0.03,,0.42,,0.1,,279,11.9
C10A ,Southern Interior Delta,6/6/2018,6,2018,48.4,,0.01,,0.75,,0.13,,441,16.9
C9,Southern Interior Delta,6/6/2018,6,2018,2.28,,0.04,,0.24,,0.11,,316,5.7
MD10A,Southern Interior Delta,6/7/2018,6,2018,2.62,,0.02,,0.1,,0.11,,229,2.7
P8 ,Southern Interior Delta,6/7/2018,6,2018,3.93,,0.03,,0.86,,0.18,,343,7.2
MD10A,Southern Interior Delta,7/9/2018,7,2018,9.47,,0.06,,0.14,,0.07,,191,3.6
P8 ,Southern Interior Delta,7/9/2018,7,2018,7.22,,0.02,,1.09,,0.23,,615,2.9
C10A ,Southern Interior Delta,7/16/2018,7,2018,71.87,,0.01,<,1.03,,0.14,,445,14
C9,Southern Interior Delta,7/16/2018,7,2018,7.87,,0.03,,0.12,,0.1,,238,8.9
C10A ,Southern Interior Delta,8/1/2018,8,2018,23.2,,0.01,<,1.29,,0.155,,416,13.4
C9,Southern Interior Delta,8/1/2018,8,2018,3.4,,0.03,,0.11,,0.08,,260,5.1
MD10A,Southern Interior Delta,8/6/2018,8,2018,22.9,,0.062,,0.01,<,0.07,,173,7.5
P8 ,Southern Interior Delta,8/6/2018,8,2018,4.31,,0.063,,0.7,,0.23,,533,4.2
C10A ,Southern Interior Delta,9/14/2018,9,2018,41.84,,0.01,,1.49,,0.26,,454,7.9
C9,Southern Interior Delta,9/14/2018,9,2018,4.14,,0.03,,0.12,,0.09,,637,6.4
MD10A,Southern Interior Delta,9/17/2018,9,2018,3.9,,0.01,,0.06,,0.07,,194,1.4
P8 ,Southern Interior Delta,9/17/2018,9,2018,2.6,,0.07,,1.14,,0.39,,831,4.9
C10A ,Southern Interior Delta,10/11/2018,10,2018,5.55,,0.03,,1.84,,0.193,,479,17.9
C9,Southern Interior Delta,10/11/2018,10,2018,1.02,,0.03,,0.248,,0.08,,590,7.4
MD10A,Southern Interior Delta,10/16/2018,10,2018,2.22,,0.03,,0.161,,0.06,,169,0.1
P8 ,Southern Interior Delta,10/16/2018,10,2018,2.46,,0.07,,2.44,,0.35,,673,0.5
C10A ,Southern Interior Delta,11/9/2018,11,2018,3.33,,0.05,<,1.94,,0.15,,478,10.7
C9,Southern Interior Delta,11/9/2018,11,2018,1.64,,0.05,<,0.427,,0.081,,515,1
MD10A,Southern Interior Delta,11/27/2018,11,2018,1.42,,0.052,,0.441,,0.065,,255,1.1
P8 ,Southern Interior Delta,11/27/2018,11,2018,1.1,,0.117,,2.03,,0.271,,590,1.1
C10A ,Southern Interior Delta,12/10/2018,12,2018,3.65,,0.057,,1.68,,0.21,,867,13.3
C9,Southern Interior Delta,12/10/2018,12,2018,0.89,,0.076,,0.636,,0.07,,569,0.7
MD10A,Southern Interior Delta,12/13/2018,12,2018,0.5,<,0.054,,0.575,,0.078,,276,1.9
P8 ,Southern Interior Delta,12/13/2018,12,2018,0.76,,0.165,,2.45,,0.29,,662,3.2
C10A,Southern Interior Delta,1/9/2019,1,2019,7.12,,0.27,,2.73,,0.26,,870,15.08
C9,Southern Interior Delta,1/9/2019,1,2019,1.81,,0.09,,0.9,,0.07,,673,5.7
MD10A,Southern Interior Delta,1/15/2019,1,2019,0.62,,0.106,,0.96,,0.15,,325,3.7
P8,Southern Interior Delta,1/15/2019,1,2019,0.84,,0.2,,3.6,,0.37,,878,8.1
C10A,Southern Interior Delta,2/7/2019,2,2019,6.87,,0.113,,0.92,,0.28,,341.1,47.01
C9,Southern Interior Delta,2/7/2019,2,2019,0.72,,0.063,,1.25,,0.112,,411.6,9.18
MD10A,Southern Interior Delta,2/15/2019,2,2019,1.01,,0.21,,0.94,,0.29,,279,29.4
P8,Southern Interior Delta,2/15/2019,2,2019,2.29,,0.09,,1.03,,0.153,,276,24.4
C10A,Southern Interior Delta,3/11/2019,3,2019,3.1,,0.05,<,0.4,,0.078,,166.7,14.51
C9,Southern Interior Delta,3/11/2019,3,2019,1.29,,0.05,<,0.438,,0.08,,207.3,12.49
MD10A,Southern Interior Delta,3/14/2019,3,2019,1.26,,0.05,<,0.73,,0.14,,261,3.4
P8,Southern Interior Delta,3/14/2019,3,2019,2.6,,0.05,<,0.54,,0.07,,194,7.2
C10A,Southern Interior Delta,4/9/2019,4,2019,4.3,,0.05,<,0.32,,0.09,,180.2,12.58
C9,Southern Interior Delta,4/9/2019,4,2019,1.36,,0.05,<,0.28,,0.08,,191.5,5.34
MD10A,Southern Interior Delta,4/12/2019,4,2019,1.89,,0.05,<,0.08,,0.07,,202,0.3
P8,Southern Interior Delta,4/12/2019,4,2019,1.59,,0.05,<,0.42,,0.1,,195,8.4
C10A,Southern Interior Delta,5/8/2019,5,2019,1.65,,0.05,<,0.33,,0.07,,115.7,13.49
C9,Southern Interior Delta,5/8/2019,5,2019,1.04,,0.05,<,0.308,,0.08,,165.9,8.11
MD10A,Southern Interior Delta,5/13/2019,5,2019,1.19,,0.05,<,0.05,<,0.108,,175,1.2
P8,Southern Interior Delta,5/13/2019,5,2019,1.03,,0.05,<,0.36,,0.08,,214,4.5
C10A,Southern Interior Delta,6/6/2019,6,2019,3.18,,0.05,<,0.11,,0.1,,77.8,12.61
C9,Southern Interior Delta,6/6/2019,6,2019,1.24,,0.05,<,0.248,,0.08,,184.4,7.33
MD10A,Southern Interior Delta,6/10/2019,6,2019,2.49,,0.05,<,0.05,<,0.112,,143,4
P8,Southern Interior Delta,6/10/2019,6,2019,2.85,,0.05,<,0.18,,0.09,,95,5.2
C10A,Southern Interior Delta,7/8/2019,7,2019,38.1,,0.05,<,0.794,,0.132,,428.5,15.62
C9,Southern Interior Delta,7/8/2019,7,2019,1.26,,0.05,<,0.131,,0.083,,138.6,10.6
MD10A,Southern Interior Delta,7/10/2019,7,2019,4.26,,0.05,<,0.064,,0.06,,127,2.8
P8,Southern Interior Delta,7/10/2019,7,2019,4.06,,0.057,,0.63,,0.113,,323,6.1
C10A,Southern Interior Delta,8/2/2019,8,2019,19.2,,0.05,<,0.539,,0.07,,218.1,11.43
C9,Southern Interior Delta,8/2/2019,8,2019,3.12,,0.05,<,0.146,,0.086,,181.8,13.53
MD10A,Southern Interior Delta,8/7/2019,8,2019,2.91,,0.05,<,0.071,,0.081,,140,2.9
P8,Southern Interior Delta,8/7/2019,8,2019,3.87,,0.05,<,0.595,,0.156,,371,4.1
C10A,Southern Interior Delta,9/3/2019,9,2019,7.43,,0.05,<,1.01,,0.109,,219,15.72
C9,Southern Interior Delta,9/3/2019,9,2019,3.7,,0.05,<,0.118,,0.093,,196.2,13.22
MD10A,Southern Interior Delta,9/5/2019,9,2019,2.65,,0.05,<,0.061,,0.071,,153,1.2
P8,Southern Interior Delta,9/5/2019,9,2019,10.4,,0.05,<,0.74,,0.166,,246,6.9
C10A,Southern Interior Delta,10/1/2019,10,2019,2.16,,0.2,<,0.61,,0.1,,115.3,17.72
C9,Southern Interior Delta,10/1/2019,10,2019,2.35,,0.2,<,0.16,,0.078,,182.9,8.79
MD10A,Southern Interior Delta,10/4/2019,10,2019,1.34,,0.2,<,NA,<,0.06,,146,1.5
P8,Southern Interior Delta,10/4/2019,10,2019,3.27,,0.2,<,NA,<,0.13,,163,6
C10A,Southern Interior Delta,11/1/2019,11,2019,2.34,,0.15,,1.2,,0.14,,348.9,10.61
C9,Southern Interior Delta,11/1/2019,11,2019,1.95,,0.13,,0.45,,0.11,,269.8,8.95
MD10A,Southern Interior Delta,11/5/2019,11,2019,1.23,,0.2,<,0.26,,0.048,,197,1.3
P8,Southern Interior Delta,11/5/2019,11,2019,3.03,,0.2,<,1.3,,0.16,,355,3
C10A,Southern Interior Delta,12/2/2019,12,2019,4.74,,0.2,<,1.3,,0.13,,486.5,11.48
C9,Southern Interior Delta,12/2/2019,12,2019,1.31,,0.2,<,0.45,,0.045,,219.7,9.28
MD10A,Southern Interior Delta,12/4/2019,12,2019,0.82,,0.16,,0.64,,0.059,,291,1.9
P8,Southern Interior Delta,12/4/2019,12,2019,1.52,,0.23,,2.9,,0.22,,773,1.8
D8,Suisun & Grizzly Bays,1/10/2018,1,2018,0.85,,0.2,,0.46,,0.08,,14433,19.4
D7 ,Suisun & Grizzly Bays,1/11/2018,1,2018,0.9,,0.2,,0.47,,0.08,,15465,15.7
NZ032 ,Suisun & Grizzly Bays,1/11/2018,1,2018,1.43,,0.19,,0.52,,0.11,,6523,33.3
NZS42 ,Suisun & Grizzly Bays,1/11/2018,1,2018,1.86,,0.27,,0.94,,0.2,,8281,32.5
D8,Suisun & Grizzly Bays,2/8/2018,2,2018,1.78,,0.15,,0.58,,0.08,,6917,15
D7 ,Suisun & Grizzly Bays,2/12/2018,2,2018,2.45,,0.15,,0.57,,0.08,,13504,15.5
NZ032 ,Suisun & Grizzly Bays,2/12/2018,2,2018,2.1,,0.18,,0.63,,0.11,,7563,35.3
NZS42 ,Suisun & Grizzly Bays,2/12/2018,2,2018,1.91,,0.21,,0.75,,0.16,,5915,46.8
D8,Suisun & Grizzly Bays,3/14/2018,3,2018,2.24,,0.14,,0.52,,0.09,,11606,17.6
D7 ,Suisun & Grizzly Bays,3/15/2018,3,2018,2.46,,0.13,,0.54,,0.12,,12983,44.3
NZ032 ,Suisun & Grizzly Bays,3/15/2018,3,2018,4.99,,0.14,,0.6,,0.1,,6075,37.2
NZS42 ,Suisun & Grizzly Bays,3/15/2018,3,2018,4.93,,0.16,,0.92,,0.15,,3391,53.3
D8,Suisun & Grizzly Bays,4/11/2018,4,2018,1.57,,0.07,,0.22,,0.05,,127,11.7
D7 ,Suisun & Grizzly Bays,4/12/2018,4,2018,1.71,,0.07,,0.23,,0.07,,161,28.1
NZ032 ,Suisun & Grizzly Bays,4/12/2018,4,2018,2.31,,0.14,,0.42,,0.12,,1846,49.3
NZS42 ,Suisun & Grizzly Bays,4/12/2018,4,2018,2.76,,0.29,,1.37,,0.25,,3298,53.6
D8,Suisun & Grizzly Bays,5/10/2018,5,2018,6.1,,0.06,,0.37,,0.1,,4027,19.8
D7 ,Suisun & Grizzly Bays,5/11/2018,5,2018,6.38,,0.04,,0.39,,0.09,,7932,23.5
NZ032 ,Suisun & Grizzly Bays,5/11/2018,5,2018,19.1,,0.05,,0.48,,0.16,,2611,57.6
NZS42 ,Suisun & Grizzly Bays,5/11/2018,5,2018,9.18,,0.08,,0.75,,0.23,,2071,80.6
D8,Suisun & Grizzly Bays,6/8/2018,6,2018,1.67,,0.06,,0.43,,0.1,,5735,19.3
D7 ,Suisun & Grizzly Bays,6/11/2018,6,2018,2.44,,0.06,,0.45,,0.12,,13429,39.6
NZ032 ,Suisun & Grizzly Bays,6/11/2018,6,2018,3.56,,0.05,,0.53,,0.12,,7377,24.3
NZS42 ,Suisun & Grizzly Bays,6/11/2018,6,2018,3.17,,0.08,,0.82,,0.21,,5978,39.2
D8,Suisun & Grizzly Bays,7/10/2018,7,2018,1.95,,0.04,,0.43,,0.09,,9085,12
D7 ,Suisun & Grizzly Bays,7/11/2018,7,2018,2.29,,0.04,,0.46,,0.11,,18088,19.8
NZ032 ,Suisun & Grizzly Bays,7/11/2018,7,2018,2.63,,0.02,,0.49,,0.12,,12918,19
NZS42 ,Suisun & Grizzly Bays,7/11/2018,7,2018,4.91,,0.05,,0.59,,0.17,,11657,24.2
D8,Suisun & Grizzly Bays,8/7/2018,8,2018,2.87,,0.04,,0.35,,0.1,,11781,17.5
D7 ,Suisun & Grizzly Bays,8/8/2018,8,2018,2.12,,0.05,,0.36,,0.104,,16845,12.7
NZ032 ,Suisun & Grizzly Bays,8/8/2018,8,2018,2.44,,0.06,,0.23,,0.1,,4736,24.3
NZS42 ,Suisun & Grizzly Bays,8/8/2018,8,2018,2.45,,0.063,,0.4,,0.154,,10027,17.5
D8,Suisun & Grizzly Bays,9/18/2018,9,2018,4,,0.06,,0.3,,0.1,,11133,6.5
D7 ,Suisun & Grizzly Bays,9/19/2018,9,2018,1.97,,0.04,,0.33,,0.108,,17160,9.4
NZ032 ,Suisun & Grizzly Bays,9/19/2018,9,2018,5.31,,0.03,,0.3,,0.1,,12030,10.9
NZS42 ,Suisun & Grizzly Bays,9/19/2018,9,2018,4.26,,0.107,,0.65,,0.251,,10679,14.5
D8,Suisun & Grizzly Bays,10/17/2018,10,2018,1.32,,0.08,,0.3,,0.108,,16045,9.7
D7 ,Suisun & Grizzly Bays,10/18/2018,10,2018,1.06,,0.09,,0.38,,0.1,,18736,11.9
NZ032 ,Suisun & Grizzly Bays,10/18/2018,10,2018,2.05,,0.12,,0.35,,0.121,,16923,14.6
NZS42 ,Suisun & Grizzly Bays,10/18/2018,10,2018,4.21,,0.24,,0.46,,0.193,,15435,18.5
D8,Suisun & Grizzly Bays,11/20/2018,11,2018,1.54,,0.137,,0.402,,0.088,,22848,6.6
D7 ,Suisun & Grizzly Bays,11/28/2018,11,2018,1.38,,0.143,,0.44,,0.103,,21235,13.8
NZ032 ,Suisun & Grizzly Bays,11/28/2018,11,2018,1.35,,0.192,,0.416,,0.104,,13306,18.1
NZS42 ,Suisun & Grizzly Bays,11/28/2018,11,2018,1.57,,0.207,,0.439,,0.15,,13194,16.3
D8,Suisun & Grizzly Bays,12/17/2018,12,2018,0.93,,0.172,,0.487,,0.091,,17391,8.4
D7 ,Suisun & Grizzly Bays,12/18/2018,12,2018,1.6,,0.162,,0.464,,0.1,,21228,14.6
NZ032 ,Suisun & Grizzly Bays,12/18/2018,12,2018,4.88,,0.189,,0.506,,0.108,,10870,11.7
NZS42 ,Suisun & Grizzly Bays,12/18/2018,12,2018,0.98,,0.242,,0.569,,0.122,,11692,17.6
D8,Suisun & Grizzly Bays,1/16/2019,1,2019,0.81,,0.219,,0.57,,0.09,,11450,14.8
D7,Suisun & Grizzly Bays,1/17/2019,1,2019,0.88,,0.214,,0.57,,0.094,,14498,14.3
NZ032,Suisun & Grizzly Bays,1/17/2019,1,2019,0.92,,0.22,,0.62,,0.125,,7911,28.1
NZS42,Suisun & Grizzly Bays,1/17/2019,1,2019,1.55,,0.223,,0.77,,0.185,,5697,59.4
D8,Suisun & Grizzly Bays,2/19/2019,2,2019,1.4,,0.08,,0.46,,0.15,,200,81.6
D7,Suisun & Grizzly Bays,2/20/2019,2,2019,1.92,,0.07,,0.37,,0.18,,228,110.8
NZ032,Suisun & Grizzly Bays,2/20/2019,2,2019,1.57,,0.09,,0.42,,0.185,,717,102.2
NZS42,Suisun & Grizzly Bays,2/20/2019,2,2019,1.64,,0.129,,0.502,,0.23,,1208,96.4
D8,Suisun & Grizzly Bays,3/15/2019,3,2019,1.77,,0.06,,0.33,,0.07,,159,24.2
D7,Suisun & Grizzly Bays,3/18/2019,3,2019,2.53,,0.05,,0.3,,0.08,,189,37.1
