Station,Region,Date,Month,Year,Analyte,Measurement,Sign,RL
C9,Southern Interior Delta,1/3/2018,1,2018,DissAmmonia,0.07,,
MD10A,Southern Interior Delta,1/9/2018,1,2018,DissAmmonia,0.05,,
P8 ,Southern Interior Delta,1/9/2018,1,2018,DissAmmonia,0.09,,
C10A ,Southern Interior Delta,2/6/2018,2,2018,DissAmmonia,0.03,,
C9,Southern Interior Delta,2/6/2018,2,2018,DissAmmonia,0.05,,
MD10A,Southern Interior Delta,2/7/2018,2,2018,DissAmmonia,0.03,,
P8 ,Southern Interior Delta,2/7/2018,2,2018,DissAmmonia,0.08,,
C10A ,Southern Interior Delta,3/5/2018,3,2018,DissAmmonia,0.01,,
C9,Southern Interior Delta,3/5/2018,3,2018,DissAmmonia,0.04,,
MD10A,Southern Interior Delta,3/13/2018,3,2018,DissAmmonia,0.03,,
P8 ,Southern Interior Delta,3/13/2018,3,2018,DissAmmonia,0.06,,
C10A ,Southern Interior Delta,4/5/2018,4,2018,DissAmmonia,,<,0.01
C9,Southern Interior Delta,4/5/2018,4,2018,DissAmmonia,0.05,,
MD10A,Southern Interior Delta,4/10/2018,4,2018,DissAmmonia,0.08,,
P8 ,Southern Interior Delta,4/10/2018,4,2018,DissAmmonia,0.08,,
C10A ,Southern Interior Delta,5/3/2018,5,2018,DissAmmonia,,<,0.01
C9,Southern Interior Delta,5/3/2018,5,2018,DissAmmonia,0.04,,
MD10A,Southern Interior Delta,5/9/2018,5,2018,DissAmmonia,,<,0.01
P8 ,Southern Interior Delta,5/9/2018,5,2018,DissAmmonia,0.03,,
C10A ,Southern Interior Delta,6/6/2018,6,2018,DissAmmonia,0.01,,
C9,Southern Interior Delta,6/6/2018,6,2018,DissAmmonia,0.04,,
MD10A,Southern Interior Delta,6/7/2018,6,2018,DissAmmonia,0.02,,
P8 ,Southern Interior Delta,6/7/2018,6,2018,DissAmmonia,0.03,,
MD10A,Southern Interior Delta,7/9/2018,7,2018,DissAmmonia,0.06,,
P8 ,Southern Interior Delta,7/9/2018,7,2018,DissAmmonia,0.02,,
C10A ,Southern Interior Delta,7/16/2018,7,2018,DissAmmonia,,<,0.01
C9,Southern Interior Delta,7/16/2018,7,2018,DissAmmonia,0.03,,
C10A ,Southern Interior Delta,8/1/2018,8,2018,DissAmmonia,,<,0.01
C9,Southern Interior Delta,8/1/2018,8,2018,DissAmmonia,0.03,,
MD10A,Southern Interior Delta,8/6/2018,8,2018,DissAmmonia,0.062,,
P8 ,Southern Interior Delta,8/6/2018,8,2018,DissAmmonia,0.063,,
C10A ,Southern Interior Delta,9/14/2018,9,2018,DissAmmonia,0.01,,
C9,Southern Interior Delta,9/14/2018,9,2018,DissAmmonia,0.03,,
MD10A,Southern Interior Delta,9/17/2018,9,2018,DissAmmonia,0.01,,
P8 ,Southern Interior Delta,9/17/2018,9,2018,DissAmmonia,0.07,,
C10A ,Southern Interior Delta,10/11/2018,10,2018,DissAmmonia,0.03,,
C9,Southern Interior Delta,10/11/2018,10,2018,DissAmmonia,0.03,,
MD10A,Southern Interior Delta,10/16/2018,10,2018,DissAmmonia,0.03,,
P8 ,Southern Interior Delta,10/16/2018,10,2018,DissAmmonia,0.07,,
C10A ,Southern Interior Delta,11/9/2018,11,2018,DissAmmonia,,<,0.05
C9,Southern Interior Delta,11/9/2018,11,2018,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,11/27/2018,11,2018,DissAmmonia,0.052,,
P8 ,Southern Interior Delta,11/27/2018,11,2018,DissAmmonia,0.117,,
C10A ,Southern Interior Delta,12/10/2018,12,2018,DissAmmonia,0.057,,
C9,Southern Interior Delta,12/10/2018,12,2018,DissAmmonia,0.076,,
MD10A,Southern Interior Delta,12/13/2018,12,2018,DissAmmonia,0.054,,
P8 ,Southern Interior Delta,12/13/2018,12,2018,DissAmmonia,0.165,,
C10A,Southern Interior Delta,1/9/2019,1,2019,DissAmmonia,0.27,,
C9,Southern Interior Delta,1/9/2019,1,2019,DissAmmonia,0.09,,
MD10A,Southern Interior Delta,1/15/2019,1,2019,DissAmmonia,0.106,,
P8,Southern Interior Delta,1/15/2019,1,2019,DissAmmonia,0.2,,
C10A,Southern Interior Delta,2/7/2019,2,2019,DissAmmonia,0.113,,
C9,Southern Interior Delta,2/7/2019,2,2019,DissAmmonia,0.063,,
MD10A,Southern Interior Delta,2/15/2019,2,2019,DissAmmonia,0.21,,
P8,Southern Interior Delta,2/15/2019,2,2019,DissAmmonia,0.09,,
C10A,Southern Interior Delta,3/11/2019,3,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,3/11/2019,3,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,3/14/2019,3,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,3/14/2019,3,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,4/9/2019,4,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,4/9/2019,4,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,4/12/2019,4,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,4/12/2019,4,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,5/8/2019,5,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,5/8/2019,5,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,5/13/2019,5,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,5/13/2019,5,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,6/6/2019,6,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,6/6/2019,6,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,6/10/2019,6,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,6/10/2019,6,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,7/8/2019,7,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,7/8/2019,7,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,7/10/2019,7,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,7/10/2019,7,2019,DissAmmonia,0.057,,
C10A,Southern Interior Delta,8/2/2019,8,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,8/2/2019,8,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,8/7/2019,8,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,8/7/2019,8,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,9/3/2019,9,2019,DissAmmonia,,<,0.05
C9,Southern Interior Delta,9/3/2019,9,2019,DissAmmonia,,<,0.05
MD10A,Southern Interior Delta,9/5/2019,9,2019,DissAmmonia,,<,0.05
P8,Southern Interior Delta,9/5/2019,9,2019,DissAmmonia,,<,0.05
C10A,Southern Interior Delta,10/1/2019,10,2019,DissAmmonia,,<,0.2
C9,Southern Interior Delta,10/1/2019,10,2019,DissAmmonia,,<,0.2
MD10A,Southern Interior Delta,10/4/2019,10,2019,DissAmmonia,,<,0.2
P8,Southern Interior Delta,10/4/2019,10,2019,DissAmmonia,,<,0.2
C10A,Southern Interior Delta,11/1/2019,11,2019,DissAmmonia,0.15,,
C9,Southern Interior Delta,11/1/2019,11,2019,DissAmmonia,0.13,,
MD10A,Southern Interior Delta,11/5/2019,11,2019,DissAmmonia,,<,0.2
P8,Southern Interior Delta,11/5/2019,11,2019,DissAmmonia,,<,0.2
C10A,Southern Interior Delta,12/2/2019,12,2019,DissAmmonia,,<,0.2
C9,Southern Interior Delta,12/2/2019,12,2019,DissAmmonia,,<,0.2
MD10A,Southern Interior Delta,12/4/2019,12,2019,DissAmmonia,0.16,,
P8,Southern Interior Delta,12/4/2019,12,2019,DissAmmonia,0.23,,
D8,Suisun & Grizzly Bays,1/10/2018,1,2018,DissAmmonia,0.2,,
D7 ,Suisun & Grizzly Bays,1/11/2018,1,2018,DissAmmonia,0.2,,
NZ032 ,Suisun & Grizzly Bays,1/11/2018,1,2018,DissAmmonia,0.19,,
NZS42 ,Suisun & Grizzly Bays,1/11/2018,1,2018,DissAmmonia,0.27,,
D8,Suisun & Grizzly Bays,2/8/2018,2,2018,DissAmmonia,0.15,,
D7 ,Suisun & Grizzly Bays,2/12/2018,2,2018,DissAmmonia,0.15,,
NZ032 ,Suisun & Grizzly Bays,2/12/2018,2,2018,DissAmmonia,0.18,,
NZS42 ,Suisun & Grizzly Bays,2/12/2018,2,2018,DissAmmonia,0.21,,
D8,Suisun & Grizzly Bays,3/14/2018,3,2018,DissAmmonia,0.14,,
D7 ,Suisun & Grizzly Bays,3/15/2018,3,2018,DissAmmonia,0.13,,
NZ032 ,Suisun & Grizzly Bays,3/15/2018,3,2018,DissAmmonia,0.14,,
NZS42 ,Suisun & Grizzly Bays,3/15/2018,3,2018,DissAmmonia,0.16,,
D8,Suisun & Grizzly Bays,4/11/2018,4,2018,DissAmmonia,0.07,,
D7 ,Suisun & Grizzly Bays,4/12/2018,4,2018,DissAmmonia,0.07,,
NZ032 ,Suisun & Grizzly Bays,4/12/2018,4,2018,DissAmmonia,0.14,,
NZS42 ,Suisun & Grizzly Bays,4/12/2018,4,2018,DissAmmonia,0.29,,
D8,Suisun & Grizzly Bays,5/10/2018,5,2018,DissAmmonia,0.06,,
D7 ,Suisun & Grizzly Bays,5/11/2018,5,2018,DissAmmonia,0.04,,
NZ032 ,Suisun & Grizzly Bays,5/11/2018,5,2018,DissAmmonia,0.05,,
NZS42 ,Suisun & Grizzly Bays,5/11/2018,5,2018,DissAmmonia,0.08,,
D8,Suisun & Grizzly Bays,6/8/2018,6,2018,DissAmmonia,0.06,,
D7 ,Suisun & Grizzly Bays,6/11/2018,6,2018,DissAmmonia,0.06,,
NZ032 ,Suisun & Grizzly Bays,6/11/2018,6,2018,DissAmmonia,0.05,,
NZS42 ,Suisun & Grizzly Bays,6/11/2018,6,2018,DissAmmonia,0.08,,
D8,Suisun & Grizzly Bays,7/10/2018,7,2018,DissAmmonia,0.04,,
D7 ,Suisun & Grizzly Bays,7/11/2018,7,2018,DissAmmonia,0.04,,
NZ032 ,Suisun & Grizzly Bays,7/11/2018,7,2018,DissAmmonia,0.02,,
NZS42 ,Suisun & Grizzly Bays,7/11/2018,7,2018,DissAmmonia,0.05,,
D8,Suisun & Grizzly Bays,8/7/2018,8,2018,DissAmmonia,0.04,,
D7 ,Suisun & Grizzly Bays,8/8/2018,8,2018,DissAmmonia,0.05,,
NZ032 ,Suisun & Grizzly Bays,8/8/2018,8,2018,DissAmmonia,0.06,,
NZS42 ,Suisun & Grizzly Bays,8/8/2018,8,2018,DissAmmonia,0.063,,
D8,Suisun & Grizzly Bays,9/18/2018,9,2018,DissAmmonia,0.06,,
D7 ,Suisun & Grizzly Bays,9/19/2018,9,2018,DissAmmonia,0.04,,
NZ032 ,Suisun & Grizzly Bays,9/19/2018,9,2018,DissAmmonia,0.03,,
NZS42 ,Suisun & Grizzly Bays,9/19/2018,9,2018,DissAmmonia,0.107,,
D8,Suisun & Grizzly Bays,10/17/2018,10,2018,DissAmmonia,0.08,,
D7 ,Suisun & Grizzly Bays,10/18/2018,10,2018,DissAmmonia,0.09,,
NZ032 ,Suisun & Grizzly Bays,10/18/2018,10,2018,DissAmmonia,0.12,,
NZS42 ,Suisun & Grizzly Bays,10/18/2018,10,2018,DissAmmonia,0.24,,
D8,Suisun & Grizzly Bays,11/20/2018,11,2018,DissAmmonia,0.137,,
D7 ,Suisun & Grizzly Bays,11/28/2018,11,2018,DissAmmonia,0.143,,
NZ032 ,Suisun & Grizzly Bays,11/28/2018,11,2018,DissAmmonia,0.192,,
NZS42 ,Suisun & Grizzly Bays,11/28/2018,11,2018,DissAmmonia,0.207,,
D8,Suisun & Grizzly Bays,12/17/2018,12,2018,DissAmmonia,0.172,,
D7 ,Suisun & Grizzly Bays,12/18/2018,12,2018,DissAmmonia,0.162,,
NZ032 ,Suisun & Grizzly Bays,12/18/2018,12,2018,DissAmmonia,0.189,,
NZS42 ,Suisun & Grizzly Bays,12/18/2018,12,2018,DissAmmonia,0.242,,
D8,Suisun & Grizzly Bays,1/16/2019,1,2019,DissAmmonia,0.219,,
D7,Suisun & Grizzly Bays,1/17/2019,1,2019,DissAmmonia,0.214,,
NZ032,Suisun & Grizzly Bays,1/17/2019,1,2019,DissAmmonia,0.22,,
NZS42,Suisun & Grizzly Bays,1/17/2019,1,2019,DissAmmonia,0.223,,
D8,Suisun & Grizzly Bays,2/19/2019,2,2019,DissAmmonia,0.08,,
D7,Suisun & Grizzly Bays,2/20/2019,2,2019,DissAmmonia,0.07,,
NZ032,Suisun & Grizzly Bays,2/20/2019,2,2019,DissAmmonia,0.09,,
NZS42,Suisun & Grizzly Bays,2/20/2019,2,2019,DissAmmonia,0.129,,
D8,Suisun & Grizzly Bays,3/15/2019,3,2019,DissAmmonia,0.06,,
D7,Suisun & Grizzly Bays,3/18/2019,3,2019,DissAmmonia,0.05,,
NZ032,Suisun & Grizzly Bays,3/18/2019,3,2019,DissAmmonia,0.07,,
NZS42,Suisun & Grizzly Bays,3/18/2019,3,2019,DissAmmonia,0.11,,
D8,Suisun & Grizzly Bays,4/15/2019,4,2019,DissAmmonia,0.05,,
D7,Suisun & Grizzly Bays,4/16/2019,4,2019,DissAmmonia,,<,0.05
NZ032,Suisun & Grizzly Bays,4/16/2019,4,2019,DissAmmonia,0.063,,
NZS42,Suisun & Grizzly Bays,4/16/2019,4,2019,DissAmmonia,0.1,,
D8,Suisun & Grizzly Bays,5/14/2019,5,2019,DissAmmonia,,<,0.05
D7,Suisun & Grizzly Bays,5/15/2019,5,2019,DissAmmonia,,<,0.05
NZ032,Suisun & Grizzly Bays,5/15/2019,5,2019,DissAmmonia,0.07,,
NZS42,Suisun & Grizzly Bays,5/15/2019,5,2019,DissAmmonia,0.09,,
D8,Suisun & Grizzly Bays,6/11/2019,6,2019,DissAmmonia,,<,0.05
D7,Suisun & Grizzly Bays,6/12/2019,6,2019,DissAmmonia,,<,0.05
NZ032,Suisun & Grizzly Bays,6/12/2019,6,2019,DissAmmonia,,<,0.05
NZS42,Suisun & Grizzly Bays,6/12/2019,6,2019,DissAmmonia,0.063,,
D8,Suisun & Grizzly Bays,7/11/2019,7,2019,DissAmmonia,,<,0.05
D7,Suisun & Grizzly Bays,7/12/2019,7,2019,DissAmmonia,0.051,,
NZ032,Suisun & Grizzly Bays,7/12/2019,7,2019,DissAmmonia,,<,0.05
NZS42,Suisun & Grizzly Bays,7/12/2019,7,2019,DissAmmonia,0.053,,
D8,Suisun & Grizzly Bays,8/9/2019,8,2019,DissAmmonia,,<,0.05
D7,Suisun & Grizzly Bays,8/12/2019,8,2019,DissAmmonia,,<,0.05
NZ032,Suisun & Grizzly Bays,8/12/2019,8,2019,DissAmmonia,,<,0.05
NZS42,Suisun & Grizzly Bays,8/12/2019,8,2019,DissAmmonia,0.07,,
D8,Suisun & Grizzly Bays,9/6/2019,9,2019,DissAmmonia,,<,0.05
D7,Suisun & Grizzly Bays,9/9/2019,9,2019,DissAmmonia,0.051,,
NZ032,Suisun & Grizzly Bays,9/9/2019,9,2019,DissAmmonia,,<,0.05
NZS42,Suisun & Grizzly Bays,9/9/2019,9,2019,DissAmmonia,0.075,,
D8,Suisun & Grizzly Bays,10/7/2019,10,2019,DissAmmonia,,<,0.2
D7,Suisun & Grizzly Bays,10/8/2019,10,2019,DissAmmonia,0.12,,
NZ032,Suisun & Grizzly Bays,10/8/2019,10,2019,DissAmmonia,0.13,,
NZS42,Suisun & Grizzly Bays,10/8/2019,10,2019,DissAmmonia,0.1,,
D8,Suisun & Grizzly Bays,11/6/2019,11,2019,DissAmmonia,,<,0.2
D7,Suisun & Grizzly Bays,11/7/2019,11,2019,DissAmmonia,,<,0.2
NZ032,Suisun & Grizzly Bays,11/7/2019,11,2019,DissAmmonia,,<,0.2
NZS42,Suisun & Grizzly Bays,11/7/2019,11,2019,DissAmmonia,0.14,,
D8,Suisun & Grizzly Bays,12/6/2019,12,2019,DissAmmonia,0.18,,
D7,Suisun & Grizzly Bays,12/9/2019,12,2019,DissAmmonia,0.22,,
NZ032,Suisun & Grizzly Bays,12/9/2019,12,2019,DissAmmonia,0.24,,
NZS42,Suisun & Grizzly Bays,12/9/2019,12,2019,DissAmmonia,0.28,,
D19 ,Central Delta,1/8/2018,1,2018,DissNitrateNitrite,0.48,,
D28A ,Central Delta,1/8/2018,1,2018,DissNitrateNitrite,0.5,,
D16 ,Central Delta,1/9/2018,1,2018,DissNitrateNitrite,0.44,,
D26,Central Delta,1/9/2018,1,2018,DissNitrateNitrite,0.45,,
D19 ,Central Delta,2/6/2018,2,2018,DissNitrateNitrite,0.63,,
D28A ,Central Delta,2/6/2018,2,2018,DissNitrateNitrite,0.7,,
D16 ,Central Delta,2/7/2018,2,2018,DissNitrateNitrite,0.64,,
D26,Central Delta,2/7/2018,2,2018,DissNitrateNitrite,0.61,,
D19 ,Central Delta,3/12/2018,3,2018,DissNitrateNitrite,0.57,,
D28A ,Central Delta,3/12/2018,3,2018,DissNitrateNitrite,0.58,,
D16 ,Central Delta,3/13/2018,3,2018,DissNitrateNitrite,0.53,,
D26,Central Delta,3/13/2018,3,2018,DissNitrateNitrite,0.57,,
D19 ,Central Delta,4/9/2018,4,2018,DissNitrateNitrite,0.35,,
D28A ,Central Delta,4/9/2018,4,2018,DissNitrateNitrite,0.45,,
D16 ,Central Delta,4/10/2018,4,2018,DissNitrateNitrite,0.26,,
D26,Central Delta,4/10/2018,4,2018,DissNitrateNitrite,0.22,,
D19 ,Central Delta,5/8/2018,5,2018,DissNitrateNitrite,0.28,,
D28A ,Central Delta,5/8/2018,5,2018,DissNitrateNitrite,0.3,,
D16 ,Central Delta,5/9/2018,5,2018,DissNitrateNitrite,0.3,,
D26,Central Delta,5/9/2018,5,2018,DissNitrateNitrite,0.31,,
D19 ,Central Delta,6/4/2018,6,2018,DissNitrateNitrite,0.29,,
D28A ,Central Delta,6/4/2018,6,2018,DissNitrateNitrite,0.11,,
D16 ,Central Delta,6/7/2018,6,2018,DissNitrateNitrite,0.29,,
D26,Central Delta,6/7/2018,6,2018,DissNitrateNitrite,0.28,,
D16 ,Central Delta,7/9/2018,7,2018,DissNitrateNitrite,0.32,,
D26,Central Delta,7/9/2018,7,2018,DissNitrateNitrite,0.29,,
D19 ,Central Delta,7/19/2018,7,2018,DissNitrateNitrite,0.21,,
D28A ,Central Delta,7/19/2018,7,2018,DissNitrateNitrite,0.07,,
D19 ,Central Delta,8/3/2018,8,2018,DissNitrateNitrite,0.153,,
D28A ,Central Delta,8/3/2018,8,2018,DissNitrateNitrite,0.055,,
D16 ,Central Delta,8/6/2018,8,2018,DissNitrateNitrite,0.18,,
D26,Central Delta,8/6/2018,8,2018,DissNitrateNitrite,0.152,,
D19 ,Central Delta,9/14/2018,9,2018,DissNitrateNitrite,0.18,,
D28A ,Central Delta,9/14/2018,9,2018,DissNitrateNitrite,0.07,,
D16 ,Central Delta,9/17/2018,9,2018,DissNitrateNitrite,0.221,,
D26,Central Delta,9/17/2018,9,2018,DissNitrateNitrite,0.224,,
D19 ,Central Delta,10/15/2018,10,2018,DissNitrateNitrite,0.26,,
D28A ,Central Delta,10/15/2018,10,2018,DissNitrateNitrite,0.14,,
D16 ,Central Delta,10/16/2018,10,2018,DissNitrateNitrite,0.308,,
D26,Central Delta,10/16/2018,10,2018,DissNitrateNitrite,0.33,,
D16 ,Central Delta,11/27/2018,11,2018,DissNitrateNitrite,0.548,,
D26,Central Delta,11/27/2018,11,2018,DissNitrateNitrite,0.531,,
D19 ,Central Delta,11/29/2018,11,2018,DissNitrateNitrite,1.88,,
D28A ,Central Delta,11/29/2018,11,2018,DissNitrateNitrite,0.487,,
D19 ,Central Delta,12/12/2018,12,2018,DissNitrateNitrite,0.579,,
D28A ,Central Delta,12/12/2018,12,2018,DissNitrateNitrite,0.555,,
D16 ,Central Delta,12/13/2018,12,2018,DissNitrateNitrite,0.581,,
D26,Central Delta,12/13/2018,12,2018,DissNitrateNitrite,0.61,,
D19,Central Delta,1/11/2019,1,2019,DissNitrateNitrite,0.67,,
D28A,Central Delta,1/11/2019,1,2019,DissNitrateNitrite,0.73,,
D16,Central Delta,1/15/2019,1,2019,DissNitrateNitrite,0.59,,
D26,Central Delta,1/15/2019,1,2019,DissNitrateNitrite,0.67,,
D19,Central Delta,2/13/2019,2,2019,DissNitrateNitrite,0.7,,
D28A,Central Delta,2/13/2019,2,2019,DissNitrateNitrite,1.01,,
D16,Central Delta,2/15/2019,2,2019,DissNitrateNitrite,0.59,,
D26,Central Delta,2/15/2019,2,2019,DissNitrateNitrite,0.57,,
D19,Central Delta,3/13/2019,3,2019,DissNitrateNitrite,0.53,,
D28A,Central Delta,3/13/2019,3,2019,DissNitrateNitrite,1.06,,
D16,Central Delta,3/14/2019,3,2019,DissNitrateNitrite,0.3,,
D26,Central Delta,3/14/2019,3,2019,DissNitrateNitrite,0.377,,
D19,Central Delta,4/11/2019,4,2019,DissNitrateNitrite,0.24,,
D28A,Central Delta,4/11/2019,4,2019,DissNitrateNitrite,0.35,,
D16,Central Delta,4/12/2019,4,2019,DissNitrateNitrite,0.2,,
D26,Central Delta,4/12/2019,4,2019,DissNitrateNitrite,0.18,,
D19,Central Delta,5/10/2019,5,2019,DissNitrateNitrite,0.094,,
D28A,Central Delta,5/10/2019,5,2019,DissNitrateNitrite,0.184,,
D16,Central Delta,5/13/2019,5,2019,DissNitrateNitrite,0.14,,
D26,Central Delta,5/13/2019,5,2019,DissNitrateNitrite,0.152,,
D19,Central Delta,6/7/2019,6,2019,DissNitrateNitrite,0.155,,
D28A,Central Delta,6/7/2019,6,2019,DissNitrateNitrite,0.12,,
D16,Central Delta,6/10/2019,6,2019,DissNitrateNitrite,0.15,,
D26,Central Delta,6/10/2019,6,2019,DissNitrateNitrite,0.14,,
D19,Central Delta,7/9/2019,7,2019,DissNitrateNitrite,0.175,,
D28A,Central Delta,7/9/2019,7,2019,DissNitrateNitrite,0.05,,
D16,Central Delta,7/10/2019,7,2019,DissNitrateNitrite,0.197,,
D26,Central Delta,7/10/2019,7,2019,DissNitrateNitrite,0.205,,
D19,Central Delta,8/6/2019,8,2019,DissNitrateNitrite,0.171,,
D28A,Central Delta,8/6/2019,8,2019,DissNitrateNitrite,0.058,,
D16,Central Delta,8/7/2019,8,2019,DissNitrateNitrite,0.203,,
D26,Central Delta,8/7/2019,8,2019,DissNitrateNitrite,0.211,,
D19,Central Delta,9/4/2019,9,2019,DissNitrateNitrite,0.185,,
D28A,Central Delta,9/4/2019,9,2019,DissNitrateNitrite,0.062,,
D16,Central Delta,9/5/2019,9,2019,DissNitrateNitrite,0.215,,
D26,Central Delta,9/5/2019,9,2019,DissNitrateNitrite,0.199,,
D19,Central Delta,10/3/2019,10,2019,DissNitrateNitrite,0.22,,
D28A,Central Delta,10/3/2019,10,2019,DissNitrateNitrite,0.12,,
D16,Central Delta,10/4/2019,10,2019,DissNitrateNitrite,NA,,
D26,Central Delta,10/4/2019,10,2019,DissNitrateNitrite,NA,,
D19,Central Delta,11/4/2019,11,2019,DissNitrateNitrite,0.35,,
D28A,Central Delta,11/4/2019,11,2019,DissNitrateNitrite,0.22,,
D16,Central Delta,11/5/2019,11,2019,DissNitrateNitrite,0.36,,
D26,Central Delta,11/5/2019,11,2019,DissNitrateNitrite,0.35,,
D19,Central Delta,12/3/2019,12,2019,DissNitrateNitrite,0.38,,
D28A,Central Delta,12/3/2019,12,2019,DissNitrateNitrite,0.38,,
D16,Central Delta,12/4/2019,12,2019,DissNitrateNitrite,0.4,,
D26,Central Delta,12/4/2019,12,2019,DissNitrateNitrite,0.38,,
D22 ,Confluence,1/5/2018,1,2018,DissNitrateNitrite,0.4,,
D4 ,Confluence,1/5/2018,1,2018,DissNitrateNitrite,0.47,,
D12 ,Confluence,1/8/2018,1,2018,DissNitrateNitrite,0.46,,
D10 ,Confluence,1/10/2018,1,2018,DissNitrateNitrite,0.46,,
D22 ,Confluence,2/5/2018,2,2018,DissNitrateNitrite,0.47,,
D4 ,Confluence,2/5/2018,2,2018,DissNitrateNitrite,0.55,,
D12 ,Confluence,2/6/2018,2,2018,DissNitrateNitrite,0.57,,
D10 ,Confluence,2/8/2018,2,2018,DissNitrateNitrite,0.61,,
D22 ,Confluence,3/9/2018,3,2018,DissNitrateNitrite,0.4,,
D4 ,Confluence,3/9/2018,3,2018,DissNitrateNitrite,0.49,,
D12 ,Confluence,3/12/2018,3,2018,DissNitrateNitrite,0.49,,
D10 ,Confluence,3/14/2018,3,2018,DissNitrateNitrite,0.52,,
D22 ,Confluence,4/6/2018,4,2018,DissNitrateNitrite,0.2,,
D4 ,Confluence,4/6/2018,4,2018,DissNitrateNitrite,0.26,,
D12 ,Confluence,4/9/2018,4,2018,DissNitrateNitrite,0.33,,
D10 ,Confluence,4/11/2018,4,2018,DissNitrateNitrite,0.21,,
D12 ,Confluence,5/8/2018,5,2018,DissNitrateNitrite,0.32,,
D10 ,Confluence,5/10/2018,5,2018,DissNitrateNitrite,0.36,,
D22 ,Confluence,5/10/2018,5,2018,DissNitrateNitrite,0.26,,
D4 ,Confluence,5/10/2018,5,2018,DissNitrateNitrite,0.39,,
D12 ,Confluence,6/4/2018,6,2018,DissNitrateNitrite,0.38,,
D22 ,Confluence,6/5/2018,6,2018,DissNitrateNitrite,0.31,,
D4 ,Confluence,6/5/2018,6,2018,DissNitrateNitrite,0.4,,
D10 ,Confluence,6/8/2018,6,2018,DissNitrateNitrite,0.41,,
D10 ,Confluence,7/10/2018,7,2018,DissNitrateNitrite,0.41,,
D22 ,Confluence,7/18/2018,7,2018,DissNitrateNitrite,0.29,,
D4 ,Confluence,7/18/2018,7,2018,DissNitrateNitrite,0.36,,
D12 ,Confluence,7/19/2018,7,2018,DissNitrateNitrite,0.31,,
D22 ,Confluence,8/2/2018,8,2018,DissNitrateNitrite,0.23,,
D4 ,Confluence,8/2/2018,8,2018,DissNitrateNitrite,0.28,,
D12 ,Confluence,8/3/2018,8,2018,DissNitrateNitrite,0.23,,
D10 ,Confluence,8/7/2018,8,2018,DissNitrateNitrite,0.32,,
D22 ,Confluence,9/13/2018,9,2018,DissNitrateNitrite,0.216,,
D4 ,Confluence,9/13/2018,9,2018,DissNitrateNitrite,0.26,,
D12 ,Confluence,9/14/2018,9,2018,DissNitrateNitrite,0.224,,
D10 ,Confluence,9/18/2018,9,2018,DissNitrateNitrite,0.27,,
D22 ,Confluence,10/12/2018,10,2018,DissNitrateNitrite,0.317,,
D4 ,Confluence,10/12/2018,10,2018,DissNitrateNitrite,0.33,,
D12 ,Confluence,10/15/2018,10,2018,DissNitrateNitrite,0.33,,
D10 ,Confluence,10/17/2018,10,2018,DissNitrateNitrite,0.33,,
D4 ,Confluence,11/13/2018,11,2018,DissNitrateNitrite,0.429,,
D10 ,Confluence,11/20/2018,11,2018,DissNitrateNitrite,0.413,,
D22 ,Confluence,11/20/2018,11,2018,DissNitrateNitrite,0.447,,
D12 ,Confluence,11/29/2018,11,2018,DissNitrateNitrite,0.478,,
D22 ,Confluence,12/11/2018,12,2018,DissNitrateNitrite,0.591,,
D4 ,Confluence,12/11/2018,12,2018,DissNitrateNitrite,0.53,,
D12 ,Confluence,12/12/2018,12,2018,DissNitrateNitrite,0.536,,
D10 ,Confluence,12/17/2018,12,2018,DissNitrateNitrite,0.503,,
D22,Confluence,1/10/2019,1,2019,DissNitrateNitrite,0.46,,
D12,Confluence,1/11/2019,1,2019,DissNitrateNitrite,0.54,,
D10,Confluence,1/16/2019,1,2019,DissNitrateNitrite,0.59,,
D22,Confluence,2/12/2019,2,2019,DissNitrateNitrite,0.39,,
D4,Confluence,2/12/2019,2,2019,DissNitrateNitrite,0.44,,
