region,analyte,date,n,n.cen,median,mean,sd,RL
Northern Interior Delta,dissNitrateNitrite,6/1/2018,2,0,NA,0.165,0.120208153,
Northern Interior Delta,dissNitrateNitrite,7/1/2018,2,0,NA,0.145,0.134350288,
Northern Interior Delta,dissNitrateNitrite,8/1/2018,2,0,NA,0.145,0.091923882,
Northern Interior Delta,dissNitrateNitrite,9/1/2018,2,0,NA,0.14,0.098994949,
Northern Interior Delta,dissNitrateNitrite,10/1/2018,2,0,NA,0.2565,0.079903066,
Northern Interior Delta,dissNitrateNitrite,11/1/2018,2,0,NA,0.3325,0.249608694,
Northern Interior Delta,dissNitrateNitrite,12/1/2018,2,0,NA,0.421,0.229102597,
Northern Interior Delta,dissNitrateNitrite,1/1/2019,2,0,NA,0.4785,0.026162951,
Northern Interior Delta,dissNitrateNitrite,2/1/2019,2,0,NA,0.345,0.06363961,
Northern Interior Delta,dissNitrateNitrite,3/1/2019,2,0,NA,0.205,0.035355339,
Northern Interior Delta,dissNitrateNitrite,4/1/2019,2,0,NA,0.1275,0.031819805,
Northern Interior Delta,dissNitrateNitrite,5/1/2019,2,0,NA,0.117,0.032526912,
Northern Interior Delta,dissNitrateNitrite,6/1/2019,2,0,NA,0.115,0.035355339,
Northern Interior Delta,dissNitrateNitrite,7/1/2019,2,0,NA,0.1545,0.092630988,
Northern Interior Delta,dissNitrateNitrite,8/1/2019,2,0,NA,0.142,0.072124892,
Northern Interior Delta,dissNitrateNitrite,9/1/2019,2,0,NA,0.133,0.070710678,
Northern Interior Delta,dissNitrateNitrite,10/1/2019,2,0,NA,0.145,0.06363961,
Northern Interior Delta,dissNitrateNitrite,11/1/2019,2,0,NA,0.22,0.141421356,
Northern Interior Delta,dissNitrateNitrite,12/1/2019,2,0,NA,0.21,0.113137085,
San Pablo Bay,dissNitrateNitrite,1/1/2018,6,0,0.45,0.455,0.030166206,
San Pablo Bay,dissNitrateNitrite,2/1/2018,6,0,0.47,0.465,0.050892043,
San Pablo Bay,dissNitrateNitrite,3/1/2018,6,0,0.44,0.4433333,0.047609523,
San Pablo Bay,dissNitrateNitrite,4/1/2018,6,0,0.26,0.2966667,0.100133245,
San Pablo Bay,dissNitrateNitrite,5/1/2018,6,0,0.31,0.32,0.036331804,
San Pablo Bay,dissNitrateNitrite,6/1/2018,6,0,0.36,0.3833333,0.033862467,
San Pablo Bay,dissNitrateNitrite,7/1/2018,6,0,0.39,0.4016667,0.047504386,
San Pablo Bay,dissNitrateNitrite,8/1/2018,6,0,0.376,0.3733333,0.017235622,
San Pablo Bay,dissNitrateNitrite,9/1/2018,6,0,0.35,0.35,0.017888544,
San Pablo Bay,dissNitrateNitrite,10/1/2018,6,0,0.31,0.3091667,0.028002976,
San Pablo Bay,dissNitrateNitrite,11/1/2018,3,0,0.359,0.3646667,0.044769782,
San Pablo Bay,dissNitrateNitrite,12/1/2018,6,0,0.38,0.375,0.041646128,
San Pablo Bay,dissNitrateNitrite,1/1/2019,6,0,0.54,0.5251667,0.050558547,
San Pablo Bay,dissNitrateNitrite,2/1/2019,6,0,0.46,0.47,0.027568098,
San Pablo Bay,dissNitrateNitrite,3/1/2019,6,0,0.29,0.2958333,0.014918668,
San Pablo Bay,dissNitrateNitrite,4/1/2019,6,0,0.19,0.1923333,0.006377042,
San Pablo Bay,dissNitrateNitrite,5/1/2019,6,0,0.14,0.1433333,0.025819889,
San Pablo Bay,dissNitrateNitrite,6/1/2019,6,0,0.23,0.2273333,0.023406552,
San Pablo Bay,dissNitrateNitrite,7/1/2019,6,0,0.256,0.2575,0.011878552,
San Pablo Bay,dissNitrateNitrite,8/1/2019,6,0,0.206,0.2088333,0.009474527,
San Pablo Bay,dissNitrateNitrite,9/1/2019,6,0,0.248,0.2508333,0.023447104,
San Pablo Bay,dissNitrateNitrite,10/1/2019,6,6,NA,0,0,15
San Pablo Bay,dissNitrateNitrite,11/1/2019,6,6,NA,0,0,15
San Pablo Bay,dissNitrateNitrite,12/1/2019,6,6,NA,0,0,15
Southern Interior Delta,dissNitrateNitrite,1/1/2018,4,0,0.65,0.9475,0.570343464,
Southern Interior Delta,dissNitrateNitrite,2/1/2018,4,0,0.94,1.305,0.689806736,
Southern Interior Delta,dissNitrateNitrite,3/1/2018,4,0,0.79,1.17,0.612535713,
Southern Interior Delta,dissNitrateNitrite,4/1/2018,4,0,0.43,0.45,0.17185265,
Southern Interior Delta,dissNitrateNitrite,5/1/2018,4,0,0.31,0.3125,0.179884222,
Southern Interior Delta,dissNitrateNitrite,6/1/2018,4,0,0.24,0.4875,0.373753484,
Southern Interior Delta,dissNitrateNitrite,7/1/2018,4,0,0.14,0.595,0.537556199,
Southern Interior Delta,dissNitrateNitrite,8/1/2018,4,1,0.11,0.5525,0.599147832,0.01
Southern Interior Delta,dissNitrateNitrite,9/1/2018,4,0,0.12,0.7025,0.72195914,
Southern Interior Delta,dissNitrateNitrite,10/1/2018,4,0,0.248,1.17225,1.144544269,
Southern Interior Delta,dissNitrateNitrite,11/1/2018,4,0,0.441,1.2095,0.896241969,
Southern Interior Delta,dissNitrateNitrite,12/1/2018,4,0,0.636,1.33525,0.899713056,
Southern Interior Delta,dissNitrateNitrite,1/1/2019,4,0,0.96,2.0475,1.338590677,
Southern Interior Delta,dissNitrateNitrite,2/1/2019,4,0,0.94,1.035,0.151107026,
Southern Interior Delta,dissNitrateNitrite,3/1/2019,4,0,0.438,0.527,0.147679834,
Southern Interior Delta,dissNitrateNitrite,4/1/2019,4,0,0.28,0.275,0.142711831,
Southern Interior Delta,dissNitrateNitrite,5/1/2019,4,1,0.308,0.3265,0.026117523,0.05
Southern Interior Delta,dissNitrateNitrite,6/1/2019,4,1,0.11,0.162,0.070164093,0.05
Southern Interior Delta,dissNitrateNitrite,7/1/2019,4,0,0.131,0.40475,0.362078606,
Southern Interior Delta,dissNitrateNitrite,8/1/2019,4,0,0.146,0.33775,0.267458875,
Southern Interior Delta,dissNitrateNitrite,9/1/2019,4,0,0.118,0.48225,0.467291754,
Southern Interior Delta,dissNitrateNitrite,10/1/2019,2,0,NA,0.385,0.318198052,
Southern Interior Delta,dissNitrateNitrite,11/1/2019,4,0,0.45,0.8025,0.524110357,
Southern Interior Delta,dissNitrateNitrite,12/1/2019,4,0,0.64,1.3225,1.112965259,
Suisun & Grizzly Bays,dissNitrateNitrite,1/1/2018,4,0,0.47,0.5975,0.229836899,
Suisun & Grizzly Bays,dissNitrateNitrite,2/1/2018,4,0,0.58,0.6325,0.082613558,
Suisun & Grizzly Bays,dissNitrateNitrite,3/1/2018,4,0,0.54,0.645,0.186458217,
Suisun & Grizzly Bays,dissNitrateNitrite,4/1/2018,4,0,0.23,0.56,0.547783412,
Suisun & Grizzly Bays,dissNitrateNitrite,5/1/2018,4,0,0.39,0.4975,0.175,
Suisun & Grizzly Bays,dissNitrateNitrite,6/1/2018,4,0,0.45,0.5575,0.18025445,
Suisun & Grizzly Bays,dissNitrateNitrite,7/1/2018,4,0,0.46,0.4925,0.06946222,
Suisun & Grizzly Bays,dissNitrateNitrite,8/1/2018,4,0,0.35,0.335,0.073257537,
Suisun & Grizzly Bays,dissNitrateNitrite,9/1/2018,4,0,0.3,0.395,0.170587221,
Suisun & Grizzly Bays,dissNitrateNitrite,10/1/2018,4,0,0.35,0.3725,0.067019898,
Suisun & Grizzly Bays,dissNitrateNitrite,11/1/2018,4,0,0.416,0.42425,0.018518009,
Suisun & Grizzly Bays,dissNitrateNitrite,12/1/2018,4,0,0.487,0.5065,0.045066617,
Suisun & Grizzly Bays,dissNitrateNitrite,1/1/2019,4,0,0.57,0.6325,0.094648472,
Suisun & Grizzly Bays,dissNitrateNitrite,2/1/2019,4,0,0.42,0.438,0.056356011,
Suisun & Grizzly Bays,dissNitrateNitrite,3/1/2019,4,0,0.33,0.355,0.065574385,
Suisun & Grizzly Bays,dissNitrateNitrite,4/1/2019,4,0,0.17,0.2275,0.075883683,
Suisun & Grizzly Bays,dissNitrateNitrite,5/1/2019,4,0,0.16,0.20875,0.067307132,
Suisun & Grizzly Bays,dissNitrateNitrite,6/1/2019,4,0,0.17,0.255,0.120692447,
Suisun & Grizzly Bays,dissNitrateNitrite,7/1/2019,4,0,0.266,0.3165,0.088202419,
Suisun & Grizzly Bays,dissNitrateNitrite,8/1/2019,4,0,0.158,0.1985,0.077638049,
Suisun & Grizzly Bays,dissNitrateNitrite,9/1/2019,4,0,0.272,0.2845,0.041348116,
Suisun & Grizzly Bays,dissNitrateNitrite,10/1/2019,4,4,NA,0,0,7.5
Suisun & Grizzly Bays,dissNitrateNitrite,11/1/2019,4,4,NA,0,0,7.5
Suisun & Grizzly Bays,dissNitrateNitrite,12/1/2019,4,3,0.63,0.63,#NUM!,7.5
s,totPhos,1/1/2018,4,0,NA,0.065,0.005773503,
Central Delta,totPhos,2/1/2018,4,0,NA,0.07,0,
Central Delta,totPhos,3/1/2018,4,0,0.07,0.07,0.008164966,
Central Delta,totPhos,4/1/2018,4,0,0.06,0.065,0.017320508,
Central Delta,totPhos,5/1/2018,4,0,NA,0.075,0.005773503,
Central Delta,totPhos,6/1/2018,4,0,NA,0.075,0.005773503,
Central Delta,totPhos,7/1/2018,4,0,NA,0.065,0.005773503,
Central Delta,totPhos,8/1/2018,4,0,NA,0.0675,0.005,
Central Delta,totPhos,9/1/2018,4,0,NA,0.0795,0.001,
Central Delta,totPhos,10/1/2018,4,0,NA,0.075,0.005773503,
Central Delta,totPhos,11/1/2018,4,0,0.079,0.081,0.008602325,
Central Delta,totPhos,12/1/2018,4,0,0.072,0.077,0.009556848,
Central Delta,totPhos,1/1/2019,4,0,NA,0.085,0.01,
Central Delta,totPhos,2/1/2019,4,0,0.094,0.1255,0.046256531,
Central Delta,totPhos,3/1/2019,4,0,0.07,0.0775,0.009574271,
Central Delta,totPhos,4/1/2019,4,0,0.05,0.05175,0.005678908,
Central Delta,totPhos,5/1/2019,4,0,0.05,0.0525,0.012583057,
Central Delta,totPhos,6/1/2019,4,0,0.05,0.0575,0.009574271,
Central Delta,totPhos,7/1/2019,4,0,0.06,0.0695,0.018375709,
Central Delta,totPhos,8/1/2019,4,0,0.067,0.06875,0.002753785,
Central Delta,totPhos,9/1/2019,4,0,0.06,0.06125,0.006184658,
Central Delta,totPhos,10/1/2019,4,0,0.05,0.0525,0.003696846,
Central Delta,totPhos,11/1/2019,4,0,0.054,0.0565,0.005567764,
Central Delta,totPhos,12/1/2019,4,2,0.042,0.0435,0.003,0.1
Confluence,totPhos,1/1/2018,4,0,0.07,0.075,0.01,
Confluence,totPhos,2/1/2018,4,0,0.09,0.09,0.008164966,
Confluence,totPhos,3/1/2018,4,0,NA,0.0825,0.009574271,
Confluence,totPhos,4/1/2018,4,0,NA,0.055,0.005773503,
Confluence,totPhos,5/1/2018,4,0,0.07,0.085,0.023804761,
Confluence,totPhos,6/1/2018,4,0,NA,0.0875,0.015,
Confluence,totPhos,7/1/2018,4,0,0.09,0.0975,0.009574271,
Confluence,totPhos,8/1/2018,4,0,0.08,0.0895,0.01754043,
Confluence,totPhos,9/1/2018,4,0,0.08,0.09125,0.014728091,
Confluence,totPhos,10/1/2018,4,0,NA,0.0975,0.005,
Confluence,totPhos,11/1/2018,4,0,0.09,0.0895,0.007371115,
Confluence,totPhos,12/1/2018,4,0,0.085,0.092,0.008124038,
Confluence,totPhos,1/1/2019,4,0,0.111,0.1095,0.011030261,
Confluence,totPhos,2/1/2019,4,0,0.09,0.107,0.034966651,
Confluence,totPhos,3/1/2019,4,0,0.07,0.08,0.014142136,
Confluence,totPhos,4/1/2019,4,0,0.05,0.0575,0.009574271,
Confluence,totPhos,5/1/2019,4,0,0.05,0.0575,0.009574271,
Confluence,totPhos,6/1/2019,4,0,0.05,0.0505,0.009,
Confluence,totPhos,7/1/2019,4,0,0.07,0.07575,0.011615363,
Confluence,totPhos,8/1/2019,4,0,0.067,0.068,0.001825742,
Confluence,totPhos,9/1/2019,4,0,0.076,0.083,0.023636131,
Confluence,totPhos,10/1/2019,4,0,0.069,0.0775,0.013699148,
Confluence,totPhos,11/1/2019,4,0,0.068,0.07275,0.008920949,
Confluence,totPhos,12/1/2019,4,3,0.044,0.044,#NUM!,0.1
Northern Interior Delta,totPhos,1/1/2018,2,0,NA,0.07,0,
Northern Interior Delta,totPhos,2/1/2018,2,0,NA,0.08,0,
Northern Interior Delta,totPhos,3/1/2018,2,0,NA,0.075,0.007071068,
Northern Interior Delta,totPhos,4/1/2018,2,0,NA,0.045,0.007071068,
Northern Interior Delta,totPhos,5/1/2018,2,0,NA,0.08,0.014142136,
Northern Interior Delta,totPhos,6/1/2018,2,0,NA,0.065,0.021213203,
Northern Interior Delta,totPhos,7/1/2018,2,0,NA,0.075,0.007071068,
Northern Interior Delta,totPhos,8/1/2018,2,0,NA,0.0915,0.030405592,
Northern Interior Delta,totPhos,9/1/2018,2,0,NA,0.07,0,
Northern Interior Delta,totPhos,10/1/2018,2,0,NA,0.09,0.014142136,
Northern Interior Delta,totPhos,11/1/2018,2,0,NA,0.119,0.04384062,
Northern Interior Delta,totPhos,12/1/2018,2,0,NA,0.115,0.007071068,
Northern Interior Delta,totPhos,1/1/2019,2,0,NA,0.12,0,
Northern Interior Delta,totPhos,2/1/2019,2,0,NA,0.1,0.028284271,
Northern Interior Delta,totPhos,3/1/2019,2,0,NA,0.075,0.007071068,
Northern Interior Delta,totPhos,4/1/2019,2,0,NA,0.065,0.021213203,
Northern Interior Delta,totPhos,5/1/2019,2,0,NA,0.0435,0.004949748,
Northern Interior Delta,totPhos,6/1/2019,2,0,NA,0.045,0.007071068,
Northern Interior Delta,totPhos,7/1/2019,2,0,NA,0.0475,0.006363961,
Northern Interior Delta,totPhos,8/1/2019,2,0,NA,0.0605,0.000707107,
Northern Interior Delta,totPhos,9/1/2019,2,0,NA,0.0505,0.000707107,
Northern Interior Delta,totPhos,10/1/2019,2,0,NA,0.05,0.005656854,
Northern Interior Delta,totPhos,11/1/2019,2,0,NA,0.0795,0.014849242,
Northern Interior Delta,totPhos,12/1/2019,2,1,0.068,0.068,#NUM!,0.1
San Pablo Bay,totPhos,1/1/2018,6,0,0.08,0.09166667,0.014719601,
San Pablo Bay,totPhos,2/1/2018,6,0,NA,0.085,0.005477226,
San Pablo Bay,totPhos,3/1/2018,6,0,NA,0.09333333,0.008164966,
San Pablo Bay,totPhos,4/1/2018,6,0,0.1,0.12,0.048989795,
San Pablo Bay,totPhos,5/1/2018,6,0,0.08,0.08,0.008944272,
San Pablo Bay,totPhos,6/1/2018,6,0,0.11,0.11833333,0.011690452,
San Pablo Bay,totPhos,7/1/2018,6,0,0.11,0.11833333,0.017224014,
San Pablo Bay,totPhos,8/1/2018,6,0,0.128,0.134,0.014310835,
San Pablo Bay,totPhos,9/1/2018,6,0,0.106,0.10966667,0.00958471,
San Pablo Bay,totPhos,10/1/2018,6,0,0.1,0.10333333,0.005316641,
San Pablo Bay,totPhos,11/1/2018,3,0,0.09,0.092,0.006244998,
San Pablo Bay,totPhos,12/1/2018,6,0,0.091,0.0905,0.00911592,
San Pablo Bay,totPhos,1/1/2019,6,0,NA,0.095,0.005477226,
San Pablo Bay,totPhos,2/1/2019,6,0,0.17,0.16733333,0.039858082,
San Pablo Bay,totPhos,3/1/2019,6,0,0.08,0.08333333,0.010327956,
San Pablo Bay,totPhos,4/1/2019,6,0,0.08,0.23333333,0.385417523,
San Pablo Bay,totPhos,5/1/2019,6,0,0.09,0.09416667,0.02615658,
San Pablo Bay,totPhos,6/1/2019,6,0,0.078,0.08533333,0.019459359,
San Pablo Bay,totPhos,7/1/2019,6,0,0.1,0.118,0.054739383,
San Pablo Bay,totPhos,8/1/2019,6,0,0.098,0.09866667,0.007447595,
San Pablo Bay,totPhos,9/1/2019,6,0,0.1,0.108,0.017297399,
San Pablo Bay,totPhos,10/1/2019,6,0,0.089,0.08966667,0.004718757,
San Pablo Bay,totPhos,11/1/2019,6,0,0.074,0.0755,0.009005554,
San Pablo Bay,totPhos,12/1/2019,6,6,NA,0,0,0.1
Southern Interior Delta,totPhos,1/1/2018,4,0,0.06,0.1075,0.082209083,
Southern Interior Delta,totPhos,2/1/2018,4,0,NA,0.175,0.109696551,
Southern Interior Delta,totPhos,3/1/2018,4,0,0.09,0.115,0.049328829,
Southern Interior Delta,totPhos,4/1/2018,4,0,0.1,0.1375,0.047871355,
Southern Interior Delta,totPhos,5/1/2018,4,0,0.09,0.095,0.012909945,
Southern Interior Delta,totPhos,6/1/2018,4,0,0.11,0.1325,0.033040379,
Southern Interior Delta,totPhos,7/1/2018,4,0,0.1,0.135,0.069522179,
Southern Interior Delta,totPhos,8/1/2018,4,0,0.08,0.13375,0.074540258,
Southern Interior Delta,totPhos,9/1/2018,4,0,0.09,0.2025,0.151299923,
Southern Interior Delta,totPhos,10/1/2018,4,0,0.08,0.17075,0.133074854,
Southern Interior Delta,totPhos,11/1/2018,4,0,0.081,0.14175,0.093727886,
Southern Interior Delta,totPhos,12/1/2018,4,0,0.078,0.162,0.10678327,
Southern Interior Delta,totPhos,1/1/2019,4,0,0.15,0.2125,0.130735101,
Southern Interior Delta,totPhos,2/1/2019,4,0,0.153,0.20875,0.089715755,
Southern Interior Delta,totPhos,3/1/2019,4,0,0.078,0.092,0.032290349,
Southern Interior Delta,totPhos,4/1/2019,4,0,0.08,0.085,0.012909945,
Southern Interior Delta,totPhos,5/1/2019,4,0,0.08,0.0845,0.016360522,
Southern Interior Delta,totPhos,6/1/2019,4,0,0.09,0.0955,0.013699148,
Southern Interior Delta,totPhos,7/1/2019,4,0,0.083,0.097,0.031864296,
Southern Interior Delta,totPhos,8/1/2019,4,0,0.081,0.09825,0.039075781,
Southern Interior Delta,totPhos,9/1/2019,4,0,0.093,0.10975,0.040606855,
Southern Interior Delta,totPhos,10/1/2019,4,0,0.078,0.092,0.030155154,
Southern Interior Delta,totPhos,11/1/2019,4,0,0.11,0.1145,0.048863756,
Southern Interior Delta,totPhos,12/1/2019,4,0,0.059,0.1135,0.080160256,
Suisun & Grizzly Bays,totPhos,1/1/2018,4,0,0.08,0.1175,0.056789084,
Suisun & Grizzly Bays,totPhos,2/1/2018,4,0,0.08,0.1075,0.037749172,
Suisun & Grizzly Bays,totPhos,3/1/2018,4,0,0.1,0.115,0.026457513,
Suisun & Grizzly Bays,totPhos,4/1/2018,4,0,0.07,0.1225,0.089953692,
Suisun & Grizzly Bays,totPhos,5/1/2018,4,0,0.1,0.145,0.064549722,
Suisun & Grizzly Bays,totPhos,6/1/2018,4,0,0.12,0.1375,0.049244289,
Suisun & Grizzly Bays,totPhos,7/1/2018,4,0,0.11,0.1225,0.034034296,
Suisun & Grizzly Bays,totPhos,8/1/2018,4,0,0.1,0.1145,0.026400758,
Suisun & Grizzly Bays,totPhos,9/1/2018,4,0,0.1,0.13975,0.074262485,
Suisun & Grizzly Bays,totPhos,10/1/2018,4,0,0.108,0.1305,0.042555846,
Suisun & Grizzly Bays,totPhos,11/1/2018,4,0,0.103,0.11125,0.026849891,
Suisun & Grizzly Bays,totPhos,12/1/2018,4,0,0.1,0.10525,0.013149778,
Suisun & Grizzly Bays,totPhos,1/1/2019,4,0,0.094,0.1235,0.043882419,
Suisun & Grizzly Bays,totPhos,2/1/2019,4,0,0.18,0.18625,0.033008837,
Suisun & Grizzly Bays,totPhos,3/1/2019,4,0,0.08,0.11925,0.059292355,
Suisun & Grizzly Bays,totPhos,4/1/2019,4,0,0.07,0.1075,0.051881275,
Suisun & Grizzly Bays,totPhos,5/1/2019,4,0,0.08,0.13125,0.07157921,
Suisun & Grizzly Bays,totPhos,6/1/2019,4,0,0.055,0.12625,0.09826622,
Suisun & Grizzly Bays,totPhos,7/1/2019,4,0,0.102,0.13175,0.049848939,
Suisun & Grizzly Bays,totPhos,8/1/2019,4,0,0.099,0.10725,0.036782016,
Suisun & Grizzly Bays,totPhos,9/1/2019,4,0,0.105,0.11525,0.026272609,
Suisun & Grizzly Bays,totPhos,10/1/2019,4,0,0.094,0.097,0.010893423,
Suisun & Grizzly Bays,totPhos,11/1/2019,4,0,0.075,0.0795,0.006454972,
Suisun & Grizzly Bays,totPhos,12/1/2019,4,1,0.044,0.0705,0.056214989,0.1
