"","Year","Month","DateTime","Region","StationCode","Group","Units.per.mL","BV.um3.per.mL"
"479","2014","Aug",2014-08-15 10:15:00,"Entrapment Zone","EZ2-SJR","Green Algae",360.34,105864.2886
"480","2014","Aug",2014-08-15 10:25:00,"Central Delta","D26","Cryptophytes",1286.94,275237.8578
"481","2014","Aug",2014-08-15 10:25:00,"Central Delta","D26","Cyanobacteria",90300.29,477291.7276
"482","2014","Aug",2014-08-15 10:25:00,"Central Delta","D26","Diatoms",1501.43,317706.8778
"483","2014","Aug",2014-08-15 10:25:00,"Central Delta","D26","Green Algae",214.49,19722.3555
"484","2014","Aug",2014-08-15 11:35:00,"Southern Interior Delta","MD10A","Cryptophytes",675.63,310894.1473
"485","2014","Aug",2014-08-15 11:35:00,"Southern Interior Delta","MD10A","Cyanobacteria",27625.76,177326.22515
"486","2014","Aug",2014-08-15 11:35:00,"Southern Interior Delta","MD10A","Diatoms",675.63,205314.1979
"487","2014","Aug",2014-08-15 11:35:00,"Southern Interior Delta","MD10A","Green Algae",825.77,27227.1383
"488","2014","Aug",2014-08-15 12:15:00,"Southern Interior Delta","C10A","Cryptophytes",70.38,47808.4302
"489","2014","Aug",2014-08-15 12:15:00,"Southern Interior Delta","C10A","Cyanobacteria",24844.14,41835.6315
"490","2014","Aug",2014-08-15 12:15:00,"Southern Interior Delta","C10A","Diatoms",3519,3088722.7206
"491","2014","Aug",2014-08-15 12:15:00,"Southern Interior Delta","C10A","Green Algae",1126.08,35704.4778
"492","2014","Aug",2014-08-15 12:15:00,"Southern Interior Delta","C10A","Other",140.76,103545.8712
"493","2014","Aug",2014-08-15 13:10:00,"Southern Interior Delta","P8","Cryptophytes",2072.07,602172.3708
"494","2014","Aug",2014-08-15 13:10:00,"Southern Interior Delta","P8","Cyanobacteria",34504.47,482391.85995
"495","2014","Aug",2014-08-15 13:10:00,"Southern Interior Delta","P8","Diatoms",450.45,40767.5268
"496","2014","Aug",2014-08-15 13:10:00,"Southern Interior Delta","P8","Green Algae",720.72,35697.2616
"497","2014","Aug",2014-08-18 10:45:00,"Grizzly and Suisun Bay","D8","Cryptophytes",250.24,83860.4288
"498","2014","Aug",2014-08-18 10:45:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",112608,274737.2448
"499","2014","Aug",2014-08-18 10:45:00,"Grizzly and Suisun Bay","D8","Diatoms",750.72,291929.984
"500","2014","Aug",2014-08-18 12:15:00,"Confluence","D4","Cyanobacteria",110444.21,314699.3356
"501","2014","Aug",2014-08-18 12:15:00,"Confluence","D4","Diatoms",1621.53,1802047.7281
"502","2014","Aug",2014-08-18 12:55:00,"Entrapment Zone","EZ6","Cryptophytes",300.29,145334.3542
"503","2014","Aug",2014-08-18 12:55:00,"Entrapment Zone","EZ6","Cyanobacteria",148943.84,642959.9277
"504","2014","Aug",2014-08-18 12:55:00,"Entrapment Zone","EZ6","Diatoms",2702.61,869501.7066
"505","2014","Aug",2014-08-18 13:30:00,"Entrapment Zone","EZ2","Cryptophytes",375.36,126638.9568
"506","2014","Aug",2014-08-18 13:30:00,"Entrapment Zone","EZ2","Cyanobacteria",167035.2,1550803.5936
"507","2014","Aug",2014-08-18 13:30:00,"Entrapment Zone","EZ2","Diatoms",750.72,60091.3824
"508","2014","Aug",2014-08-19 11:05:00,"Grizzly and Suisun Bay","D7","Cryptophytes",187.68,111341.16
"509","2014","Aug",2014-08-19 11:05:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",79388.64,258092.844
"510","2014","Aug",2014-08-19 11:05:00,"Grizzly and Suisun Bay","D7","Diatoms",750.72,237931.32
"511","2014","Aug",2014-08-20 09:45:00,"San Pablo Bay","D41A","Cyanobacteria",110606.08,164038.576
"512","2014","Aug",2014-08-20 09:45:00,"San Pablo Bay","D41A","Diatoms",1501.44,1001440.4608
"513","2014","Aug",2014-08-20 10:45:00,"San Pablo Bay","D41","Cryptophytes",360.36,110969.2584
"514","2014","Aug",2014-08-20 10:45:00,"San Pablo Bay","D41","Cyanobacteria",38288.25,65227.41225
"515","2014","Aug",2014-08-20 10:45:00,"San Pablo Bay","D41","Diatoms",360.36,80106.2262
"516","2014","Aug",2014-08-20 10:45:00,"San Pablo Bay","D41","Golden Algae",90.09,3616.2126
"517","2014","Aug",2014-08-20 12:50:00,"San Pablo Bay","D6","Cryptophytes",214.49,94759.5371
"518","2014","Aug",2014-08-20 12:50:00,"San Pablo Bay","D6","Cyanobacteria",96734.99,312559.1178
"519","2014","Aug",2014-08-20 12:50:00,"San Pablo Bay","D6","Diatoms",857.96,797134.9258
"520","2014","Sep",2014-09-15 09:15:00,"Entrapment Zone","EZ6-SJR","Cryptophytes",250.24,11658.6816
"521","2014","Sep",2014-09-15 09:15:00,"Entrapment Zone","EZ6-SJR","Cyanobacteria",101347.2,175872.4256
"522","2014","Sep",2014-09-15 09:15:00,"Entrapment Zone","EZ6-SJR","Diatoms",1000.96,87806.7136
"523","2014","Sep",2014-09-15 09:15:00,"Entrapment Zone","EZ6-SJR","Green Algae",250.24,6636.3648
"524","2014","Sep",2014-09-15 10:15:00,"Entrapment Zone","EZ2-SJR","Cryptophytes",540.51,21696.0714
"525","2014","Sep",2014-09-15 10:15:00,"Entrapment Zone","EZ2-SJR","Cyanobacteria",74590.38,685821.60925
"526","2014","Sep",2014-09-15 10:15:00,"Entrapment Zone","EZ2-SJR","Diatoms",540.51,74112.9295
"527","2014","Sep",2014-09-15 10:15:00,"Entrapment Zone","EZ2-SJR","Green Algae",180.17,8885.9844
"528","2014","Sep",2014-09-15 10:55:00,"Central Delta","D19","Cyanobacteria",222962.85,5207146.4677
"529","2014","Sep",2014-09-15 10:55:00,"Central Delta","D19","Diatoms",450.43,921309.522
"530","2014","Sep",2014-09-15 12:00:00,"Central Delta","D28A","Cryptophytes",3453.22,1836174.665
"531","2014","Sep",2014-09-15 12:00:00,"Central Delta","D28A","Cyanobacteria",59455.44,2406126.3739
"532","2014","Sep",2014-09-15 12:00:00,"Central Delta","D28A","Diatoms",1801.68,511325.7924
"533","2014","Sep",2014-09-15 13:20:00,"Entrapment Zone","EZ6","Cryptophytes",1072.45,559469.2813
"534","2014","Sep",2014-09-15 13:20:00,"Entrapment Zone","EZ6","Cyanobacteria",98236.42,282546.60455
"535","2014","Sep",2014-09-15 13:20:00,"Entrapment Zone","EZ6","Diatoms",857.96,416421.6105
"536","2014","Sep",2014-09-16 10:15:00,"Central Delta","D26","Cryptophytes",1126.08,153993.3168
"537","2014","Sep",2014-09-16 10:15:00,"Central Delta","D26","Cyanobacteria",74884.32,964896.6624
"538","2014","Sep",2014-09-16 10:15:00,"Central Delta","D26","Diatoms",563.04,148269.0768
"539","2014","Sep",2014-09-16 10:15:00,"Central Delta","D26","Green Algae",375.36,52030.5264
"540","2014","Sep",2014-09-16 11:20:00,"Southern Interior Delta","MD10A","Cryptophytes",810.81,194959.2645
"541","2014","Sep",2014-09-16 11:20:00,"Southern Interior Delta","MD10A","Cyanobacteria",39549.51,2985079.44735
"542","2014","Sep",2014-09-16 11:20:00,"Southern Interior Delta","MD10A","Diatoms",450.45,316764.5481
"543","2014","Sep",2014-09-16 11:20:00,"Southern Interior Delta","MD10A","Green Algae",720.72,33519.7863
"544","2014","Sep",2014-09-16 12:40:00,"Southern Interior Delta","P8","Cryptophytes",1801.8,618321.9042
"545","2014","Sep",2014-09-16 12:40:00,"Southern Interior Delta","P8","Cyanobacteria",42432.39,800251.452
"546","2014","Sep",2014-09-16 12:40:00,"Southern Interior Delta","P8","Diatoms",900.9,211985.3736
"547","2014","Sep",2014-09-16 12:40:00,"Southern Interior Delta","P8","Green Algae",1171.17,162040.3785
"548","2014","Sep",2014-09-18 11:10:00,"Grizzly and Suisun Bay","D8","Cryptophytes",750.72,179050.4736
"549","2014","Sep",2014-09-18 11:10:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",77887.2,68559.504
"550","2014","Sep",2014-09-18 12:35:00,"Confluence","D4","Cyanobacteria",156525.12,332537.0544
"551","2014","Sep",2014-09-18 12:35:00,"Confluence","D4","Diatoms",1126.08,398636.0736
"552","2014","Sep",2014-09-18 14:00:00,"Entrapment Zone","EZ2","Cryptophytes",1126.08,587663.616
"553","2014","Sep",2014-09-18 14:00:00,"Entrapment Zone","EZ2","Cyanobacteria",161404.8,513284.1552
"554","2014","Sep",2014-09-18 14:00:00,"Entrapment Zone","EZ2","Diatoms",1126.08,79471.2192
"555","2014","Sep",2014-09-19 11:15:00,"Grizzly and Suisun Bay","D7","Cryptophytes",682.45,59202.5375
"556","2014","Sep",2014-09-19 11:15:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",56506.86,44758.48325
"557","2014","Sep",2014-09-19 11:15:00,"Grizzly and Suisun Bay","D7","Diatoms",545.96,473702.194
"558","2014","Sep",2014-09-22 11:05:00,"San Pablo Bay","D41A","Cryptophytes",272.98,87154.3246
"559","2014","Sep",2014-09-22 11:05:00,"San Pablo Bay","D41A","Cyanobacteria",52275.67,58731.647
"560","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Cryptophytes",1069.7,469456.424
"561","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Cyanobacteria",21225.1,22037.509
"562","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Diatoms",281.5,46319.136
"563","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Dinoflagellates",56.3,138914.62
"564","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Golden Algae",168.9,5690.241
"565","2014","Sep",2014-09-22 12:10:00,"San Pablo Bay","D41","Other",112.6,48977.059
"566","2014","Sep",2014-09-22 13:55:00,"San Pablo Bay","D6","Cyanobacteria",61106.98,75223.1428
"567","2014","Sep",2014-09-22 13:55:00,"San Pablo Bay","D6","Diatoms",150.14,1428416.946
"568","2014","Sep",2014-09-26 07:30:00,"Northern Interior Delta","C3A","Cryptophytes",166.83,32705.3532
"569","2014","Sep",2014-09-26 07:30:00,"Northern Interior Delta","C3A","Cyanobacteria",64730.04,651979.14735
"570","2014","Sep",2014-09-26 07:30:00,"Northern Interior Delta","C3A","Diatoms",1835.13,483680.2092
"571","2014","Sep",2014-09-26 11:05:00,"Southern Interior Delta","C10A","Cryptophytes",321.72,154271.1744
"572","2014","Sep",2014-09-26 11:05:00,"Southern Interior Delta","C10A","Cyanobacteria",31528.56,59547.55695
"573","2014","Sep",2014-09-26 11:05:00,"Southern Interior Delta","C10A","Diatoms",2895.48,1303744.5624
"574","2014","Sep",2014-09-26 11:05:00,"Southern Interior Delta","C10A","Other",80.43,81304.2741
"575","2014","Oct",2014-10-01 10:55:00,"Entrapment Zone","EZ6-SJR","Cyanobacteria",74508.96,527294.4672
"576","2014","Oct",2014-10-01 10:55:00,"Entrapment Zone","EZ6-SJR","Diatoms",1126.08,90521.8176
"577","2014","Oct",2014-10-01 10:55:00,"Entrapment Zone","EZ6-SJR","Green Algae",187.68,46225.584
"578","2014","Oct",2014-10-01 11:40:00,"Entrapment Zone","EZ2-SJR","Cryptophytes",720.68,239447.7317
"579","2014","Oct",2014-10-01 11:40:00,"Entrapment Zone","EZ2-SJR","Cyanobacteria",83058.37,960303.39745
"580","2014","Oct",2014-10-01 11:40:00,"Entrapment Zone","EZ2-SJR","Diatoms",1441.36,129497.1875
"581","2014","Oct",2014-10-01 11:40:00,"Entrapment Zone","EZ2-SJR","Green Algae",180.17,14572.1496
"582","2014","Oct",2014-10-01 12:30:00,"Central Delta","D19","Cryptophytes",1212.68,212596.6632
"583","2014","Oct",2014-10-01 12:30:00,"Central Delta","D19","Cyanobacteria",69296,1265604.82
"584","2014","Oct",2014-10-01 12:30:00,"Central Delta","D19","Diatoms",1212.68,365858.6264
"585","2014","Oct",2014-10-01 13:40:00,"Central Delta","D28A","Cryptophytes",1801.8,313690.377
"586","2014","Oct",2014-10-01 13:40:00,"Central Delta","D28A","Cyanobacteria",37537.5,622763.6415
"587","2014","Oct",2014-10-01 13:40:00,"Central Delta","D28A","Diatoms",400.4,88683.595
"588","2014","Oct",2014-10-01 13:40:00,"Central Delta","D28A","Green Algae",400.4,93104.011
"589","2014","Oct",2014-10-02 10:30:00,"Central Delta","D26","Cryptophytes",1251.2,199558.8928
"590","2014","Oct",2014-10-02 10:30:00,"Central Delta","D26","Cyanobacteria",99095.04,1371989.5968
"591","2014","Oct",2014-10-02 10:30:00,"Central Delta","D26","Diatoms",2001.92,262444.2048
"592","2014","Oct",2014-10-02 10:30:00,"Central Delta","D26","Green Algae",1000.96,42918.6624
"593","2014","Oct",2014-10-02 11:40:00,"Southern Interior Delta","MD10A","Cryptophytes",1151.15,197130.4335
"594","2014","Oct",2014-10-02 11:40:00,"Southern Interior Delta","MD10A","Cyanobacteria",18868.85,162558.396
"595","2014","Oct",2014-10-02 11:40:00,"Southern Interior Delta","MD10A","Diatoms",650.65,185462.277
"596","2014","Oct",2014-10-02 11:40:00,"Southern Interior Delta","MD10A","Green Algae",450.45,17849.3315
"597","2014","Oct",2014-10-02 11:40:00,"Southern Interior Delta","MD10A","Other",50.05,5194.6895
"598","2014","Oct",2014-10-02 13:00:00,"Southern Interior Delta","P8","Cryptophytes",2522.52,504385.0812
"599","2014","Oct",2014-10-02 13:00:00,"Southern Interior Delta","P8","Cyanobacteria",38558.52,729732.6036
"600","2014","Oct",2014-10-02 13:00:00,"Southern Interior Delta","P8","Diatoms",810.81,163607.9445
"601","2014","Oct",2014-10-02 13:00:00,"Southern Interior Delta","P8","Green Algae",540.54,70507.1367
"602","2014","Oct",2014-10-03 08:50:00,"Northern Interior Delta","C3A","Cryptophytes",600.56,45100.5546
"603","2014","Oct",2014-10-03 08:50:00,"Northern Interior Delta","C3A","Cyanobacteria",57353.48,406301.361
"604","2014","Oct",2014-10-03 08:50:00,"Northern Interior Delta","C3A","Diatoms",3753.5,380158.9842
"605","2014","Oct",2014-10-03 08:50:00,"Northern Interior Delta","C3A","Green Algae",1651.54,125719.729
"606","2014","Oct",2014-10-03 10:30:00,"Grizzly and Suisun Bay","D8","Cryptophytes",1000.98,293472.3213
"607","2014","Oct",2014-10-03 10:30:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",69901.77,161820.0951
"608","2014","Oct",2014-10-03 10:30:00,"Grizzly and Suisun Bay","D8","Diatoms",834.15,112193.175
"609","2014","Oct",2014-10-03 10:30:00,"Grizzly and Suisun Bay","D8","Green Algae",166.83,1265949.4158
"610","2014","Oct",2014-10-03 11:55:00,"Southern Interior Delta","C10A","Cryptophytes",225.2,63624.067
"611","2014","Oct",2014-10-03 11:55:00,"Southern Interior Delta","C10A","Cyanobacteria",21225.1,47730.014
"612","2014","Oct",2014-10-03 11:55:00,"Southern Interior Delta","C10A","Diatoms",1576.4,1100266.959
"613","2014","Oct",2014-10-03 11:55:00,"Southern Interior Delta","C10A","Green Algae",675.6,71626.549
"614","2014","Oct",2014-10-03 12:00:00,"Confluence","D4","Ciliates",150.14,101988.6006
"615","2014","Oct",2014-10-03 12:00:00,"Confluence","D4","Cryptophytes",150.14,57928.5162
"616","2014","Oct",2014-10-03 12:00:00,"Confluence","D4","Cyanobacteria",65160.76,241289.994
"617","2014","Oct",2014-10-03 12:00:00,"Confluence","D4","Diatoms",450.42,77505.2708
"618","2014","Oct",2014-10-03 12:35:00,"Entrapment Zone","EZ6","Cryptophytes",643.47,198860.1137
"619","2014","Oct",2014-10-03 12:35:00,"Entrapment Zone","EZ6","Cyanobacteria",85796,146395.8597
"620","2014","Oct",2014-10-03 12:35:00,"Entrapment Zone","EZ6","Diatoms",1286.94,975582.0262
"621","2014","Oct",2014-10-03 13:20:00,"Entrapment Zone","EZ2","Cryptophytes",5505.28,307487.4048
"622","2014","Oct",2014-10-03 13:20:00,"Entrapment Zone","EZ2","Cyanobacteria",96842.88,419205.8016
"623","2014","Oct",2014-10-03 13:20:00,"Entrapment Zone","EZ2","Diatoms",2001.92,368065.504
"624","2014","Oct",2014-10-03 13:20:00,"Entrapment Zone","EZ2","Green Algae",750.72,28955.2704
"625","2014","Oct",2014-10-06 11:45:00,"Grizzly and Suisun Bay","D7","Cryptophytes",333.66,120653.1243
"626","2014","Oct",2014-10-06 11:45:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",72070.56,165496.19415
"627","2014","Oct",2014-10-06 11:45:00,"Grizzly and Suisun Bay","D7","Diatoms",166.83,60812.8716
"628","2014","Oct",2014-10-07 10:05:00,"San Pablo Bay","D41A","Cyanobacteria",83436.61,132726.412
"629","2014","Oct",2014-10-07 10:05:00,"San Pablo Bay","D41A","Diatoms",3002.86,670038.8763
"630","2014","Oct",2014-10-07 10:05:00,"San Pablo Bay","D41A","Green Algae",214.49,30841.5171
"631","2014","Oct",2014-10-07 11:10:00,"San Pablo Bay","D41","Cryptophytes",112.6,5246.034
"632","2014","Oct",2014-10-07 11:10:00,"San Pablo Bay","D41","Cyanobacteria",23251.9,35764.2935
"633","2014","Oct",2014-10-07 11:10:00,"San Pablo Bay","D41","Diatoms",675.6,392542.179
"634","2014","Oct",2014-10-07 11:10:00,"San Pablo Bay","D41","Golden Algae",112.6,2172.054
"635","2014","Oct",2014-10-07 11:10:00,"San Pablo Bay","D41","Green Algae",56.3,8597.573
"636","2014","Oct",2014-10-07 13:35:00,"San Pablo Bay","D6","Cryptophytes",450.42,392137.1534
"637","2014","Oct",2014-10-07 13:35:00,"San Pablo Bay","D6","Cyanobacteria",64860.48,54924.2148
"638","2014","Oct",2014-10-07 13:35:00,"San Pablo Bay","D6","Diatoms",600.56,394733.074
"639","2014","Oct",2014-10-07 13:35:00,"San Pablo Bay","D6","Golden Algae",150.14,1547.9434
"640","2014","Nov",2014-11-12 09:35:00,"Entrapment Zone","EZ6-SJR","Cryptophytes",1501.45,530981.7867
"641","2014","Nov",2014-11-12 09:35:00,"Entrapment Zone","EZ6-SJR","Cyanobacteria",152847.61,2915716.8043
"642","2014","Nov",2014-11-12 09:35:00,"Entrapment Zone","EZ6-SJR","Diatoms",300.29,47334.7127
"643","2014","Nov",2014-11-12 10:20:00,"Entrapment Zone","EZ2-SJR","Cryptophytes",1415.59,278303.7071
"644","2014","Nov",2014-11-12 10:20:00,"Entrapment Zone","EZ2-SJR","Cyanobacteria",53148.97,1118785.8185
"645","2014","Nov",2014-11-12 10:20:00,"Entrapment Zone","EZ2-SJR","Diatoms",128.69,10377.5616
"646","2014","Nov",2014-11-12 10:20:00,"Entrapment Zone","EZ2-SJR","Golden Algae",128.69,1142.7672
"647","2014","Nov",2014-11-12 11:05:00,"Central Delta","D19","Cryptophytes",1876.8,311229.744
"648","2014","Nov",2014-11-12 11:05:00,"Central Delta","D19","Cyanobacteria",72069.12,2071144.70448
"649","2014","Nov",2014-11-12 11:05:00,"Central Delta","D19","Diatoms",750.72,130364.4048
"650","2014","Nov",2014-11-12 11:05:00,"Central Delta","D19","Green Algae",187.68,26986.5072
"651","2014","Nov",2014-11-12 11:05:00,"Central Delta","D19","Other",187.68,120880.9344
"652","2014","Nov",2014-11-12 12:20:00,"Central Delta","D28A","Cryptophytes",1817.46,220936.7592
"653","2014","Nov",2014-11-12 12:20:00,"Central Delta","D28A","Cyanobacteria",14263.11,338246.2953
"654","2014","Nov",2014-11-12 12:20:00,"Central Delta","D28A","Diatoms",79.02,40092.3774
"655","2014","Nov",2014-11-12 12:20:00,"Central Delta","D28A","Green Algae",39.51,3632.9445
"656","2014","Nov",2014-11-13 09:35:00,"Central Delta","D26","Cryptophytes",1544.28,362985.5878
"657","2014","Nov",2014-11-13 09:35:00,"Central Delta","D26","Cyanobacteria",54049.8,1320756.40865
"658","2014","Nov",2014-11-13 09:35:00,"Central Delta","D26","Diatoms",900.83,357769.7821
"659","2014","Nov",2014-11-13 09:35:00,"Central Delta","D26","Green Algae",128.69,1799.0862
"660","2014","Nov",2014-11-13 10:50:00,"Southern Interior Delta","MD10A","Cryptophytes",1666.48,274472.4088
"661","2014","Nov",2014-11-13 10:50:00,"Southern Interior Delta","MD10A","Cyanobacteria",17295.36,294232.1324
"662","2014","Nov",2014-11-13 10:50:00,"Southern Interior Delta","MD10A","Diatoms",720.64,144500.9312
"663","2014","Nov",2014-11-13 10:50:00,"Southern Interior Delta","MD10A","Golden Algae",90.08,114081.816
"664","2014","Nov",2014-11-13 10:50:00,"Southern Interior Delta","MD10A","Green Algae",90.08,1430.4704
"665","2014","Nov",2014-11-13 12:20:00,"Southern Interior Delta","P8","Cryptophytes",300.29,12053.6406
"666","2014","Nov",2014-11-13 12:20:00,"Southern Interior Delta","P8","Cyanobacteria",167862.11,1919491.21625
"667","2014","Nov",2014-11-13 12:20:00,"Southern Interior Delta","P8","Diatoms",2402.32,471515.358
"668","2014","Nov",2014-11-13 12:20:00,"Southern Interior Delta","P8","Green Algae",300.29,27611.6655
"669","2014","Nov",2014-11-14 09:20:00,"Southern Interior Delta","C10A","Cryptophytes",482.58,196617.5694
"670","2014","Nov",2014-11-14 09:20:00,"Southern Interior Delta","C10A","Cyanobacteria",28391.79,53065.70325
"671","2014","Nov",2014-11-14 09:20:00,"Southern Interior Delta","C10A","Diatoms",2895.48,842425.4286
"672","2014","Nov",2014-11-14 09:20:00,"Southern Interior Delta","C10A","Golden Algae",2171.61,1291643.0646
"673","2014","Nov",2014-11-14 09:20:00,"Southern Interior Delta","C10A","Green Algae",1045.59,139586.265
"674","2014","Nov",2014-11-14 09:25:00,"Grizzly and Suisun Bay","D8","Cryptophytes",643.47,155713.3053
"675","2014","Nov",2014-11-14 09:25:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",97592.95,1298754.1092
"676","2014","Nov",2014-11-14 09:25:00,"Grizzly and Suisun Bay","D8","Diatoms",428.98,104014.7806
"677","2014","Nov",2014-11-14 10:45:00,"Confluence","D4","Cyanobacteria",81265.44,1145401.656
"678","2014","Nov",2014-11-14 10:45:00,"Confluence","D4","Diatoms",750.72,1095719.0064
"679","2014","Nov",2014-11-14 11:25:00,"Entrapment Zone","EZ6","Cyanobacteria",101096.96,1270902.6464
"680","2014","Nov",2014-11-14 11:25:00,"Entrapment Zone","EZ6","Diatoms",250.24,22439.0208
"681","2014","Nov",2014-11-14 12:05:00,"Entrapment Zone","EZ2","Cryptophytes",643.47,25828.8858
"682","2014","Nov",2014-11-14 12:05:00,"Entrapment Zone","EZ2","Cyanobacteria",92016.21,5843513.65342
"683","2014","Nov",2014-11-14 12:05:00,"Entrapment Zone","EZ2","Diatoms",643.47,379063.8872
"684","2014","Nov",2014-11-14 12:49:00,"Northern Interior Delta","C3A","Cyanobacteria",85581.51,1699307.7495
"685","2014","Nov",2014-11-14 12:49:00,"Northern Interior Delta","C3A","Diatoms",3002.86,451306.2641
"686","2014","Nov",2014-11-17 10:00:00,"San Pablo Bay","D6","Cryptophytes",563.04,84898.2992
"687","2014","Nov",2014-11-17 10:00:00,"San Pablo Bay","D6","Cyanobacteria",26150.08,217610.8936
"688","2014","Nov",2014-11-17 10:00:00,"San Pablo Bay","D6","Diatoms",125.12,1487313.3264
"689","2014","Nov",2014-11-17 10:00:00,"San Pablo Bay","D6","Dinoflagellates",62.56,13102.5664
"690","2014","Nov",2014-11-17 10:50:00,"Grizzly and Suisun Bay","D7","Cryptophytes",214.49,47942.8048
"691","2014","Nov",2014-11-17 10:50:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",87297.43,4509907.4931
"692","2014","Nov",2014-11-17 10:50:00,"Grizzly and Suisun Bay","D7","Diatoms",643.47,223831.0395
"693","2014","Nov",2014-11-18 09:05:00,"San Pablo Bay","D41A","Cryptophytes",250.24,220356.3392
"694","2014","Nov",2014-11-18 09:05:00,"San Pablo Bay","D41A","Cyanobacteria",122617.6,2272745.9936
"695","2014","Nov",2014-11-18 10:00:00,"San Pablo Bay","D41","Cryptophytes",990.99,303464.5614
"696","2014","Nov",2014-11-18 10:00:00,"San Pablo Bay","D41","Cyanobacteria",46306.26,636954.318
"697","2014","Nov",2014-11-18 10:00:00,"San Pablo Bay","D41","Diatoms",450.45,625790.3652
"698","2014","Nov",2014-11-18 10:00:00,"San Pablo Bay","D41","Dinoflagellates",90.09,839227.9896
"699","2014","Nov",2014-11-18 10:00:00,"San Pablo Bay","D41","Green Algae",270.27,9105.3963
"700","2014","Dec",2014-12-17 11:05:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",143538.62,1420919.72925
"701","2014","Dec",2014-12-17 11:05:00,"Grizzly and Suisun Bay","D8","Diatoms",900.87,123248.0247
"702","2014","Dec",2014-12-17 12:10:00,"Entrapment Zone","EZ2","Cyanobacteria",554929.76,5761630.302
"703","2014","Dec",2014-12-17 12:10:00,"Entrapment Zone","EZ2","Diatoms",11711.18,1705454.1004
"704","2014","Dec",2014-12-19 08:50:00,"San Pablo Bay","D41A","Cyanobacteria",172666.75,6030857.69905
"705","2014","Dec",2014-12-19 08:50:00,"San Pablo Bay","D41A","Diatoms",900.87,884540.2298
"706","2014","Dec",2014-12-19 08:50:00,"San Pablo Bay","D41A","Dinoflagellates",300.29,178147.0425
"707","2014","Dec",2014-12-19 09:55:00,"San Pablo Bay","D41","Cryptophytes",150.14,1049.4786
"708","2014","Dec",2014-12-19 09:55:00,"San Pablo Bay","D41","Cyanobacteria",33180.94,420363.84875
"709","2014","Dec",2014-12-19 09:55:00,"San Pablo Bay","D41","Diatoms",525.49,119226.174
"710","2014","Dec",2014-12-19 09:55:00,"San Pablo Bay","D41","Other",225.21,119890.5435
"711","2015","Jan",2015-01-12 09:42:00,"Southern Interior Delta","C10A","Cryptophytes",563.05,93940.3881
"712","2015","Jan",2015-01-12 09:42:00,"Southern Interior Delta","C10A","Cyanobacteria",48197.08,152107.9575
"713","2015","Jan",2015-01-12 09:42:00,"Southern Interior Delta","C10A","Diatoms",1914.37,998686.2894
"714","2015","Jan",2015-01-12 09:42:00,"Southern Interior Delta","C10A","Green Algae",563.05,153509.952
"715","2015","Jan",2015-01-12 12:09:00,"Northern Interior Delta","C3A","Cyanobacteria",71736.9,437432.43075
"716","2015","Jan",2015-01-12 12:09:00,"Northern Interior Delta","C3A","Diatoms",1334.64,289725.3195
"717","2015","Jan",2015-01-12 12:09:00,"Northern Interior Delta","C3A","Green Algae",333.66,13393.1124
"718","2015","Jan",2015-01-14 11:55:00,"Central Delta","D19","Cryptophytes",675.63,370535.7609
"719","2015","Jan",2015-01-14 11:55:00,"Central Delta","D19","Cyanobacteria",201112.53,1459000.464
"720","2015","Jan",2015-01-14 11:55:00,"Central Delta","D19","Diatoms",1801.68,408362.0325
"721","2015","Jan",2015-01-14 11:55:00,"Central Delta","D19","Green Algae",225.21,105049.2045
"722","2015","Jan",2015-01-14 13:15:00,"Central Delta","D28A","Cryptophytes",750.7,261013.8858
"723","2015","Jan",2015-01-14 13:15:00,"Central Delta","D28A","Cyanobacteria",72968.04,448374.3425
"724","2015","Jan",2015-01-14 13:15:00,"Central Delta","D28A","Diatoms",900.84,268219.1044
"725","2015","Jan",2015-01-15 11:25:00,"Central Delta","D26","Cryptophytes",360.34,317308.1972
"726","2015","Jan",2015-01-15 11:25:00,"Central Delta","D26","Cyanobacteria",87202.28,448689.06205
"727","2015","Jan",2015-01-15 11:25:00,"Central Delta","D26","Diatoms",2162.04,762187.5646
"728","2015","Jan",2015-01-15 12:50:00,"Southern Interior Delta","MD10A","Cryptophytes",550.55,336339.003
"729","2015","Jan",2015-01-15 12:50:00,"Southern Interior Delta","MD10A","Cyanobacteria",20420.4,108056.69875
"730","2015","Jan",2015-01-15 12:50:00,"Southern Interior Delta","MD10A","Diatoms",200.2,42400.8585
"731","2015","Jan",2015-01-15 12:50:00,"Southern Interior Delta","MD10A","Golden Algae",50.05,444.444
