SampleID,Genus,Units.per.L,,Year,Month,Region,StationCode
EMP.D41.2014.08.20,Cyclotella,180180,,2014,Aug,San Pablo Bay,D41
EMP.D41.2014.08.20,Thalassiosira,180180,,2014,Aug,San Pablo Bay,D41
EMP.D41.2014.08.20,Pseudokephyrion,90090,,2014,Aug,San Pablo Bay,D41
EMP.D6.2014.08.20,Cryptomonas,214490,,2014,Aug,San Pablo Bay,D6
EMP.D6.2014.08.20,Eucapsis,96306010,,2014,Aug,San Pablo Bay,D6
EMP.D6.2014.08.20,Synechococcus,428980,,2014,Aug,San Pablo Bay,D6
EMP.D6.2014.08.20,Cyclotella,428980,,2014,Aug,San Pablo Bay,D6
EMP.D6.2014.08.20,Skeletonema,428980,,2014,Aug,San Pablo Bay,D6
EMP.EZ6-SJR.2014.09.15,Hemiselmis,250240,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.09.15,Chroococcus,2252160,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.09.15,Eucapsis,99095040,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.09.15,Bacillaria,250240,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.09.15,Nitzschia,750720,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.09.15,Chlorella,250240,,2014,Sep,Entrapment Zone,EZ6-SJR
EMP.EZ2-SJR.2014.09.15,Hemiselmis,540510,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Chroococcus,5765440,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Eucapsis,65942220,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Merismopedia,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Pseudanabaena,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Synechococcus,2522380,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Cyclotella,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Epithemia,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Nitzschia,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.09.15,Scenedesmus,180170,,2014,Sep,Entrapment Zone,EZ2-SJR
EMP.D19.2014.09.15,Aphanizomenon,450430,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Chroococcus,7657310,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Eucapsis,168911250,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Merismopedia,900860,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Synechococcus,3153010,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Synechocystis,41889990,,2014,Sep,Central Delta,D19
EMP.D19.2014.09.15,Caloneis,450430,,2014,Sep,Central Delta,D19
EMP.D28A.2014.09.15,Cryptomonas,1050980,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Hemiselmis,1201120,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Rhodomonas,1201120,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Anabaena,150140,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Aphanizomenon,450420,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Chroococcus,13963020,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Eucapsis,40687940,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Pseudanabaena,4203920,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Aulacoseira,150140,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Bacillaria,150140,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Cocconeis,450420,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Cyclotella,600560,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Nitzschia,150140,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Pseudostaurosira,150140,,2014,Sep,Central Delta,D28A
EMP.D28A.2014.09.15,Synedra,150140,,2014,Sep,Central Delta,D28A
EMP.EZ6.2014.09.15,Cryptomonas,214490,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Hemiselmis,214490,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Rhodomonas,643470,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Chroococcus,4075310,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Eucapsis,94161110,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Cocconeis,428980,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Stephanocyclus,214490,,2014,Sep,Entrapment Zone,EZ6
EMP.EZ6.2014.09.15,Synedra,214490,,2014,Sep,Entrapment Zone,EZ6
EMP.D26.2014.09.16,Hemiselmis,938400,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Plagioselmis,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Chroococcus,11823840,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Eucapsis,61746720,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Merismopedia,375360,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Pseudanabaena,750720,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Synechococcus,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Aulacoseira,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Cocconeis,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Synedra,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Monoraphidium,187680,,2014,Sep,Central Delta,D26
EMP.D26.2014.09.16,Scenedesmus,187680,,2014,Sep,Central Delta,D26
EMP.MD10A.2014.09.16,Hemiselmis,270270,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Plagioselmis,540540,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Chroococcus,6036030,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Eucapsis,31351320,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Oscillatoria,180180,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Pseudanabaena,180180,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Synechocystis,1801800,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Aulacoseira,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Cocconeis,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Cyclotella,180180,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Nitzschia,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Chlamydomonas,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Chlorella,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Lagerheimia,90090,,2014,Sep,Southern Interior Delta,MD10A
EMP.MD10A.2014.09.16,Monoraphidium,450450,,2014,Sep,Southern Interior Delta,MD10A
EMP.P8.2014.09.16,Cryptomonas,630630,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Hemiselmis,720720,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Plagioselmis,270270,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Rhodomonas,180180,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Aphanizomenon,90090,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Chroococcus,9009000,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Eucapsis,32162130,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Merismopedia,90090,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Pseudanabaena,270270,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Synechococcus,450450,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Synechocystis,360360,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Bacillaria,180180,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Cyclotella,360360,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Hippodonta,90090,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Nitzschia,180180,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Stephanocyclus,90090,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Chlamydomonas,450450,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Lagerheimia,180180,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Monoraphidium,450450,,2014,Sep,Southern Interior Delta,P8
EMP.P8.2014.09.16,Tetrastrum,90090,,2014,Sep,Southern Interior Delta,P8
EMP.D8.2014.09.18,Hemiselmis,563040,,2014,Sep,Grizzly and Suisun Bay,D8
EMP.D8.2014.09.18,Rhodomonas,187680,,2014,Sep,Grizzly and Suisun Bay,D8
EMP.D8.2014.09.18,Eucapsis,77887200,,2014,Sep,Grizzly and Suisun Bay,D8
EMP.D4.2014.09.18,Chroococcus,1501440,,2014,Sep,Confluence,D4
EMP.D4.2014.09.18,Eucapsis,155023680,,2014,Sep,Confluence,D4
EMP.D4.2014.09.18,Chaetoceros,750720,,2014,Sep,Confluence,D4
EMP.D4.2014.09.18,Nitzschia,375360,,2014,Sep,Confluence,D4
EMP.EZ2.2014.09.18,Plagioselmis,375360,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Rhodomonas,750720,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Chroococcus,6381120,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Eucapsis,153897600,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Synechococcus,1126080,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Cyclotella,375360,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Nitzschia,375360,,2014,Sep,Entrapment Zone,EZ2
EMP.EZ2.2014.09.18,Synedra,375360,,2014,Sep,Entrapment Zone,EZ2
EMP.D7.2014.09.19,Hemiselmis,682450,,2014,Sep,Grizzly and Suisun Bay,D7
EMP.D7.2014.09.19,Eucapsis,56506860,,2014,Sep,Grizzly and Suisun Bay,D7
EMP.D7.2014.09.19,Fragilaria,136490,,2014,Sep,Grizzly and Suisun Bay,D7
EMP.D7.2014.09.19,Synedra,136490,,2014,Sep,Grizzly and Suisun Bay,D7
EMP.D7.2014.09.19,Thalassiosira,272980,,2014,Sep,Grizzly and Suisun Bay,D7
EMP.D41A.2014.09.22,Plagioselmis,272980,,2014,Sep,San Pablo Bay,D41A
EMP.D41A.2014.09.22,Eucapsis,52275670,,2014,Sep,San Pablo Bay,D41A
EMP.D41.2014.09.22,Hemiselmis,281500,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Plagioselmis,788200,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Chroococcus,225200,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Eucapsis,20999900,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Cyclotella,168900,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Nitzschia,56300,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Thalassiosira,56300,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Protoperidinium,56300,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Pseudokephyrion,168900,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Eutreptiella,56300,,2014,Sep,San Pablo Bay,D41
EMP.D41.2014.09.22,Phacus,56300,,2014,Sep,San Pablo Bay,D41
EMP.D6.2014.09.22,Chroococcus,150140,,2014,Sep,San Pablo Bay,D6
EMP.D6.2014.09.22,Eucapsis,60956840,,2014,Sep,San Pablo Bay,D6
EMP.D6.2014.09.22,Pleurosigma,150140,,2014,Sep,San Pablo Bay,D6
EMP.C3A.2014.09.26,Plagioselmis,166830,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Chroococcus,834150,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Eucapsis,57723180,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Synechococcus,6172710,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Cocconeis,166830,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Cyclotella,166830,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Navicula,166830,,2014,Sep,Northern Interior Delta,C3A
EMP.C3A.2014.09.26,Synedra,1334640,,2014,Sep,Northern Interior Delta,C3A
EMP.C10A.2014.09.26,Cryptomonas,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Plagioselmis,241290,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Chroococcus,321720,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Eucapsis,31206840,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Achnanthidium,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Craticula,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Cyclotella,402150,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Encyonopsis,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Geissleria,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Hippodonta,241290,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Navicula,563010,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Nitzschia,563010,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Planothidium,321720,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Sellaphora,160860,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Stephanocyclus,241290,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Synedra,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.C10A.2014.09.26,Euglena,80430,,2014,Sep,Southern Interior Delta,C10A
EMP.EZ6-SJR.2014.10.01,Chroococcus,8070240,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.10.01,Eucapsis,65312640,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.10.01,Synechococcus,1126080,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.10.01,Cyclotella,375360,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.10.01,Nitzschia,750720,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2014.10.01,Chlamydomonas,187680,,2014,Oct,Entrapment Zone,EZ6-SJR
EMP.EZ2-SJR.2014.10.01,Hemiselmis,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Plagioselmis,360340,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Rhodomonas,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Chroococcus,14954110,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Eucapsis,64500860,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Pseudanabaena,1261190,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Synechococcus,2342210,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Aulacoseira,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Cocconeis,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Cyclotella,360340,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Nitzschia,540510,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Synedra,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2014.10.01,Crucigenia,180170,,2014,Oct,Entrapment Zone,EZ2-SJR
EMP.D19.2014.10.01,Hemiselmis,692960,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Plagioselmis,519720,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Chroococcus,14725400,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Eucapsis,51105800,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Planktolyngbya,173240,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Pseudanabaena,1212680,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Rhabdoderma,173240,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Synechococcus,1905640,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Aulacoseira,173240,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Cocconeis,346480,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Nitzschia,519720,,2014,Oct,Central Delta,D19
EMP.D19.2014.10.01,Thalassiosira,173240,,2014,Oct,Central Delta,D19
EMP.D28A.2014.10.01,Cryptomonas,100100,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Hemiselmis,800800,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Plagioselmis,900900,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Chroococcus,6606600,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Eucapsis,24624600,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Merismopedia,100100,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Pseudanabaena,1001000,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Rhabdoderma,5205200,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Bacillaria,300300,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Cyclotella,100100,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Chlamydomonas,200200,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Chlamydonephris,100100,,2014,Oct,Central Delta,D28A
EMP.D28A.2014.10.01,Monoraphidium,100100,,2014,Oct,Central Delta,D28A
EMP.D26.2014.10.02,Hemiselmis,500480,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Hillea,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Plagioselmis,500480,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Chroococcus,12762240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Eucapsis,82078720,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Merismopedia,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Planktothrix,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Pseudanabaena,500480,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Synechococcus,3253120,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Aulacoseira,500480,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Cyclotella,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Nitzschia,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Synedra,750720,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Thalassiosira,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Chlamydomonas,250240,,2014,Oct,Central Delta,D26
EMP.D26.2014.10.02,Chlorella,750720,,2014,Oct,Central Delta,D26
EMP.MD10A.2014.10.02,Cryptomonas,300300,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Hemiselmis,700700,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Plagioselmis,150150,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Chroococcus,3153150,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Eucapsis,14614600,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Merismopedia,50050,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Synechococcus,700700,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Synechocystis,350350,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Aulacoseira,350350,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Cyclotella,250250,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Nitzschia,50050,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Chlamydomonas,50050,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Chlorella,50050,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Monoraphidium,250250,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Scenedesmus,100100,,2014,Oct,Southern Interior Delta,MD10A
EMP.MD10A.2014.10.02,Goniochloris,50050,,2014,Oct,Southern Interior Delta,MD10A
EMP.P8.2014.10.02,Cryptomonas,540540,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Hemiselmis,1351350,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Plagioselmis,630630,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Chroococcus,12702690,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Eucapsis,25225200,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Pseudanabaena,90090,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Synechococcus,540540,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Bacillaria,90090,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Cyclotella,270270,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Nitzschia,180180,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Synedra,270270,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Chlamydomonas,180180,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Chlorella,270270,,2014,Oct,Southern Interior Delta,P8
EMP.P8.2014.10.02,Monoraphidium,90090,,2014,Oct,Southern Interior Delta,P8
EMP.C3A.2014.10.03,Hemiselmis,450420,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Hillea,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Eucapsis,55852080,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Synechococcus,1501400,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Achnanthidium,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Cocconeis,300280,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Cyclotella,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Encyonopsis,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Epithemia,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Navicula,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Nitzschia,600560,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Synedra,2101960,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Carteria,150140,,2014,Oct,Northern Interior Delta,C3A
EMP.C3A.2014.10.03,Chlorella,1501400,,2014,Oct,Northern Interior Delta,C3A
EMP.D8.2014.10.03,Hemiselmis,834150,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Rhodomonas,166830,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Chroococcus,333660,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Eucapsis,69234450,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Synechococcus,333660,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Eunotogramma,500490,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Hippodonta,166830,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Thalassiosira,166830,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.D8.2014.10.03,Cosmarium,166830,,2014,Oct,Grizzly and Suisun Bay,D8
EMP.C10A.2014.10.03,Cryptomonas,112600,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Hillea,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Plagioselmis,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Chroococcus,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Eucapsis,20831000,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Pseudanabaena,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Rhabdoderma,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Synechococcus,225200,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Craticula,112600,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Cyclotella,112600,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Navicula,168900,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Nitzschia,281500,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Pseudostaurosira,281500,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Sellaphora,112600,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Stephanocyclus,112600,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Synedra,168900,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Thalassiosira,225200,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Chlorella,563000,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Monoraphidium,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.C10A.2014.10.03,Scenedesmus,56300,,2014,Oct,Southern Interior Delta,C10A
EMP.D4.2014.10.03,Strombidium,150140,,2014,Oct,Confluence,D4
