SampleID,Genus,BV.um3.per.L,,Year,Month,Region,StationCode
EMP.D6.2016.01.08,Eucapsis,19547497.6,,2016,Jan,San Pablo Bay,D6
EMP.D6.2016.01.08,Cyclotella,21524393.6,,2016,Jan,San Pablo Bay,D6
EMP.D6.2016.01.08,Thalassiosira,1462610259,,2016,Jan,San Pablo Bay,D6
EMP.D4.2016.01.16,Plagioselmis,75981349.8,,2016,Jan,Confluence,D4
EMP.D4.2016.01.16,Rhodomonas,560975589,,2016,Jan,Confluence,D4
EMP.D4.2016.01.16,Eucapsis,32810844.9,,2016,Jan,Confluence,D4
EMP.D4.2016.01.16,Navicula,302675483.7,,2016,Jan,Confluence,D4
EMP.C3A.2016.02.01,Eucapsis,47349201.6,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Planktolyngbya,11643615.5,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Synechococcus,688333613.1,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Adlafia,87959970.4,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Cocconeis,170163445.4,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Cyclotella,5233996.6,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Diatoma,121242243.1,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Halamphora,95617280.4,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Melosira,3813912426,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Navicula,145290700.8,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Nitzschia,274401956,,2016,Feb,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Ulnaria,2089445675,,2016,Feb,Northern Interior Delta,C3A
EMP.D19.2016.02.01,Plagioselmis,143353851.8,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Rhodomonas,161145836.8,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Eucapsis,68681566.4,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Synechococcus,693509053.8,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Aulacoseira,369429173.1,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Navicula,93311078.8,,2016,Feb,Central Delta,D19
EMP.D19.2016.02.01,Planothidium,60623373.7,,2016,Feb,Central Delta,D19
EMP.D28A.2016.02.01,Plagioselmis,530354299.2,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Rhodomonas,406549109.4,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Eucapsis,55997457.6,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Synechococcus,1185175920,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Amphora,61348566,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Aulacoseira,6014596294,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Cocconeis,2726200549,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Cyclotella,358722452,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Nitzschia,68163571.9,,2016,Feb,Central Delta,D28A
EMP.D28A.2016.02.01,Ulnaria,342164645.2,,2016,Feb,Central Delta,D28A
EMP.C10A.2016.02.01,Cryptomonas,100116116.1,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Rhodomonas,86374688.4,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Eucapsis,9556747.2,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Pseudanabaena,12625212.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Synechococcus,131405274,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Adlafia,15623407.8,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Cocconeis,46168422.3,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Craticula,660264204.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Cyclotella,979078300.2,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Fallacia,63093630.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Hippodonta,31376545.2,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Nitzschia,55866610.8,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Sellaphora,22399977.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Staurosira,263886222.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Ulnaria,108907999.2,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Chrysococcus,51816164.4,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Coenochloris,5174769.6,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Monoraphidium,4410806.4,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Scenedesmus,21505383.9,,2016,Feb,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Tetraedron,41724282.6,,2016,Feb,Southern Interior Delta,C10A
EMP.D26.2016.02.02,Rhodomonas,494241305.2,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Eucapsis,39741880.05,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Synechococcus,1877593254,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Achnanthes,129148723.2,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Aulacoseira,246288849.3,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Ulnaria,1421747028,,2016,Feb,Central Delta,D26
EMP.D26.2016.02.02,Ochromonas,127425058.6,,2016,Feb,Central Delta,D26
EMP.MD10A.2016.02.02,Rhodomonas,22766243.5,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Eucapsis,8605096.5,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Aulacoseira,95573478,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Bacillaria,37333296,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Craticula,13471958.5,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Cyclotella,6903396.5,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Nitzschia,25412387,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Planothidium,17170153,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Desmodesmus,37041004,,2016,Feb,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Monoraphidium,5789784,,2016,Feb,Southern Interior Delta,MD10A
EMP.P8.2016.02.02,Cryptomonas,107520613.2,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Plagioselmis,91183692.6,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Eucapsis,13705391.7,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Planktothrix,97653956.4,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Adlafia,3874770.9,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Bacillaria,172666494,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Cocconeis,92990898,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Cyclotella,417472555.5,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Chrysococcus,38862123.3,,2016,Feb,Southern Interior Delta,P8
EMP.P8.2016.02.02,Actinastrum,18032414.4,,2016,Feb,Southern Interior Delta,P8
EMP.EZ6.2016.02.03,Eucapsis,35773547.7,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Synechococcus,576205460.7,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Achnanthidium,32890763.7,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Cocconeis,48692023.5,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Navicula,322874810.9,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Ulnaria,80282531.5,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Lagerheimia,4930761.8,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Monoraphidium,8399111.3,,2016,Feb,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Scenedesmus,93149958,,2016,Feb,Entrapment Zone,EZ6
EMP.D8.2016.02.03,Plagioselmis,71676925.9,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Eucapsis,61348566,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Bacillaria,152245340,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Ulnaria,410490371.9,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Crucigenia,56501939.2,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Monoraphidium,19665773.8,,2016,Feb,Grizzly and Suisun Bay,D8
EMP.EZ2.2016.02.03,Eucapsis,60681929.6,,2016,Feb,Entrapment Zone,EZ2
EMP.EZ2.2016.02.03,Synechococcus,833245952.7,,2016,Feb,Entrapment Zone,EZ2
EMP.EZ2.2016.02.03,Planothidium,87959970.4,,2016,Feb,Entrapment Zone,EZ2
EMP.EZ2.2016.02.03,Ulnaria,121733211.8,,2016,Feb,Entrapment Zone,EZ2
EMP.EZ2.2016.02.03,Chrysococcus,64767329.7,,2016,Feb,Entrapment Zone,EZ2
EMP.D4.2016.02.03,Eucapsis,55565044.8,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Planktolyngbya,4905182.7,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Synechococcus,879824919,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Aulacoseira,633646906.8,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Cocconeis,229949019.3,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Cyclotella,66564545.4,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Cymbella,914706218.2,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Gomphoneis,4118524722,,2016,Feb,Confluence,D4
EMP.D4.2016.02.03,Ulnaria,267023912.6,,2016,Feb,Confluence,D4
EMP.D7.2016.02.04,Eucapsis,75413242.75,,2016,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2016.02.04,Synechococcus,2662653885,,2016,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2016.02.04,Bacillaria,304490680,,2016,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2016.02.04,Cocconeis,97382966,,2016,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2016.02.04,Thalassiosira,166411363.5,,2016,Feb,Grizzly and Suisun Bay,D7
EMP.D41A.2016.02.08,Plagioselmis,330785445.2,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Eucapsis,22444428.6,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Coscinodiscus,1974504653,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Cyclotella,62827584.4,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Nitzschia,42267412.8,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Thalassiosira,54897189.6,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Ulnaria,43979008.8,,2016,Feb,San Pablo Bay,D41A
EMP.D41A.2016.02.08,Chrysococcus,7963425.6,,2016,Feb,San Pablo Bay,D41A
EMP.D41.2016.02.08,Cryptomonas,47255063.6,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Plagioselmis,85531004.5,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Eucapsis,10269576,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Planktolyngbya,6556613.8,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Nitzschia,39432769.6,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Thalassiosira,200756698.2,,2016,Feb,San Pablo Bay,D41
EMP.D41.2016.02.08,Kephyrion,7425173.7,,2016,Feb,San Pablo Bay,D41
EMP.D6.2016.02.08,Rhodomonas,135513361.2,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Eucapsis,21415369.04,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Aulacoseira,109458065.6,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Bacillaria,51455980.8,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Cocconeis,45375310.8,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Nitzschia,21109684,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Thalassiosira,77656912.2,,2016,Feb,San Pablo Bay,D6
EMP.D6.2016.02.08,Ulnaria,195549843,,2016,Feb,San Pablo Bay,D6
EMP.C3A.2016.03.01,Plagioselmis,119462073.6,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Rhodomonas,101099462.4,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Eucapsis,26530444.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Planktolyngbya,13231440,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Synechococcus,74659104,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Achnanthidium,15337209.6,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Cyclotella,11300212.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Nitzschia,167844100.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Thalassiosira,71393472,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Ulnaria,67801276.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Chlorella,14931820.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C3A.2016.03.01,Monoraphidium,7236940.8,,2016,Mar,Northern Interior Delta,C3A
EMP.C10A.2016.03.01,Cryptomonas,408799591.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Plagioselmis,91475584.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Rhodomonas,163916953.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Eucapsis,20848627.8,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Achnanthidium,19058539.5,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Aulacoseira,165088123.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Bacillaria,345705960.6,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Cyclotella,1482779598,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Entomoneis,1520554335,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Fragilaria,21504483,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Gomphonema,22935112.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Hantzschia,56733276.6,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Melosira,852417165.6,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Navicula,345069024.3,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Nitzschia,459905846.4,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Sellaphora,65706240.6,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Staurosira,497044548,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Ulnaria,4034122092,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Chrysococcus,88486398,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Kephyrion,7232425.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Chlamydomonas,265596130.8,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Chlorella,66897230.4,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Monoraphidium,73628755.2,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Scenedesmus,14464850.4,,2016,Mar,Southern Interior Delta,C10A
EMP.C10A.2016.03.01,Trachelomonas,193537644.3,,2016,Mar,Southern Interior Delta,C10A
EMP.D19.2016.03.02,Plagioselmis,133113490.2,,2016,Mar,Central Delta,D19
EMP.D19.2016.03.02,Rhodomonas,178359786.4,,2016,Mar,Central Delta,D19
EMP.D19.2016.03.02,Eucapsis,53733797.4,,2016,Mar,Central Delta,D19
EMP.D19.2016.03.02,Synechococcus,107815074,,2016,Mar,Central Delta,D19
EMP.D19.2016.03.02,Thalassiosira,39503237.2,,2016,Mar,Central Delta,D19
EMP.D28A.2016.03.02,Cryptomonas,434326493.4,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Plagioselmis,71675334.6,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Rhodomonas,418848560.8,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Eucapsis,28697759.6,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Bacillaria,200764205.2,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Ulnaria,40803547.8,,2016,Mar,Central Delta,D28A
EMP.D28A.2016.03.02,Monoraphidium,2100458.6,,2016,Mar,Central Delta,D28A
EMP.D26.2016.03.03,Plagioselmis,47785147.7,,2016,Mar,Central Delta,D26
EMP.D26.2016.03.03,Eucapsis,58196202,,2016,Mar,Central Delta,D26
EMP.D26.2016.03.03,Synechococcus,842728450.8,,2016,Mar,Central Delta,D26
EMP.D26.2016.03.03,Nitzschia,7651389.2,,2016,Mar,Central Delta,D26
EMP.D26.2016.03.03,Chlamydomonas,97092765.7,,2016,Mar,Central Delta,D26
EMP.MD10A.2016.03.03,Cryptomonas,92908998,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Plagioselmis,117294723,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Rhodomonas,185981796,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Eucapsis,7352572.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Pseudanabaena,10739137.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Aulacoseira,72324252,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Bacillaria,11030292,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Cocconeis,35928301.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Cyclotella,69596982,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Entomoneis,326172892.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Nitzschia,708025.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Chrysococcus,4975834.5,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Kephyrion,2540538,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Chlorella,1085994,,2016,Mar,Southern Interior Delta,MD10A
EMP.MD10A.2016.03.03,Monoraphidium,1071252,,2016,Mar,Southern Interior Delta,MD10A
EMP.P8.2016.03.03,Cryptomonas,215041226.4,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Plagioselmis,125762036.4,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Rhodomonas,409159951.2,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Eucapsis,32419787.4,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Bacillaria,62406243.9,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Cocconeis,33693660,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Melosira,170128658.7,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Nitzschia,6460353.9,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Planothidium,7001794.8,,2016,Mar,Southern Interior Delta,P8
EMP.P8.2016.03.03,Chlorella,8283775.5,,2016,Mar,Southern Interior Delta,P8
EMP.D8.2016.03.04,Plagioselmis,28658736,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Eucapsis,68750937.6,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Synechococcus,547500096,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Ulnaria,226011763.2,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Kephyrion,15066950.4,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Carteria,77222812.8,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.D8.2016.03.04,Monoraphidium,5251286.4,,2016,Mar,Grizzly and Suisun Bay,D8
EMP.EZ6.2016.03.04,Cryptomonas,1281004903,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Plagioselmis,358384629.5,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Rhodomonas,1024435471,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Eucapsis,90117530.1,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Synechococcus,645051794.4,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Diploneis,952907186.5,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Entomoneis,7540653134,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Rhopalodia,46047458.9,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Ulnaria,503679834.6,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Gymnodinium,265177149.6,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Chlamydomonas,107193331.4,,2016,Mar,Entrapment Zone,EZ6
EMP.EZ6.2016.03.04,Chlorella,11945403.6,,2016,Mar,Entrapment Zone,EZ6
EMP.D4.2016.03.04,Rhodomonas,639286876.8,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Eucapsis,71817628.8,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Synechococcus,35036102.4,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Bacillaria,54247027.2,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Cyclotella,463348137.6,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Entomoneis,3622629389,,2016,Mar,Confluence,D4
EMP.D4.2016.03.04,Thalassiosira,34206556.8,,2016,Mar,Confluence,D4
EMP.EZ2.2016.03.04,Plagioselmis,265370834.5,,2016,Mar,Entrapment Zone,EZ2
EMP.EZ2.2016.03.04,Rhodomonas,424485232,,2016,Mar,Entrapment Zone,EZ2
EMP.EZ2.2016.03.04,Eucapsis,79163072.5,,2016,Mar,Entrapment Zone,EZ2
EMP.EZ2.2016.03.04,Synechococcus,776451234,,2016,Mar,Entrapment Zone,EZ2
EMP.EZ2.2016.03.04,Chlorella,35836210.8,,2016,Mar,Entrapment Zone,EZ2
EMP.D7.2016.03.07,Plagioselmis,151966073.4,,2016,Mar,Grizzly and Suisun Bay,D7
EMP.D7.2016.03.07,Eucapsis,171505726.8,,2016,Mar,Grizzly and Suisun Bay,D7
EMP.D7.2016.03.07,Synechococcus,477816144,,2016,Mar,Grizzly and Suisun Bay,D7
EMP.D7.2016.03.07,Diatoma,285869903.8,,2016,Mar,Grizzly and Suisun Bay,D7
EMP.D7.2016.03.07,Ulnaria,610224546.8,,2016,Mar,Grizzly and Suisun Bay,D7
EMP.D41A.2016.03.08,Rhodomonas,113826668.8,,2016,Mar,San Pablo Bay,D41A
EMP.D41A.2016.03.08,Eucapsis,46166777.6,,2016,Mar,San Pablo Bay,D41A
EMP.D41A.2016.03.08,Synechococcus,112818201.6,,2016,Mar,San Pablo Bay,D41A
EMP.D41A.2016.03.08,Thalassiosira,783909331.2,,2016,Mar,San Pablo Bay,D41A
EMP.D41A.2016.03.08,Chlorella,6636364.8,,2016,Mar,San Pablo Bay,D41A
EMP.D41A.2016.03.08,Trachelomonas,53093420.8,,2016,Mar,San Pablo Bay,D41A
EMP.D41.2016.03.08,Plagioselmis,47783556.4,,2016,Mar,San Pablo Bay,D41
EMP.D41.2016.03.08,Rhodomonas,191135727,,2016,Mar,San Pablo Bay,D41
EMP.D41.2016.03.08,Eucapsis,24989301.6,,2016,Mar,San Pablo Bay,D41
EMP.D6.2016.03.08,Plagioselmis,135514871.2,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Eucapsis,77994321.7,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Synechococcus,230947033.2,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Bacillaria,91264136.8,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Cyclotella,860138664.4,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Nitzschia,15621085.8,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Ulnaria,72321843.6,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Chlamydomonas,27611665.5,,2016,Mar,San Pablo Bay,D6
EMP.D6.2016.03.08,Chlorella,7963690.8,,2016,Mar,San Pablo Bay,D6
EMP.C3A.2016.04.12,Plagioselmis,118140806.4,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Eucapsis,29846750.4,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Synechococcus,293371992,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Achnanthidium,59201779.2,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Asterionella,255402451.2,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Aulacoseira,41165731.2,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Cyclotella,55695916.8,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Encyonema,15845822.4,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Nitzschia,52415270.4,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Chrysococcus,53973014.4,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Chlorella,74659104,,2016,Apr,Northern Interior Delta,C3A
EMP.C3A.2016.04.12,Monoraphidium,4136467.2,,2016,Apr,Northern Interior Delta,C3A
EMP.C10A.2016.04.12,Cryptomonas,335786556.4,,2016,Apr,Southern Interior Delta,C10A
EMP.C10A.2016.04.12,Chroococcus,35574961.4,,2016,Apr,Southern Interior Delta,C10A
