"","DateTime","Month","Year","StationCode","Study","Region","Factor","Group","Taxon","Genus","Species","UnitAbundance","TotalCells","BV.Avg","Units.per.mL","BV.um3.per.mL"
"722",2022-04-28 13:40:00,"Apr","2022","NZ002","EMP","San Pablo Bay",55.65,"Cryptophytes","Rhodomonas sp.","Rhodomonas","sp.",1,1,862.76,55.65,48012.594
"723",2022-04-28 13:40:00,"Apr","2022","NZ002","EMP","San Pablo Bay",55.65,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",410,844,0.18,22816.5,8454.348
"724",2022-04-21 07:40:00,"Apr","2022","EZ6-SJR","EMP","Entrapment Zone",166.94,"Diatoms","Entomoneis paludosa","Entomoneis","paludosa",1,1,3499.81,166.94,584258.2814
"725",2022-04-21 07:40:00,"Apr","2022","EZ6-SJR","EMP","Entrapment Zone",166.94,"Diatoms","Nitzschia inconspicua","Nitzschia","inconspicua",1,1,63.66,166.94,10627.4004
"726",2022-04-21 07:40:00,"Apr","2022","EZ6-SJR","EMP","Entrapment Zone",166.94,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",1,1,8.23,166.94,1373.9162
"727",2022-04-21 07:40:00,"Apr","2022","EZ6-SJR","EMP","Entrapment Zone",166.94,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",412,824,0.18,68779.28,24760.5408
"728",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Diatoms","Aulacoseira sp.","Aulacoseira","sp.",1,1,1005.35,38.33,38535.0655
"729",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,1232.6,38.33,47245.558
"730",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",7,7,380.4,268.31,102065.124
"731",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Diatoms","Nitzschia sp.","Nitzschia","sp.",2,2,33.18,76.66,2543.5788
"732",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",1,1,427.22,38.33,16375.3426
"733",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",3,3,206.09,114.99,23698.2891
"734",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",376,752,0.18,14412.08,5188.3488
"735",2022-07-20 08:20:00,"Jul","2022","D16","EMP","Central Delta",38.33,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",20,20,54.36,766.6,41672.376
"736",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",12,12,347.43,463.8,161138.034
"737",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Diatoms","Entomoneis sp.","Entomoneis","sp.",1,1,756.71,38.65,29246.8415
"738",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Diatoms","Fragilaria sp.","Fragilaria","sp.",1,1,150.53,38.65,5817.9845
"739",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Diatoms","Nitzschia sp.","Nitzschia","sp.",4,4,110.08,154.6,17018.368
"740",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Diatoms","Skeletonema sp.","Skeletonema","sp.",1,1,79.57,38.65,3075.3805
"741",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",3,3,821.09,115.95,95205.3855
"742",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",7,7,251.57,270.55,68062.2635
"743",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",1,2,26.52,38.65,2049.996
"744",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",366,732,0.18,14145.9,5092.524
"745",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cyanobacteria","Merismopedia sp.","Merismopedia","sp.",1,8,6.86,38.65,2121.112
"746",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta",38.65,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",5,5,77.95,193.25,15063.8375
"747",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Diatoms","Cocconeis sp.","Cocconeis","sp.",3,3,673.2,123.21,82944.972
"748",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",5,5,216.52,205.35,44462.382
"749",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",4,4,532.01,164.28,87398.6028
"750",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",6,6,245.89,246.42,60592.2138
"751",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cyanobacteria","cf. Aphanocapsa sp.","Aphanocapsa","sp.",1,8,3.59,41.07,1179.5304
"752",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",1,2,26.52,41.07,2178.3528
"753",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cyanobacteria","Dolichospermum spp.","Dolichospermum","spp.",24,220,40.14,985.68,362680.956
"754",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",358,716,0.18,14703.06,5293.1016
"755",2022-07-19 11:50:00,"Jul","2022","D28A","EMP","Central Delta",41.07,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",1,1,212.17,41.07,8713.8219
"756",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Diatoms","Cocconeis placentula","Cocconeis","placentula",3,3,284.72,107.82,30698.5104
"757",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Diatoms","Cyclotella sp.","Cyclotella","sp.",5,5,209.55,179.7,37656.135
"758",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Diatoms","Encyonema sp.","Encyonema","sp.",1,1,148.29,35.94,5329.5426
"759",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Diatoms","Nitzschia sp.","Nitzschia","sp.",2,2,120.54,71.88,8664.4152
"760",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Diatoms","Skeletonema sp.","Skeletonema","sp.",5,5,22.86,179.7,4107.942
"761",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Green Algae","Ankistrodesmus sp.","Ankistrodesmus","sp.",1,1,112.79,35.94,4053.6726
"762",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Green Algae","Drepanochloris nannoselene","Drepanochloris","nannoselene",16,16,3.8,575.04,2185.152
"763",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Green Algae","Lagerheimia genevensis","Lagerheimia","genevensis",1,1,5.06,35.94,181.8564
"764",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",4,4,4.78,143.76,687.1728
"765",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",8,8,202.74,287.52,58291.8048
"766",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Cyanobacteria","Dolichospermum sp.","Dolichospermum","sp.",15,21,209.31,539.1,157974.6294
"767",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",239,478,0.18,8589.66,3092.2776
"768",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",100,137,57.91,3594,285136.0998
"769",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Cyanobacteria","Pseudanabaena sp.","Pseudanabaena","sp.",13,46,6.81,467.22,11258.5644
"770",2022-07-18 10:40:00,"Jul","2022","C9","EMP","Southern Interior Delta",35.94,"Other","Trachelomonas sp.","Trachelomonas","sp.",1,1,590.68,35.94,21229.0392
"771",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,395.13,18.55,7329.6615
"772",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Diatoms","Cyclotella sp.","Cyclotella","sp.",6,6,146.24,111.3,16276.512
"773",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Diatoms","Nitzschia sp.","Nitzschia","sp.",2,2,176.67,37.1,6554.457
"774",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Diatoms","Ulnaria sp.","Ulnaria","sp.",1,1,5734.03,18.55,106366.2565
"775",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Green Algae","Chlorella sp.","Chlorella","sp.",6,6,10.31,111.3,1147.503
"776",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Green Algae","Drepanochloris nannoselene","Drepanochloris","nannoselene",2,2,4.32,37.1,160.272
"777",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Green Algae","Monoraphidium contortum","Monoraphidium","contortum",1,1,15.19,18.55,281.7745
"778",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Golden Algae","cf. Ochromonas sp.","Ochromonas","sp.",4,4,87.11,74.2,6463.562
"779",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",30,30,764.43,556.5,425405.295
"780",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cryptophytes","Teleaulax amphioxeia","Teleaulax","amphioxeia",16,16,57.34,296.8,17018.512
"781",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cyanobacteria","Dolichospermum sp.","Dolichospermum","sp.",2,8,166.3,37.1,24678.92
"782",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",308,616,0.18,5713.4,2056.824
"783",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cyanobacteria","Merismopedia sp.","Merismopedia","sp.",1,8,1,18.55,148.4
"784",2022-07-19 10:50:00,"Jul","2022","D19","EMP","Central Delta",18.55,"Cyanobacteria","Microcystis sp.","Microcystis","sp.",22,35,96.97,408.1,62957.7725
"785",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,223.21,25.55,5703.0155
"786",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Diatoms","Cyclotella sp.","Cyclotella","sp.",9,9,221.58,229.95,50952.321
"787",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Diatoms","Encyonema sp.","Encyonema","sp.",1,1,108.97,25.55,2784.1835
"788",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",3,3,3.69,76.65,282.8385
"789",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",39,39,247.53,996.45,246651.2685
"790",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Cryptophytes","Teleaulax amphioxeia","Teleaulax","amphioxeia",21,21,72.07,536.55,38669.1585
"791",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Cyanobacteria","Dolichospermum sp.","Dolichospermum","sp.",16,63,186.37,408.8,299990.4705
"792",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",281,562,0.18,7179.55,2584.638
"793",2022-07-20 09:15:00,"Jul","2022","D26","EMP","Central Delta",25.55,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",35,41,69.46,894.25,72762.823
"794",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Diatoms","Cocconeis sp.","Cocconeis","sp.",1,1,189.24,90.19,17067.5556
"795",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",4,4,134.7,360.76,48594.372
"796",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Diatoms","Skeletonema sp.","Skeletonema","sp.",1,1,119.35,90.19,10764.1765
"797",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",4,4,253.42,360.76,91423.7992
"798",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",395,790,0.18,35625.05,12825.018
"799",2022-07-24 11:25:00,"Jul","2022","D22","EMP","Confluence",90.19,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",2,2,41.63,180.38,7509.2194
"800",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Diatoms","Cyclotella sp.","Cyclotella","sp.",6,6,141.64,235.86,33407.2104
"801",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Diatoms","Diatoma sp.","Diatoma","sp.",1,1,1692.9,39.31,66547.899
"802",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Diatoms","Gyrosigma sp.","Gyrosigma","sp.",3,3,1558.52,117.93,183796.2636
"803",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Diatoms","Nitzschia sp.","Nitzschia","sp.",2,2,86.8,78.62,6824.216
"804",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",8,8,269.49,314.48,84749.2152
"805",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Cryptophytes","Teleaulax amphioxeia","Teleaulax","amphioxeia",11,11,64.89,432.41,28059.0849
"806",2022-07-21 10:30:00,"Jul","2022","D4","EMP","Confluence",39.31,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",375,750,0.18,14741.25,5306.85
"807",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","Bacillaria paxillifera","Bacillaria","paxillifera",1,1,1371.99,53.66,73620.9834
"808",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","Cocconeis sp.","Cocconeis","sp.",1,1,1020.96,53.66,54784.7136
"809",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","Cylindrotheca closterium","Cylindrotheca","closterium",1,1,90.49,53.66,4855.6934
"810",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,64.23,53.66,3446.5818
"811",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","cf. Sellaphora sp.","Sellaphora","sp.",1,1,734.38,53.66,39406.8308
"812",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Diatoms","Skeletonema sp.","Skeletonema","sp.",4,4,120.53,214.64,25870.5592
"813",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Green Algae","Chlorella sp.","Chlorella","sp.",1,1,6.37,53.66,341.8142
"814",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",2,2,945.76,107.32,101498.9632
"815",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cryptophytes","Plagioselmis lacustris","Plagioselmis","lacustris",3,3,987.82,160.98,159019.2636
"816",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",4,4,267.51,214.64,57418.3464
"817",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",1,2,11.49,53.66,1233.1068
"818",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",394,788,0.18,21142.04,7611.1344
"819",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",1,1,91.95,53.66,4934.037
"820",2022-07-19 08:20:00,"Jul","2022","D12","EMP","Confluence",53.66,"Other","Euglena sp.","Euglena","sp.",1,1,613.74,53.66,32933.2884
"821",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Diatoms","Cocconeis sp.","Cocconeis","sp.",1,1,301.89,65.71,19837.1919
"822",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Diatoms","Cyclotella sp.","Cyclotella","sp.",19,19,111.05,1248.49,138644.8145
"823",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Green Algae","cf. Chlorella sp.","Chlorella","sp.",23,23,7.24,1511.33,10942.0292
"824",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Green Algae","Lagerheimia genevensis","Lagerheimia","genevensis",2,2,13.19,131.42,1733.4298
"825",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Green Algae","Monoraphidium minutum","Monoraphidium","minutum",11,11,4.34,722.81,3136.9954
"826",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Cryptophytes","Plagioselmis lacustris","Plagioselmis","lacustris",16,16,1118.62,1051.36,1176072.3232
"827",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",23,23,325.73,1511.33,492285.5209
"828",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Cyanobacteria","Aphanizomenon sp.","Aphanizomenon","sp.",1,2,79.39,65.71,10433.4338
"829",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",260,520,0.18,17084.6,6150.456
"830",2022-07-20 12:25:00,"Jul","2022","P8","EMP","Southern Interior Delta",65.71,"Cyanobacteria","Microcystis sp.","Microcystis","sp.",52,119,65.45,3416.92,511785.6205
"831",2022-07-25 13:30:00,"Jul","2022","D7","EMP","Grizzly and Suisun Bay",71.87,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",1,1,312.47,71.87,22457.2189
"832",2022-07-25 13:30:00,"Jul","2022","D7","EMP","Grizzly and Suisun Bay",71.87,"Diatoms","Entomoneis sp.","Entomoneis","sp.",1,1,2967.58,71.87,213279.9746
"833",2022-07-25 13:30:00,"Jul","2022","D7","EMP","Grizzly and Suisun Bay",71.87,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,1451.97,71.87,104353.0839
"834",2022-07-25 13:30:00,"Jul","2022","D7","EMP","Grizzly and Suisun Bay",71.87,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",412,824,0.18,29610.44,10659.7584
"835",2022-07-22 12:50:00,"Jul","2022","D10","EMP","Confluence",135.29,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",1,1,68.96,135.29,9329.5984
"836",2022-07-22 12:50:00,"Jul","2022","D10","EMP","Confluence",135.29,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",2,2,550.48,270.58,148948.8784
"837",2022-07-22 12:50:00,"Jul","2022","D10","EMP","Confluence",135.29,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,159.13,135.29,21528.6977
"838",2022-07-22 12:50:00,"Jul","2022","D10","EMP","Confluence",135.29,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",404,808,0.18,54657.16,19676.5776
"839",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Diatoms","Cocconeis placentula","Cocconeis","placentula",3,3,337.62,138,46591.56
"840",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Diatoms","Cyclotella sp.","Cyclotella","sp.",20,20,122.74,920,112920.8
"841",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","Chlamydomonas sp.","Chlamydomonas","sp.",10,10,180.6,460,83076
"842",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","cf. Chlorella sp.","Chlorella","sp.",31,31,5.58,1426,7957.08
"843",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","Drepanochloris nannoselene","Drepanochloris","nannoselene",62,62,5.49,2852,15657.48
"844",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","Lagerheimia genevensis","Lagerheimia","genevensis",4,4,10.45,184,1922.8
"845",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","Monoraphidium minutum","Monoraphidium","minutum",3,3,5.64,138,778.32
"846",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",1,1,32.74,46,1506.04
"847",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Golden Algae","Ochromonas sp.","Ochromonas","sp.",2,2,91.95,92,8459.4
"848",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Cryptophytes","Plagioselmis lacustris","Plagioselmis","lacustris",12,12,961.45,552,530720.4
"849",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",18,18,175.24,828,145098.72
"850",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Cyanobacteria","Aphanizomenon sp.","Aphanizomenon","sp.",1,3,63.51,46,8764.38
"851",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",241,482,0.18,11086,3990.96
"852",2022-07-20 10:45:00,"Jul","2022","MD10A","EMP","Southern Interior Delta",46,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",1,1,31.06,46,1428.76
"853",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Cocconeis placentula","Cocconeis","placentula",4,4,325.91,125.16,40790.8956
"854",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Cyclotella sp.","Cyclotella","sp.",22,22,218.86,688.38,150658.8468
"855",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Encyonema sp.","Encyonema","sp.",3,3,141.73,93.87,13304.1951
"856",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Mayamaea sp.","Mayamaea","sp.",1,1,228.71,31.29,7156.3359
"857",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Navicula spp.","Navicula","spp.",4,4,602.67,125.16,75430.1772
"858",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Nitzschia reversa","Nitzschia","reversa",1,1,575.76,31.29,18015.5304
"859",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Nitzschia sp.","Nitzschia","sp.",2,2,219.63,62.58,13744.4454
"860",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Diatoms","Sellaphora sp.","Sellaphora","sp.",1,1,1030.35,31.29,32239.6515
"861",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Green Algae","Chlamydomonas sp.","Chlamydomonas","sp.",3,3,106.44,93.87,9991.5228
"862",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Green Algae","Chlorella sp.","Chlorella","sp.",100,100,9.2,3129,28786.8
"863",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Green Algae","Desmodesmus sp.","Desmodesmus","sp.",1,2,38.64,31.29,2418.0912
"864",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Green Algae","Monoraphidium minutum","Monoraphidium","minutum",2,2,5.31,62.58,332.2998
"865",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",1,1,301.33,31.29,9428.6157
"866",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Golden Algae","Ochromonas sp.","Ochromonas","sp.",1,1,89.49,31.29,2800.1421
"867",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Cryptophytes","Plagioselmis sp.","Plagioselmis","sp.",2,2,230.91,62.58,14450.3478
"868",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Cryptophytes","Teleaulax amphioxeia","Teleaulax","amphioxeia",3,3,71.27,93.87,6690.1149
"869",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",256,512,0.18,8010.24,2883.6864
"870",2022-07-18 12:00:00,"Jul","2022","C10A","EMP","Southern Interior Delta",31.29,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",1,1,47.71,31.29,1492.8459
"871",2022-07-22 12:05:00,"Jul","2022","D8","EMP","Grizzly and Suisun Bay",112.19,"Diatoms","Cyclotella sp.","Cyclotella","sp.",2,2,404.03,224.38,90656.2514
