"","DateTime","Month","Year","StationCode","Region","Study","Factor","Taxon","Genus","Species","UnitAbundance","TotalCells","GALD","BV.Avg","Units.per.mL","BV.um3.per.mL","Group"
"3276",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"cf. Cyclotella sp.","Cyclotella","sp.",8,8,6.5,99.55,3603.44,358722.452,"Diatoms"
"3277",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"Nitzschia inconspicua","Nitzschia","inconspicua",2,2,11.1,31.08,900.86,27998.7288,"Diatoms"
"3278",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"Nitzschia palea","Nitzschia","palea",1,1,24.1,89.17,450.43,40164.8431,"Diatoms"
"3279",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"Ulnaria cf. ulna","Ulnaria","ulna",4,4,9.3,189.91,1801.72,342164.6452,"Diatoms"
"3280",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"Rhodomonas lacustris","Rhodomonas","lacustris",1,1,13,902.58,450.43,406549.1094,"Cryptophytes"
"3281",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",4,4,9.3,294.36,1801.72,530354.2992,"Cryptophytes"
"3282",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",371,777,0.65,0.16,167109.53,55997.4576,"Cyanobacteria"
"3283",2016-02-01 11:56:00,"Feb","2016","D28A","Central Delta","EMP",450.43,"cf. Synechococcus salinarum","Synechococcus","salinarum",185,229,2.8,11.49,83329.55,1185175.9203,"Cyanobacteria"
"3284",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Aulacoseira alpigena","Aulacoseira","alpigena",4,4,8.3,351.69,1801.72,633646.9068,"Diatoms"
"3285",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Cocconeis placentula","Cocconeis","placentula",1,1,13,132.73,450.43,59785.5739,"Diatoms"
"3286",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Cocconeis placentula","Cocconeis","placentula",1,1,18.5,377.78,450.43,170163.4454,"Diatoms"
"3287",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"cf. Cyclotella sp.","Cyclotella","sp.",2,2,5.6,73.89,900.86,66564.5454,"Diatoms"
"3288",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Cymbella affinis","Cymbella","affinis",1,1,42.6,2030.74,450.43,914706.2182,"Diatoms"
"3289",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Gomphoneis minuta","Gomphoneis","minuta",1,1,37,9143.54,450.43,4118524.7222,"Diatoms"
"3290",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Ulnaria cf. ulna","Ulnaria","ulna",2,2,10.2,296.41,900.86,267023.9126,"Diatoms"
"3291",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",355,771,0.65,0.16,159902.65,55565.0448,"Cyanobacteria"
"3292",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"cf. Planktolyngbya limnetica","Planktolyngbya","limnetica",1,9,1.9,1.21,450.43,4905.1827,"Cyanobacteria"
"3293",2016-02-03 12:35:00,"Feb","2016","D4","Confluence","EMP",450.43,"cf. Synechococcus salinarum","Synechococcus","salinarum",139,170,2.8,11.49,62609.77,879824.919,"Cyanobacteria"
"3294",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Coscinodiscus sp.","Coscinodiscus","sp.",1,1,30.5,13151.09,150.14,1974504.6526,"Diatoms"
"3295",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Cyclotella cf. striata","Cyclotella","striata",1,1,14.8,418.46,150.14,62827.5844,"Diatoms"
"3296",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Nitzschia sp.","Nitzschia","sp.",3,3,20.4,93.84,450.42,42267.4128,"Diatoms"
"3297",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"cf. Thalassiosira spp.","Thalassiosira","spp.",11,11,4.6,33.24,1651.54,54897.1896,"Diatoms"
"3298",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Ulnaria cf. ulna","Ulnaria","ulna",2,2,11.1,146.46,300.28,43979.0088,"Diatoms"
"3299",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Chrysococcus sp.","Chrysococcus","sp.",2,2,3.7,26.52,300.28,7963.4256,"Golden Algae"
"3300",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",7,7,9.3,314.74,1050.98,330785.4452,"Cryptophytes"
"3301",2016-02-08 11:45:00,"Feb","2016","D41A","San Pablo Bay","EMP",150.14,"Eucapsis microscopica","Eucapsis","microscopicus",419,906,0.65,0.165,62908.66,22444.4286,"Cyanobacteria"
"3302",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Aulacoseira granulata","Aulacoseira","granulata",2,2,14.8,364.52,300.28,109458.0656,"Diatoms"
"3303",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Bacillaria paxillifera","Bacillaria","paxillifera",1,1,20.4,342.72,150.14,51455.9808,"Diatoms"
"3304",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Cocconeis sp.","Cocconeis","sp.",1,1,14.8,302.22,150.14,45375.3108,"Diatoms"
"3305",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Nitzschia inconspicua","Nitzschia","inconspicua",1,1,11.1,31.08,150.14,4666.3512,"Diatoms"
"3306",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Nitzschia sp.","Nitzschia","sp.",2,2,14.8,54.76,300.28,16443.3328,"Diatoms"
"3307",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"cf. Thalassiosira sp.","Thalassiosira","sp.",7,7,5.6,73.89,1050.98,77656.9122,"Diatoms"
"3308",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Ulnaria cf. ulna","Ulnaria","ulna",3,3,11.1,434.15,450.42,195549.843,"Diatoms"
"3309",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Rhodomonas lacustris","Rhodomonas","lacustris",1,1,13,902.58,150.14,135513.3612,"Cryptophytes"
"3310",2016-02-08 14:50:00,"Feb","2016","D6","San Pablo Bay","EMP",150.14,"Eucapsis microscopica","Eucapsis","microscopicus",384,844,0.66,0.169,57653.76,21415.36904,"Cyanobacteria"
"3311",2016-02-04 10:37:00,"Feb","2016","D7","Grizzly and Suisun Bay","EMP",450.43,"Bacillaria paxillifera","Bacillaria","paxillifera",2,2,13,338,900.86,304490.68,"Diatoms"
"3312",2016-02-04 10:37:00,"Feb","2016","D7","Grizzly and Suisun Bay","EMP",450.43,"Cocconeis placentula","Cocconeis","placentula",2,2,9.3,108.1,900.86,97382.966,"Diatoms"
"3313",2016-02-04 10:37:00,"Feb","2016","D7","Grizzly and Suisun Bay","EMP",450.43,"cf. Thalassiosira spp.","Thalassiosira","spp.",5,5,5.6,73.89,2252.15,166411.3635,"Diatoms"
"3314",2016-02-04 10:37:00,"Feb","2016","D7","Grizzly and Suisun Bay","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",428,905,0.68,0.185,192784.04,75413.24275,"Cyanobacteria"
"3315",2016-02-04 10:37:00,"Feb","2016","D7","Grizzly and Suisun Bay","EMP",450.43,"cf. Synechococcus salinarum","Synechococcus","salinarum",93,116,4.6,50.96,41889.99,2662653.8848,"Cyanobacteria"
"3316",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"Bacillaria paxillifera","Bacillaria","paxillifera",1,1,13,338,450.43,152245.34,"Diatoms"
"3317",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"Ulnaria cf. ulna","Ulnaria","ulna",7,7,7.4,130.19,3153.01,410490.3719,"Diatoms"
"3318",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"Crucigenia cf. tetrapedia","Crucigenia","tetrapedia",1,4,5.6,31.36,450.43,56501.9392,"Green Algae"
"3319",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"Monoraphidium contortum","Monoraphidium","contortum",1,1,23.1,43.66,450.43,19665.7738,"Green Algae"
"3320",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",1,1,7.4,159.13,450.43,71676.9259,"Cryptophytes"
"3321",2016-02-03 10:15:00,"Feb","2016","D8","Grizzly and Suisun Bay","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",406,908,0.62,0.15,182874.58,61348.566,"Cyanobacteria"
"3322",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"Nitzschia sp.","Nitzschia","sp.",1,1,26.8,525.28,75.07,39432.7696,"Diatoms"
"3323",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"Thalassiosira sp.","Thalassiosira","sp.",4,4,11.1,483.84,300.28,145287.4752,"Diatoms"
"3324",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"cf. Thalassiosira spp.","Thalassiosira","spp.",10,10,5.6,73.89,750.7,55469.223,"Diatoms"
"3325",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"cf. Kephyrion sp.","Kephyrion","sp.",3,3,4.6,32.97,225.21,7425.1737,"Golden Algae"
"3326",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"cf. Cryptomonas erosa","Cryptomonas","erosa",1,1,13.9,629.48,75.07,47255.0636,"Cryptophytes"
"3327",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",5,5,8,227.87,375.35,85531.0045,"Cryptophytes"
"3328",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"Eucapsis microscopica","Eucapsis","microscopicus",391,855,0.65,0.16,29352.37,10269.576,"Cyanobacteria"
"3329",2016-02-08 12:30:00,"Feb","2016","D41","San Pablo Bay","EMP",75.07,"cf. Planktolyngbya limnetica","Planktolyngbya","limnetica",1,11,2.8,7.94,75.07,6556.6138,"Cyanobacteria"
"3330",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Adlafia sp.","Adlafia","sp.",1,1,7.4,43.01,90.09,3874.7709,"Diatoms"
"3331",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Bacillaria paxillifera","Bacillaria","paxillifera",2,2,25.9,958.3,180.18,172666.494,"Diatoms"
"3332",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Cocconeis placentula","Cocconeis","placentula",2,2,22.2,516.1,180.18,92990.898,"Diatoms"
"3333",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Cyclotella meneghiniana","Cyclotella","meneghiniana",1,1,22.2,3870.75,90.09,348715.8675,"Diatoms"
"3334",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Cyclotella sp.","Cyclotella","sp.",5,5,6.5,152.64,450.45,68756.688,"Diatoms"
"3335",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"cf. Actinastrum hantzschii","Actinastrum","hantzschii",1,4,16.7,50.04,90.09,18032.4144,"Green Algae"
"3336",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Chrysococcus sp.","Chrysococcus","sp.",3,3,6.5,143.79,270.27,38862.1233,"Golden Algae"
"3337",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Cryptomonas erosa","Cryptomonas","erosa",1,1,18.5,1193.48,90.09,107520.6132,"Cryptophytes"
"3338",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",3,3,9.3,337.38,270.27,91183.6926,"Cryptophytes"
"3339",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Eucapsis microscopica","Eucapsis","microscopicus",413,922,0.65,0.165,37207.17,13705.3917,"Cyanobacteria"
"3340",2016-02-02 13:35:00,"Feb","2016","P8","Southern Interior Delta","EMP",90.09,"Planktothrix agardhii","Planktothrix","agardhii",1,36,3.7,30.11,90.09,97653.9564,"Cyanobacteria"
"3341",2016-02-03 11:00:00,"Feb","2016","EZ2","Entrapment Zone","EMP",450.43,"cf. Planothidium delicatulum","Planothidium","delicatulum",1,1,14.8,195.28,450.43,87959.9704,"Diatoms"
"3342",2016-02-03 11:00:00,"Feb","2016","EZ2","Entrapment Zone","EMP",450.43,"Ulnaria cf. ulna","Ulnaria","ulna",1,1,9.3,270.26,450.43,121733.2118,"Diatoms"
"3343",2016-02-03 11:00:00,"Feb","2016","EZ2","Entrapment Zone","EMP",450.43,"Chrysococcus sp.","Chrysococcus","sp.",1,1,6.5,143.79,450.43,64767.3297,"Golden Algae"
"3344",2016-02-03 11:00:00,"Feb","2016","EZ2","Entrapment Zone","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",386,842,0.65,0.16,173865.98,60681.9296,"Cyanobacteria"
"3345",2016-02-03 11:00:00,"Feb","2016","EZ2","Entrapment Zone","EMP",450.43,"cf. Synechococcus salinarum","Synechococcus","salinarum",132,161,2.8,11.49,59456.76,833245.9527,"Cyanobacteria"
"3346",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Achnanthidium minutissimum","Achnanthidium","minutissimum",3,3,8.3,36.51,900.87,32890.7637,"Diatoms"
"3347",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Cocconeis placentula","Cocconeis","placentula",1,1,11.1,162.15,300.29,48692.0235,"Diatoms"
"3348",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Navicula cf. salinarum","Navicula","salinarum",1,1,37,1075.21,300.29,322874.8109,"Diatoms"
"3349",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Ulnaria cf. ulna","Ulnaria","ulna",5,5,7.4,53.47,1501.45,80282.5315,"Diatoms"
"3350",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Lagerheimia genevensis","Lagerheimia","genevensis",1,1,5.6,16.42,300.29,4930.7618,"Green Algae"
"3351",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Monoraphidium contortum","Monoraphidium","contortum",1,1,14.8,27.97,300.29,8399.1113,"Green Algae"
"3352",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"cf. Scenedesmus sp.","Scenedesmus","sp.",1,5,5.6,62.04,300.29,93149.958,"Green Algae"
"3353",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"Eucapsis microscopica","Eucapsis","microscopicus",339,722,0.65,0.165,101798.31,35773.5477,"Cyanobacteria"
"3354",2016-02-03 10:00:00,"Feb","2016","EZ6","Entrapment Zone","EMP",300.29,"cf. Synechococcus salinarum","Synechococcus","salinarum",131,167,2.8,11.49,39337.99,576205.4607,"Cyanobacteria"
"3355",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Aulacoseira granulata","Aulacoseira","granulata",4,4,11.1,477.39,200.2,95573.478,"Diatoms"
"3356",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Bacillaria paxillifera","Bacillaria","paxillifera",4,4,11.1,186.48,200.2,37333.296,"Diatoms"
"3357",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Craticula accomoda","Craticula","accomoda",1,1,20.4,269.17,50.05,13471.9585,"Diatoms"
"3358",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Cyclotella sp.","Cyclotella","sp.",1,1,5.6,137.93,50.05,6903.3965,"Diatoms"
"3359",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Nitzschia fonticola","Nitzschia","fonticola",2,2,13.9,51.43,100.1,5148.143,"Diatoms"
"3360",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Nitzschia recta","Nitzschia","recta",1,1,48.2,404.88,50.05,20264.244,"Diatoms"
"3361",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Planothidium cf. lanceolatum","Planothidium","lanceolatum",2,2,13,171.53,100.1,17170.153,"Diatoms"
"3362",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Desmodesmus aculeolatus","Desmodesmus","aculeolatus",1,4,16.7,185.02,50.05,37041.004,"Green Algae"
"3363",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Monoraphidium contortum","Monoraphidium","contortum",3,3,20.4,38.56,150.15,5789.784,"Green Algae"
"3364",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Rhodomonas lacustris","Rhodomonas","lacustris",1,1,10.2,454.87,50.05,22766.2435,"Cryptophytes"
"3365",2016-02-02 12:10:00,"Feb","2016","MD10A","Southern Interior Delta","EMP",50.05,"Eucapsis microscopica","Eucapsis","microscopicus",455,1042,0.65,0.165,22772.75,8605.0965,"Cyanobacteria"
"3366",2017-02-06 12:30:00,"Feb","2017","D19","Central Delta","EMP",1801.72,"Eucapsis microscopica","Eucapsis","microscopicus",427,902,0.65,0.17,769334.44,276275.7448,"Cyanobacteria"
"3367",2017-02-06 12:30:00,"Feb","2017","D19","Central Delta","EMP",1801.72,"cf. Synechococcus sp.","Synechococcus","sp.",46,152,2.8,11.49,82879.12,3146667.9456,"Cyanobacteria"
"3368",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"Aulacoseira sp.","Aulacoseira","sp.",1,1,13,703.38,300.29,211217.9802,"Diatoms"
"3369",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"cf. Nitzschia sp.","Nitzschia","sp.",1,1,11.1,39.02,300.29,11717.3158,"Diatoms"
"3370",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"Chlorella vulgaris","Chlorella","vulgaris",50,50,2.8,11.49,15014.5,172516.605,"Green Algae"
"3371",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"Drepanochloris nannoselene","Drepanochloris","nannoselene",4,4,2.8,2.07,1201.16,2486.4012,"Green Algae"
"3372",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"cf. Hemiselmis sp.","Hemiselmis","sp.",12,12,4.6,18.88,3603.48,68033.7024,"Cryptophytes"
"3373",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"Eucapsis microscopica","Eucapsis","microscopicus",1008,2090,0.65,0.17,302692.32,106693.037,"Cyanobacteria"
"3374",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"cf. Lyngbya sp.","Lyngbya","sp.",1,34,3.7,20.43,300.29,208587.4398,"Cyanobacteria"
"3375",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"Planktolyngbya sp.","Planktolyngbya","sp.",5,49,2.8,7.94,1501.45,116830.8274,"Cyanobacteria"
"3376",2017-02-02 11:15:00,"Feb","2017","C9","Southern Interior Delta","EMP",300.29,"cf. Synechococcus sp.","Synechococcus","sp.",68,84,3.7,26.52,20419.72,668950.0272,"Cyanobacteria"
"3377",2017-02-06 11:20:00,"Feb","2017","D12","Confluence","EMP",1801.72,"Chlorella vulgaris","Chlorella","vulgaris",9,9,2.8,11.49,16215.48,186315.8652,"Green Algae"
"3378",2017-02-06 11:20:00,"Feb","2017","D12","Confluence","EMP",1801.72,"Monoraphidium contortum","Monoraphidium","contortum",1,1,27.8,52.55,1801.72,94680.386,"Green Algae"
"3379",2017-02-06 11:20:00,"Feb","2017","D12","Confluence","EMP",1801.72,"Eucapsis microscopica","Eucapsis","microscopicus",430,904,0.65,0.17,774739.6,276888.3296,"Cyanobacteria"
"3380",2017-02-06 11:20:00,"Feb","2017","D12","Confluence","EMP",1801.72,"cf. Synechococcus sp.","Synechococcus","sp.",38,42,3.7,26.52,68465.36,2006827.8048,"Cyanobacteria"
"3381",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Cocconeis placentula","Cocconeis","placentula",1,1,20.4,416.57,450.43,187635.6251,"Diatoms"
"3382",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Staurosirella pinnata","Staurosirella","pinnata",1,1,12,97.64,450.43,43979.9852,"Diatoms"
"3383",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Chlorella vulgaris","Chlorella","vulgaris",29,29,2.8,11.49,13062.47,150087.7803,"Green Algae"
"3384",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Teleaulax sp.","Teleaulax","sp.",1,1,11.1,538.68,450.43,242637.6324,"Cryptophytes"
"3385",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",765,1593,0.65,0.17,344578.95,121980.9483,"Cyanobacteria"
"3386",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"Planktolyngbya sp.","Planktolyngbya","sp.",2,23,1.9,1.21,900.86,12535.4669,"Cyanobacteria"
"3387",2017-02-06 13:25:00,"Feb","2017","D28A","Central Delta","EMP",450.43,"cf. Synechococcus sp.","Synechococcus","sp.",65,82,3.7,26.52,29277.95,979523.0952,"Cyanobacteria"
"3388",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"Gomphonema parvulum","Gomphonema","parvulum",1,1,9.3,199.46,900.86,179685.5356,"Diatoms"
"3389",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"Navicula sp.","Navicula","sp.",1,1,19.4,315.7,900.86,284401.502,"Diatoms"
"3390",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"Chlorella vulgaris","Chlorella","vulgaris",67,67,3.7,26.52,60357.62,1600684.0824,"Green Algae"
"3391",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"cf. Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",16,16,7.4,172.03,14413.76,2479599.1328,"Cryptophytes"
"3392",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"Eucapsis microscopica","Eucapsis","microscopicus",844,1720,0.65,0.17,760325.84,263411.464,"Cyanobacteria"
"3393",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"Planktolyngbya sp.","Planktolyngbya","sp.",4,57,1.9,1.21,3603.44,62132.3142,"Cyanobacteria"
"3394",2017-02-07 10:55:00,"Feb","2017","D26","Central Delta","EMP",900.86,"cf. Synechococcus sp.","Synechococcus","sp.",118,129,3.34,22.16,106301.48,2575234.4304,"Cyanobacteria"
"3395",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Adlafia sp.","Adlafia","sp.",1,1,6.5,35.89,450.43,16165.9327,"Diatoms"
"3396",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Cyclotella spp.","Cyclotella","sp.",9,9,4.6,46.53,4053.87,188626.5711,"Diatoms"
"3397",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Fragilaria brevistriata","Fragilaria","brevistriata",4,4,18.5,280.72,1801.72,505778.8384,"Diatoms"
"3398",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Nitzschia inconspicua","Nitzschia","inconspicua",1,1,13,67.34,450.43,30331.9562,"Diatoms"
"3399",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Surirella sp.","Surirella","sp.",1,1,77.8,53508.71,450.43,24101928.2453,"Diatoms"
"3400",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Chlorella vulgaris","Chlorella","vulgaris",39,39,2.8,11.49,17566.77,201842.1873,"Green Algae"
"3401",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Drepanochloris nannoselene","Drepanochloris","nannoselene",6,6,5.6,3.85,2702.58,10404.933,"Green Algae"
"3402",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",10,10,5.6,76.35,4504.3,343903.305,"Cryptophytes"
"3403",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Eucapsis microscopica","Eucapsis","microscopicus",912,1880,0.65,0.17,410792.16,143957.428,"Cyanobacteria"
"3404",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"cf. Glaucospira sp.","Glaucospira","sp.",1,9,0.9,0.18,450.43,729.6966,"Cyanobacteria"
"3405",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Planktolyngbya sp.","Planktolyngbya","sp.",3,42,2.8,1.78,1351.29,33674.1468,"Cyanobacteria"
"3406",2017-02-02 12:45:00,"Feb","2017","C10A","Southern Interior Delta","EMP",450.43,"Synechococcus sp.","Synechococcus","sp.",93,111,4.6,50.96,41889.99,2547884.3208,"Cyanobacteria"
"3407",2017-02-03 10:30:00,"Feb","2017","C3A","Northern Interior Delta","EMP",900.86,"Amphora delicatissima","Amphora","delicatissima",1,1,8.3,28.67,900.86,25827.6562,"Diatoms"
"3408",2017-02-03 10:30:00,"Feb","2017","C3A","Northern Interior Delta","EMP",900.86,"Staurosira construens var. binodis","Staurosira","construens var. binodis",1,1,14.8,347.55,900.86,313093.893,"Diatoms"
"3409",2017-02-03 10:30:00,"Feb","2017","C3A","Northern Interior Delta","EMP",900.86,"Chlorella vulgaris","Chlorella","vulgaris",33,33,3.7,26.52,29728.38,788396.6376,"Green Algae"
"3410",2017-02-03 10:30:00,"Feb","2017","C3A","Northern Interior Delta","EMP",900.86,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",6,6,6.5,102.87,5405.16,556028.8092,"Cryptophytes"
"3411",2017-02-03 10:30:00,"Feb","2017","C3A","Northern Interior Delta","EMP",900.86,"Eucapsis microscopica","Eucapsis","microscopicus",696,1423,0.65,0.17,626998.56,217927.0426,"Cyanobacteria"
