SampleID,Group,BV.um3.per.L,,Year,Month,DateTime,Region,StationCode
EMP.EZ2.2015.10.21,Diatoms,91415174.4,,2015,Oct,10/21/2015 14:00,Entrapment Zone,EZ2
EMP.EZ2.2015.10.21,Green Algae,49763977.6,,2015,Oct,10/21/2015 14:00,Entrapment Zone,EZ2
EMP.D7.2015.10.22,Cryptophytes,86058702.4,,2015,Oct,10/22/2015 9:40,Grizzly and Suisun Bay,D7
EMP.D7.2015.10.22,Cyanobacteria,13841876,,2015,Oct,10/22/2015 9:40,Grizzly and Suisun Bay,D7
EMP.D7.2015.10.22,Diatoms,18443996.6,,2015,Oct,10/22/2015 9:40,Grizzly and Suisun Bay,D7
EMP.D7.2015.10.22,Green Algae,2297162.4,,2015,Oct,10/22/2015 9:40,Grizzly and Suisun Bay,D7
EMP.D41A.2015.10.23,Cryptophytes,28657972.5,,2015,Oct,10/23/2015 8:20,San Pablo Bay,D41A
EMP.D41A.2015.10.23,Cyanobacteria,24796371.7,,2015,Oct,10/23/2015 8:20,San Pablo Bay,D41A
EMP.D41A.2015.10.23,Diatoms,31769624,,2015,Oct,10/23/2015 8:20,San Pablo Bay,D41A
EMP.D41.2015.10.23,Cryptophytes,169264082.5,,2015,Oct,10/23/2015 9:55,San Pablo Bay,D41
EMP.D41.2015.10.23,Cyanobacteria,12047233.6,,2015,Oct,10/23/2015 9:55,San Pablo Bay,D41
EMP.D41.2015.10.23,Diatoms,438189595.6,,2015,Oct,10/23/2015 9:55,San Pablo Bay,D41
EMP.D41.2015.10.23,Green Algae,14116913.5,,2015,Oct,10/23/2015 9:55,San Pablo Bay,D41
EMP.D41.2015.10.23,Other,41885306.5,,2015,Oct,10/23/2015 9:55,San Pablo Bay,D41
EMP.D6.2015.10.23,Cryptophytes,117162622.5,,2015,Oct,10/23/2015 11:50,San Pablo Bay,D6
EMP.D6.2015.10.23,Cyanobacteria,12826275,,2015,Oct,10/23/2015 11:50,San Pablo Bay,D6
EMP.D6.2015.10.23,Green Algae,25995585,,2015,Oct,10/23/2015 11:50,San Pablo Bay,D6
EMP.D6.2015.10.23,Other,28177380,,2015,Oct,10/23/2015 11:50,San Pablo Bay,D6
EMP.EZ6-SJR.2015.11.02,Cryptophytes,67618873.6,,2015,Nov,11/2/2015 9:55,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2015.11.02,Cyanobacteria,242377319.8,,2015,Nov,11/2/2015 9:55,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2015.11.02,Diatoms,299145052.6,,2015,Nov,11/2/2015 9:55,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2015.11.02,Green Algae,9450993.6,,2015,Nov,11/2/2015 9:55,Entrapment Zone,EZ6-SJR
EMP.EZ2-SJR.2015.11.02,Cryptophytes,169047184,,2015,Nov,11/2/2015 10:42,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2015.11.02,Cyanobacteria,700605089.7,,2015,Nov,11/2/2015 10:42,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2015.11.02,Diatoms,855733163.3,,2015,Nov,11/2/2015 10:42,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2015.11.02,Green Algae,1478648.1,,2015,Nov,11/2/2015 10:42,Entrapment Zone,EZ2-SJR
EMP.C3A.2015.11.02,Cryptophytes,57709470.5,,2015,Nov,11/2/2015 11:15,Northern Interior Delta,C3A
EMP.C3A.2015.11.02,Cyanobacteria,12209499.5,,2015,Nov,11/2/2015 11:15,Northern Interior Delta,C3A
EMP.C3A.2015.11.02,Diatoms,3261722203,,2015,Nov,11/2/2015 11:15,Northern Interior Delta,C3A
EMP.C3A.2015.11.02,Golden Algae,2958002,,2015,Nov,11/2/2015 11:15,Northern Interior Delta,C3A
EMP.C3A.2015.11.02,Green Algae,1493076,,2015,Nov,11/2/2015 11:15,Northern Interior Delta,C3A
EMP.D19.2015.11.02,Cryptophytes,738076439.3,,2015,Nov,11/2/2015 11:40,Central Delta,D19
EMP.D19.2015.11.02,Cyanobacteria,390418706,,2015,Nov,11/2/2015 11:40,Central Delta,D19
EMP.D19.2015.11.02,Diatoms,338667599.9,,2015,Nov,11/2/2015 11:40,Central Delta,D19
EMP.D19.2015.11.02,Green Algae,50657794.5,,2015,Nov,11/2/2015 11:40,Central Delta,D19
EMP.D28A.2015.11.02,Cryptophytes,192792872.4,,2015,Nov,11/2/2015 12:55,Central Delta,D28A
EMP.D28A.2015.11.02,Cyanobacteria,55066250.4,,2015,Nov,11/2/2015 12:55,Central Delta,D28A
EMP.D28A.2015.11.02,Diatoms,240660656.4,,2015,Nov,11/2/2015 12:55,Central Delta,D28A
EMP.D28A.2015.11.02,Green Algae,20990131.2,,2015,Nov,11/2/2015 12:55,Central Delta,D28A
EMP.C10A.2015.11.02,Cryptophytes,91022251.2,,2015,Nov,11/2/2015 14:00,Southern Interior Delta,C10A
EMP.C10A.2015.11.02,Cyanobacteria,24622871.4,,2015,Nov,11/2/2015 14:00,Southern Interior Delta,C10A
EMP.C10A.2015.11.02,Diatoms,503976432.6,,2015,Nov,11/2/2015 14:00,Southern Interior Delta,C10A
EMP.C10A.2015.11.02,Golden Algae,4595602.2,,2015,Nov,11/2/2015 14:00,Southern Interior Delta,C10A
EMP.C10A.2015.11.02,Green Algae,23051005.2,,2015,Nov,11/2/2015 14:00,Southern Interior Delta,C10A
EMP.D26.2015.11.03,Cryptophytes,318977174.4,,2015,Nov,11/3/2015 10:05,Central Delta,D26
EMP.D26.2015.11.03,Cyanobacteria,144212060.8,,2015,Nov,11/3/2015 10:05,Central Delta,D26
EMP.D26.2015.11.03,Diatoms,386612041.6,,2015,Nov,11/3/2015 10:05,Central Delta,D26
EMP.D26.2015.11.03,Green Algae,19909094.4,,2015,Nov,11/3/2015 10:05,Central Delta,D26
EMP.MD10A.2015.11.03,Cryptophytes,337794957.5,,2015,Nov,11/3/2015 11:20,Southern Interior Delta,MD10A
EMP.MD10A.2015.11.03,Cyanobacteria,78956377.5,,2015,Nov,11/3/2015 11:20,Southern Interior Delta,MD10A
EMP.MD10A.2015.11.03,Diatoms,342091750,,2015,Nov,11/3/2015 11:20,Southern Interior Delta,MD10A
EMP.MD10A.2015.11.03,Green Algae,40513473,,2015,Nov,11/3/2015 11:20,Southern Interior Delta,MD10A
EMP.P8.2015.11.03,Cryptophytes,313196900,,2015,Nov,11/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.11.03,Cyanobacteria,14571566,,2015,Nov,11/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.11.03,Diatoms,171906420,,2015,Nov,11/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.11.03,Green Algae,8958456,,2015,Nov,11/3/2015 12:45,Southern Interior Delta,P8
EMP.D8.2015.11.04,Cryptophytes,25599243.1,,2015,Nov,11/4/2015 10:50,Grizzly and Suisun Bay,D8
EMP.D8.2015.11.04,Cyanobacteria,27429943.7,,2015,Nov,11/4/2015 10:50,Grizzly and Suisun Bay,D8
EMP.D8.2015.11.04,Diatoms,795177192.6,,2015,Nov,11/4/2015 10:50,Grizzly and Suisun Bay,D8
EMP.D4.2015.11.04,Cyanobacteria,83541252.1,,2015,Nov,11/4/2015 12:15,Confluence,D4
EMP.D4.2015.11.04,Diatoms,519539474.9,,2015,Nov,11/4/2015 12:15,Confluence,D4
EMP.D4.2015.11.04,Green Algae,11945403.6,,2015,Nov,11/4/2015 12:15,Confluence,D4
EMP.EZ6.2015.11.04,Cryptophytes,45854283,,2015,Nov,11/4/2015 12:50,Entrapment Zone,EZ6
EMP.EZ6.2015.11.04,Cyanobacteria,306298802.9,,2015,Nov,11/4/2015 12:50,Entrapment Zone,EZ6
EMP.EZ6.2015.11.04,Diatoms,26323421.4,,2015,Nov,11/4/2015 12:50,Entrapment Zone,EZ6
EMP.EZ2.2015.11.04,Cryptophytes,209861938.5,,2015,Nov,11/4/2015 13:50,Entrapment Zone,EZ2
EMP.EZ2.2015.11.04,Cyanobacteria,33538273.2,,2015,Nov,11/4/2015 13:50,Entrapment Zone,EZ2
EMP.EZ2.2015.11.04,Diatoms,19050676051,,2015,Nov,11/4/2015 13:50,Entrapment Zone,EZ2
EMP.EZ2.2015.11.04,Green Algae,7762988.7,,2015,Nov,11/4/2015 13:50,Entrapment Zone,EZ2
EMP.D7.2015.11.05,Cryptophytes,92287886.4,,2015,Nov,11/5/2015 10:20,Grizzly and Suisun Bay,D7
EMP.D7.2015.11.05,Cyanobacteria,24455642.4,,2015,Nov,11/5/2015 10:20,Grizzly and Suisun Bay,D7
EMP.D41A.2015.11.06,Cryptophytes,13990795.9,,2015,Nov,11/6/2015 8:45,San Pablo Bay,D41A
EMP.D41A.2015.11.06,Cyanobacteria,12761900,,2015,Nov,11/6/2015 8:45,San Pablo Bay,D41A
EMP.D41A.2015.11.06,Diatoms,1032862606,,2015,Nov,11/6/2015 8:45,San Pablo Bay,D41A
EMP.D41A.2015.11.06,Green Algae,3450217.2,,2015,Nov,11/6/2015 8:45,San Pablo Bay,D41A
EMP.D41.2015.11.06,Cryptophytes,200100172.8,,2015,Nov,11/6/2015 9:47,San Pablo Bay,D41
EMP.D41.2015.11.06,Cyanobacteria,11319552,,2015,Nov,11/6/2015 9:47,San Pablo Bay,D41
EMP.D41.2015.11.06,Diatoms,3074440589,,2015,Nov,11/6/2015 9:47,San Pablo Bay,D41
EMP.D6.2015.11.06,Cryptophytes,145476978.5,,2015,Nov,11/6/2015 11:47,San Pablo Bay,D6
EMP.D6.2015.11.06,Cyanobacteria,20124132.5,,2015,Nov,11/6/2015 11:47,San Pablo Bay,D6
EMP.D6.2015.11.06,Diatoms,40608593.8,,2015,Nov,11/6/2015 11:47,San Pablo Bay,D6
EMP.D6.2015.11.06,Golden Algae,3759199.5,,2015,Nov,11/6/2015 11:47,San Pablo Bay,D6
EMP.C3A.2015.12.01,Cryptophytes,155354130,,2015,Dec,12/1/2015 10:45,Northern Interior Delta,C3A
EMP.C3A.2015.12.01,Cyanobacteria,12307660,,2015,Dec,12/1/2015 10:45,Northern Interior Delta,C3A
EMP.C3A.2015.12.01,Diatoms,435154645,,2015,Dec,12/1/2015 10:45,Northern Interior Delta,C3A
EMP.C3A.2015.12.01,Golden Algae,55203740,,2015,Dec,12/1/2015 10:45,Northern Interior Delta,C3A
EMP.C3A.2015.12.01,Green Algae,7259940,,2015,Dec,12/1/2015 10:45,Northern Interior Delta,C3A
EMP.C10A.2015.12.01,Cryptophytes,99860215,,2015,Dec,12/1/2015 13:30,Southern Interior Delta,C10A
EMP.C10A.2015.12.01,Cyanobacteria,204111745,,2015,Dec,12/1/2015 13:30,Southern Interior Delta,C10A
EMP.C10A.2015.12.01,Diatoms,1855329925,,2015,Dec,12/1/2015 13:30,Southern Interior Delta,C10A
EMP.C10A.2015.12.01,Golden Algae,9660045,,2015,Dec,12/1/2015 13:30,Southern Interior Delta,C10A
EMP.C10A.2015.12.01,Green Algae,13130485,,2015,Dec,12/1/2015 13:30,Southern Interior Delta,C10A
EMP.EZ6-SJR.2015.12.02,Cyanobacteria,656950267.6,,2015,Dec,12/2/2015 9:50,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2015.12.02,Diatoms,4656862999,,2015,Dec,12/2/2015 9:50,Entrapment Zone,EZ6-SJR
EMP.EZ2-SJR.2015.12.02,Cyanobacteria,295177916.1,,2015,Dec,12/2/2015 10:45,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2015.12.02,Diatoms,15110899339,,2015,Dec,12/2/2015 10:45,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2015.12.02,Golden Algae,43784913.4,,2015,Dec,12/2/2015 10:45,Entrapment Zone,EZ2-SJR
EMP.D19.2015.12.02,Cryptophytes,367861280.8,,2015,Dec,12/2/2015 12:03,Central Delta,D19
EMP.D19.2015.12.02,Cyanobacteria,219456967.2,,2015,Dec,12/2/2015 12:03,Central Delta,D19
EMP.D19.2015.12.02,Diatoms,16263417790,,2015,Dec,12/2/2015 12:03,Central Delta,D19
EMP.D19.2015.12.02,Green Algae,11943165.6,,2015,Dec,12/2/2015 12:03,Central Delta,D19
EMP.D28A.2015.12.02,Cryptophytes,732667530,,2015,Dec,12/2/2015 13:00,Central Delta,D28A
EMP.D28A.2015.12.02,Cyanobacteria,81885722.4,,2015,Dec,12/2/2015 13:00,Central Delta,D28A
EMP.D28A.2015.12.02,Diatoms,4561299179,,2015,Dec,12/2/2015 13:00,Central Delta,D28A
EMP.D26.2015.12.03,Cryptophytes,97990893,,2015,Dec,12/3/2015 10:05,Central Delta,D26
EMP.D26.2015.12.03,Cyanobacteria,15858843,,2015,Dec,12/3/2015 10:05,Central Delta,D26
EMP.D26.2015.12.03,Diatoms,22231461252,,2015,Dec,12/3/2015 10:05,Central Delta,D26
EMP.D26.2015.12.03,Green Algae,4600596,,2015,Dec,12/3/2015 10:05,Central Delta,D26
EMP.MD10A.2015.12.03,Cryptophytes,816092195.8,,2015,Dec,12/3/2015 11:22,Southern Interior Delta,MD10A
EMP.MD10A.2015.12.03,Cyanobacteria,33160959,,2015,Dec,12/3/2015 11:22,Southern Interior Delta,MD10A
EMP.MD10A.2015.12.03,Diatoms,11454376358,,2015,Dec,12/3/2015 11:22,Southern Interior Delta,MD10A
EMP.MD10A.2015.12.03,Green Algae,3019342.2,,2015,Dec,12/3/2015 11:22,Southern Interior Delta,MD10A
EMP.P8.2015.12.03,Cryptophytes,872640429,,2015,Dec,12/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.12.03,Cyanobacteria,9054166,,2015,Dec,12/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.12.03,Diatoms,1606252512,,2015,Dec,12/3/2015 12:45,Southern Interior Delta,P8
EMP.P8.2015.12.03,Green Algae,3881322,,2015,Dec,12/3/2015 12:45,Southern Interior Delta,P8
EMP.D8.2015.12.04,Cyanobacteria,34571987.1,,2015,Dec,12/4/2015 10:45,Grizzly and Suisun Bay,D8
EMP.D8.2015.12.04,Diatoms,72643737.6,,2015,Dec,12/4/2015 10:45,Grizzly and Suisun Bay,D8
EMP.D8.2015.12.04,Green Algae,5175325.8,,2015,Dec,12/4/2015 10:45,Grizzly and Suisun Bay,D8
EMP.D4.2015.12.04,Cryptophytes,13226874,,2015,Dec,12/4/2015 12:13,Confluence,D4
EMP.D4.2015.12.04,Cyanobacteria,27124186.8,,2015,Dec,12/4/2015 12:13,Confluence,D4
EMP.D4.2015.12.04,Diatoms,709428194.4,,2015,Dec,12/4/2015 12:13,Confluence,D4
EMP.D4.2015.12.04,Green Algae,9952638,,2015,Dec,12/4/2015 12:13,Confluence,D4
EMP.EZ6.2015.12.04,Cryptophytes,144729272.4,,2015,Dec,12/4/2015 13:37,Entrapment Zone,EZ6
EMP.EZ6.2015.12.04,Cyanobacteria,41057675.8,,2015,Dec,12/4/2015 13:37,Entrapment Zone,EZ6
EMP.EZ6.2015.12.04,Diatoms,8241473674,,2015,Dec,12/4/2015 13:37,Entrapment Zone,EZ6
EMP.EZ2.2015.12.04,Cryptophytes,69075181.2,,2015,Dec,12/4/2015 14:23,Entrapment Zone,EZ2
EMP.EZ2.2015.12.04,Cyanobacteria,337251822.8,,2015,Dec,12/4/2015 14:23,Entrapment Zone,EZ2
EMP.EZ2.2015.12.04,Diatoms,12736136289,,2015,Dec,12/4/2015 14:23,Entrapment Zone,EZ2
EMP.D7.2015.12.07,Cryptophytes,359671630.5,,2015,Dec,12/7/2015 11:55,Grizzly and Suisun Bay,D7
EMP.D7.2015.12.07,Cyanobacteria,34878272.7,,2015,Dec,12/7/2015 11:55,Grizzly and Suisun Bay,D7
EMP.D7.2015.12.07,Diatoms,605368984.2,,2015,Dec,12/7/2015 11:55,Grizzly and Suisun Bay,D7
EMP.D7.2015.12.07,Green Algae,2587662.9,,2015,Dec,12/7/2015 11:55,Grizzly and Suisun Bay,D7
EMP.D41A.2015.12.08,Cyanobacteria,14323737.6,,2015,Dec,12/8/2015 9:50,San Pablo Bay,D41A
EMP.D41A.2015.12.08,Diatoms,6701705702,,2015,Dec,12/8/2015 9:50,San Pablo Bay,D41A
EMP.D41.2015.12.08,Cryptophytes,67543476,,2015,Dec,12/8/2015 10:50,San Pablo Bay,D41
EMP.D41.2015.12.08,Cyanobacteria,8176668.5,,2015,Dec,12/8/2015 10:50,San Pablo Bay,D41
EMP.D41.2015.12.08,Green Algae,2875372.5,,2015,Dec,12/8/2015 10:50,San Pablo Bay,D41
EMP.D6.2015.12.08,Cryptophytes,86421013.2,,2015,Dec,12/8/2015 12:30,San Pablo Bay,D6
EMP.D6.2015.12.08,Cyanobacteria,13890135.6,,2015,Dec,12/8/2015 12:30,San Pablo Bay,D6
EMP.D6.2015.12.08,Diatoms,31606419.6,,2015,Dec,12/8/2015 12:30,San Pablo Bay,D6
EMP.D6.2015.12.08,Green Algae,907939.8,,2015,Dec,12/8/2015 12:30,San Pablo Bay,D6
EMP.D6.2015.12.08,Other,155664658.8,,2015,Dec,12/8/2015 12:30,San Pablo Bay,D6
EMP.EZ6-SJR.2016.01.04,Cryptophytes,232306040.4,,2016,Jan,1/4/2016 13:00,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2016.01.04,Cyanobacteria,238385356,,2016,Jan,1/4/2016 13:00,Entrapment Zone,EZ6-SJR
EMP.EZ6-SJR.2016.01.04,Diatoms,2580984763,,2016,Jan,1/4/2016 13:00,Entrapment Zone,EZ6-SJR
EMP.EZ2-SJR.2016.01.04,Cryptophytes,152498346,,2016,Jan,1/4/2016 13:48,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2016.01.04,Cyanobacteria,12926113.2,,2016,Jan,1/4/2016 13:48,Entrapment Zone,EZ2-SJR
EMP.EZ2-SJR.2016.01.04,Diatoms,1978240264,,2016,Jan,1/4/2016 13:48,Entrapment Zone,EZ2-SJR
EMP.D19.2016.01.04,Cryptophytes,94625753.6,,2016,Jan,1/4/2016 14:37,Central Delta,D19
EMP.D19.2016.01.04,Cyanobacteria,39350240,,2016,Jan,1/4/2016 14:37,Central Delta,D19
EMP.D19.2016.01.04,Diatoms,761510348.8,,2016,Jan,1/4/2016 14:37,Central Delta,D19
EMP.D19.2016.01.04,Golden Algae,23009568,,2016,Jan,1/4/2016 14:37,Central Delta,D19
EMP.D19.2016.01.04,Green Algae,5750515.2,,2016,Jan,1/4/2016 14:37,Central Delta,D19
EMP.D28A.2016.01.04,Cryptophytes,545779919.6,,2016,Jan,1/4/2016 15:52,Central Delta,D28A
EMP.D28A.2016.01.04,Cyanobacteria,267336281.2,,2016,Jan,1/4/2016 15:52,Central Delta,D28A
EMP.D28A.2016.01.04,Diatoms,577417420.4,,2016,Jan,1/4/2016 15:52,Central Delta,D28A
EMP.D28A.2016.01.04,Green Algae,1725108.6,,2016,Jan,1/4/2016 15:52,Central Delta,D28A
EMP.C10A.2016.01.05,Cryptophytes,191885908.5,,2016,Jan,1/5/2016 12:30,Southern Interior Delta,C10A
EMP.C10A.2016.01.05,Cyanobacteria,9747094.5,,2016,Jan,1/5/2016 12:30,Southern Interior Delta,C10A
EMP.C10A.2016.01.05,Diatoms,1101993107,,2016,Jan,1/5/2016 12:30,Southern Interior Delta,C10A
EMP.C10A.2016.01.05,Green Algae,1478763,,2016,Jan,1/5/2016 12:30,Southern Interior Delta,C10A
EMP.D26.2016.01.05,Cyanobacteria,37776230.4,,2016,Jan,1/5/2016 13:38,Central Delta,D26
EMP.D26.2016.01.05,Diatoms,7042254080,,2016,Jan,1/5/2016 13:38,Central Delta,D26
EMP.D26.2016.01.05,Green Algae,8625772.8,,2016,Jan,1/5/2016 13:38,Central Delta,D26
EMP.MD10A.2016.01.05,Cryptophytes,399085186.5,,2016,Jan,1/5/2016 14:40,Southern Interior Delta,MD10A
EMP.MD10A.2016.01.05,Cyanobacteria,15084549.48,,2016,Jan,1/5/2016 14:40,Southern Interior Delta,MD10A
EMP.MD10A.2016.01.05,Diatoms,109616406.9,,2016,Jan,1/5/2016 14:40,Southern Interior Delta,MD10A
EMP.MD10A.2016.01.05,Golden Algae,4318013.7,,2016,Jan,1/5/2016 14:40,Southern Interior Delta,MD10A
EMP.C3A.2016.01.05,Cryptophytes,75981349.8,,2016,Jan,1/5/2016 15:00,Northern Interior Delta,C3A
EMP.C3A.2016.01.05,Cyanobacteria,10936948.3,,2016,Jan,1/5/2016 15:00,Northern Interior Delta,C3A
EMP.C3A.2016.01.05,Diatoms,2222641781,,2016,Jan,1/5/2016 15:00,Northern Interior Delta,C3A
EMP.C3A.2016.01.05,Green Algae,10129195.1,,2016,Jan,1/5/2016 15:00,Northern Interior Delta,C3A
EMP.P8.2016.01.05,Cryptophytes,53760306.6,,2016,Jan,1/5/2016 16:03,Southern Interior Delta,P8
EMP.P8.2016.01.05,Cyanobacteria,203243040,,2016,Jan,1/5/2016 16:03,Southern Interior Delta,P8
EMP.P8.2016.01.05,Diatoms,750858708.6,,2016,Jan,1/5/2016 16:03,Southern Interior Delta,P8
EMP.P8.2016.01.05,Golden Algae,38228790.6,,2016,Jan,1/5/2016 16:03,Southern Interior Delta,P8
EMP.D8.2016.01.06,Cyanobacteria,32700362.24,,2016,Jan,1/6/2016 12:30,Grizzly and Suisun Bay,D8
EMP.D8.2016.01.06,Diatoms,94312953.6,,2016,Jan,1/6/2016 12:30,Grizzly and Suisun Bay,D8
EMP.EZ6.2016.01.06,Cryptophytes,481714511.4,,2016,Jan,1/6/2016 15:20,Entrapment Zone,EZ6
EMP.EZ6.2016.01.06,Cyanobacteria,337226754.7,,2016,Jan,1/6/2016 15:20,Entrapment Zone,EZ6
EMP.EZ6.2016.01.06,Diatoms,6388891371,,2016,Jan,1/6/2016 15:20,Entrapment Zone,EZ6
EMP.EZ2.2016.01.06,Cyanobacteria,24832105.02,,2016,Jan,1/6/2016 16:00,Entrapment Zone,EZ2
EMP.EZ2.2016.01.06,Diatoms,2163673546,,2016,Jan,1/6/2016 16:00,Entrapment Zone,EZ2
EMP.D7.2016.01.07,Cryptophytes,27365267.1,,2016,Jan,1/7/2016 12:50,Grizzly and Suisun Bay,D7
EMP.D7.2016.01.07,Cyanobacteria,28858409.4,,2016,Jan,1/7/2016 12:50,Grizzly and Suisun Bay,D7
EMP.D7.2016.01.07,Diatoms,1029592557,,2016,Jan,1/7/2016 12:50,Grizzly and Suisun Bay,D7
EMP.D41A.2016.01.08,Cryptophytes,87538522.5,,2016,Jan,1/8/2016 9:55,San Pablo Bay,D41A
EMP.D41A.2016.01.08,Cyanobacteria,18031942.5,,2016,Jan,1/8/2016 9:55,San Pablo Bay,D41A
EMP.D41A.2016.01.08,Green Algae,2464605,,2016,Jan,1/8/2016 9:55,San Pablo Bay,D41A
EMP.D41.2016.01.08,Cyanobacteria,8249437,,2016,Jan,1/8/2016 10:50,San Pablo Bay,D41
EMP.D41.2016.01.08,Diatoms,132378128.4,,2016,Jan,1/8/2016 10:50,San Pablo Bay,D41
EMP.D41.2016.01.08,Green Algae,616093.8,,2016,Jan,1/8/2016 10:50,San Pablo Bay,D41
EMP.D41.2016.01.08,Other,25674864.6,,2016,Jan,1/8/2016 10:50,San Pablo Bay,D41
EMP.D6.2016.01.08,Cryptophytes,243709987.2,,2016,Jan,1/8/2016 13:20,San Pablo Bay,D6
EMP.D6.2016.01.08,Cyanobacteria,19547497.6,,2016,Jan,1/8/2016 13:20,San Pablo Bay,D6
EMP.D6.2016.01.08,Diatoms,1484134653,,2016,Jan,1/8/2016 13:20,San Pablo Bay,D6
EMP.D4.2016.01.16,Cryptophytes,636956938.8,,2016,Jan,1/16/2016 14:05,Confluence,D4
EMP.D4.2016.01.16,Cyanobacteria,32810844.9,,2016,Jan,1/16/2016 14:05,Confluence,D4
EMP.D4.2016.01.16,Diatoms,302675483.7,,2016,Jan,1/16/2016 14:05,Confluence,D4
EMP.C3A.2016.02.01,Cyanobacteria,747326430.2,,2016,Feb,2/1/2016 10:55,Northern Interior Delta,C3A
EMP.C3A.2016.02.01,Diatoms,6803267694,,2016,Feb,2/1/2016 10:55,Northern Interior Delta,C3A
EMP.D19.2016.02.01,Cryptophytes,304499688.6,,2016,Feb,2/1/2016 10:57,Central Delta,D19
EMP.D19.2016.02.01,Cyanobacteria,762190620.2,,2016,Feb,2/1/2016 10:57,Central Delta,D19
EMP.D19.2016.02.01,Diatoms,523363625.6,,2016,Feb,2/1/2016 10:57,Central Delta,D19
EMP.D28A.2016.02.01,Cryptophytes,936903408.6,,2016,Feb,2/1/2016 11:56,Central Delta,D28A
EMP.D28A.2016.02.01,Cyanobacteria,1241173378,,2016,Feb,2/1/2016 11:56,Central Delta,D28A
EMP.D28A.2016.02.01,Diatoms,9571196079,,2016,Feb,2/1/2016 11:56,Central Delta,D28A
EMP.C10A.2016.02.01,Cryptophytes,186490804.5,,2016,Feb,2/1/2016 14:25,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Cyanobacteria,153587233.8,,2016,Feb,2/1/2016 14:25,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Diatoms,2246665321,,2016,Feb,2/1/2016 14:25,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Golden Algae,51816164.4,,2016,Feb,2/1/2016 14:25,Southern Interior Delta,C10A
EMP.C10A.2016.02.01,Green Algae,72815242.5,,2016,Feb,2/1/2016 14:25,Southern Interior Delta,C10A
EMP.D26.2016.02.02,Cryptophytes,494241305.2,,2016,Feb,2/2/2016 11:05,Central Delta,D26
EMP.D26.2016.02.02,Cyanobacteria,1917335134,,2016,Feb,2/2/2016 11:05,Central Delta,D26
EMP.D26.2016.02.02,Diatoms,1797184601,,2016,Feb,2/2/2016 11:05,Central Delta,D26
EMP.D26.2016.02.02,Golden Algae,127425058.6,,2016,Feb,2/2/2016 11:05,Central Delta,D26
EMP.MD10A.2016.02.02,Cryptophytes,22766243.5,,2016,Feb,2/2/2016 12:10,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Cyanobacteria,8605096.5,,2016,Feb,2/2/2016 12:10,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Diatoms,195864669,,2016,Feb,2/2/2016 12:10,Southern Interior Delta,MD10A
EMP.MD10A.2016.02.02,Green Algae,42830788,,2016,Feb,2/2/2016 12:10,Southern Interior Delta,MD10A
EMP.P8.2016.02.02,Cryptophytes,198704305.8,,2016,Feb,2/2/2016 13:35,Southern Interior Delta,P8
EMP.P8.2016.02.02,Cyanobacteria,111359348.1,,2016,Feb,2/2/2016 13:35,Southern Interior Delta,P8
EMP.P8.2016.02.02,Diatoms,687004718.4,,2016,Feb,2/2/2016 13:35,Southern Interior Delta,P8
EMP.P8.2016.02.02,Golden Algae,38862123.3,,2016,Feb,2/2/2016 13:35,Southern Interior Delta,P8
EMP.P8.2016.02.02,Green Algae,18032414.4,,2016,Feb,2/2/2016 13:35,Southern Interior Delta,P8
EMP.EZ6.2016.02.03,Cyanobacteria,611979008.4,,2016,Feb,2/3/2016 10:00,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Diatoms,484740129.6,,2016,Feb,2/3/2016 10:00,Entrapment Zone,EZ6
EMP.EZ6.2016.02.03,Green Algae,106479831.1,,2016,Feb,2/3/2016 10:00,Entrapment Zone,EZ6
EMP.D8.2016.02.03,Cryptophytes,71676925.9,,2016,Feb,2/3/2016 10:15,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Cyanobacteria,61348566,,2016,Feb,2/3/2016 10:15,Grizzly and Suisun Bay,D8
EMP.D8.2016.02.03,Diatoms,562735711.9,,2016,Feb,2/3/2016 10:15,Grizzly and Suisun Bay,D8
